osmid,y,x,highway,ref,street_count,railway,geometry
653744,34.030077,-118.2572282,motorway_junction,14B,3,,POINT (-118.2572282 34.030077)
653766,34.0405274,-118.2189695,,,3,,POINT (-118.2189695 34.0405274)
653772,34.0511029,-118.2139046,motorway_junction,135C,3,,POINT (-118.2139046 34.0511029)
14798411,34.0765136,-118.2156947,traffic_signals,,5,,POINT (-118.2156947 34.0765136)
14798419,34.0765422,-118.2118339,traffic_signals,,3,,POINT (-118.2118339 34.0765422)
14798642,34.0660207,-118.2115616,traffic_signals,,4,,POINT (-118.2115616 34.0660207)
14854413,34.0736942,-118.2117169,traffic_signals,,4,,POINT (-118.2117169 34.0736942)
14940283,34.0781305,-118.2631482,,,3,,POINT (-118.2631482 34.0781305)
14940287,34.0453296,-118.2842107,traffic_signals,,3,,POINT (-118.2842107 34.0453296)
14940433,34.0381152,-118.2840207,traffic_signals,,4,,POINT (-118.2840207 34.0381152)
14940434,34.0381727,-118.2858251,traffic_signals,,4,,POINT (-118.2858251 34.0381727)
14941347,34.0627814,-118.2112008,traffic_signals,,4,,POINT (-118.2112008 34.0627814)
14941348,34.0598451,-118.2153459,traffic_signals,,4,,POINT (-118.2153459 34.0598451)
14941481,34.0594203,-118.2046525,stop,,3,,POINT (-118.2046525 34.0594203)
14941501,34.0634889,-118.2028134,,,4,,POINT (-118.2028134 34.0634889)
14941504,34.0644954,-118.1967293,traffic_signals,,3,,POINT (-118.1967293 34.0644954)
14941693,34.0659816,-118.2154498,traffic_signals,,4,,POINT (-118.2154498 34.0659816)
14943097,34.0647152,-118.2077926,,,3,,POINT (-118.2077926 34.0647152)
14966389,34.078606,-118.2173673,,,3,,POINT (-118.2173673 34.078606)
14966391,34.0797537,-118.2169931,,,3,,POINT (-118.2169931 34.0797537)
15027548,34.0761201,-118.2237941,,,3,,POINT (-118.2237941 34.0761201)
15027549,34.0737247,-118.2222993,traffic_signals,,4,,POINT (-118.2222993 34.0737247)
15027552,34.0742235,-118.2211428,traffic_signals,,4,,POINT (-118.2211428 34.0742235)
15068250,34.0563844,-118.2017439,traffic_signals,,5,,POINT (-118.2017439 34.0563844)
15068251,34.0406024,-118.2117564,traffic_signals,,4,,POINT (-118.2117564 34.0406024)
15068253,34.043125,-118.217611,traffic_signals,,4,,POINT (-118.217611 34.043125)
15289719,34.0546657,-118.2029178,traffic_signals,,4,,POINT (-118.2029178 34.0546657)
15373638,34.0578312,-118.2101783,traffic_signals,,3,,POINT (-118.2101783 34.0578312)
15373745,34.0596324,-118.2051361,,,3,,POINT (-118.2051361 34.0596324)
15373749,34.0577808,-118.2049655,,,3,,POINT (-118.2049655 34.0577808)
15380188,34.0598866,-118.2518519,motorway_junction,24A,3,,POINT (-118.2518519 34.0598866)
15380821,34.0441645,-118.275876,,,3,,POINT (-118.275876 34.0441645)
15713360,34.0752286,-118.2188388,traffic_signals,,4,,POINT (-118.2188388 34.0752286)
15713361,34.0747283,-118.2200014,traffic_signals,,4,,POINT (-118.2200014 34.0747283)
15713362,34.0721412,-118.2212974,traffic_signals,,4,,POINT (-118.2212974 34.0721412)
15713713,34.0430492,-118.219629,traffic_signals,,4,,POINT (-118.219629 34.0430492)
15715635,34.0555757,-118.2116163,,,3,,POINT (-118.2116163 34.0555757)
15717255,34.051189,-118.2176077,traffic_signals,,4,,POINT (-118.2176077 34.051189)
15717259,34.055566,-118.2376287,,,3,,POINT (-118.2376287 34.055566)
15717265,34.0695423,-118.2273111,traffic_signals,,4,,POINT (-118.2273111 34.0695423)
15717266,34.0716481,-118.2224606,traffic_signals,,5,,POINT (-118.2224606 34.0716481)
15717267,34.0728296,-118.2197075,traffic_signals,,4,,POINT (-118.2197075 34.0728296)
15717274,34.0710023,-118.2301709,traffic_signals,,3,,POINT (-118.2301709 34.0710023)
16203355,34.0687257,-118.2191304,,,3,,POINT (-118.2191304 34.0687257)
16203357,34.0685835,-118.2194394,,,3,,POINT (-118.2194394 34.0685835)
16203358,34.0661211,-118.2194247,,,3,,POINT (-118.2194247 34.0661211)
16391209,34.0172908,-118.220057,traffic_signals,,4,,POINT (-118.220057 34.0172908)
16391230,34.0211272,-118.2302041,traffic_signals,,4,,POINT (-118.2302041 34.0211272)
16391235,34.0266368,-118.2299414,traffic_signals,,4,,POINT (-118.2299414 34.0266368)
16391285,34.0345726,-118.2300825,traffic_signals,,4,,POINT (-118.2300825 34.0345726)
16391290,34.0334362,-118.2195878,traffic_signals,,4,,POINT (-118.2195878 34.0334362)
16582687,34.049988,-118.2225479,motorway_junction,1D,3,,POINT (-118.2225479 34.049988)
16588311,34.0736397,-118.2156338,traffic_signals,,4,,POINT (-118.2156338 34.0736397)
16588314,34.0735967,-118.2178362,traffic_signals,,4,,POINT (-118.2178362 34.0735967)
16941220,34.0706951,-118.218933,,,3,,POINT (-118.218933 34.0706951)
16941223,34.0675036,-118.2181658,,,4,,POINT (-118.2181658 34.0675036)
16941224,34.0659564,-118.2181369,traffic_signals,,3,,POINT (-118.2181369 34.0659564)
16941226,34.0726378,-118.2201512,traffic_signals,,4,,POINT (-118.2201512 34.0726378)
17597297,34.0805712,-118.2616541,traffic_signals,,4,,POINT (-118.2616541 34.0805712)
17677673,34.0636451,-118.2360816,,,3,,POINT (-118.2360816 34.0636451)
17737739,34.0765146,-118.214436,stop,,4,,POINT (-118.214436 34.0765146)
17737741,34.0659944,-118.2141734,traffic_signals,,4,,POINT (-118.2141734 34.0659944)
18166164,34.0726325,-118.2840616,,,3,,POINT (-118.2840616 34.0726325)
18166166,34.0563993,-118.2498645,traffic_signals,,5,,POINT (-118.2498645 34.0563993)
18166168,34.0543334,-118.2466077,traffic_signals,,4,,POINT (-118.2466077 34.0543334)
18166169,34.0536398,-118.2455373,traffic_signals,,4,,POINT (-118.2455373 34.0536398)
18166171,34.0557227,-118.243595,traffic_signals,,4,,POINT (-118.243595 34.0557227)
18166174,34.0603398,-118.2393311,traffic_signals,,4,,POINT (-118.2393311 34.0603398)
18166944,34.0666869,-118.2703272,traffic_signals,,4,,POINT (-118.2703272 34.0666869)
18167302,34.0736589,-118.2143806,traffic_signals,,4,,POINT (-118.2143806 34.0736589)
18453011,34.0786925,-118.2028441,,,4,,POINT (-118.2028441 34.0786925)
18453030,34.0737918,-118.2052134,traffic_signals,,4,,POINT (-118.2052134 34.0737918)
18453031,34.0736754,-118.2130659,traffic_signals,,4,,POINT (-118.2130659 34.0736754)
18453032,34.076529,-118.213126,stop,,4,,POINT (-118.213126 34.076529)
18882020,34.074602,-118.216987,,,3,,POINT (-118.216987 34.074602)
18882045,34.0754996,-118.2104038,,,4,,POINT (-118.2104038 34.0754996)
18882064,34.0775533,-118.2104468,,,3,,POINT (-118.2104468 34.0775533)
18882115,34.078817,-118.2196612,,,3,,POINT (-118.2196612 34.078817)
18882134,34.0757121,-118.2176989,,,4,,POINT (-118.2176989 34.0757121)
18882146,34.0736213,-118.2169564,traffic_signals,,4,,POINT (-118.2169564 34.0736213)
18882157,34.0553343,-118.2117717,,,3,,POINT (-118.2117717 34.0553343)
18882168,34.0737717,-118.2064986,,,4,,POINT (-118.2064986 34.0737717)
18882193,34.0719807,-118.2064641,,,4,,POINT (-118.2064641 34.0719807)
18882205,34.0676505,-118.206363,,,4,,POINT (-118.206363 34.0676505)
18882259,34.0765804,-118.2078464,,,3,,POINT (-118.2078464 34.0765804)
18882269,34.0737145,-118.2103647,traffic_signals,,4,,POINT (-118.2103647 34.0737145)
18882281,34.0737555,-118.207807,traffic_signals,,4,,POINT (-118.207807 34.0737555)
19365035,34.0466757,-118.2150584,,,3,,POINT (-118.2150584 34.0466757)
20399952,34.0689285,-118.2459111,,,3,,POINT (-118.2459111 34.0689285)
20399963,34.0662594,-118.241274,motorway_junction,24B,3,,POINT (-118.241274 34.0662594)
20399980,34.0651785,-118.2468468,,,3,,POINT (-118.2468468 34.0651785)
20399998,34.0565503,-118.2531375,traffic_signals,,4,,POINT (-118.2531375 34.0565503)
20400002,34.0657646,-118.2476285,,,3,,POINT (-118.2476285 34.0657646)
20400044,34.0654624,-118.2488845,,,3,,POINT (-118.2488845 34.0654624)
20400135,34.0694879,-118.2469136,,,4,,POINT (-118.2469136 34.0694879)
20400137,34.0500608,-118.2592534,traffic_signals,,4,,POINT (-118.2592534 34.0500608)
20400166,34.0591429,-118.2499944,,,3,,POINT (-118.2499944 34.0591429)
20400214,34.0652072,-118.2492331,traffic_signals,,5,,POINT (-118.2492331 34.0652072)
20400252,34.0479467,-118.2612412,traffic_signals,,4,,POINT (-118.2612412 34.0479467)
20400292,34.0273404,-118.2765547,stop,,3,,POINT (-118.2765547 34.0273404)
20400296,34.0776229,-118.2634827,traffic_signals,,4,,POINT (-118.2634827 34.0776229)
21063602,34.0237846,-118.2436,motorway_junction,,3,,POINT (-118.2436 34.0237846)
21063610,34.0344255,-118.2666035,motorway_junction,13,3,,POINT (-118.2666035 34.0344255)
21063619,34.0687318,-118.2581893,motorway_junction,4A,3,,POINT (-118.2581893 34.0687318)
21063622,34.0705976,-118.2614443,traffic_signals,,3,,POINT (-118.2614443 34.0705976)
21098478,34.0384659,-118.2749393,motorway_junction,12,3,,POINT (-118.2749393 34.0384659)
21098539,34.02549,-118.2915534,traffic_signals,,5,,POINT (-118.2915534 34.02549)
21098545,34.0343642,-118.2720528,traffic_signals,,4,,POINT (-118.2720528 34.0343642)
21098546,34.0309941,-118.2647057,,,4,,POINT (-118.2647057 34.0309941)
21098548,34.0356829,-118.2608975,,,3,,POINT (-118.2608975 34.0356829)
21098551,34.0466822,-118.2485524,traffic_signals,,4,,POINT (-118.2485524 34.0466822)
21098552,34.0522178,-118.2433951,traffic_signals,,4,,POINT (-118.2433951 34.0522178)
21150896,34.0659687,-118.216824,,,4,,POINT (-118.216824 34.0659687)
21150905,34.0560321,-118.2060694,traffic_signals,,4,,POINT (-118.2060694 34.0560321)
21150906,34.0543527,-118.2007703,,,4,,POINT (-118.2007703 34.0543527)
21150970,34.0687039,-118.2155213,,,3,,POINT (-118.2155213 34.0687039)
21150973,34.0731811,-118.2189091,traffic_signals,,4,,POINT (-118.2189091 34.0731811)
21300247,34.0579496,-118.2758914,traffic_signals,,4,,POINT (-118.2758914 34.0579496)
21300249,34.0529989,-118.2648671,traffic_signals,,4,,POINT (-118.2648671 34.0529989)
21300257,34.049348,-118.2581639,traffic_signals,,4,,POINT (-118.2581639 34.049348)
21302766,34.0564977,-118.244506,traffic_signals,,4,,POINT (-118.244506 34.0564977)
21302770,34.0444634,-118.2558058,traffic_signals,,4,,POINT (-118.2558058 34.0444634)
21302771,34.0416166,-118.2584557,traffic_signals,,4,,POINT (-118.2584557 34.0416166)
21302781,34.0203749,-118.2744303,,,4,,POINT (-118.2744303 34.0203749)
21302782,34.0162746,-118.2770674,traffic_signals,,4,,POINT (-118.2770674 34.0162746)
21302785,34.0111003,-118.2799533,traffic_signals,,5,,POINT (-118.2799533 34.0111003)
21302793,34.0157624,-118.2759344,traffic_signals,,4,,POINT (-118.2759344 34.0157624)
21302795,34.0111059,-118.2789125,,,3,,POINT (-118.2789125 34.0111059)
21302801,34.0111418,-118.2827383,traffic_signals,,4,,POINT (-118.2827383 34.0111418)
21306060,34.0237668,-118.2840136,traffic_signals,,4,,POINT (-118.2840136 34.0237668)
21306066,34.0564218,-118.2724957,traffic_signals,,4,,POINT (-118.2724957 34.0564218)
21306068,34.0595328,-118.2748801,traffic_signals,,4,,POINT (-118.2748801 34.0595328)
21420438,34.0517405,-118.2145544,,,3,,POINT (-118.2145544 34.0517405)
21420499,34.047287,-118.214553,motorway_junction,135B,3,,POINT (-118.214553 34.047287)
21420501,34.0494244,-118.2136862,traffic_signals,,3,,POINT (-118.2136862 34.0494244)
21420503,34.0585569,-118.2402244,traffic_signals,,4,,POINT (-118.2402244 34.0585569)
21420505,34.0582842,-118.2395114,traffic_signals,,4,,POINT (-118.2395114 34.0582842)
21420507,34.060619,-118.2438916,traffic_signals,,4,,POINT (-118.2438916 34.060619)
21420508,34.0626773,-118.2462968,traffic_signals,,4,,POINT (-118.2462968 34.0626773)
21478628,34.0656945,-118.2494248,,,3,,POINT (-118.2494248 34.0656945)
21478631,34.0741928,-118.251971,traffic_signals,,4,,POINT (-118.251971 34.0741928)
21507167,34.0451578,-118.2040626,traffic_signals,,4,,POINT (-118.2040626 34.0451578)
21507168,34.0467984,-118.2078025,traffic_signals,,4,,POINT (-118.2078025 34.0467984)
21507169,34.0500888,-118.2151498,traffic_signals,,4,,POINT (-118.2151498 34.0500888)
21507171,34.0528874,-118.2133599,,,3,,POINT (-118.2133599 34.0528874)
21650941,34.0665653,-118.205073,,,4,,POINT (-118.205073 34.0665653)
21650942,34.0676616,-118.2050897,,,3,,POINT (-118.2050897 34.0676616)
21650943,34.0691423,-118.2051216,,,3,,POINT (-118.2051216 34.0691423)
21650945,34.0755135,-118.2052112,,,3,,POINT (-118.2052112 34.0755135)
21650950,34.077936,-118.2053685,,,3,,POINT (-118.2053685 34.077936)
21650957,34.0788584,-118.2099186,,,3,,POINT (-118.2099186 34.0788584)
21650958,34.0792088,-118.2101919,,,4,,POINT (-118.2101919 34.0792088)
21650966,34.0831913,-118.2055456,,,3,,POINT (-118.2055456 34.0831913)
21650972,34.0792605,-118.2118917,traffic_signals,,4,,POINT (-118.2118917 34.0792605)
21650973,34.0792468,-118.2131836,,,4,,POINT (-118.2131836 34.0792468)
21650974,34.0790188,-118.2172259,,,3,,POINT (-118.2172259 34.0790188)
21650975,34.0788031,-118.2162053,,,1,,POINT (-118.2162053 34.0788031)
21662853,34.0723425,-118.2345611,,,3,,POINT (-118.2345611 34.0723425)
21662857,34.0756664,-118.2329825,,,4,,POINT (-118.2329825 34.0756664)
21662861,34.0781793,-118.23454,stop,,4,,POINT (-118.23454 34.0781793)
21662862,34.0791573,-118.2354278,,,3,,POINT (-118.2354278 34.0791573)
21662863,34.0796067,-118.236033,traffic_signals,,3,,POINT (-118.236033 34.0796067)
21662900,34.0717323,-118.2273214,,,3,,POINT (-118.2273214 34.0717323)
21748255,34.0468346,-118.2381046,,,3,,POINT (-118.2381046 34.0468346)
21748256,34.0235543,-118.2393149,traffic_signals,,4,,POINT (-118.2393149 34.0235543)
21748260,34.0272236,-118.2480252,,,3,,POINT (-118.2480252 34.0272236)
21748268,34.0368623,-118.2607612,,,3,,POINT (-118.2607612 34.0368623)
21748269,34.036351,-118.2603565,traffic_signals,,4,,POINT (-118.2603565 34.036351)
21748270,34.037654,-118.2621487,traffic_signals,,4,,POINT (-118.2621487 34.037654)
21748271,34.0381187,-118.2629715,,,3,,POINT (-118.2629715 34.0381187)
21748273,34.0406315,-118.2680555,traffic_signals,,4,,POINT (-118.2680555 34.0406315)
21748274,34.0472784,-118.2842266,traffic_signals,,4,,POINT (-118.2842266 34.0472784)
21748275,34.0472479,-118.2826892,traffic_signals,,4,,POINT (-118.2826892 34.0472479)
23964410,34.0264147,-118.2487798,traffic_signals,,4,,POINT (-118.2487798 34.0264147)
23964503,34.0591654,-118.2541674,,,4,,POINT (-118.2541674 34.0591654)
24043448,34.0301797,-118.2452612,traffic_signals,,4,,POINT (-118.2452612 34.0301797)
24043505,34.0503893,-118.240894,traffic_signals,,4,,POINT (-118.240894 34.0503893)
24043578,34.0148582,-118.25652,,,3,,POINT (-118.25652 34.0148582)
24043823,34.049207,-118.2391377,traffic_signals,,3,,POINT (-118.2391377 34.049207)
24043919,34.0515175,-118.2424108,traffic_signals,,4,,POINT (-118.2424108 34.0515175)
25062044,34.0343685,-118.2156895,traffic_signals,,4,,POINT (-118.2156895 34.0343685)
25062064,34.0381635,-118.2384348,traffic_signals,,4,,POINT (-118.2384348 34.0381635)
25062067,34.039027,-118.2399931,traffic_signals,,4,,POINT (-118.2399931 34.039027)
25062070,34.0461143,-118.2395717,traffic_signals,,4,,POINT (-118.2395717 34.0461143)
25062101,34.049553,-118.2458813,traffic_signals,,4,,POINT (-118.2458813 34.049553)
25062104,34.0516722,-118.2491082,traffic_signals,,4,,POINT (-118.2491082 34.0516722)
25522209,34.0352531,-118.2739636,,,3,,POINT (-118.2739636 34.0352531)
25936292,34.07133,-118.2291436,,,3,,POINT (-118.2291436 34.07133)
25936324,34.0732563,-118.2299334,,,3,,POINT (-118.2299334 34.0732563)
26208900,34.0393586,-118.2306259,,,3,,POINT (-118.2306259 34.0393586)
26208901,34.0403246,-118.230756,,,3,,POINT (-118.230756 34.0403246)
26208923,34.0571488,-118.2422578,,,3,,POINT (-118.2422578 34.0571488)
26208924,34.0577339,-118.2413961,,,3,,POINT (-118.2413961 34.0577339)
26208933,34.0696578,-118.2373322,,,3,,POINT (-118.2373322 34.0696578)
26208934,34.0701923,-118.2343988,,,3,,POINT (-118.2343988 34.0701923)
26208936,34.0720332,-118.2241437,traffic_signals,,3,,POINT (-118.2241437 34.0720332)
26208937,34.0731568,-118.2233905,traffic_signals,,4,,POINT (-118.2233905 34.0731568)
26462442,34.0623337,-118.2383307,traffic_signals,,4,,POINT (-118.2383307 34.0623337)
26462445,34.0627598,-118.2395633,traffic_signals,,4,,POINT (-118.2395633 34.0627598)
26468563,34.0798644,-118.2554173,traffic_signals,,4,,POINT (-118.2554173 34.0798644)
26468564,34.0767639,-118.2573608,traffic_signals,,4,,POINT (-118.2573608 34.0767639)
26468571,34.067726,-118.2548042,,,3,,POINT (-118.2548042 34.067726)
26468572,34.0679024,-118.2522054,,,3,,POINT (-118.2522054 34.0679024)
26493029,34.0244432,-118.2505534,,,4,,POINT (-118.2505534 34.0244432)
26524601,34.0611828,-118.2136487,traffic_signals,,3,,POINT (-118.2136487 34.0611828)
26666257,34.0350128,-118.2386203,traffic_signals,,4,,POINT (-118.2386203 34.0350128)
26666265,34.0419376,-118.248561,traffic_signals,,4,,POINT (-118.248561 34.0419376)
26666267,34.0439323,-118.2513808,traffic_signals,,4,,POINT (-118.2513808 34.0439323)
26666269,34.0445294,-118.25233,traffic_signals,,4,,POINT (-118.25233 34.0445294)
26666271,34.0452152,-118.2533912,traffic_signals,,4,,POINT (-118.2533912 34.0452152)
26666273,34.0459023,-118.2544669,traffic_signals,,4,,POINT (-118.2544669 34.0459023)
26666275,34.0466033,-118.255548,traffic_signals,,4,,POINT (-118.255548 34.0466033)
26995768,34.0265822,-118.2305524,,,3,,POINT (-118.2305524 34.0265822)
27026745,34.0806155,-118.2251954,,,3,,POINT (-118.2251954 34.0806155)
27062258,34.0760279,-118.2169813,,,3,,POINT (-118.2169813 34.0760279)
27062259,34.0762611,-118.2164435,,,3,,POINT (-118.2164435 34.0762611)
27062261,34.0791837,-118.2190925,,,3,,POINT (-118.2190925 34.0791837)
27390001,34.0763978,-118.2782446,motorway_junction,5B,3,,POINT (-118.2782446 34.0763978)
27461877,34.0747441,-118.2243764,,,3,,POINT (-118.2243764 34.0747441)
27461878,34.0750354,-118.22455,,,1,,POINT (-118.22455 34.0750354)
27463245,34.0510848,-118.238072,traffic_signals,,4,,POINT (-118.238072 34.0510848)
27463249,34.0502178,-118.233572,stop,,4,,POINT (-118.233572 34.0502178)
27463257,34.0558343,-118.2400861,traffic_signals,,4,,POINT (-118.2400861 34.0558343)
27463260,34.0561068,-118.241519,traffic_signals,,4,,POINT (-118.241519 34.0561068)
27463276,34.0529998,-118.2038505,traffic_signals,,4,,POINT (-118.2038505 34.0529998)
29098662,34.0350198,-118.2734477,,,3,,POINT (-118.2734477 34.0350198)
29312309,34.0705454,-118.2268281,,,3,,POINT (-118.2268281 34.0705454)
29312317,34.0699265,-118.2275374,,,3,,POINT (-118.2275374 34.0699265)
29312325,34.0762226,-118.2224001,,,3,,POINT (-118.2224001 34.0762226)
29312327,34.0768851,-118.2213553,,,3,,POINT (-118.2213553 34.0768851)
29312328,34.0774852,-118.2217241,,,4,,POINT (-118.2217241 34.0774852)
29312333,34.0796767,-118.218354,traffic_signals,,3,,POINT (-118.218354 34.0796767)
31479975,34.0535396,-118.2224323,,,3,,POINT (-118.2224323 34.0535396)
32274961,34.0660517,-118.2089329,,,5,,POINT (-118.2089329 34.0660517)
32274966,34.0623861,-118.2050044,,,3,,POINT (-118.2050044 34.0623861)
33078879,34.0111326,-118.274031,traffic_signals,,4,,POINT (-118.274031 34.0111326)
33078880,34.0148892,-118.2740424,,,3,,POINT (-118.2740424 34.0148892)
33078883,34.0167884,-118.273815,,,3,,POINT (-118.273815 34.0167884)
33078886,34.0200304,-118.2717673,,,3,,POINT (-118.2717673 34.0200304)
33078887,34.0267254,-118.267496,,,3,,POINT (-118.267496 34.0267254)
33078912,34.0510052,-118.244533,traffic_signals,,4,,POINT (-118.244533 34.0510052)
33078916,34.053099,-118.2477844,traffic_signals,,5,,POINT (-118.2477844 34.053099)
33078931,34.0643407,-118.2599594,,,4,,POINT (-118.2599594 34.0643407)
35361362,34.0579715,-118.2441147,motorway_junction,2C,3,,POINT (-118.2441147 34.0579715)
35833868,34.0754577,-118.2131035,,,3,,POINT (-118.2131035 34.0754577)
35833869,34.075478,-118.211809,,,4,,POINT (-118.211809 34.075478)
35833871,34.0755418,-118.2078436,,,3,,POINT (-118.2078436 34.0755418)
35833887,34.0754288,-118.2065322,,,1,,POINT (-118.2065322 34.0754288)
35833888,34.077281,-118.2028151,,,3,,POINT (-118.2028151 34.077281)
35833889,34.0775798,-118.2028217,,,3,,POINT (-118.2028217 34.0775798)
37976436,34.0584076,-118.244475,motorway_junction,3,3,,POINT (-118.244475 34.0584076)
38019514,34.077315,-118.248902,traffic_signals,,4,,POINT (-118.248902 34.077315)
38020241,34.0742788,-118.2333433,,,3,,POINT (-118.2333433 34.0742788)
38504569,34.0428103,-118.2166958,traffic_signals,,4,,POINT (-118.2166958 34.0428103)
38560128,34.0384479,-118.2777871,,,3,,POINT (-118.2777871 34.0384479)
38642361,34.0390767,-118.2735335,motorway_junction,,3,,POINT (-118.2735335 34.0390767)
38724023,34.0377297,-118.2743759,motorway_junction,,3,,POINT (-118.2743759 34.0377297)
38724146,34.0366785,-118.2709767,motorway_junction,,3,,POINT (-118.2709767 34.0366785)
50810116,34.0448561,-118.2711225,motorway_junction,,3,,POINT (-118.2711225 34.0448561)
60945762,34.0663373,-118.2441646,,,4,,POINT (-118.2441646 34.0663373)
60945763,34.0669222,-118.2458097,,,3,,POINT (-118.2458097 34.0669222)
60946365,34.063185,-118.2513522,traffic_signals,,4,,POINT (-118.2513522 34.063185)
60946368,34.064798,-118.2527306,traffic_signals,,4,,POINT (-118.2527306 34.064798)
60946371,34.0666745,-118.2546297,traffic_signals,,4,,POINT (-118.2546297 34.0666745)
60946376,34.0672686,-118.2566112,traffic_signals,,4,,POINT (-118.2566112 34.0672686)
60946379,34.0681346,-118.2608753,traffic_signals,,4,,POINT (-118.2608753 34.0681346)
60946385,34.0699338,-118.2670333,,,4,,POINT (-118.2670333 34.0699338)
60946387,34.0702634,-118.2680117,traffic_signals,,4,,POINT (-118.2680117 34.0702634)
60946388,34.0711354,-118.2706747,,,3,,POINT (-118.2706747 34.0711354)
60946391,34.0725272,-118.2749,traffic_signals,,4,,POINT (-118.2749 34.0725272)
60946393,34.0748777,-118.2802698,traffic_signals,,4,,POINT (-118.2802698 34.0748777)
60946394,34.0761254,-118.2830741,,,3,,POINT (-118.2830741 34.0761254)
60946398,34.0767172,-118.2844301,traffic_signals,,3,,POINT (-118.2844301 34.0767172)
60946401,34.0767232,-118.2856078,,,3,,POINT (-118.2856078 34.0767232)
60957886,34.0442536,-118.2885341,,,4,,POINT (-118.2885341 34.0442536)
60957897,34.0374984,-118.2700752,traffic_signals,,4,,POINT (-118.2700752 34.0374984)
60957905,34.0357421,-118.266328,traffic_signals,,4,,POINT (-118.266328 34.0357421)
63068643,34.0219044,-118.2800026,traffic_signals,,4,,POINT (-118.2800026 34.0219044)
63765355,34.0178587,-118.2746093,,,5,,POINT (-118.2746093 34.0178587)
63785414,34.0253376,-118.2697708,traffic_signals,,4,,POINT (-118.2697708 34.0253376)
63785441,34.0314578,-118.2657439,,,4,,POINT (-118.2657439 34.0314578)
63785495,34.0245305,-118.2768228,traffic_signals,,4,,POINT (-118.2768228 34.0245305)
63785502,34.0260271,-118.2758599,traffic_signals,,5,,POINT (-118.2758599 34.0260271)
63785514,34.0267771,-118.2753281,,,3,,POINT (-118.2753281 34.0267771)
63785522,34.0276748,-118.2749528,traffic_signals,,5,,POINT (-118.2749528 34.0276748)
63785537,34.0301809,-118.2730503,traffic_signals,,4,,POINT (-118.2730503 34.0301809)
63785546,34.0324415,-118.2717736,,,3,,POINT (-118.2717736 34.0324415)
63785567,34.0196638,-118.2748989,traffic_signals,,4,,POINT (-118.2748989 34.0196638)
63785577,34.0191581,-118.2737797,traffic_signals,,4,,POINT (-118.2737797 34.0191581)
63785589,34.0186531,-118.272646,traffic_signals,,4,,POINT (-118.272646 34.0186531)
67619040,34.0276279,-118.2574572,,,4,,POINT (-118.2574572 34.0276279)
67619127,34.0407058,-118.2467761,traffic_signals,,4,,POINT (-118.2467761 34.0407058)
67619170,34.0442021,-118.2439151,traffic_signals,,4,,POINT (-118.2439151 34.0442021)
67619212,34.0473159,-118.2425254,traffic_signals,,4,,POINT (-118.2425254 34.0473159)
67619278,34.0524613,-118.239714,traffic_signals,,3,,POINT (-118.239714 34.0524613)
67619297,34.0552702,-118.2391711,traffic_signals,,4,,POINT (-118.2391711 34.0552702)
67619377,34.0631298,-118.2363297,,,3,,POINT (-118.2363297 34.0631298)
67619407,34.0768029,-118.2227575,traffic_signals,,4,,POINT (-118.2227575 34.0768029)
67666056,34.0293677,-118.2563064,,,3,,POINT (-118.2563064 34.0293677)
67666150,34.024857,-118.2686905,traffic_signals,,4,,POINT (-118.2686905 34.024857)
67666164,34.0162087,-118.2672496,traffic_signals,,4,,POINT (-118.2672496 34.0162087)
67666195,34.0126544,-118.2589499,,,4,,POINT (-118.2589499 34.0126544)
67666219,34.0137446,-118.2663101,,,4,,POINT (-118.2663101 34.0137446)
68214580,34.0548897,-118.24264,traffic_signals,,4,,POINT (-118.24264 34.0548897)
68214591,34.0529563,-118.244473,traffic_signals,,4,,POINT (-118.244473 34.0529563)
68214600,34.0517051,-118.2456231,traffic_signals,,4,,POINT (-118.2456231 34.0517051)
68214615,34.0502752,-118.2469854,traffic_signals,,4,,POINT (-118.2469854 34.0502752)
68214658,34.0524029,-118.2466877,,,4,,POINT (-118.2466877 34.0524029)
68214664,34.0509684,-118.2480286,traffic_signals,,4,,POINT (-118.2480286 34.0509684)
68214674,34.0540778,-118.2416781,traffic_signals,,4,,POINT (-118.2416781 34.0540778)
68267384,34.0683701,-118.2449398,,,3,,POINT (-118.2449398 34.0683701)
68267394,34.0653041,-118.2411665,,,4,,POINT (-118.2411665 34.0653041)
68267399,34.0644394,-118.2387207,traffic_signals,,4,,POINT (-118.2387207 34.0644394)
68965696,34.0670625,-118.2223879,traffic_signals,,3,,POINT (-118.2223879 34.0670625)
69004190,34.0534948,-118.2321656,,,3,,POINT (-118.2321656 34.0534948)
69004215,34.0502761,-118.243355,traffic_signals,,4,,POINT (-118.243355 34.0502761)
69037519,34.0547952,-118.257319,,,3,,POINT (-118.257319 34.0547952)
69037527,34.0579481,-118.2552676,traffic_signals,,4,,POINT (-118.2552676 34.0579481)
69037543,34.0565415,-118.2566496,traffic_signals,,5,,POINT (-118.2566496 34.0565415)
69037793,34.0672949,-118.2353843,,,3,,POINT (-118.2353843 34.0672949)
69070509,34.0473061,-118.2566249,traffic_signals,,4,,POINT (-118.2566249 34.0473061)
69070533,34.0396274,-118.2589941,traffic_signals,,4,,POINT (-118.2589941 34.0396274)
69070537,34.0416058,-118.2550012,traffic_signals,,5,,POINT (-118.2550012 34.0416058)
69091912,34.0477361,-118.2393726,traffic_signals,,4,,POINT (-118.2393726 34.0477361)
