osmid,y,x,highway,ref,street_count,railway,geometry
122690525,34.0750414,-118.2717267,,,4,,POINT (-118.2717267 34.0750414)
122690534,34.0759537,-118.2737708,stop,,4,,POINT (-118.2737708 34.0759537)
122690537,34.076422,-118.2747758,,,3,,POINT (-118.2747758 34.076422)
122690540,34.0767756,-118.2755526,,,3,,POINT (-118.2755526 34.0767756)
122690545,34.076877,-118.275786,,,3,,POINT (-118.275786 34.076877)
122690546,34.0771169,-118.276309,stop,,3,,POINT (-118.276309 34.0771169)
122690548,34.0773514,-118.2768346,,,3,,POINT (-118.2768346 34.0773514)
122690554,34.0777925,-118.2778208,,,3,,POINT (-118.2778208 34.0777925)
122690558,34.0787884,-118.2801137,,,3,,POINT (-118.2801137 34.0787884)
122690561,34.0792102,-118.2811019,stop,,4,,POINT (-118.2811019 34.0792102)
122690564,34.0796883,-118.2821837,,,3,,POINT (-118.2821837 34.0796883)
122702184,34.0655801,-118.2678837,traffic_signals,,4,,POINT (-118.2678837 34.0655801)
122702186,34.064371,-118.268588,,,3,,POINT (-118.268588 34.064371)
122702188,34.0631414,-118.2693507,,,4,,POINT (-118.2693507 34.0631414)
122702192,34.0618675,-118.2701981,traffic_signals,,4,,POINT (-118.2701981 34.0618675)
122702195,34.0610275,-118.2707457,,,3,,POINT (-118.2707457 34.0610275)
122702199,34.0601857,-118.2712949,,,3,,POINT (-118.2712949 34.0601857)
122702202,34.0593292,-118.2718633,,,3,,POINT (-118.2718633 34.0593292)
122702210,34.0569074,-118.2735923,traffic_signals,,4,,POINT (-118.2735923 34.0569074)
122702214,34.0554332,-118.2745714,traffic_signals,,4,,POINT (-118.2745714 34.0554332)
122702216,34.0538674,-118.2755741,traffic_signals,,4,,POINT (-118.2755741 34.0538674)
122702220,34.0507171,-118.2776254,traffic_signals,,4,,POINT (-118.2776254 34.0507171)
122702224,34.0492773,-118.2785733,,,3,,POINT (-118.2785733 34.0492773)
122702233,34.0459888,-118.2799328,,,3,,POINT (-118.2799328 34.0459888)
122702237,34.0453282,-118.2803613,,,3,,POINT (-118.2803613 34.0453282)
122702240,34.0443959,-118.2809783,,,4,,POINT (-118.2809783 34.0443959)
122702246,34.042044,-118.2824436,,,3,,POINT (-118.2824436 34.042044)
122702250,34.0412781,-118.2829087,,,3,,POINT (-118.2829087 34.0412781)
122702261,34.0469822,-118.2798767,,,3,,POINT (-118.2798767 34.0469822)
122702264,34.0462011,-118.2803744,traffic_signals,,3,,POINT (-118.2803744 34.0462011)
122708791,34.0645583,-118.2709116,,,3,,POINT (-118.2709116 34.0645583)
122708795,34.0652666,-118.2725092,,,4,,POINT (-118.2725092 34.0652666)
122708797,34.0660322,-118.274303,,,3,,POINT (-118.274303 34.0660322)
122708804,34.0643986,-118.2698599,,,3,,POINT (-118.2698599 34.0643986)
122708808,34.0647914,-118.2707664,,,3,,POINT (-118.2707664 34.0647914)
122717927,34.0589806,-118.2164297,,,3,,POINT (-118.2164297 34.0589806)
122719184,34.0217652,-118.2706611,traffic_signals,,4,,POINT (-118.2706611 34.0217652)
122719187,34.022259,-118.2717695,traffic_signals,,4,,POINT (-118.2717695 34.022259)
122719192,34.0227478,-118.2728666,traffic_signals,,4,,POINT (-118.2728666 34.0227478)
122719195,34.0229651,-118.2733544,,,3,,POINT (-118.2733544 34.0229651)
122719201,34.0239808,-118.2756341,,,3,,POINT (-118.2756341 34.0239808)
122719205,34.0250489,-118.2780079,traffic_signals,,4,,POINT (-118.2780079 34.0250489)
122719216,34.027399,-118.2839787,traffic_signals,,4,,POINT (-118.2839787 34.027399)
122719255,34.0274057,-118.2849862,,,4,,POINT (-118.2849862 34.0274057)
122719259,34.0274328,-118.2882375,stop,,4,,POINT (-118.2882375 34.0274328)
122719532,34.0371261,-118.2475237,,,3,,POINT (-118.2475237 34.0371261)
122719535,34.0356807,-118.2485667,,,4,,POINT (-118.2485667 34.0356807)
122719646,34.0430338,-118.2420111,traffic_signals,,4,,POINT (-118.2420111 34.0430338)
122719651,34.0395608,-118.2451637,traffic_signals,,4,,POINT (-118.2451637 34.0395608)
122719655,34.0384076,-118.2464231,,,4,,POINT (-118.2464231 34.0384076)
122719662,34.0372187,-118.2476321,,,3,,POINT (-118.2476321 34.0372187)
122723207,34.013613,-118.2620357,,,4,,POINT (-118.2620357 34.013613)
122723210,34.0127642,-118.2622913,,,3,,POINT (-118.2622913 34.0127642)
122723213,34.0110812,-118.26283,,,3,,POINT (-118.26283 34.0110812)
122723243,34.025013,-118.254207,,,4,,POINT (-118.254207 34.025013)
122723246,34.024113,-118.254807,,,4,,POINT (-118.254807 34.024113)
122723248,34.0231963,-118.2553776,,,4,,POINT (-118.2553776 34.0231963)
122723251,34.0223673,-118.255909,traffic_signals,,4,,POINT (-118.255909 34.0223673)
122723252,34.0215656,-118.2564187,,,4,,POINT (-118.2564187 34.0215656)
122723254,34.0207522,-118.2569264,,,4,,POINT (-118.2569264 34.0207522)
122723259,34.0198793,-118.2574902,traffic_signals,,4,,POINT (-118.2574902 34.0198793)
122723260,34.0189608,-118.2580611,,,4,,POINT (-118.2580611 34.0189608)
122723262,34.0180363,-118.2586538,,,4,,POINT (-118.2586538 34.0180363)
122723267,34.0171138,-118.2592418,stop,,4,,POINT (-118.2592418 34.0171138)
122723271,34.0161734,-118.2598502,,,3,,POINT (-118.2598502 34.0161734)
122723274,34.0160892,-118.2599005,,,3,,POINT (-118.2599005 34.0160892)
122723278,34.0153513,-118.2604015,,,3,,POINT (-118.2604015 34.0153513)
122723281,34.0152308,-118.2604723,,,3,,POINT (-118.2604723 34.0152308)
122723284,34.0146476,-118.260859,,,3,,POINT (-118.260859 34.0146476)
122723286,34.0145536,-118.2609207,,,3,,POINT (-118.2609207 34.0145536)
122723299,34.0291072,-118.2507936,,,4,,POINT (-118.2507936 34.0291072)
122723301,34.0285385,-118.2512688,,,3,,POINT (-118.2512688 34.0285385)
122723303,34.0278626,-118.2517975,traffic_signals,,4,,POINT (-118.2517975 34.0278626)
122723309,34.0272227,-118.2523115,,,3,,POINT (-118.2523115 34.0272227)
122723312,34.0266424,-118.2527642,,,4,,POINT (-118.2527642 34.0266424)
122726048,34.0436932,-118.265242,traffic_signals,,4,,POINT (-118.265242 34.0436932)
122728445,34.0671478,-118.2038589,,,3,,POINT (-118.2038589 34.0671478)
122728448,34.0680222,-118.2039044,,,3,,POINT (-118.2039044 34.0680222)
122728505,34.0720188,-118.2038747,,,3,,POINT (-118.2038747 34.0720188)
122728507,34.0738098,-118.2038977,,,3,,POINT (-118.2038977 34.0738098)
122731661,34.0165483,-118.204005,,,3,,POINT (-118.204005 34.0165483)
122731663,34.0158377,-118.2039842,,,3,,POINT (-118.2039842 34.0158377)
122733826,34.0391306,-118.2383578,,,3,,POINT (-118.2383578 34.0391306)
122733828,34.03922,-118.2342317,,,1,,POINT (-118.2342317 34.03922)
122735406,34.0694828,-118.276831,traffic_signals,,4,,POINT (-118.276831 34.0694828)
122735409,34.068479,-118.2774691,,,4,,POINT (-118.2774691 34.068479)
122735412,34.0662497,-118.2788761,traffic_signals,,4,,POINT (-118.2788761 34.0662497)
122735414,34.0649197,-118.279751,,,3,,POINT (-118.279751 34.0649197)
122735416,34.0609138,-118.2823391,traffic_signals,,4,,POINT (-118.2823391 34.0609138)
122735419,34.0593738,-118.2832816,traffic_signals,,4,,POINT (-118.2832816 34.0593738)
122736599,34.0777429,-118.2868028,,,4,,POINT (-118.2868028 34.0777429)
122736603,34.0777364,-118.2879911,,,3,,POINT (-118.2879911 34.0777364)
122740027,34.0275706,-118.2669584,traffic_signals,,3,,POINT (-118.2669584 34.0275706)
122740031,34.0280461,-118.2680243,traffic_signals,,4,,POINT (-118.2680243 34.0280461)
122740034,34.0285118,-118.2690645,traffic_signals,,5,,POINT (-118.2690645 34.0285118)
122740185,34.0319473,-118.2766985,stop,,3,,POINT (-118.2766985 34.0319473)
122740191,34.0329878,-118.279035,,,3,,POINT (-118.279035 34.0329878)
122740194,34.033301,-118.2797257,traffic_signals,,3,,POINT (-118.2797257 34.033301)
122740197,34.0334191,-118.279998,traffic_signals,,3,,POINT (-118.279998 34.0334191)
122740200,34.0338388,-118.2809564,stop,,4,,POINT (-118.2809564 34.0338388)
122740204,34.0351634,-118.2839986,traffic_signals,,4,,POINT (-118.2839986 34.0351634)
122740205,34.035201,-118.286519,stop,,4,,POINT (-118.286519 34.035201)
122740207,34.0351859,-118.2889926,stop,,4,,POINT (-118.2889926 34.0351859)
122740425,34.0488219,-118.2078114,,,3,,POINT (-118.2078114 34.0488219)
122740427,34.0483636,-118.2067912,traffic_signals,,3,,POINT (-118.2067912 34.0483636)
122740431,34.0485676,-118.2066624,traffic_signals,,3,,POINT (-118.2066624 34.0485676)
122740435,34.0477116,-118.2046976,,,4,,POINT (-118.2046976 34.0477116)
122740436,34.0469272,-118.202938,,,3,,POINT (-118.202938 34.0469272)
122740440,34.0467366,-118.2030576,,,3,,POINT (-118.2030576 34.0467366)
122740443,34.0458086,-118.2009475,,,4,,POINT (-118.2009475 34.0458086)
122740446,34.0451433,-118.1993922,,,3,,POINT (-118.1993922 34.0451433)
122741594,34.0776291,-118.2616649,,,3,,POINT (-118.2616649 34.0776291)
122741601,34.07478,-118.2586227,,,3,,POINT (-118.2586227 34.07478)
122741604,34.0753715,-118.2595517,,,3,,POINT (-118.2595517 34.0753715)
122741605,34.075683,-118.2605387,stop,,3,,POINT (-118.2605387 34.075683)
122741606,34.0763129,-118.2613293,traffic_signals,,4,,POINT (-118.2613293 34.0763129)
122741737,34.0368489,-118.2172998,,,3,,POINT (-118.2172998 34.0368489)
122741739,34.0357276,-118.2148274,,,4,,POINT (-118.2148274 34.0357276)
122741742,34.0353639,-118.2140028,,,4,,POINT (-118.2140028 34.0353639)
122741744,34.0346213,-118.2123302,,,3,,POINT (-118.2123302 34.0346213)
122741782,34.0666782,-118.2211427,,,3,,POINT (-118.2211427 34.0666782)
122741784,34.0651281,-118.2218279,turning_circle,,1,,POINT (-118.2218279 34.0651281)
122742295,34.0083642,-118.2612866,,,3,,POINT (-118.2612866 34.0083642)
122742297,34.0083589,-118.2589716,,,4,,POINT (-118.2589716 34.0083589)
122742300,34.0083927,-118.2544238,,,1,,POINT (-118.2544238 34.0083927)
122742310,34.0081575,-118.2728209,mini_roundabout,,4,,POINT (-118.2728209 34.0081575)
122742313,34.0081645,-118.2716259,,,4,,POINT (-118.2716259 34.0081645)
122742316,34.0081758,-118.2704634,,,3,,POINT (-118.2704634 34.0081758)
122742319,34.0081687,-118.2699148,traffic_signals,,4,,POINT (-118.2699148 34.0081687)
122742322,34.00817,-118.2696328,traffic_signals,,4,,POINT (-118.2696328 34.00817)
122742329,34.0082152,-118.2613091,,,3,,POINT (-118.2613091 34.0082152)
122742337,34.0084034,-118.2521501,,,3,,POINT (-118.2521501 34.0084034)
122742338,34.0080362,-118.2495181,,,4,,POINT (-118.2495181 34.0080362)
122742347,34.0070128,-118.2430307,,,3,,POINT (-118.2430307 34.0070128)
122742350,34.0070411,-118.2394621,,,3,,POINT (-118.2394621 34.0070411)
122742353,34.0077114,-118.2474386,,,3,,POINT (-118.2474386 34.0077114)
122742355,34.0072146,-118.2433329,,,3,,POINT (-118.2433329 34.0072146)
122743783,34.06519,-118.2670092,,,3,,POINT (-118.2670092 34.06519)
122743785,34.0678363,-118.2653477,stop,,4,,POINT (-118.2653477 34.0678363)
122743793,34.0708826,-118.2634632,turning_circle,,1,,POINT (-118.2634632 34.0708826)
122746291,34.0706029,-118.2771983,,,3,,POINT (-118.2771983 34.0706029)
122746293,34.0714103,-118.2790032,,,3,,POINT (-118.2790032 34.0714103)
122746324,34.0537154,-118.2034074,,,3,,POINT (-118.2034074 34.0537154)
122746328,34.0533459,-118.2006564,,,4,,POINT (-118.2006564 34.0533459)
122746335,34.0578146,-118.2137969,,,1,,POINT (-118.2137969 34.0578146)
122746338,34.0576501,-118.2134356,,,3,,POINT (-118.2134356 34.0576501)
122746341,34.0565772,-118.210976,traffic_signals,,3,,POINT (-118.210976 34.0565772)
122746659,34.0683796,-118.2012478,,,3,,POINT (-118.2012478 34.0683796)
122746662,34.0692009,-118.2012741,,,4,,POINT (-118.2012741 34.0692009)
122746664,34.0704312,-118.2012943,,,3,,POINT (-118.2012943 34.0704312)
122749530,34.0701638,-118.2130174,stop,,4,,POINT (-118.2130174 34.0701638)
122749532,34.0718896,-118.2130281,,,4,,POINT (-118.2130281 34.0718896)
122751426,34.0366293,-118.2510571,,,3,,POINT (-118.2510571 34.0366293)
122751428,34.035538,-118.2498367,,,3,,POINT (-118.2498367 34.035538)
122754552,34.0720632,-118.25453,,,3,,POINT (-118.25453 34.0720632)
122754554,34.0712739,-118.2575079,,,3,,POINT (-118.2575079 34.0712739)
122759574,34.0505294,-118.2252745,,,3,,POINT (-118.2252745 34.0505294)
122759581,34.0512355,-118.2210183,,,4,,POINT (-118.2210183 34.0512355)
122759582,34.051738,-118.2188549,traffic_signals,,4,,POINT (-118.2188549 34.051738)
122759590,34.0497959,-118.2286463,,,3,,POINT (-118.2286463 34.0497959)
122759700,34.0085347,-118.2049314,,,4,,POINT (-118.2049314 34.0085347)
122759702,34.0078727,-118.204947,,,3,,POINT (-118.204947 34.0078727)
122759710,34.005713,-118.204905,traffic_signals,,3,,POINT (-118.204905 34.005713)
122763572,34.0709838,-118.2456485,,,3,,POINT (-118.2456485 34.0709838)
122763575,34.0724269,-118.247066,traffic_signals,,3,,POINT (-118.247066 34.0724269)
122767974,34.0755785,-118.2682933,,,4,,POINT (-118.2682933 34.0755785)
122767977,34.0759551,-118.2691796,,,3,,POINT (-118.2691796 34.0759551)
122767979,34.0761861,-118.2697028,,,3,,POINT (-118.2697028 34.0761861)
122767982,34.0764062,-118.2701872,stop,,3,,POINT (-118.2701872 34.0764062)
122767987,34.0766484,-118.270721,,,4,,POINT (-118.270721 34.0766484)
122767989,34.0771196,-118.2717598,,,4,,POINT (-118.2717598 34.0771196)
122767991,34.0775768,-118.2727739,,,3,,POINT (-118.2727739 34.0775768)
122767996,34.0733575,-118.2624235,,,1,,POINT (-118.2624235 34.0733575)
122767997,34.0738971,-118.2635662,,,3,,POINT (-118.2635662 34.0738971)
122767999,34.0739824,-118.263755,,,3,,POINT (-118.263755 34.0739824)
122769483,34.0484547,-118.2227346,,,3,,POINT (-118.2227346 34.0484547)
122769485,34.0488192,-118.2225935,,,3,,POINT (-118.2225935 34.0488192)
122769858,34.0675725,-118.2367443,,,1,,POINT (-118.2367443 34.0675725)
122769860,34.068011,-118.235906,,,3,,POINT (-118.235906 34.068011)
122769893,34.0163239,-118.2257472,,,3,,POINT (-118.2257472 34.0163239)
122769898,34.0153121,-118.2257241,,,4,,POINT (-118.2257241 34.0153121)
122770836,34.0203226,-118.241353,,,3,,POINT (-118.241353 34.0203226)
122770837,34.0184331,-118.2415164,,,3,,POINT (-118.2415164 34.0184331)
122770844,34.0232373,-118.2414069,,,3,,POINT (-118.2414069 34.0232373)
122770847,34.0203649,-118.2416022,,,4,,POINT (-118.2416022 34.0203649)
122770934,34.0524136,-118.2854128,,,4,,POINT (-118.2854128 34.0524136)
122770938,34.0491161,-118.2853691,,,4,,POINT (-118.2853691 34.0491161)
122770942,34.0472778,-118.2853399,,,4,,POINT (-118.2853399 34.0472778)
122770946,34.04184,-118.2852384,,,3,,POINT (-118.2852384 34.04184)
122770948,34.04004,-118.285233,,,3,,POINT (-118.285233 34.04004)
122770955,34.0363976,-118.2848785,,,1,,POINT (-118.2848785 34.0363976)
122770957,34.0359987,-118.2848655,,,3,,POINT (-118.2848655 34.0359987)
122770964,34.0400439,-118.2847967,,,3,,POINT (-118.2847967 34.0400439)
122770966,34.0381729,-118.2847797,,,3,,POINT (-118.2847797 34.0381729)
122772027,34.0694962,-118.2323867,,,3,,POINT (-118.2323867 34.0694962)
122772035,34.0696264,-118.2339486,,,3,,POINT (-118.2339486 34.0696264)
122772318,34.0452546,-118.2224988,,,3,,POINT (-118.2224988 34.0452546)
122772321,34.050046,-118.2242877,,,3,,POINT (-118.2242877 34.050046)
122775926,34.0525804,-118.1983049,,,3,,POINT (-118.1983049 34.0525804)
122781723,34.0420717,-118.2339865,,,3,,POINT (-118.2339865 34.0420717)
122781727,34.0403417,-118.2336879,stop,,3,,POINT (-118.2336879 34.0403417)
122788804,34.0666409,-118.2728521,,,3,,POINT (-118.2728521 34.0666409)
122788810,34.0657818,-118.2749531,,,3,,POINT (-118.2749531 34.0657818)
122789006,34.0386114,-118.2026643,,,3,,POINT (-118.2026643 34.0386114)
122792131,34.0643935,-118.2320598,,,4,,POINT (-118.2320598 34.0643935)
122795320,34.0400659,-118.2458628,,,3,,POINT (-118.2458628 34.0400659)
122795322,34.0389202,-118.2471761,,,4,,POINT (-118.2471761 34.0389202)
122797937,34.0357795,-118.2232138,,,3,,POINT (-118.2232138 34.0357795)
122797950,34.0297096,-118.2079557,,,3,,POINT (-118.2079557 34.0297096)
122798722,34.0450902,-118.2779093,,,3,,POINT (-118.2779093 34.0450902)
122798724,34.0434803,-118.2789308,,,4,,POINT (-118.2789308 34.0434803)
122807269,34.0375861,-118.2593628,,,4,,POINT (-118.2593628 34.0375861)
122807275,34.0387372,-118.261139,traffic_signals,,4,,POINT (-118.261139 34.0387372)
122807286,34.040846,-118.2643938,traffic_signals,,4,,POINT (-118.2643938 34.040846)
122807293,34.0415552,-118.2654883,traffic_signals,,4,,POINT (-118.2654883 34.0415552)
122807337,34.0438684,-118.2708896,,,3,,POINT (-118.2708896 34.0438684)
122807342,34.0445386,-118.2723319,,,3,,POINT (-118.2723319 34.0445386)
122807344,34.0448717,-118.2730806,,,4,,POINT (-118.2730806 34.0448717)
122807347,34.0454001,-118.2742531,,,4,,POINT (-118.2742531 34.0454001)
122807354,34.0492801,-118.2828893,,,4,,POINT (-118.2828893 34.0492801)
122807356,34.0497613,-118.2838789,,,5,,POINT (-118.2838789 34.0497613)
122807358,34.0498745,-118.284172,,,3,,POINT (-118.284172 34.0498745)
122807516,34.0491165,-118.2841624,,,3,,POINT (-118.2841624 34.0491165)
122807519,34.0491157,-118.2865357,,,4,,POINT (-118.2865357 34.0491157)
122807521,34.0491165,-118.2877121,,,4,,POINT (-118.2877121 34.0491165)
122807807,34.0476527,-118.2097166,,,3,,POINT (-118.2097166 34.0476527)
122807812,34.0497676,-118.2083789,,,3,,POINT (-118.2083789 34.0497676)
122807814,34.0507602,-118.2077574,stop,,4,,POINT (-118.2077574 34.0507602)
122807816,34.0515112,-118.2072743,,,4,,POINT (-118.2072743 34.0515112)
122807818,34.0522842,-118.2067834,,,3,,POINT (-118.2067834 34.0522842)
122813979,34.0457339,-118.236489,stop,,4,,POINT (-118.236489 34.0457339)
122814232,34.0231016,-118.2698172,,,3,,POINT (-118.2698172 34.0231016)
122814235,34.0235931,-118.2709128,,,4,,POINT (-118.2709128 34.0235931)
122814237,34.0240767,-118.2719908,traffic_signals,,4,,POINT (-118.2719908 34.0240767)
122814240,34.0243083,-118.2725071,,,3,,POINT (-118.2725071 34.0243083)
122814435,34.0260891,-118.2773482,traffic_signals,,3,,POINT (-118.2773482 34.0260891)
122814440,34.0277432,-118.2810824,stop,,4,,POINT (-118.2810824 34.0277432)
122814447,34.0289489,-118.283965,traffic_signals,,3,,POINT (-118.283965 34.0289489)
122814819,34.0656151,-118.2602532,traffic_signals,,4,,POINT (-118.2602532 34.0656151)
122814821,34.0672562,-118.2606657,,,4,,POINT (-118.2606657 34.0672562)
122814825,34.0691206,-118.2611178,,,3,,POINT (-118.2611178 34.0691206)
122814838,34.0743836,-118.261699,traffic_signals,,3,,POINT (-118.261699 34.0743836)
122814842,34.0753279,-118.2616391,,,3,,POINT (-118.2616391 34.0753279)
122815885,34.0279117,-118.233663,,,3,,POINT (-118.233663 34.0279117)
122815923,34.0524972,-118.2301654,,,3,,POINT (-118.2301654 34.0524972)
122816329,34.0608359,-118.2600497,,,3,,POINT (-118.2600497 34.0608359)
122816332,34.0593435,-118.2609594,,,3,,POINT (-118.2609594 34.0593435)
122816336,34.058299,-118.2616323,traffic_signals,,4,,POINT (-118.2616323 34.058299)
122816340,34.0574228,-118.2621516,,,3,,POINT (-118.2621516 34.0574228)
122816342,34.0565146,-118.262678,traffic_signals,,3,,POINT (-118.262678 34.0565146)
122816344,34.0556404,-118.2632055,,,3,,POINT (-118.2632055 34.0556404)
122816348,34.0552843,-118.2634367,,,3,,POINT (-118.2634367 34.0552843)
122816352,34.0523807,-118.2652533,,,3,,POINT (-118.2652533 34.0523807)
122816354,34.0522461,-118.2653499,,,3,,POINT (-118.2653499 34.0522461)
122816357,34.0514947,-118.2658319,traffic_signals,,3,,POINT (-118.2658319 34.0514947)
122817131,34.0343932,-118.2865144,stop,,4,,POINT (-118.2865144 34.0343932)
122817133,34.0343902,-118.2890095,stop,,4,,POINT (-118.2890095 34.0343902)
122817160,34.0271933,-118.2685628,,,4,,POINT (-118.2685628 34.0271933)
122817161,34.02766,-118.269627,,,4,,POINT (-118.269627 34.02766)
122817177,34.0334414,-118.2820865,,,3,,POINT (-118.2820865 34.0334414)
122817969,34.0646406,-118.2024472,,,3,,POINT (-118.2024472 34.0646406)
122819577,34.042933,-118.2119093,,,4,,POINT (-118.2119093 34.042933)
122819580,34.0420644,-118.2124494,,,3,,POINT (-118.2124494 34.0420644)
122819584,34.0380307,-118.2150455,,,4,,POINT (-118.2150455 34.0380307)
122819586,34.0370221,-118.2156753,,,3,,POINT (-118.2156753 34.0370221)
122819597,34.0348954,-118.2169389,,,3,,POINT (-118.2169389 34.0348954)
122819599,34.0321875,-118.2186826,turning_circle,,1,,POINT (-118.2186826 34.0321875)
122819728,34.0691308,-118.2063908,,,4,,POINT (-118.2063908 34.0691308)
122819742,34.0691844,-118.2024575,,,3,,POINT (-118.2024575 34.0691844)
122822431,34.0461599,-118.2737802,,,3,,POINT (-118.2737802 34.0461599)
122822434,34.0480578,-118.2779702,,,4,,POINT (-118.2779702 34.0480578)
122822444,34.045179,-118.2716372,,,3,,POINT (-118.2716372 34.045179)
122822446,34.0456247,-118.2725969,,,3,,POINT (-118.2725969 34.0456247)
122822779,34.0766082,-118.2779962,,,1,,POINT (-118.2779962 34.0766082)
122822782,34.0768461,-118.2778529,,,3,,POINT (-118.2778529 34.0768461)
122822793,34.0714327,-118.281288,traffic_signals,,4,,POINT (-118.281288 34.0714327)
122822795,34.0729354,-118.2803387,,,4,,POINT (-118.2803387 34.0729354)
122822798,34.0736393,-118.2798867,,,3,,POINT (-118.2798867 34.0736393)
122824053,34.0571442,-118.2575635,,,4,,POINT (-118.2575635 34.0571442)
122824062,34.0584622,-118.257348,turning_circle,,1,,POINT (-118.257348 34.0584622)
122827955,34.0172646,-118.2749893,traffic_signals,,3,,POINT (-118.2749893 34.0172646)
122828956,34.0485247,-118.2338922,,,4,,POINT (-118.2338922 34.0485247)
122828961,34.049324,-118.2337333,,,3,,POINT (-118.2337333 34.049324)
122829570,34.072054,-118.2762755,,,3,,POINT (-118.2762755 34.072054)
122829580,34.0728552,-118.2780789,,,4,,POINT (-118.2780789 34.0728552)
122834000,34.0639308,-118.2563967,,,3,,POINT (-118.2563967 34.0639308)
122834002,34.0648012,-118.2558393,,,3,,POINT (-118.2558393 34.0648012)
122834007,34.067369,-118.2541703,,,3,,POINT (-118.2541703 34.067369)
122834008,34.0681088,-118.2536795,,,3,,POINT (-118.2536795 34.0681088)
122834011,34.0688798,-118.2531721,,,3,,POINT (-118.2531721 34.0688798)
122834013,34.0698135,-118.2527956,,,3,,POINT (-118.2527956 34.0698135)
122834017,34.0714303,-118.2539115,,,4,,POINT (-118.2539115 34.0714303)
122837018,34.0275508,-118.2093121,stop,,4,,POINT (-118.2093121 34.0275508)
122837020,34.0267362,-118.207518,,,4,,POINT (-118.207518 34.0267362)
122837023,34.0263183,-118.206658,,,3,,POINT (-118.206658 34.0263183)
122837025,34.0255539,-118.2048894,,,3,,POINT (-118.2048894 34.0255539)
122837029,34.0236076,-118.2004744,,,3,,POINT (-118.2004744 34.0236076)
122837032,34.0225684,-118.1980379,,,3,,POINT (-118.1980379 34.0225684)
122837076,34.0730267,-118.2007098,,,3,,POINT (-118.2007098 34.0730267)
122837078,34.073861,-118.2007237,,,3,,POINT (-118.2007237 34.073861)
122840566,34.0276695,-118.254937,,,3,,POINT (-118.254937 34.0276695)
122840568,34.0262003,-118.2517866,,,4,,POINT (-118.2517866 34.0262003)
122840569,34.0257551,-118.2508194,,,4,,POINT (-118.2508194 34.0257551)
122840570,34.0237894,-118.2474486,,,4,,POINT (-118.2474486 34.0237894)
122840573,34.0226556,-118.2454303,,,3,,POINT (-118.2454303 34.0226556)
122840579,34.032188,-118.2637141,traffic_signals,,4,,POINT (-118.2637141 34.032188)
122840581,34.0316403,-118.2626584,traffic_signals,,4,,POINT (-118.2626584 34.0316403)
122840584,34.030793,-118.260252,traffic_signals,,3,,POINT (-118.260252 34.030793)
122850884,34.0346975,-118.2252335,,,3,,POINT (-118.2252335 34.0346975)
122851148,34.0650372,-118.224391,stop,,3,,POINT (-118.224391 34.0650372)
122851669,34.0173004,-118.2280721,,,3,,POINT (-118.2280721 34.0173004)
122851672,34.0162913,-118.2280538,,,4,,POINT (-118.2280538 34.0162913)
122851675,34.0152694,-118.2280353,,,4,,POINT (-118.2280353 34.0152694)
122851766,34.0530564,-118.2671638,,,4,,POINT (-118.2671638 34.0530564)
122851793,34.0517629,-118.2636588,,,4,,POINT (-118.2636588 34.0517629)
122853140,34.0608636,-118.2585987,,,3,,POINT (-118.2585987 34.0608636)
122853143,34.0600961,-118.259147,,,1,,POINT (-118.259147 34.0600961)
122854956,34.0596066,-118.2700176,,,3,,POINT (-118.2700176 34.0596066)
122854961,34.0557889,-118.2609004,,,3,,POINT (-118.2609004 34.0557889)
122855808,34.0552103,-118.2519034,,,3,,POINT (-118.2519034 34.0552103)
122855831,34.0486826,-118.2587955,traffic_signals,,4,,POINT (-118.2587955 34.0486826)
122855835,34.0472546,-118.2601243,traffic_signals,,4,,POINT (-118.2601243 34.0472546)
122855839,34.0443856,-118.2627982,traffic_signals,,4,,POINT (-118.2627982 34.0443856)
122855842,34.0429445,-118.2641549,traffic_signals,,4,,POINT (-118.2641549 34.0429445)
122855844,34.0400656,-118.2668885,,,4,,POINT (-118.2668885 34.0400656)
122855846,34.0370061,-118.2688539,traffic_signals,,4,,POINT (-118.2688539 34.0370061)
122855855,34.0317035,-118.2721957,,,4,,POINT (-118.2721957 34.0317035)
122855857,34.0310234,-118.2725755,,,3,,POINT (-118.2725755 34.0310234)
122855866,34.0252709,-118.2763482,stop,,3,,POINT (-118.2763482 34.0252709)
122855868,34.0236085,-118.2773694,,,3,,POINT (-118.2773694 34.0236085)
122859125,34.062098,-118.2376453,,,3,,POINT (-118.2376453 34.062098)
122859496,34.0694728,-118.2160253,,,3,,POINT (-118.2160253 34.0694728)
122859498,34.0701757,-118.2160398,,,1,,POINT (-118.2160398 34.0701757)
122859544,34.0505895,-118.2006019,,,3,,POINT (-118.2006019 34.0505895)
122859545,34.0496718,-118.1984942,,,4,,POINT (-118.1984942 34.0496718)
122860105,34.0785822,-118.2615163,traffic_signals,,4,,POINT (-118.2615163 34.0785822)
122860107,34.0794874,-118.2636225,,,3,,POINT (-118.2636225 34.0794874)
122860109,34.0798645,-118.2644945,,,3,,POINT (-118.2644945 34.0798645)
122867886,34.0363571,-118.2870707,,,1,,POINT (-118.2870707 34.0363571)
122867888,34.0359985,-118.2870648,,,3,,POINT (-118.2870648 34.0359985)
122868211,34.0205502,-118.2202306,,,3,,POINT (-118.2202306 34.0205502)
122868213,34.0187868,-118.2158933,,,3,,POINT (-118.2158933 34.0187868)
