u,v,key,osmid,highway,lanes,maxspeed,name,oneway,reversed,length,geometry,Inverse SP,Cost of return,Edge Betweenness,access,ref,tunnel,bridge,width,junction,Groups
42421769,42443347,0,195743159,primary,3,25 mph,Columbus Avenue,True,False,86.01085340862146,"LINESTRING (-73.9750067 40.7826383, -73.9750368 40.7825978, -73.9754275 40.7820554, -73.9754991 40.7819606)",630.4460139670678,4.747804267293329,0.0020461655424759,,,,,,,B
42421772,42421769,0,5668968,residential,2,,West 80th Street,True,False,271.7017452995124,"LINESTRING (-73.9778254 40.783828, -73.9777095 40.783779, -73.9751186 40.7826855, -73.9750067 40.7826383)",444.7551220761768,4.745484173889295,0.0005172497994864,,,,,,,C
42421772,42442469,0,"[1025731514, 195743132]",primary,"['3', '4']",,Amsterdam Avenue,True,False,81.61915885499333,"LINESTRING (-73.9778254 40.783828, -73.9777779 40.783893, -73.9775743 40.7841721, -73.977474 40.78431, -73.977396 40.7844124, -73.9773536 40.7844692)",795.6822777108393,7.944620722442571,0.0008915104351566,,,,,,,B
42421800,42435308,0,542215780,secondary,4,25 mph,Central Park West,False,True,80.57150854434367,"LINESTRING (-73.9703125 40.7839869, -73.9703541 40.7839304, -73.9707295 40.7834159, -73.9707756 40.7833528)",80.57150854434367,1.2625551791502576,0.0002422480620155,,,,,,,B
42421828,42430942,0,194923763,tertiary,2,20 mph,East 10th Street,False,False,101.19095465618736,"LINESTRING (-73.9762137 40.725334, -73.9753393 40.7249648, -73.9752604 40.7249279, -73.9751696 40.7248848)",101.19095465618736,1.3442519217919222,0.0003007703100963,,,,,,,B
42421828,42430938,0,194923763,tertiary,2,20 mph,East 10th Street,False,True,127.40661105144436,"LINESTRING (-73.9762137 40.725334, -73.9773483 40.725812, -73.9773818 40.7258263, -73.9774334 40.7258437, -73.9775411 40.7258818)",127.40661105144436,1.823321521657708,0.0003801891683243,,,,,,,B
42421877,42421889,0,"[5668989, 1032454983]",residential,"['1', '2']",25 mph,West 9th Street,True,False,310.92199019167185,"LINESTRING (-73.9959296 40.7328696, -73.9960197 40.7329068, -73.9987019 40.7340344, -73.9989519 40.7341362, -73.9989743 40.734145, -73.9989906 40.7341503, -73.9990116 40.7341556, -73.9990365 40.7341578, -73.9990542 40.7341577, -73.9990771 40.7341576, -73.9990963 40.734156, -73.9991816 40.7341463)",462.4031881578368,5.300133459840517,0.0101075611918487,,,,,,,C
42421877,42437949,0,889114527,secondary,2,25 mph,5th Avenue,True,False,77.14403507117763,"LINESTRING (-73.9959296 40.7328696, -73.9959703 40.7328024, -73.9959844 40.732781, -73.9961089 40.7326079, -73.9961832 40.7325068, -73.9962831 40.7323687, -73.9963205 40.732317, -73.9963683 40.7322611)",384.3537885503015,5.213306255250094,0.0087517468626909,,,,,,,B
42421889,42432191,0,24264114,residential,,25 mph,Christopher Street,True,False,42.12075670022354,"LINESTRING (-73.9991816 40.7341463, -73.9993535 40.7341229, -73.9994849 40.734103, -73.9995531 40.7340961, -73.9996733 40.7340784)",108.81526391455446,3.1442164974311977,0.0098508733374281,,,,,,,C
42421889,42430241,0,451905565,secondary,3,25 mph,6th Avenue,True,False,81.50372482347102,"LINESTRING (-73.9991816 40.7341463, -73.9991288 40.7342185, -73.9987633 40.7347164, -73.9987127 40.7347874)",691.8214535260377,5.434741971301191,0.0068422310629753,,,,,,,B
42421969,5706568625,0,709355577,secondary,2,25 mph,Central Park West,True,False,79.92365293207123,"LINESTRING (-73.9810586 40.7692956, -73.9810148 40.7693514, -73.9806229 40.7698597, -73.9805837 40.7699178)",364.5367059795591,8.406501279638588,0.0048467808889464,,,,,,,B
42421972,1061531777,0,542371971,residential,,,West 61st Street,True,False,21.55917721137748,"LINESTRING (-73.982236 40.7697925, -73.9820135 40.7696966)",203.2134150774075,5.234936081265148,0.0002862718193481,,,,,,,C
42421972,42428570,0,835176555,primary,4,25 mph,Broadway,True,False,93.68743635090745,"LINESTRING (-73.982236 40.7697925, -73.9822319 40.7697071, -73.9822028 40.7690587, -73.9822001 40.7689504)",643.7410002587646,12.126147305934213,0.0189607974897771,,,,,,,B
42421974,42421972,0,"[5669002, 1197066228]",residential,2,,West 61st Street,True,False,156.6420678377957,"LINESTRING (-73.9838597 40.7704797, -73.9837336 40.7704258, -73.9835227 40.7703356, -73.9834546 40.7703081, -73.9833897 40.7702807, -73.9832922 40.7702395, -73.9828614 40.7700572, -73.9823912 40.7698582, -73.98235 40.7698395, -73.982236 40.7697925)",323.84247318618407,8.510018848457289,0.0011204339732861,,,,,,,C
42421974,1241742627,0,938601996,primary,3,25 mph,Columbus Avenue,True,False,79.99102723435972,"LINESTRING (-73.9838597 40.7704797, -73.9839039 40.7704196, -73.9840869 40.7701696, -73.9842524 40.7699435, -73.9843204 40.7698506)",777.2093756491339,8.743706815148514,0.0061248786118264,yes,,,,,,B
42421982,7050687060,0,5671056,primary,3,25 mph,Amsterdam Avenue,True,False,78.78386786545938,"LINESTRING (-73.986677 40.7716605, -73.9866329 40.7717189, -73.986278 40.7722069, -73.9862242 40.7722805)",778.4165350180342,8.694860821720665,0.0061190087775154,,,,,,,B
42421982,2974462027,0,"[5669004, 809013919]",residential,2,25 mph,West 61st Street,False,True,80.34603775364542,"LINESTRING (-73.986677 40.7716605, -73.9865657 40.7716133, -73.9862522 40.7714807, -73.9859786 40.7713667, -73.9859388 40.7712531)",80.34603775364542,1.5118329489031226,0.0002422480620155,,,,,,,C
42421985,42421982,0,46525011,tertiary,1,,West 61st Street,True,False,275.7305817526065,"LINESTRING (-73.9895402 40.7728633, -73.9894102 40.7728129, -73.9889002 40.772598, -73.9888292 40.7725673, -73.9883987 40.7723831, -73.9881833 40.7722921, -73.9874926 40.7720002, -73.9874241 40.771972, -73.9868399 40.7717261, -73.986677 40.7716605)",1076.133130300368,12.065855453870745,0.0002477070079247,,,,,,,B
42421985,3533937800,0,46526965,residential,2,25 mph,West 61st Street,False,True,99.10003565800268,"LINESTRING (-73.9895402 40.7728633, -73.9896877 40.7729246, -73.9904706 40.7732667, -73.9905614 40.7733062)",99.10003565800268,1.84374508768494,0.0006176239662047,,,,,,,C
42421985,42430981,0,"[420894368, 420894363]",secondary,5,,West End Avenue,False,"[False, True]",79.61423826235159,"LINESTRING (-73.9895402 40.7728633, -73.989489 40.7729292, -73.9893106 40.7731755, -73.9891197 40.773437, -73.9890814 40.7734893)",79.61423826235158,1.755290538873311,0.0035733790335153,,,,,,,B
42421985,2061592973,0,"[420894376, 420894374]",secondary,,,West End Avenue,False,True,79.18476772768949,"LINESTRING (-73.9895402 40.7728633, -73.9895845 40.7728031, -73.9896106 40.7727671, -73.9898127 40.7724878, -73.9899484 40.7723029, -73.9899959 40.7722404)",79.18476772768949,1.7068776653287243,0.0065711621144927,,,,,,,B
42422028,42453395,0,195743264,trunk,4,30 mph,West Street,True,False,305.11170933530644,"LINESTRING (-74.0143969 40.7110047, -74.0143564 40.7111512, -74.0143255 40.7112933, -74.0142859 40.7115138, -74.0142284 40.7118488, -74.0141597 40.7121786, -74.014049 40.7126519, -74.0139835 40.7129041, -74.0139595 40.7129997, -74.0138978 40.7131932, -74.0138487 40.713332, -74.0137713 40.7135338, -74.0137519 40.7135898, -74.0137098 40.7136952)",351.1634410539144,4.379311300152839,0.0004843787273447,,NY 9A,,,,,A
42422028,246858433,0,438899450,residential,,20 mph,Liberty Street,False,True,25.311787915972623,"LINESTRING (-74.0143969 40.7110047, -74.0145243 40.7110601, -74.0146587 40.7111162)",25.311787915972623,1.1134939443052896,5.869834311012937e-08,,,,,,,C
42422258,42430589,0,"[5669945, 989267823]",secondary,"['1', '2']",25 mph,11th Avenue,True,False,85.04364285816274,"LINESTRING (-74.0074153 40.7482041, -74.0073407 40.7483007, -74.0072425 40.7484224, -74.0070365 40.7487185, -74.0070228 40.7487399, -74.0070186 40.7487713, -74.0070027 40.7488909)",747.0345950170853,12.368656180937172,0.0006408685100763,,,,,,,B
42422509,42457925,0,46201644,primary,2,25 mph,FDR Drive,True,False,109.06921009062376,"LINESTRING (-73.9736517 40.7381466, -73.9733751 40.7385276, -73.9733083 40.7386248, -73.9732454 40.7387253, -73.9731767 40.7388427, -73.9730741 40.7390235)",1752.1620319494996,21.1833837355493,0.0188668801408008,,,,,,,B
42422899,42454010,0,"[955205137, 368938762]",primary,"['3', '4']",25 mph,1st Avenue,True,False,77.79712268057604,"LINESTRING (-73.9721236 40.7456883, -73.972079 40.7457473, -73.9718419 40.7460717, -73.9717216 40.7462397, -73.9716752 40.7462999)",312.3581302013608,4.640790407917999,0.0172581933495246,,,,,,,B
42422899,42449689,0,"[368938760, 1090370025, 664660185]",secondary,"['3', '4']",25 mph,East 37th Street,True,False,146.94027934117088,"LINESTRING (-73.9721236 40.7456883, -73.9722614 40.7457458, -73.9723585 40.7457863, -73.9726572 40.7459109, -73.9729287 40.7460254, -73.9733985 40.7462201, -73.973456 40.746244, -73.9736516 40.7463256)",466.1060138377634,8.067412347547773,0.0043287680109996,,,,,,,B
42423020,42454495,0,46334595,secondary,2,25 mph,East 36th Street,True,False,61.99873761285425,"LINESTRING (-73.9749393 40.7460796, -73.9748153 40.7460064, -73.9746535 40.7459176, -73.9744031 40.7458151, -73.974319 40.7457827)",551.0475555660801,9.334592542723446,0.0074373148654258,,,,,,,B
42423020,42434965,0,"[1020832418, 421852618, 420872183]",primary,"['5', '6']",25 mph,2nd Avenue,True,False,79.47673942621402,"LINESTRING (-73.9749393 40.7460796, -73.9749925 40.7460073, -73.9751397 40.7458075, -73.9752586 40.7456459, -73.9753498 40.745522, -73.9753989 40.7454554)",512.7138015047684,7.584476554306677,0.0210621981731197,,,,,,,B
42423020,11942111840,0,1287670373,motorway_link,4,,,True,False,20.603298934633948,"LINESTRING (-73.9749393 40.7460796, -73.9747811 40.7460525, -73.9747018 40.7460356)",400.1842405328834,6.899886669304897,0.0957908239932529,,,,,,,A
42423039,42450820,0,958188025,motorway,4,40 mph,FDR Drive,True,False,101.15671900167465,"LINESTRING (-73.9757407 40.7163982, -73.976182 40.7155522)",1903.8034054271232,25.79172097286298,0.0007265680910171,,FDR,,,,,A
42423051,42454391,0,420629945,primary,2,25 mph,East Houston Street,True,False,29.70338999013241,"LINESTRING (-73.9748036 40.718847, -73.9748233 40.7188784, -73.9748426 40.718903, -73.9748736 40.7189271, -73.9749074 40.7189459, -73.9749419 40.7189595, -73.974985 40.7189708, -73.9750178 40.7189757, -73.9750822 40.7189791)",48.62949988847821,2.8394129004938025,0.0002258125259446,,,,,,,B
42423051,370894980,0,"[959041299, 46629371, 1080978589]",motorway_link,"['1', '2']",40 mph,,True,False,274.35676032439886,"LINESTRING (-73.9748036 40.718847, -73.9747804 40.7188758, -73.9747618 40.7189052, -73.9747405 40.7189427, -73.9747312 40.7189654, -73.9747214 40.7190038, -73.9747136 40.7190521, -73.9746195 40.7198617, -73.9745682 40.7204342, -73.974557 40.7205427, -73.9745509 40.7206536, -73.9745478 40.7210037, -73.9745541 40.7212958)",3047.582923269445,16.64931255772135,0.0023219890567504,,,,,,,A
42423295,9906966855,0,1080873866,primary,1,25 mph,FDR Drive,True,False,21.10847684295865,"LINESTRING (-73.9775923 40.7132542, -73.9776047 40.7130646)",757.5345572895233,6.538904624738497,0.0005241762039734,,,,,,,B
42423295,42437786,0,"[1188964152, 194923769, 1188954618, 1080978587]",primary,2,25 mph,Grand Street,False,True,176.2230456786461,"LINESTRING (-73.9775923 40.7132542, -73.9776678 40.7132751, -73.9778682 40.7133365, -73.9780496 40.713392, -73.9782576 40.7134578, -73.9784925 40.7135321, -73.9793675 40.7137954, -73.979532 40.7138456)",176.22304567864606,1.7712883258667038,0.0015380139861716,,,,,,,B
42423456,4602414021,0,421832644,primary,4,25 mph,Varick Street,True,False,3.4209283867246967,"LINESTRING (-74.006113 40.7237914, -74.0061172 40.7237608)",354.7495895648015,6.9831259646316575,0.0270146797512317,,,,,,,B
42423549,42451712,0,32935868,motorway_link,1,,,True,False,114.75369126122786,"LINESTRING (-73.9747151 40.721087, -73.9748411 40.7207815, -73.9748709 40.7206111, -73.9748889 40.7204723, -73.9749086 40.7203156, -73.9749559 40.7200751)",3159.704157405027,16.650777911127708,0.0045238226051545,,,,,,,A
42423549,42423039,0,"[432550169, 32936738, 32936739]",motorway,3,40 mph,FDR Drive,True,False,530.5771113795411,"LINESTRING (-73.9747151 40.721087, -73.974961 40.7190695, -73.9750115 40.7186703, -73.9750434 40.7184896, -73.9750795 40.71829, -73.9751269 40.718077, -73.9751825 40.7178593, -73.9752401 40.7176466, -73.9753055 40.7174395, -73.9753802 40.7172304, -73.9754591 40.7170266, -73.9755435 40.7168165, -73.9756384 40.7166107, -73.9757407 40.7163982)",4118.977570800807,37.20404598323464,0.0,,FDR,yes,,,,A
42423564,42423565,0,32947291,trunk,2,25 mph,Queensboro Bridge Approach,True,False,84.96555344993146,"LINESTRING (-73.9645095 40.7589831, -73.9644365 40.7590789, -73.9643494 40.7591931, -73.9640382 40.7595885, -73.9640002 40.7596426)",823.0892752850139,8.619824726092844,0.0027728510301794,,,,,,,A
42423564,2711029280,0,421851200,primary,5,25 mph,East 57th Street,False,False,153.06370635551156,"LINESTRING (-73.9645095 40.7589831, -73.9644084 40.7589403, -73.9630553 40.7583688, -73.9629223 40.7583127)",153.06370635551156,1.6686531637787845,0.0001293124498716,,,,,,,B
42423564,42432861,0,"[421851201, 587038175]",primary,6,25 mph,East 57th Street,False,True,76.82084932298689,"LINESTRING (-73.9645095 40.7589831, -73.964566 40.7590056, -73.9646776 40.7590531, -73.9648774 40.759138, -73.9651546 40.7592531, -73.9653081 40.7593168)",76.82084932298687,1.7527866605684022,0.0010802843065988,,,,,,,B
42423565,42456041,0,"[1106167120, 46211836]",residential,"['3', '2']",25 mph,East 58th Street,True,False,151.1640202847569,"LINESTRING (-73.9640002 40.7596426, -73.9639155 40.7596152, -73.9630951 40.7592704, -73.9625684 40.7590453, -73.9624288 40.7589866)",756.8908084501883,8.408149775035552,0.0009846060073293,,,,,,,C
42423565,3785586748,0,46419222,trunk,2,25 mph,Queensboro Bridge Approach,True,False,46.136182582994685,"LINESTRING (-73.9640002 40.7596426, -73.9639377 40.7597297, -73.9638913 40.7598065, -73.9637529 40.7600127)",5758.658030376732,26.75325551405025,0.002194907143917,,,,,,,A
42423579,1775201764,0,"[990529014, 32947517, 32947558]",trunk_link,1,25 mph,,True,False,252.52604765978543,"LINESTRING (-73.960551 40.7595738, -73.9609445 40.7597713, -73.9618027 40.7601473, -73.9627915 40.7605805, -73.9628372 40.7606033, -73.9628621 40.7606193, -73.9628814 40.7606328, -73.9629008 40.7606499, -73.9629145 40.760672, -73.9629212 40.7606892, -73.9629281 40.7607084, -73.9629294 40.7607252, -73.9629297 40.760748, -73.9629241 40.7607724, -73.962916 40.7607984, -73.9629017 40.760832)",5052.360515658445,19.89273013636432,0.0024699675797311,,,,yes,,,A
42423579,1775176474,0,"[539018144, 198595507]",trunk,2,25 mph,Ed Koch Queensboro Bridge Lower Level,True,False,246.5732066465723,"LINESTRING (-73.960551 40.7595738, -73.9618363 40.7601027, -73.9631118 40.7606483)",4866.848204675762,14.228783666113229,0.0191451102871429,,NY 25,,yes,,,A
42423674,4347550074,0,"[195743152, 420899373]",secondary,,,Central Park South,False,True,164.86679216464307,"LINESTRING (-73.979076 40.766876, -73.9791913 40.7669248, -73.9796013 40.7670983, -73.980785 40.7675992)",164.86679216464307,1.649241312991855,0.0144415533553851,,,,,,,B
42423674,42430394,0,"[1205900284, 420899371, 196116988, 420899372]",secondary,5,,Central Park South,False,True,273.0903364587744,"LINESTRING (-73.979076 40.766876, -73.9789596 40.7668268, -73.9776429 40.7662706, -73.9770984 40.7660406, -73.9767876 40.7659093, -73.9767198 40.7658807, -73.9764211 40.7657545, -73.9763749 40.765735, -73.976244 40.7656797)",273.0903364587744,1.4811375603421757,0.0239097134957352,,,,,,,B
42423674,42440025,0,1022822153,secondary,2,25 mph,7th Avenue,True,False,83.0893799339092,"LINESTRING (-73.979076 40.766876, -73.9791423 40.7667796, -73.9794917 40.7662721, -73.9795321 40.7662134)",631.2731567434901,4.723589554714092,0.0199206327963139,,,,,15.5,,B
42423752,42456049,0,46211828,tertiary,2,,East 62nd Street,True,False,135.39097182482232,"LINESTRING (-73.9619964 40.7620775, -73.9619087 40.7620397, -73.9607341 40.7615492, -73.9605894 40.7614886)",483.5147666071476,8.670553783771858,0.007361770097843,,,,,,,B
42423752,6744466013,0,46419221,trunk,3,,Queensboro Bridge Exit,True,False,80.13669793233042,"LINESTRING (-73.9619964 40.7620775, -73.961959 40.7621346, -73.9616115 40.7626624, -73.9615722 40.7627226)",264.7349163134806,5.242982624070224,0.0141905592402462,,,,,,,A
42423774,42426865,0,"[988994185, 959157335]",motorway,4,40 mph,FDR Drive,True,False,117.78029750909964,"LINESTRING (-73.9738156 40.738339, -73.9743428 40.7376221, -73.974504 40.7374172)",1151.621146110546,16.36167791258584,0.0179146756188683,,FDR,,,,,A
42423832,42423847,0,"[223694352, 273895447]",motorway_link,1,,,True,False,59.34413082077397,"LINESTRING (-73.998505 40.7587817, -73.9987719 40.7588148, -73.9989728 40.7588427, -73.9992001 40.7588687)",5839.322597104854,16.468066878980867,0.0388708645843312,,,,,,,A
42423836,593920879,0,46435657,other,1,25 mph,West 41st Street,True,False,26.68108029718873,"LINESTRING (-73.9969538 40.7593876, -73.9972272 40.7595088)",667.1767713495652,11.62707160790876,0.0021291063012906,,,,,,,C
42423836,42446506,0,5669227,secondary,2,25 mph,Galvin Avenue,True,False,79.94981868137174,"LINESTRING (-73.9969538 40.7593876, -73.9970135 40.7593357, -73.9975282 40.7588875, -73.9975781 40.758846)",290.9497403130862,5.159192463491528,0.0313477914396214,,,,,,,B
42423847,3272815945,0,"[8028104, 320888292, 8028094, 60325671]",motorway,2,35 mph,Lincoln Tunnel,True,False,2452.9673204865344,"LINESTRING (-73.9992001 40.7588687, -73.9994415 40.7589156, -73.9996525 40.7589676, -73.9998669 40.7590343, -74.0095468 40.7631084, -74.0193925 40.7672521, -74.0196344 40.7673348, -74.0198871 40.7673995, -74.020146 40.767445, -74.0204096 40.767471, -74.0206756 40.7674774, -74.0209414 40.7674639, -74.0212034 40.7674309, -74.0214605 40.7673785, -74.0217098 40.7673072, -74.0219481 40.7672179, -74.0221737 40.7671114, -74.0223847 40.7669886, -74.0225787 40.7668506, -74.0227539 40.7666991, -74.0229086 40.7665352, -74.023366 40.7660018, -74.023463 40.7658885, -74.0235503 40.7657764, -74.0236288 40.7656732, -74.0237144 40.7655507, -74.0237936 40.7654329, -74.023906 40.76515)",3445.6994074390923,16.492524424379493,0.1049386085769079,,"['NJ 495', 'NY 495']",yes,,,,A
42423885,427804196,0,954520390,residential,1,,West 39th Street,True,False,96.0672849735369,"LINESTRING (-73.9968456 40.7577433, -73.9969895 40.7577955, -73.9978539 40.7581469)",608.6347121195935,8.240355712213464,0.0668462014189033,,,,,,,C
42423885,42446504,0,"[1041012064, 1041012063]",primary,5,25 mph,10th Avenue,True,False,76.58671916305981,"LINESTRING (-73.9968456 40.7577433, -73.996801 40.7578063, -73.9967918 40.7578188, -73.9966861 40.7579622, -73.9964554 40.7582784, -73.9964055 40.758346)",624.548784606526,7.270376573690116,0.0053124348448391,,,,,69.6 ft,,B
42424025,4779073677,0,485139335,secondary,2,25 mph,East 96th Street,True,False,28.949457009172,"LINESTRING (-73.9437833 40.7828748, -73.9437932 40.7828999, -73.9438238 40.7829368, -73.9438529 40.7829565, -73.9440388 40.7830347)",42.56085790784951,2.481965540097935,0.0012178732228489,,,,,,,B
42424032,595245843,0,"[420624663, 352858405, 1016425694, 195743215]",secondary,"['3', '2']",25 mph,West 72nd Street,False,False,121.56272264974412,"LINESTRING (-73.9856862 40.780311, -73.9857588 40.7803388, -73.9860353 40.7804511, -73.9862482 40.7805446, -73.9865628 40.7806784, -73.9866368 40.7806978, -73.986693 40.7807105, -73.9867392 40.7807163, -73.9867982 40.7807202, -73.9868623 40.7807207, -73.9869329 40.7807181, -73.9869955 40.7807084)",121.56272264974412,1.4231858582158552,0.0002688971097875,,,,yes,,,B
42424032,42431004,0,"[169381964, 420895733]",secondary,4,25 mph,West 72nd Street,False,True,115.65606132855854,"LINESTRING (-73.9856862 40.780311, -73.9855826 40.7802698, -73.9849613 40.7800179, -73.9846121 40.7798683, -73.9844806 40.7798127)",115.65606132855852,1.6511810594344294,0.0010499372632108,,,,,,,B
42424032,42432572,0,439801907,secondary,,,Riverside Drive,False,True,88.49314024136186,"LINESTRING (-73.9856862 40.780311, -73.9856318 40.7804438, -73.9854032 40.7809994, -73.9853731 40.7810707)",88.49314024136186,1.441731171742589,0.0009196269415063,,,,,,,B
42424089,371037237,0,32947292,trunk_link,2,,,True,False,36.203577539689846,"LINESTRING (-73.9643559 40.7606212, -73.9642149 40.7606496, -73.9641501 40.760665, -73.9640869 40.7606782, -73.9640226 40.7606885, -73.9639388 40.7606981)",5121.194740062207,16.153359273169794,0.0013627407336447,,NY 25,,,,,A
42424089,371037281,0,"[534878088, 534878087, 198924551]",residential,1,25 mph,East 59th Street,True,False,139.12983379411298,"LINESTRING (-73.9643559 40.7606212, -73.9636948 40.7603396, -73.963417 40.7602245, -73.96317 40.7601231, -73.9629046 40.7600241)",636.3508308317902,15.80106264760769,0.0032963228540355,,,,,,,C
42424089,42442961,0,"[818182930, 358290454]",primary,"['5', '6']",25 mph,2nd Avenue,True,False,79.48690915538317,"LINESTRING (-73.9643559 40.7606212, -73.9643965 40.7605619, -73.9645392 40.7603611, -73.9647641 40.7600473, -73.9648028 40.7599916)",675.0064847924372,11.09776092780034,0.0354523317799403,,,,,21,,B
42424142,42424145,0,46211822,motorway_link,1,,,True,False,122.07080831667416,"LINESTRING (-73.9484005 40.769641, -73.9484377 40.7696022, -73.9489165 40.7690721, -73.9489824 40.7689938, -73.94905 40.7689115, -73.9491341 40.7687032)",1673.282765757508,24.72044471574435,0.0043686241859713,,,,,,,A
42424142,4562863353,0,46694761,residential,1,25 mph,East 78th Street,True,False,101.82385218721468,"LINESTRING (-73.9484005 40.769641, -73.9484285 40.7696536, -73.9493699 40.7700538, -73.9493851 40.7700602, -73.9494 40.7700666, -73.9494513 40.7700936)",577.6320567445644,7.8272484719009405,2.342063890094161e-05,,,,,,,C
42424145,42438809,0,"[32960689, 489022290, 489022291, 1339759598]",motorway,3,40 mph,FDR Drive,True,False,249.5885014823442,"LINESTRING (-73.9491341 40.7687032, -73.949282 40.7685229, -73.9495765 40.7681272, -73.9497192 40.7679418, -73.9498841 40.7677522, -73.9501457 40.7674538, -73.9501703 40.7674299, -73.9502726 40.7673168, -73.9504376 40.7671343, -73.9505158 40.7670418, -73.9505855 40.7669602, -73.9507038 40.766801)",1545.765072591838,24.69129102449625,0.0049695191243897,,FDR,,,,,A
42424225,42438859,0,5670738,residential,2,25 mph,West 77th Street,False,False,274.03661263264627,"LINESTRING (-73.9735934 40.7794865, -73.9737066 40.779544, -73.9737424 40.7795587, -73.9747351 40.7799769, -73.9752452 40.7801899, -73.9762556 40.7806159, -73.9762958 40.7806322, -73.9764438 40.7806719)",274.03661263264627,1.666412294362349,0.0008102132299491,,,,,,,C
42424225,42435301,0,1271523174,secondary,4,25 mph,Central Park West,False,True,85.33843644833712,"LINESTRING (-73.9735934 40.7794865, -73.9736486 40.7794104, -73.9736737 40.7793764, -73.9740373 40.7788725, -73.9740803 40.7788134)",85.33843644833713,1.470932311722588,0.0009325992753337,,,,,,,B
42424225,42427915,0,"[1271523176, 1271523177, 1271523178, 195743156, 1081895353]",secondary,"['4', '5']",25 mph,Central Park West,False,False,324.59754206271447,"LINESTRING (-73.9735934 40.7794865, -73.9735358 40.779566, -73.9733542 40.7798151, -73.9726981 40.7807149, -73.9725008 40.7809834, -73.9722516 40.7813224, -73.9720367 40.781618, -73.9718126 40.7819198, -73.9717224 40.7820388)",324.59754206271447,1.7692960555417263,0.0017614785783918,,,,,,,B
42424408,42436340,0,1007629838,trunk,5,20 mph,Hudson Street,True,False,73.91819107327417,"LINESTRING (-74.0082309 40.7219848, -74.0082205 40.7220472, -74.0081321 40.7225656, -74.0081187 40.7226441)",312.8927415299764,1.4789737954635842,0.0048792997710295,,,,,,,A
42424408,42436064,0,"[1237326682, 1237326683]",primary,1,20 mph,Laight Street,True,False,130.49992160650964,"LINESTRING (-74.0082309 40.7219848, -74.008352 40.7219959, -74.0090561 40.722068, -74.009682 40.7221311, -74.0096998 40.7221329, -74.0097659 40.7221396)",279.30047992381964,4.7114983678161,0.0001053635258826,,,,,,,B
42424610,42436308,0,"[46139042, 95181773]",secondary,5,20 mph,Hudson Street,True,False,80.32371760467754,"LINESTRING (-74.0084726 40.7206149, -74.0084479 40.7207428, -74.0084206 40.7208934, -74.0083678 40.7211966, -74.0083538 40.7212718, -74.0083435 40.7213306)",784.9862534090182,14.877389312324016,0.0045622113215485,,,,,,,B
42424610,4137021568,0,"[480972178, 1237364397]",residential,1,20 mph,Ericsson Place,True,False,134.03062203526898,"LINESTRING (-74.0084726 40.7206149, -74.0083478 40.7206022, -74.0080785 40.7205746, -74.0071343 40.7204814, -74.0070264 40.7204758, -74.006894 40.7204753)",315.17546117963565,6.928142443361852,0.0022576556727017,,,,,,,C
42424610,42434871,0,"[1237364400, 1237097705, 46116435]",residential,2,20 mph,Beach Street,True,False,130.46811890382298,"LINESTRING (-74.0084726 40.7206149, -74.0085755 40.7206254, -74.0086288 40.7206309, -74.0092987 40.7206968, -74.0098902 40.7207543, -74.0099345 40.7207586, -74.010008 40.720765)",426.9202905397902,8.442512323873258,0.0001721035419988,,,,,,,C
42424641,42423295,0,125527383,residential,1,25 mph,FDR Drive,True,False,164.29216558848162,"LINESTRING (-73.9768477 40.7146195, -73.9770173 40.7142933, -73.9772482 40.7138836, -73.9774174 40.7135702, -73.9775238 40.7133869, -73.9775923 40.7132542)",607.0699330468932,9.598881807721348,0.0012836153671323,,,,,,,C
42424672,42427965,0,5669709,secondary,4,,York Avenue,False,False,78.25505847239906,"LINESTRING (-73.9592658 40.7593001, -73.9592236 40.759357, -73.9590516 40.759589, -73.958853 40.7598567, -73.9588108 40.7599137)",78.25505847239907,1.5088927389463158,0.0061365008837622,,,,,,,B
42424672,3785575833,0,"[32958722, 46211831]",residential,1,25 mph,"['FDR Drive', 'East 60th Street']",True,False,134.5441705227738,"LINESTRING (-73.9592658 40.7593001, -73.9591258 40.7592676, -73.9589067 40.759183, -73.9586824 40.7590886, -73.9586659 40.759083, -73.9586525 40.7590799, -73.9586409 40.7590779, -73.958629 40.7590773, -73.9586142 40.7590784, -73.9586021 40.7590801, -73.9585931 40.7590817, -73.9585829 40.7590848, -73.958571 40.7590901, -73.958561 40.7590968, -73.9585491 40.759112, -73.958169 40.7596406)",140.25738249565975,2.998811695195452,6.004840500166234e-05,,,,,,,C
42424672,42448329,0,659714535,secondary,6,25 mph,York Avenue,False,False,79.59031096387567,"LINESTRING (-73.9592658 40.7593001, -73.9593112 40.7592377, -73.9596818 40.7587298, -73.9597228 40.7586736)",79.59031096387567,1.9052954447043031,0.0108793857054038,,,,,,,B
42424789,42434434,0,"[1362572651, 46492638]",primary,5,,Dyer Avenue,True,False,86.70172612359411,"LINESTRING (-73.9948115 40.7576654, -73.9947821 40.7577014, -73.9947636 40.7577241, -73.9947419 40.7577507, -73.9946976 40.7578412, -73.9946551 40.7579879, -73.9945961 40.7580852, -73.9945329 40.7581732, -73.9944626 40.7582743, -73.994391 40.7583714)",591.5702946023905,8.575939077520735,0.0099730245894403,,,,,,,B
