u,v,key,osmid,highway,lanes,maxspeed,name,oneway,reversed,length,geometry,Inverse SP,Cost of return,Edge Betweenness,access,ref,tunnel,bridge,width,junction,Groups
3272815946,295228009,0,"[420622914, 847358030, 847358031]",primary,5,25 mph,Boulevard East,False,False,210.86377102811664,"LINESTRING (-74.0234916 40.7641612, -74.0236366 40.7640193, -74.0243338 40.7633983, -74.0248868 40.7629005, -74.025102 40.7627094)",210.86377102811664,1.4371692403851144,0.0249881781536976,,,,,,,B
3272815946,103876732,0,830550468,primary,6,25 mph,Boulevard East,False,True,44.06522844753711,"LINESTRING (-74.0234916 40.7641612, -74.0233988 40.7642584, -74.0231944 40.7644873)",44.06522844753711,1.71032251756192,0.0132965834746789,,,,,,,B
3272816068,295229623,0,499908851,primary,6,,Boulevard East,False,True,81.63185031468541,"LINESTRING (-74.02179 40.7668283, -74.0215992 40.7672558, -74.0215319 40.767444, -74.0215029 40.7675291)",81.63185031468541,1.2146587006476497,0.0012945919572939,,,,,,,B
3272816068,9945930281,0,"[420622913, 847358032, 60358098, 803898014, 803898015]",primary,"['5', '6']",,Boulevard East,False,False,279.0812437607225,"LINESTRING (-74.02179 40.7668283, -74.0219796 40.76627, -74.0220503 40.7660829, -74.0220999 40.7659608, -74.0221504 40.7658492, -74.0222308 40.7656968, -74.0222753 40.7656192, -74.0223441 40.7655108, -74.0224191 40.7654047, -74.0224948 40.7653047, -74.0225799 40.7652011, -74.0227022 40.7650561, -74.0227989 40.7649474, -74.0230893 40.7646082, -74.0231321 40.7645589)",279.0812437607225,1.7717306218276485,0.0125775287715798,,,,,,,B
3272816128,103856544,0,"[8028102, 320661542, 224940680, 1326407885, 27054845]",motorway,3,35 mph,Lincoln Tunnel Helix,True,False,925.802043835234,"LINESTRING (-74.021762 40.7676872, -74.0217105 40.7676303, -74.0216744 40.767585, -74.0216385 40.7675375, -74.0216051 40.7674867, -74.0215749 40.7674372, -74.0215478 40.767388, -74.0215228 40.7673397, -74.0214994 40.7672883, -74.0214776 40.7672358, -74.0214578 40.7671783, -74.0214429 40.7671305, -74.0214306 40.7670786, -74.0214218 40.7670293, -74.0214168 40.7669825, -74.0214118 40.7669284, -74.021409 40.7668751, -74.0214087 40.7668211, -74.0214096 40.7667639, -74.0214134 40.7667086, -74.02142 40.7666549, -74.0214289 40.7665987, -74.02145 40.7664937, -74.0214739 40.7663837, -74.0215213 40.7661655, -74.0215732 40.7659475, -74.0216272 40.7657383, -74.0216881 40.7655218, -74.0217534 40.7653084, -74.0219088 40.7648457, -74.0220185 40.7645518, -74.0221459 40.7642419, -74.0222393 40.7640328, -74.0224639 40.7635576, -74.0225233 40.7634429, -74.0225905 40.7633271, -74.0226471 40.7632408, -74.0227046 40.7631684, -74.0227528 40.7631082, -74.0228013 40.7630576, -74.0228695 40.7630012, -74.022922 40.7629659, -74.0229799 40.7629304, -74.0230435 40.7628972, -74.0231008 40.7628721, -74.0231652 40.7628477, -74.0232394 40.7628256, -74.0233104 40.7628089, -74.0233973 40.7627942, -74.0234706 40.7627858, -74.0235491 40.7627813, -74.0236062 40.7627816, -74.0236822 40.7627862, -74.0237457 40.7627929, -74.0238178 40.7628042, -74.0238807 40.7628173, -74.0239543 40.7628378, -74.0240366 40.7628664, -74.0241003 40.7628954, -74.024163 40.7629278, -74.0242192 40.7629596, -74.0242741 40.7629969, -74.0243203 40.7630319, -74.0243708 40.7630807, -74.0244053 40.7631177, -74.0244458 40.7631701, -74.0244785 40.7632148, -74.0245119 40.7632743, -74.0245348 40.7633267, -74.0245544 40.7633895, -74.024565 40.7634487, -74.0245654 40.7635104, -74.0245563 40.7635925, -74.0245421 40.7636456, -74.0245219 40.7636975, -74.0244781 40.7637692, -74.0244287 40.763828, -74.0243706 40.7638854, -74.0243143 40.763941, -74.0240629 40.7641779, -74.0239839 40.7642571, -74.0239153 40.7643361, -74.023857 40.7644093, -74.0238042 40.7644838, -74.0237619 40.7645603, -74.0235637 40.7648989, -74.0235336 40.7649299)",1867.7604903271488,17.0728739175393,0.0590896849636446,,NJ 495,building_passage,yes,,,A
3272816133,60007381,0,"[582796408, 27054844]",motorway,4,35 mph,,True,False,99.7035794574588,"LINESTRING (-74.0212505 40.766757, -74.0212492 40.7668415, -74.0212537 40.7669224, -74.0212627 40.7670036, -74.0212759 40.7670877, -74.0213031 40.7671843, -74.0213324 40.7672697, -74.0213554 40.7673288, -74.0213783 40.7673788, -74.0214302 40.7674692, -74.0214749 40.7675414, -74.0215245 40.7676178)",2693.8589547049246,17.26904072941229,0.0271325460241968,,NJ 495,,yes,,,A
3272816133,6841059183,0,"[854101320, 931211066, 931211067, 26944475]",motorway_link,1,,,True,False,211.41261283889543,"LINESTRING (-74.0212505 40.766757, -74.0211375 40.7670974, -74.0211044 40.7671981, -74.021082 40.7673049, -74.0210675 40.767404, -74.0210614 40.7674998, -74.0210477 40.7679909, -74.0210549 40.7681072, -74.0210709 40.7682164, -74.0210956 40.7683214, -74.0211053 40.7683539, -74.0211187 40.7683989, -74.0211295 40.7684295, -74.021231 40.7686222)",2242.6908886726733,17.116753876612115,0.010197252260121,,,,,,,A
3272816141,11315113870,0,1221044515,motorway_link,1,,,True,False,14.608961086019598,"LINESTRING (-74.025392 40.7629188, -74.0254083 40.7630496)",423.36805913459057,7.882075721823309,0.0001294885449009,,,,,,,A
3272816141,103856540,0,11629844,motorway_link,3,,,True,False,213.2480967910681,"LINESTRING (-74.025392 40.7629188, -74.0253039 40.7629914, -74.0251099 40.7631514, -74.0250046 40.7632163, -74.0248693 40.7632928, -74.0247314 40.763375, -74.0245957 40.7634655, -74.0244781 40.7635503, -74.0243687 40.7636443, -74.0236614 40.7643082)",270.28845107134043,4.491189152860065,0.0894204689105399,,,,,,,A
3317900276,2631530267,0,609084437,other,,,,False,True,69.04036406744828,"LINESTRING (-74.0091259 40.7782979, -74.0094225 40.7784345, -74.0098264 40.7786206)",69.04036406744828,1.471267920077823,0.0002422480620155,,,,,,,C
3317900277,308678157,0,325122680,residential,,,Avenue at Port Imperial,False,True,43.8398074116957,"LINESTRING (-74.009179 40.7789733, -74.0096755 40.7788546)",43.8398074116957,1.2609340298380842,0.0002422480620155,,,,,,,C
3430220598,42493365,0,5678499,tertiary,2,25 mph,Provost Street,False,False,79.88311669690283,"LINESTRING (-73.9492327 40.7306814, -73.9492455 40.7307615, -73.9493477 40.7313945)",79.88311669690283,1.535993885084244,0.0006801963999601,,,,,,,B
3430220598,3430220599,0,5679713,primary,3,25 mph,Greenpoint Avenue,False,True,39.25021689354028,"LINESTRING (-73.9492327 40.7306814, -73.9491413 40.7306881, -73.94877 40.730722)",39.25021689354028,1.5642223932791113,0.0049502660678496,,,,,,,B
3430220598,5481915294,0,905601341,primary,3,25 mph,Greenpoint Avenue,False,False,118.3748078406858,"LINESTRING (-73.9492327 40.7306814, -73.9493109 40.7306757, -73.9493711 40.7306713, -73.9496955 40.7306408, -73.9497194 40.7306384, -73.9499957 40.7306107, -73.9506267 40.7305498)",118.3748078406858,1.544594660585938,0.005838430697449,,,,,,,B
3430220599,3430220598,0,5679713,primary,3,25 mph,Greenpoint Avenue,False,False,39.25021689354028,"LINESTRING (-73.94877 40.730722, -73.9491413 40.7306881, -73.9492327 40.7306814)",39.25021689354028,1.564222393279111,0.0049783825741994,,,,,,,B
3430220599,3430220601,0,5679713,primary,3,25 mph,Greenpoint Avenue,False,True,76.45739990862037,"LINESTRING (-73.94877 40.730722, -73.9485697 40.7307402, -73.9482894 40.7307722, -73.9481716 40.7307945, -73.9481543 40.7308001, -73.9480055 40.7308482, -73.947895 40.730884)",76.45739990862037,1.45557000262935,0.0048366260755884,,,,,,,B
3430220601,3430220599,0,5679713,primary,3,25 mph,Greenpoint Avenue,False,False,76.45739990862037,"LINESTRING (-73.947895 40.730884, -73.9480055 40.7308482, -73.9481543 40.7308001, -73.9481716 40.7307945, -73.9482894 40.7307722, -73.9485697 40.7307402, -73.94877 40.730722)",76.45739990862037,1.4555700026293494,0.0028464587524395,,,,,,,B
3430220601,2422186264,0,5679713,primary,3,25 mph,Greenpoint Avenue,False,True,139.59741877271753,"LINESTRING (-73.947895 40.730884, -73.9465146 40.7313835, -73.9464 40.731425)",139.59741877271753,1.4752128088365113,0.0047737601501174,,,,,,,B
3430220604,42516624,0,46863581,residential,,25 mph,North Henry Street,True,False,295.44516923319634,"LINESTRING (-73.94461 40.7320795, -73.9445956 40.7319897, -73.9445883 40.7319446, -73.9445317 40.7315936, -73.9443846 40.7306806, -73.944186 40.729442)",432.4748824220373,6.247443811463313,0.0004142929056712,,,,,,,C
3430220604,2422186263,0,905601342,primary,3,25 mph,Greenpoint Avenue,False,False,84.37321415004482,"LINESTRING (-73.94461 40.7320795, -73.944967 40.7319491, -73.945512 40.73175)",84.37321415004482,1.5249079903989744,0.0005566363877133,,,,,,,B
3430220604,622232007,0,905601343,primary,3,25 mph,Greenpoint Avenue,False,True,81.6278864872695,"LINESTRING (-73.94461 40.7320795, -73.9442604 40.7322014, -73.9438848 40.7323323, -73.9438388 40.7323485, -73.9437299 40.7323863)",81.6278864872695,1.5534869165019698,0.0047339039751457,,,,,,,B
3430331121,42436590,0,335935798,other,,25 mph,East 24th Street,False,True,84.06131416706884,"LINESTRING (-73.9795551 40.7381901, -73.9802805 40.7384938, -73.9804284 40.7385557)",84.06131416706884,1.5599947840891046,0.0002422480620155,,,,,,,C
3430331122,42436598,0,335935797,other,,25 mph,East 24th Street,False,False,74.51474475297445,"LINESTRING (-73.9788226 40.7378834, -73.9781925 40.7376196, -73.9780485 40.7375593)",74.51474475297445,1.2818659536879675,0.0002422480620155,,,,,,,C
3430733302,42495908,0,5679717,residential,,,Greenpoint Avenue,False,True,162.01468342242046,"LINESTRING (-73.9410414 40.733343, -73.9411809 40.7333562, -73.9426669 40.7328288, -73.9426931 40.7328241, -73.9428045 40.7328044)",162.01468342242043,1.2604968982941491,0.0002422480620155,,,,,,,C
3533937800,42421985,0,46526965,residential,2,25 mph,West 61st Street,False,False,99.10003565800268,"LINESTRING (-73.9905614 40.7733062, -73.9904706 40.7732667, -73.9896877 40.7729246, -73.9895402 40.7728633)",99.10003565800268,1.8437450876849384,0.0009924128869629,,,,,,,C
3533937800,595254571,0,"[154716105, 46529274]",residential,2,25 mph,"['Riverside Boulevard', 'West 61st Street']",False,False,228.79125735695925,"LINESTRING (-73.9905614 40.7733062, -73.9906492 40.7733444, -73.9911489 40.7735618, -73.9911677 40.77357, -73.9919962 40.7739057, -73.9920933 40.7739469, -73.9920107 40.7740145, -73.9914892 40.7744401, -73.9914364 40.7744841)",194.92487286467383,1.4223752506470675,0.0002155990142435,,,,,,,C
3533937800,1672106385,0,346951422,residential,2,,Freedom Place South,False,False,81.26068532063948,"LINESTRING (-73.9905614 40.7733062, -73.9905102 40.7733725, -73.9904109 40.7735089, -73.9903815 40.773556, -73.9903639 40.7735999, -73.9903478 40.7736524, -73.9903381 40.7737061, -73.9903157 40.7738448, -73.9903032 40.7738868, -73.9902808 40.7739415, -73.990255 40.7739898)",81.26068532063948,1.4317845983402375,0.000630537601689,,,,,,,C
3533937800,4682935365,0,474304540,residential,2,25 mph,Freedom Place South,False,True,79.2917690086802,"LINESTRING (-73.9905614 40.7733062, -73.9906142 40.7732366, -73.9909959 40.7727468, -73.9910498 40.7726974)",79.2917690086802,1.717408431371925,6.99684249872742e-05,,,,,,,C
3551756586,42448329,0,46211834,other,,25 mph,East 59th Street,False,True,66.50907259319759,"LINESTRING (-73.9590324 40.7583833, -73.9595971 40.7586214, -73.9597228 40.7586736)",66.50907259319759,1.5624409880474694,0.0002422480620155,,,,,,,C
3567807957,42434845,0,"[256902829, 1271580015]",secondary,"['3', '2']",20 mph,Varick Street,True,False,73.9396911347914,"LINESTRING (-74.0065788 40.7211124, -74.0066622 40.7206168, -74.0066799 40.7205092, -74.0066917 40.720453)",541.5377953975972,14.200582695002185,0.0127559130362915,,,,,,,B
3575033028,276320117,0,5702369,primary,,,Vernon Boulevard,True,False,15.855669011232404,"LINESTRING (-73.9542669 40.7415252, -73.9542138 40.741662)",177.65498145391552,7.898927403843329,0.0722014273558697,,,,,,,B
3584752508,42433281,0,24264070,residential,1,25 mph,Washington Square North,True,False,163.76786094402544,"LINESTRING (-73.996981 40.7314217, -73.9970676 40.7314632, -73.9976165 40.7317294, -73.9985511 40.7321855, -73.998616 40.732218)",656.2442621742689,10.064279742339007,0.0088838768330318,,,,,,,C
3584752508,42433298,0,"[352705236, 1232833559]",residential,2,25 mph,Washington Square North,False,"[False, True]",142.39751078169263,"LINESTRING (-73.996981 40.7314217, -73.9968788 40.7313695, -73.9968302 40.7313454, -73.9962598 40.7310629, -73.9956403 40.7307561, -73.9955665 40.730721)",142.39751078169263,1.6398513115236606,0.0011933373154289,,,,,,,C
3588508439,42429630,0,5669829,residential,2,20 mph,Murray Street,True,False,76.82540305625179,"LINESTRING (-74.0146236 40.7154525, -74.0146866 40.7155046, -74.0147322 40.7155334, -74.0152209 40.7157579, -74.0153827 40.7158297)",118.0185237799574,2.552930957519432,0.0009129353303918,,,,,,,C
3588508439,246858435,0,"[46160106, 770524298, 1233049077]",residential,4,20 mph,Murray Street,False,"[False, True]",94.83096515288469,"LINESTRING (-74.0146236 40.7154525, -74.0146135 40.7154507, -74.0145877 40.7154462, -74.0145504 40.7154399, -74.0137651 40.7153175, -74.0136849 40.7153045, -74.0136227 40.7152938, -74.0135224 40.7152775)",94.8309651528847,1.81432424805614,0.0002468852311212,,,,,,,C
3588875424,7357758959,0,1149862650,residential,,,Oxford Landing,False,True,17.596365566383884,"LINESTRING (-74.0164101 40.7686688, -74.0165855 40.7687548)",17.596365566383884,1.2574334330666788,0.0002422480620155,,,,,,,C
3588875424,307870562,0,787034328,residential,,,Oxford Landing,False,False,51.25753519575146,"LINESTRING (-74.0164101 40.7686688, -74.0163067 40.7686277, -74.0158697 40.7684567)",51.25753519575146,1.378387429544516,0.000496764077741,,,,,,,C
3624790934,42436957,0,5670512,other,2,20 mph,East 13th Street,False,True,228.55260937256887,"LINESTRING (-73.973799 40.726752, -73.9739005 40.7267947, -73.9760798 40.7277124, -73.9761698 40.7277504)",228.55260937256887,1.5108476843165486,0.0051418574597611,,,,,,,C
3624790934,42446584,0,477151469,residential,2,20 mph,Avenue D,False,True,81.73515776488598,"LINESTRING (-73.973799 40.726752, -73.97384 40.726696, -73.974127 40.7263032, -73.9742215 40.7261741, -73.974269 40.726109)",81.73515776488598,1.6063771061778147,0.003441014269802,,,,,,,C
3624790934,1989931095,0,1159052040,other,,20 mph,East 13th Street,False,False,111.56322747272064,"LINESTRING (-73.973799 40.726752, -73.9730207 40.7264159, -73.9726487 40.7262553)",111.56322747272064,1.250679826647185,0.0002422480620155,,,,,,,C
3630219668,42437074,0,357946354,residential,1,25 mph,Clinton Street,True,False,137.374956896796,"LINESTRING (-73.9856543 40.7179286, -73.9856425 40.71798, -73.9850967 40.7190403, -73.9850756 40.7190825)",714.7816278309388,12.221580743916755,0.0131557661495577,,,,,,,C
3630249566,3785707059,0,"[40337665, 1241559458, 46361719]",motorway,4,35 mph,Williamsburg Bridge,True,False,628.1482457662731,"LINESTRING (-73.9858243 40.7176161, -73.9855158 40.7175229, -73.9853646 40.7174772, -73.9842574 40.7171427, -73.9836174 40.7169514, -73.9820133 40.7164723, -73.9801246 40.7159026, -73.9788947 40.7155363)",8149.418262851417,37.01419704626306,0.0352159535522358,,,,yes,,,A
3639382767,561042199,0,771759765,residential,,25 mph,East 40th Street,True,False,7.5731921870652705,"LINESTRING (-73.9786572 40.7508814, -73.9785793 40.7508474)",22.19043466364268,3.2124480621302016,0.0016335748887549,,,,,,,C
3639382767,3639382768,0,771759766,primary,1,25 mph,Park Avenue,True,False,9.23092324888277,"LINESTRING (-73.9786572 40.7508814, -73.9787478 40.7508347)",351.1372374171867,9.108994950787917,0.0035451451304793,,,,,,,B
3639382768,561042195,0,771759769,primary,3,25 mph,Park Avenue,True,False,71.1588297958283,"LINESTRING (-73.9787478 40.7508347, -73.979083 40.7503691, -73.9791122 40.7503266, -73.9791501 40.750272)",289.2093308702412,6.96621542800131,0.0058876786073184,,,,,,,B
3639382769,42443807,0,511699179,residential,2,,Vanderbilt Avenue,False,False,72.08004388551448,"LINESTRING (-73.9778381 40.7531481, -73.9778213 40.7531713, -73.9778091 40.7531884, -73.977469 40.7536686, -73.9774323 40.7537188)",72.08004388551448,1.3290246733455076,0.0001242643923641,,,,,,,C
3639382769,42445917,0,"[1106482769, 511699178]",residential,"['1', '2']",25 mph,East 43rd Street,True,False,89.77274672058174,"LINESTRING (-73.9778381 40.7531481, -73.9778515 40.753138, -73.9778711 40.7531315, -73.9778906 40.7531295, -73.977913 40.7531306, -73.977939 40.7531369, -73.9779608 40.7531455, -73.9783286 40.7533008, -73.9786802 40.7534472, -73.9787764 40.7534863)",236.5138495978823,4.61679762226465,0.0126617021955997,,,,,,,C
3642858317,103855625,0,852432666,residential,1,,Hudson Avenue,True,False,68.73148038401582,"LINESTRING (-74.0261876 40.7702789, -74.0260064 40.7705168, -74.0258437 40.770739, -74.0257865 40.7708172)",494.02533306896544,9.659687135666314,0.0016660937708379,,,,,,,C
3659304013,308679580,0,361458098,residential,,,Riverwalk Place,False,True,71.97064146625935,"LINESTRING (-74.0045525 40.7820623, -74.0049604 40.7826311)",71.97064146625935,1.4588092304613134,0.0002422480620155,,,,,,,C
3670609093,42446245,0,25196678,residential,,25 mph,Attorney Street,False,True,53.055030164194726,"LINESTRING (-73.9836452 40.7199847, -73.9836726 40.7199302, -73.9838193 40.7196323, -73.9838123 40.7195316)",53.055030164194726,1.564464341276307,0.0002422480620155,,,,,,,C
3670609093,1919595912,0,362811088,residential,,25 mph,Attorney Street,True,False,141.0259330824091,"LINESTRING (-73.9836452 40.7199847, -73.9836233 40.7200226, -73.9830663 40.721088, -73.9830269 40.7211632)",472.0231348528663,11.740542608286166,0.0029880391560211,,,,,,,C
3670609093,42432078,0,845781114,residential,,25 mph,Stanton Street,True,False,77.09260271007975,"LINESTRING (-73.9836452 40.7199847, -73.9835782 40.7199642, -73.9828608 40.719744, -73.9827973 40.7197245)",502.6889801872409,8.81847165990868,0.0011344628772894,,,,,,,C
3718672443,9170816532,0,439801900,primary,5,25 mph,Columbus Avenue,True,False,81.12611890568735,"LINESTRING (-73.9815824 40.773612, -73.9816254 40.7735503, -73.9819748 40.7730715, -73.9820473 40.772973)",587.9199916440393,5.174582882967536,0.0057196252509941,,,,,,,B
3718672443,1061531707,0,1043341289,secondary,3,25 mph,West 66th Street,True,False,52.26657092968412,"LINESTRING (-73.9815824 40.773612, -73.9816978 40.77366, -73.9820087 40.7737932, -73.9821234 40.7738424)",471.509270150276,8.83515605650956,0.0028251512538905,,,,,,,B
3783071109,42440401,0,"[456313635, 421825695]",primary,2,25 mph,East Houston Street,True,False,75.38201157778617,"LINESTRING (-73.9829678 40.721278, -73.9834869 40.7214368, -73.9837008 40.7215004, -73.9837985 40.7215294)",104.09633026425216,5.032349391457924,0.0023155322390083,,,,,,,B
3783071112,1919595923,0,374923974,residential,,25 mph,Ridge Street,True,False,13.680674221904573,"LINESTRING (-73.9821197 40.7210194, -73.9821814 40.7209056)",166.96642655695422,5.302310121302,0.0047823301082115,,,,,,,C
3783071112,3783071109,0,"[421825696, 993797877]",primary,2,25 mph,East Houston Street,True,False,77.04059720812657,"LINESTRING (-73.9821197 40.7210194, -73.9827157 40.7212016, -73.9828747 40.7212502, -73.9829678 40.721278)",409.538461093404,12.175878084341573,0.001708297879534,,,,,,,B
3785532381,3785532382,0,32961932,motorway_link,1,,,True,False,27.56315080155111,"LINESTRING (-73.9441831 40.780193, -73.944153 40.7800463, -73.9441416 40.7800076, -73.9441267 40.7799737, -73.9441142 40.7799516)",111.30796927747758,4.90077404712051,1.0741796789153672e-05,,,,,,,A
3785532381,8828140387,0,581189155,secondary,2,25 mph,York Avenue,True,False,49.99361909166167,"LINESTRING (-73.9441831 40.780193, -73.9441974 40.7801175, -73.9442152 40.7800603, -73.9442491 40.7799862, -73.9443419 40.779848, -73.9443667 40.7797691)",146.13519020775215,7.943681640705341,0.0008867558693647,,,,,,,B
3785532382,42433421,0,964294641,motorway_link,1,,,True,False,31.76909650453028,"LINESTRING (-73.9441142 40.7799516, -73.9440768 40.7799092, -73.9438959 40.7797186)",3844.641330784714,26.758141518342253,2.600336599778731e-05,,,,,,,A
3785532382,6289180298,0,993524202,secondary,2,,York Avenue,True,False,62.36582137607714,"LINESTRING (-73.9441142 40.7799516, -73.944092 40.7799833, -73.9440777 40.7800238, -73.9440727 40.7800536, -73.9440712 40.7801089, -73.9440757 40.7801651, -73.9441571 40.7805009)",76.50529870295155,4.70609997582526,0.0005984296080077,,,,,,,B
3785575833,42427965,0,46211838,secondary,4,25 mph,East 61st Street,True,False,62.00232402326068,"LINESTRING (-73.958169 40.7596406, -73.9585033 40.7597814, -73.9586828 40.7598582, -73.9588108 40.7599137)",212.79922899517288,3.1200032199646985,0.0022493792063232,,,,,,,B
3785585954,1775176473,0,198924727,primary,6,25 mph,2nd Avenue,True,False,11.682338570333094,"LINESTRING (-73.9640313 40.7610569, -73.9640978 40.7609647)",763.79832605557,13.975289212396037,0.033458231667803,,,,,,,B
3785586743,3785586748,0,"[375164210, 649455386]",trunk_link,1,,,True,False,98.8921170928064,"LINESTRING (-73.9646643 40.7599331, -73.9645049 40.7598859, -73.964113 40.7597254, -73.9640915 40.7597188, -73.9640748 40.7597164, -73.9640567 40.7597165, -73.9640417 40.7597207, -73.9640253 40.7597303, -73.9640123 40.7597424, -73.9639496 40.759822, -73.9637529 40.7600127)",5693.9929354238,27.07131806050606,0.0353706823846741,,,,,,,A
3785586743,42423565,0,375164212,residential,2,25 mph,East 58th Street,True,False,64.6650949529321,"LINESTRING (-73.9646643 40.7599331, -73.9645205 40.7598584, -73.9641086 40.7596822, -73.9640002 40.7596426)",870.0188166172808,19.43494586765618,0.0004066621210669,,,,,,,C
3785586748,276036211,0,"[814002681, 46419222, 198924631, 198924633, 32947293, 387040313]",trunk,"['3', '2']","['25 mph', '35 mph']","['Queensboro Bridge Approach', 'Ed Koch Queensboro Bridge Upper Level']",True,False,2138.703295346813,"LINESTRING (-73.9637529 40.7600127, -73.9636394 40.7601874, -73.9634929 40.7604147, -73.9634737 40.7604341, -73.9634553 40.7604493, -73.9634343 40.7604642, -73.963407 40.7604773, -73.963377 40.7604873, -73.963344 40.7604938, -73.9633075 40.7604989, -73.9632724 40.7605009, -73.9632347 40.7604985, -73.9631953 40.7604914, -73.9631619 40.7604827, -73.9631169 40.7604672, -73.9630068 40.7604231, -73.9619465 40.7599564, -73.9617942 40.759893, -73.9616369 40.7598295, -73.9615072 40.7597809, -73.9613818 40.7597423, -73.961169 40.7596782, -73.9608601 40.75958, -73.9607303 40.7595303, -73.9606065 40.7594828, -73.9489448 40.7544172, -73.9456684 40.7529764, -73.9455872 40.7529427, -73.9455188 40.7529081, -73.9454505 40.7528741, -73.9453237 40.7527989, -73.9445146 40.7523484, -73.9444255 40.7523014, -73.9443139 40.7522481, -73.9441926 40.7521957, -73.943055 40.7517063, -73.9429881 40.7516764, -73.9429528 40.7516565, -73.9429223 40.7516338, -73.9428961 40.7516047, -73.9428771 40.7515757, -73.9428595 40.7515361, -73.9428448 40.7514875, -73.9428451 40.7514527, -73.942853 40.7514151, -73.9428664 40.7513838, -73.9428907 40.7513453, -73.9429365 40.7512912, -73.9432498 40.7509493)",3654.1817571697934,26.53886089395308,0.0375655895285912,,,,yes,,,A
3785649062,42793624,0,723720308,secondary,,,Queens Plaza South,False,False,84.5695467480008,"LINESTRING (-73.9451046 40.7524881, -73.9443723 40.7521673, -73.944235 40.752108)",84.5695467480008,1.985430062858638,0.0004640691006286,,,,,,,B
3785649062,2472695935,0,"[1046539765, 239492647]",secondary,"['1', '2']",25 mph,Queens Plaza South,True,False,80.32627769358304,"LINESTRING (-73.9451046 40.7524881, -73.9454854 40.7527518, -73.9455452 40.752782, -73.9458631 40.7529191)",90.9753771939964,2.844129029077548,0.0010209989800575,,,,,,,B
3785669472,276204253,0,"[220504333, 829110482, 953412923, 953412925, 953412926]",trunk,"['3', '4', '1', '2']",,Queensboro Plaza,True,False,244.82918434185885,"LINESTRING (-73.9380918 40.7498394, -73.9386928 40.7500854, -73.9387697 40.7501172, -73.9388549 40.7501525, -73.9395283 40.7504319, -73.9395999 40.7504616, -73.9396671 40.7504895, -73.9403601 40.7507769, -73.940643 40.7508942)",4868.592226980475,14.159740757145329,0.0135869641780447,,NY 25,,,,,A
3785669515,6783777626,0,1260560151,primary,4,,Northern Boulevard,False,False,14.959160372264812,"LINESTRING (-73.936619 40.7493056, -73.936493 40.7494004)",14.959160372264812,1.4970934051450655,0.000297424504539,,NY 25A,,,,,B
3785669515,42844306,0,"[1136455989, 198595477]",primary,4,,Northern Boulevard,False,True,78.62331929654813,"LINESTRING (-73.936619 40.7493056, -73.9367411 40.7492084, -73.9367877 40.7491713, -73.9368845 40.7491282, -73.9372037 40.7489864, -73.9373948 40.7489275)",78.62331929654813,2.079608775532915,0.0006666957810448,,NY 25A,,,,,B
3785702957,3785702959,0,1081853985,secondary,3,25 mph,Vernon Boulevard,False,False,13.266495759977069,"LINESTRING (-73.9424748 40.7619852, -73.9425406 40.7618768)",13.266495759977069,1.3624034605572792,0.0071127130280268,,,,,,,B
3785702957,42890450,0,221192519,secondary,2,25 mph,36th Avenue,False,False,79.65505165969789,"LINESTRING (-73.9424748 40.7619852, -73.9423749 40.7619619, -73.9416822 40.7617151, -73.9416136 40.7616908)",79.65505165969789,1.9335369698970888,0.0002339715956369,,,,,,,B
3785702957,3785702958,0,1081861197,secondary,3,25 mph,Vernon Boulevard,False,True,12.392063978614166,"LINESTRING (-73.9424748 40.7619852, -73.9424185 40.7620654, -73.9424065 40.7620839)",12.392063978614166,1.3624075147377115,0.0016829401953105,,,,,,,B
