osmid,y,x,street_count,highway,ref,junction,railway,geometry
245230454,43.5763467,1.4706361,3,,,,,POINT (1.4706361 43.5763467)
245242873,43.578873,1.467922,3,,,,,POINT (1.467922 43.578873)
245242898,43.5799039,1.4669896,3,,,,,POINT (1.4669896 43.5799039)
245242907,43.5801975,1.4663999,3,,,,,POINT (1.4663999 43.5801975)
245242943,43.5826321,1.4643279,3,,,,,POINT (1.4643279 43.5826321)
245242947,43.5854462,1.4632793,3,,,,,POINT (1.4632793 43.5854462)
245242950,43.5868061,1.4628584,3,,,,,POINT (1.4628584 43.5868061)
245242952,43.5809437,1.4651809,3,,,,,POINT (1.4651809 43.5809437)
245242953,43.5815525,1.4657645,3,,,,,POINT (1.4657645 43.5815525)
245242960,43.5829004,1.465332,3,,,,,POINT (1.465332 43.5829004)
245242962,43.5822269,1.4644777,3,,,,,POINT (1.4644777 43.5822269)
245242965,43.5823295,1.4649005,3,,,,,POINT (1.4649005 43.5823295)
245242966,43.5830569,1.4654527,3,,,,,POINT (1.4654527 43.5830569)
245242973,43.5829293,1.4658433,1,,,,,POINT (1.4658433 43.5829293)
245242979,43.5825971,1.4639845,3,,,,,POINT (1.4639845 43.5825971)
245242980,43.5843297,1.4623538,3,,,,,POINT (1.4623538 43.5843297)
245242984,43.5872202,1.4618482,3,,,,,POINT (1.4618482 43.5872202)
245242989,43.5862886,1.461136,4,,,,,POINT (1.461136 43.5862886)
245256222,43.5844827,1.465447,3,,,,,POINT (1.465447 43.5844827)
245256227,43.5848887,1.4657925,3,,,,,POINT (1.4657925 43.5848887)
245256229,43.5853157,1.4648714,3,,,,,POINT (1.4648714 43.5853157)
245256232,43.5840596,1.465099,1,,,,,POINT (1.465099 43.5840596)
245256234,43.5854182,1.4662462,3,,,,,POINT (1.4662462 43.5854182)
245256238,43.5841801,1.4651996,3,,,,,POINT (1.4651996 43.5841801)
245256254,43.5842633,1.4671974,3,,,,,POINT (1.4671974 43.5842633)
245256256,43.584847,1.4676451,3,,,,,POINT (1.4676451 43.584847)
245256258,43.5836351,1.4667419,3,,,,,POINT (1.4667419 43.5836351)
245256260,43.583225,1.4677967,3,,,,,POINT (1.4677967 43.583225)
245256261,43.5838242,1.4682629,3,,,,,POINT (1.4682629 43.5838242)
245256270,43.584407,1.4687155,3,,,,,POINT (1.4687155 43.584407)
245256273,43.5813153,1.469695,3,,,,,POINT (1.469695 43.5813153)
245256319,43.5816013,1.4693095,1,,,,,POINT (1.4693095 43.5816013)
245256336,43.5810558,1.4692123,3,,,,,POINT (1.4692123 43.5810558)
245256349,43.5807802,1.4707966,3,,,,,POINT (1.4707966 43.5807802)
245256351,43.5791546,1.4741445,3,,,,,POINT (1.4741445 43.5791546)
245256352,43.5803465,1.4716381,4,,,,,POINT (1.4716381 43.5803465)
245256355,43.5815103,1.4758309,3,,,,,POINT (1.4758309 43.5815103)
245256368,43.5830025,1.4721728,4,,,,,POINT (1.4721728 43.5830025)
245256369,43.5826782,1.4718485,3,,,,,POINT (1.4718485 43.5826782)
245256374,43.5810339,1.4703014,3,,,,,POINT (1.4703014 43.5810339)
245256375,43.583402,1.4711891,3,,,,,POINT (1.4711891 43.583402)
245256389,43.5807499,1.4719725,3,,,,,POINT (1.4719725 43.5807499)
245256395,43.5819776,1.4733539,3,,,,,POINT (1.4733539 43.5819776)
245256404,43.5823634,1.4737538,3,,,,,POINT (1.4737538 43.5823634)
245256405,43.5797076,1.4729401,3,,,,,POINT (1.4729401 43.5797076)
245256409,43.5818378,1.475051,3,,,,,POINT (1.475051 43.5818378)
245256410,43.579863,1.480751,3,,,,,POINT (1.480751 43.579863)
245256413,43.5796064,1.4805837,3,,,,,POINT (1.4805837 43.5796064)
245256414,43.5794607,1.4810653,3,,,,,POINT (1.4810653 43.5794607)
245256418,43.5793336,1.4793277,3,,,,,POINT (1.4793277 43.5793336)
245256433,43.5797078,1.474376,3,,,,,POINT (1.474376 43.5797078)
245256441,43.579565,1.4746702,3,,,,,POINT (1.4746702 43.579565)
245256455,43.5787173,1.4765398,3,,,,,POINT (1.4765398 43.5787173)
245256457,43.5776053,1.4784396,1,turning_circle,,,,POINT (1.4784396 43.5776053)
245256459,43.5784071,1.4769514,3,,,,,POINT (1.4769514 43.5784071)
245256461,43.5787488,1.4767033,3,,,,,POINT (1.4767033 43.5787488)
245256464,43.5784982,1.4803496,3,,,,,POINT (1.4803496 43.5784982)
245256467,43.578805,1.4795665,3,,,,,POINT (1.4795665 43.578805)
245256468,43.5781127,1.4787571,1,,,,,POINT (1.4787571 43.5781127)
245256501,43.5788761,1.4838021,1,,,,,POINT (1.4838021 43.5788761)
245256509,43.574762,1.4817306,3,,,,,POINT (1.4817306 43.574762)
245256510,43.5748047,1.4818595,3,,,,,POINT (1.4818595 43.5748047)
245256515,43.5746962,1.4818739,3,,,,,POINT (1.4818739 43.5746962)
245257235,43.5746478,1.4820478,3,,,,,POINT (1.4820478 43.5746478)
245257243,43.5747669,1.4819034,3,,,,,POINT (1.4819034 43.5747669)
245257313,43.573538,1.4887793,3,mini_roundabout,,,,POINT (1.4887793 43.573538)
245257331,43.574774,1.4868608,3,mini_roundabout,,,,POINT (1.4868608 43.574774)
245305406,43.573842,1.4871382,3,mini_roundabout,,,,POINT (1.4871382 43.573842)
245305410,43.5736744,1.4869509,3,,,,,POINT (1.4869509 43.5736744)
245305414,43.5736058,1.486457,3,,,,,POINT (1.486457 43.5736058)
245305429,43.573304,1.4870266,2,,,,,POINT (1.4870266 43.573304)
245305444,43.5760352,1.4881137,3,,,,,POINT (1.4881137 43.5760352)
245317933,43.5736808,1.4878988,3,,,,,POINT (1.4878988 43.5736808)
245317939,43.5732035,1.4886594,3,,,,,POINT (1.4886594 43.5732035)
245317955,43.5722874,1.4879944,3,,,,,POINT (1.4879944 43.5722874)
245317973,43.5725852,1.4873721,3,,,,,POINT (1.4873721 43.5725852)
245317977,43.5721881,1.4879017,3,,,,,POINT (1.4879017 43.5721881)
245317981,43.571795,1.4887571,3,,,,,POINT (1.4887571 43.571795)
245318004,43.5734261,1.4906742,4,,,,,POINT (1.4906742 43.5734261)
245318057,43.570548,1.4918694,3,,,,,POINT (1.4918694 43.570548)
245404338,43.583444,1.4785189,3,,,,,POINT (1.4785189 43.583444)
245404341,43.5823278,1.4796733,3,,,,,POINT (1.4796733 43.5823278)
245404342,43.5818831,1.4802555,3,,,,,POINT (1.4802555 43.5818831)
245404344,43.5813135,1.4810833,3,,,,,POINT (1.4810833 43.5813135)
245404345,43.580636,1.4819914,3,,,,,POINT (1.4819914 43.580636)
245404351,43.5797061,1.4812464,4,traffic_signals,,,,POINT (1.4812464 43.5797061)
245404352,43.5800848,1.480093,3,,,,,POINT (1.480093 43.5800848)
245404354,43.580458,1.4789578,3,,,,,POINT (1.4789578 43.580458)
245404355,43.5805986,1.4785186,3,,,,,POINT (1.4785186 43.5805986)
245404357,43.5817049,1.4791017,3,,,,,POINT (1.4791017 43.5817049)
245404358,43.5815915,1.4783466,3,,,,,POINT (1.4783466 43.5815915)
245404365,43.5807568,1.4780415,3,,,,,POINT (1.4780415 43.5807568)
245404367,43.5809183,1.4780945,3,,,,,POINT (1.4780945 43.5809183)
245404371,43.5813526,1.4786461,3,,,,,POINT (1.4786461 43.5813526)
245404374,43.5812061,1.4779608,4,,,,,POINT (1.4779608 43.5812061)
245404376,43.5814862,1.4777272,4,,,,,POINT (1.4777272 43.5814862)
245404377,43.5817755,1.4774049,3,,,,,POINT (1.4774049 43.5817755)
245404379,43.5821533,1.4775938,3,,,,,POINT (1.4775938 43.5821533)
245404380,43.5825382,1.4775825,3,,,,,POINT (1.4775825 43.5825382)
245404389,43.5812129,1.4768831,3,,,,,POINT (1.4768831 43.5812129)
245404391,43.5811418,1.4768377,3,,,,,POINT (1.4768377 43.5811418)
245404394,43.5814796,1.4772121,3,,,,,POINT (1.4772121 43.5814796)
245404395,43.5820105,1.4746365,3,,,,,POINT (1.4746365 43.5820105)
245404396,43.5835231,1.4752494,3,,,,,POINT (1.4752494 43.5835231)
245404397,43.5822325,1.4740907,3,,,,,POINT (1.4740907 43.5822325)
245404402,43.5848882,1.4765521,3,,,,,POINT (1.4765521 43.5848882)
245404403,43.5841246,1.4757286,3,,,,,POINT (1.4757286 43.5841246)
245404406,43.5845336,1.4771381,3,,,,,POINT (1.4771381 43.5845336)
245404418,43.5839254,1.4741588,3,,,,,POINT (1.4741588 43.5839254)
245404420,43.5827192,1.472865,3,,,,,POINT (1.472865 43.5827192)
245404421,43.5851167,1.4726858,3,,,,,POINT (1.4726858 43.5851167)
245404422,43.5847621,1.4732269,4,mini_roundabout,,,,POINT (1.4732269 43.5847621)
245404429,43.58507,1.4762746,3,,,,,POINT (1.4762746 43.58507)
245404433,43.5832784,1.4714993,3,,,,,POINT (1.4714993 43.5832784)
245404437,43.5860381,1.4751697,3,,,,,POINT (1.4751697 43.5860381)
245404441,43.5836867,1.472877,1,,,,,POINT (1.472877 43.5836867)
245404443,43.585112,1.4724782,3,,,,,POINT (1.4724782 43.585112)
245404449,43.585272,1.4726593,3,,,,,POINT (1.4726593 43.585272)
245404455,43.5836078,1.4706869,3,,,,,POINT (1.4706869 43.5836078)
245404460,43.5867269,1.4744576,3,,,,,POINT (1.4744576 43.5867269)
245404461,43.5855955,1.4719385,3,,,,,POINT (1.4719385 43.5855955)
245404462,43.5852535,1.4724701,3,,,,,POINT (1.4724701 43.5852535)
245404463,43.5839248,1.4699105,3,,,,,POINT (1.4699105 43.5839248)
245404468,43.5872243,1.4739359,3,,,,,POINT (1.4739359 43.5872243)
245404471,43.5844769,1.4685465,3,,,,,POINT (1.4685465 43.5844769)
245404478,43.5858382,1.4673466,3,,,,,POINT (1.4673466 43.5858382)
245404480,43.5864969,1.4658712,3,,,,,POINT (1.4658712 43.5864969)
245404481,43.5854898,1.4678198,3,,,,,POINT (1.4678198 43.5854898)
245404484,43.5879293,1.4670947,3,,,,,POINT (1.4670947 43.5879293)
245404486,43.5869999,1.4686062,3,,,,,POINT (1.4686062 43.5869999)
245404489,43.587346,1.4665785,4,,,,,POINT (1.4665785 43.587346)
245404492,43.5866277,1.4681881,3,,,,,POINT (1.4681881 43.5866277)
245404496,43.5893079,1.4713254,3,,,,,POINT (1.4713254 43.5893079)
245404499,43.5874582,1.4690986,3,,,,,POINT (1.4690986 43.5874582)
245404501,43.5884096,1.4675024,3,,,,,POINT (1.4675024 43.5884096)
245404502,43.5868989,1.4700428,1,,,,,POINT (1.4700428 43.5868989)
245404503,43.5872708,1.4681807,3,,,,,POINT (1.4681807 43.5872708)
245404505,43.5876954,1.4686963,3,,,,,POINT (1.4686963 43.5876954)
245404506,43.5889592,1.468021,3,,,,,POINT (1.468021 43.5889592)
245404508,43.5886281,1.468532,3,,,,,POINT (1.468532 43.5886281)
245404509,43.5881123,1.4692291,3,,,,,POINT (1.4692291 43.5881123)
245404510,43.5878583,1.4695747,3,,,,,POINT (1.4695747 43.5878583)
245404511,43.5900158,1.4704239,3,,,,,POINT (1.4704239 43.5900158)
245404512,43.5895533,1.4710239,3,,,,,POINT (1.4710239 43.5895533)
245404516,43.589181,1.4692947,3,,,,,POINT (1.4692947 43.589181)
245404523,43.5886783,1.469942,3,,,,,POINT (1.469942 43.5886783)
245434136,43.586005,1.4647879,3,,,,,POINT (1.4647879 43.586005)
245434139,43.5875569,1.4660938,4,,,,,POINT (1.4660938 43.5875569)
245434143,43.5887166,1.4665776,3,,,,,POINT (1.4665776 43.5887166)
245434146,43.5884757,1.4621992,3,,,,,POINT (1.4621992 43.5884757)
245434156,43.5882474,1.4645464,4,,,,,POINT (1.4645464 43.5882474)
245434161,43.5880439,1.465004,3,,,,,POINT (1.465004 43.5880439)
245434172,43.5866783,1.463137,3,,,,,POINT (1.463137 43.5866783)
245434182,43.5903432,1.4657991,3,,,,,POINT (1.4657991 43.5903432)
245434184,43.5904744,1.4658989,3,,,,,POINT (1.4658989 43.5904744)
245434191,43.5907025,1.4660666,3,,,,,POINT (1.4660666 43.5907025)
245434192,43.5909905,1.4662678,3,,,,,POINT (1.4662678 43.5909905)
245434209,43.5914781,1.4676085,3,,,,,POINT (1.4676085 43.5914781)
245434213,43.5915181,1.468843,3,,,,,POINT (1.468843 43.5915181)
245434214,43.5863767,1.4650882,3,,,,,POINT (1.4650882 43.5863767)
245434215,43.5870046,1.4634771,3,,,,,POINT (1.4634771 43.5870046)
245434217,43.5866469,1.464396,3,,,,,POINT (1.464396 43.5866469)
245434218,43.5875942,1.4650663,1,,,,,POINT (1.4650663 43.5875942)
245434221,43.5889837,1.465736,3,,,,,POINT (1.465736 43.5889837)
245434224,43.5905136,1.4666104,3,,,,,POINT (1.4666104 43.5905136)
245434228,43.5901828,1.4675432,3,,,,,POINT (1.4675432 43.5901828)
245434237,43.5909065,1.4694987,3,,,,,POINT (1.4694987 43.5909065)
245434239,43.5912514,1.4691534,4,traffic_signals,,,,POINT (1.4691534 43.5912514)
245434242,43.5904359,1.4668458,3,,,,,POINT (1.4668458 43.5904359)
245523476,43.6341426,1.4403556,1,turning_circle,,,,POINT (1.4403556 43.6341426)
245523557,43.6340252,1.4409563,1,,,,,POINT (1.4409563 43.6340252)
245523559,43.6339444,1.4416859,3,,,,,POINT (1.4416859 43.6339444)
245523571,43.6280039,1.4398713,1,,,,,POINT (1.4398713 43.6280039)
245523572,43.6281468,1.4388355,3,,,,,POINT (1.4388355 43.6281468)
245523706,43.6233784,1.4425386,3,,,,,POINT (1.4425386 43.6233784)
245523960,43.6223344,1.442126,3,,,,,POINT (1.442126 43.6223344)
245523966,43.6223602,1.4396492,3,,,,,POINT (1.4396492 43.6223602)
245523967,43.6218825,1.4419244,3,,,,,POINT (1.4419244 43.6218825)
245524008,43.6206303,1.4401431,3,,,,,POINT (1.4401431 43.6206303)
245524010,43.6212322,1.4402305,3,,,,,POINT (1.4402305 43.6212322)
245524011,43.6206935,1.4400019,3,,,,,POINT (1.4400019 43.6206935)
245524031,43.6215997,1.4403898,1,,,,,POINT (1.4403898 43.6215997)
245524051,43.6217699,1.4406633,1,,,,,POINT (1.4406633 43.6217699)
245524055,43.6209734,1.4401175,3,,,,,POINT (1.4401175 43.6209734)
245524383,43.6155873,1.4525245,3,,,,,POINT (1.4525245 43.6155873)
245524387,43.6142747,1.4505573,3,,,,,POINT (1.4505573 43.6142747)
245524395,43.6160283,1.4489912,3,,,,,POINT (1.4489912 43.6160283)
245524397,43.6150564,1.4515056,3,,,,,POINT (1.4515056 43.6150564)
245524409,43.6157868,1.4488064,3,,,,,POINT (1.4488064 43.6157868)
245524410,43.6148199,1.4512134,3,,,,,POINT (1.4512134 43.6148199)
245524891,43.6314195,1.4543494,3,,,,,POINT (1.4543494 43.6314195)
246286900,43.5989305,1.4316637,3,,,,,POINT (1.4316637 43.5989305)
246286903,43.5989558,1.4309564,3,,,,,POINT (1.4309564 43.5989558)
246286904,43.5980001,1.4312989,3,,,,,POINT (1.4312989 43.5980001)
246286908,43.5989329,1.4316071,3,,,,,POINT (1.4316071 43.5989329)
246286913,43.5979377,1.4309308,3,,,,,POINT (1.4309308 43.5979377)
246286915,43.5977906,1.4309932,3,,,,,POINT (1.4309932 43.5977906)
246286916,43.5984353,1.4302915,3,,,,,POINT (1.4302915 43.5984353)
246286918,43.597914,1.4306605,3,,,,,POINT (1.4306605 43.597914)
246379689,43.5992616,1.4297367,3,,,,,POINT (1.4297367 43.5992616)
246490737,43.5981296,1.4312578,3,,,,,POINT (1.4312578 43.5981296)
246490740,43.5982276,1.432023,3,,,,,POINT (1.432023 43.5982276)
246531003,43.5982983,1.4365818,3,,,,,POINT (1.4365818 43.5982983)
246542618,43.6010273,1.4286689,3,,,,,POINT (1.4286689 43.6010273)
246542810,43.6017939,1.4265208,3,,,,,POINT (1.4265208 43.6017939)
246542823,43.6018521,1.4271331,1,,,,,POINT (1.4271331 43.6018521)
246571236,43.5978523,1.4313532,3,,,,,POINT (1.4313532 43.5978523)
246571237,43.5975854,1.4314247,1,,,,,POINT (1.4314247 43.5975854)
246571239,43.5978512,1.4321248,3,,,,,POINT (1.4321248 43.5978512)
246571240,43.5980022,1.4320294,3,,,,,POINT (1.4320294 43.5980022)
246571243,43.5977543,1.4313955,3,,,,,POINT (1.4313955 43.5977543)
246571246,43.5993945,1.4324242,3,,,,,POINT (1.4324242 43.5993945)
246571248,43.5993208,1.4327519,3,,,,,POINT (1.4327519 43.5993208)
246576335,43.5978757,1.420084,3,,,,,POINT (1.420084 43.5978757)
246576336,43.5979439,1.4199152,3,,,,,POINT (1.4199152 43.5979439)
246576337,43.5978273,1.4198358,3,,,,,POINT (1.4198358 43.5978273)
246576338,43.5977673,1.4200069,3,,,,,POINT (1.4200069 43.5977673)
246576340,43.5975891,1.4204701,3,,,,,POINT (1.4204701 43.5975891)
246576341,43.5975012,1.4197588,3,,,,,POINT (1.4197588 43.5975012)
246576342,43.598128,1.419265,3,,,,,POINT (1.419265 43.598128)
246576345,43.5979006,1.4200702,3,,,,,POINT (1.4200702 43.5979006)
246577975,43.6054372,1.425535,2,,,,,POINT (1.425535 43.6054372)
246591853,43.6302038,1.4337478,3,,,,,POINT (1.4337478 43.6302038)
246591854,43.6301952,1.4340021,1,,,,,POINT (1.4340021 43.6301952)
246593448,43.6333834,1.4334187,4,,,,,POINT (1.4334187 43.6333834)
246593607,43.6335948,1.4325703,3,,,,,POINT (1.4325703 43.6335948)
246593816,43.6318225,1.4368993,1,,,,,POINT (1.4368993 43.6318225)
246593890,43.633777,1.437401,3,,,,,POINT (1.437401 43.633777)
246593892,43.6325828,1.4366081,4,,,,,POINT (1.4366081 43.6325828)
246594116,43.6330893,1.4359093,4,,,,,POINT (1.4359093 43.6330893)
246594117,43.6337624,1.4368345,3,,,,,POINT (1.4368345 43.6337624)
246594183,43.6338597,1.4377397,4,,,,,POINT (1.4377397 43.6338597)
246594184,43.6337799,1.4375356,3,,,,,POINT (1.4375356 43.6337799)
246595728,43.6252645,1.4229923,4,traffic_signals,,,,POINT (1.4229923 43.6252645)
246595733,43.6276603,1.4236133,1,,,,,POINT (1.4236133 43.6276603)
246596070,43.6280622,1.4250055,3,,,,,POINT (1.4250055 43.6280622)
246596073,43.6264033,1.4264405,3,,,,,POINT (1.4264405 43.6264033)
246596457,43.6259382,1.4224733,3,,,,,POINT (1.4224733 43.6259382)
246596462,43.6262268,1.4252945,3,,,,,POINT (1.4252945 43.6262268)
246596794,43.6231263,1.425177,3,,,,,POINT (1.425177 43.6231263)
246596798,43.6247486,1.4257744,3,,,,,POINT (1.4257744 43.6247486)
246596799,43.6256866,1.4254751,3,,,,,POINT (1.4254751 43.6256866)
246597048,43.6255213,1.4241383,3,,,,,POINT (1.4241383 43.6255213)
246597049,43.6250126,1.4242475,3,,,,,POINT (1.4242475 43.6250126)
246597090,43.624667,1.4237468,3,,,,,POINT (1.4237468 43.624667)
246597091,43.6247746,1.4239481,3,,,,,POINT (1.4239481 43.6247746)
246597597,43.6256082,1.4248249,3,,,,,POINT (1.4248249 43.6256082)
246597720,43.6248011,1.4243355,3,,,,,POINT (1.4243355 43.6248011)
246597898,43.6248031,1.4263581,3,,,,,POINT (1.4263581 43.6248031)
246597899,43.6249642,1.427205,4,,,,,POINT (1.427205 43.6249642)
246709412,43.5690878,1.4656227,3,,,,,POINT (1.4656227 43.5690878)
246709413,43.5691456,1.465785,3,,,,,POINT (1.465785 43.5691456)
246709414,43.5690076,1.4660063,3,,,,,POINT (1.4660063 43.5690076)
246709430,43.5735873,1.4654436,3,,,,,POINT (1.4654436 43.5735873)
246709431,43.5731535,1.465724,2,,,,,POINT (1.465724 43.5731535)
247051976,43.63939,1.4939576,3,,,,,POINT (1.4939576 43.63939)
247052023,43.6395079,1.4967257,3,,,,,POINT (1.4967257 43.6395079)
247052107,43.6393525,1.4993168,3,,,,,POINT (1.4993168 43.6393525)
247052114,43.6406795,1.4979923,3,,,,,POINT (1.4979923 43.6406795)
247052586,43.6323956,1.4822887,3,,,,,POINT (1.4822887 43.6323956)
247052589,43.6322768,1.4820377,3,,,,,POINT (1.4820377 43.6322768)
247052592,43.6321575,1.4820953,3,,,,,POINT (1.4820953 43.6321575)
247052593,43.6321184,1.4822596,3,,,,,POINT (1.4822596 43.6321184)
247052910,43.6298012,1.4856259,3,,,,,POINT (1.4856259 43.6298012)
247053377,43.6384208,1.4820225,3,,,,,POINT (1.4820225 43.6384208)
247053380,43.638322,1.4819222,3,,,,,POINT (1.4819222 43.638322)
247053385,43.6383244,1.4821816,3,,,,,POINT (1.4821816 43.6383244)
247053527,43.6359277,1.4727797,3,,,,,POINT (1.4727797 43.6359277)
247053811,43.6416883,1.4761645,3,,,,,POINT (1.4761645 43.6416883)
247081390,43.6000695,1.4401636,3,,,,,POINT (1.4401636 43.6000695)
247081392,43.6001739,1.4404122,3,,,,,POINT (1.4404122 43.6001739)
247081395,43.6002928,1.4408952,3,,,,,POINT (1.4408952 43.6002928)
247271578,43.6224579,1.4052301,3,,,,,POINT (1.4052301 43.6224579)
247271585,43.6244665,1.4110885,3,,,,,POINT (1.4110885 43.6244665)
247271586,43.6242091,1.4113885,3,,,,,POINT (1.4113885 43.6242091)
247271745,43.6211809,1.4117246,3,,,,,POINT (1.4117246 43.6211809)
247271762,43.6186581,1.4118643,3,,,,,POINT (1.4118643 43.6186581)
247271790,43.6159392,1.4123146,4,,,,,POINT (1.4123146 43.6159392)
247327736,43.6335133,1.4237164,3,,,,,POINT (1.4237164 43.6335133)
247327759,43.6335058,1.4248578,3,,,,,POINT (1.4248578 43.6335058)
247327771,43.6368565,1.4272785,3,,,,,POINT (1.4272785 43.6368565)
247327777,43.6402669,1.4259345,3,,,,,POINT (1.4259345 43.6402669)
247327988,43.6343134,1.4216915,2,,,,level_crossing,POINT (1.4216915 43.6343134)
247328085,43.6328591,1.4316118,3,,,,,POINT (1.4316118 43.6328591)
247328087,43.6332703,1.4314799,3,,,,,POINT (1.4314799 43.6332703)
247471138,43.5869739,1.4633093,3,,,,,POINT (1.4633093 43.5869739)
247471142,43.5907397,1.4644,4,,,,,POINT (1.4644 43.5907397)
247471143,43.5912634,1.4646967,3,,,,,POINT (1.4646967 43.5912634)
247471144,43.5918642,1.4648784,3,,,,,POINT (1.4648784 43.5918642)
247471146,43.5931094,1.4652941,3,,,,,POINT (1.4652941 43.5931094)
247471148,43.5915432,1.4666487,3,,,,,POINT (1.4666487 43.5915432)
247471149,43.5917263,1.4656026,3,,,,,POINT (1.4656026 43.5917263)
247471151,43.5921071,1.464975,3,,,,,POINT (1.464975 43.5921071)
247471153,43.594375,1.4593116,3,,,,,POINT (1.4593116 43.594375)
247471156,43.5922654,1.4603414,3,,,,,POINT (1.4603414 43.5922654)
247471173,43.5918361,1.4604253,3,,,,,POINT (1.4604253 43.5918361)
247471178,43.5911756,1.4630599,3,,,,,POINT (1.4630599 43.5911756)
247471179,43.5910002,1.4637183,3,,,,,POINT (1.4637183 43.5910002)
247471180,43.5921896,1.4634615,3,,,,,POINT (1.4634615 43.5921896)
247471182,43.5928563,1.4631697,3,,,,,POINT (1.4631697 43.5928563)
247471183,43.5934309,1.463322,4,,,,,POINT (1.463322 43.5934309)
247471184,43.5941035,1.463473,3,,,,,POINT (1.463473 43.5941035)
247471185,43.5921585,1.4640724,3,,,,,POINT (1.4640724 43.5921585)
247471186,43.593259,1.4644191,4,,,,,POINT (1.4644191 43.593259)
247471187,43.5936127,1.4645355,2,,,,,POINT (1.4645355 43.5936127)
247471188,43.5938321,1.4603394,3,,,,,POINT (1.4603394 43.5938321)
247471192,43.5942101,1.4652358,3,,,,,POINT (1.4652358 43.5942101)
247471197,43.5925888,1.4603093,3,,,,,POINT (1.4603093 43.5925888)
247471199,43.5941866,1.4602865,3,,,,,POINT (1.4602865 43.5941866)
247471203,43.5929764,1.4621425,3,,,,,POINT (1.4621425 43.5929764)
247471204,43.5931561,1.4604212,3,,,,,POINT (1.4604212 43.5931561)
247471206,43.5946441,1.4591974,3,,,,,POINT (1.4591974 43.5946441)
247471209,43.5944892,1.4603334,4,,,,,POINT (1.4603334 43.5944892)
247471214,43.5942121,1.4625848,3,,,,,POINT (1.4625848 43.5942121)
247471219,43.5944451,1.4648742,4,,,,,POINT (1.4648742 43.5944451)
247471224,43.5945266,1.4601161,4,,,,,POINT (1.4601161 43.5945266)
247471226,43.5942269,1.4601175,3,,,,,POINT (1.4601175 43.5942269)
247471228,43.5936525,1.4596265,3,,,,,POINT (1.4596265 43.5936525)
247471230,43.5935886,1.4603604,3,,,,,POINT (1.4603604 43.5935886)
247471231,43.597469,1.4590714,3,,,,,POINT (1.4590714 43.597469)
247471233,43.5967325,1.4595966,3,,,,,POINT (1.4595966 43.5967325)
247471238,43.5964547,1.461746,3,,,,,POINT (1.461746 43.5964547)
247471243,43.5949527,1.460501,1,turning_circle,,,,POINT (1.460501 43.5949527)
247471245,43.5943085,1.4618234,3,,,,,POINT (1.4618234 43.5943085)
247471248,43.5962582,1.462262,3,,,,,POINT (1.462262 43.5962582)
247471250,43.5959706,1.4629993,3,,,,,POINT (1.4629993 43.5959706)
247471251,43.5948961,1.4590852,3,,,,,POINT (1.4590852 43.5948961)
247471253,43.5948344,1.4601233,4,,,,,POINT (1.4601233 43.5948344)
247471255,43.5951065,1.4601217,3,,,,,POINT (1.4601217 43.5951065)
247471256,43.5951185,1.4589963,3,,,,,POINT (1.4589963 43.5951185)
247471268,43.5976278,1.4586756,3,,,,,POINT (1.4586756 43.5976278)
247471280,43.5968232,1.4586824,3,,,,,POINT (1.4586824 43.5968232)
247471291,43.5967892,1.458971,3,,,,,POINT (1.458971 43.5967892)
247471292,43.5974976,1.4589926,3,,,,,POINT (1.4589926 43.5974976)
247471294,43.5944894,1.4588491,1,,,,,POINT (1.4588491 43.5944894)
247471296,43.5936863,1.4576449,3,,,,,POINT (1.4576449 43.5936863)
247471299,43.5937898,1.4591888,1,,,,,POINT (1.4591888 43.5937898)
247473302,43.5979122,1.4579431,3,,,,,POINT (1.4579431 43.5979122)
247473303,43.6000343,1.4580703,3,,,,,POINT (1.4580703 43.6000343)
247473304,43.5999843,1.4585786,3,,,,,POINT (1.4585786 43.5999843)
247473312,43.5985694,1.4593716,3,,,,,POINT (1.4593716 43.5985694)
247473313,43.5999938,1.4586863,3,,,,,POINT (1.4586863 43.5999938)
247473315,43.6015618,1.4591415,3,,,,,POINT (1.4591415 43.6015618)
247473316,43.5965881,1.4613958,3,,,,,POINT (1.4613958 43.5965881)
247473318,43.597855,1.4633268,4,,,,,POINT (1.4633268 43.597855)
247473319,43.6008233,1.4627259,3,,,,,POINT (1.4627259 43.6008233)
247473321,43.599844,1.4628662,3,,,,,POINT (1.4628662 43.599844)
247473322,43.5983307,1.4632149,3,,,,,POINT (1.4632149 43.5983307)
247473323,43.5966263,1.4634354,4,,,,,POINT (1.4634354 43.5966263)
247473331,43.5984969,1.4660436,3,,,,,POINT (1.4660436 43.5984969)
247473332,43.5999985,1.4640696,3,,,,,POINT (1.4640696 43.5999985)
247473334,43.6001285,1.4646883,3,,,,,POINT (1.4646883 43.6001285)
247473335,43.6006052,1.4639834,3,,,,,POINT (1.4639834 43.6006052)
247473336,43.6004747,1.4639645,4,,,,,POINT (1.4639645 43.6004747)
247473337,43.5995911,1.4658198,3,,,,,POINT (1.4658198 43.5995911)
247473338,43.5971096,1.4663632,4,mini_roundabout,,,,POINT (1.4663632 43.5971096)
247473358,43.5955228,1.4638447,3,,,,,POINT (1.4638447 43.5955228)
247473359,43.5957729,1.4642896,3,,,,,POINT (1.4642896 43.5957729)
247473360,43.5965164,1.4656253,3,,,,,POINT (1.4656253 43.5965164)
247473361,43.5960219,1.4628748,3,,,,,POINT (1.4628748 43.5960219)
