osmid,y,x,street_count,highway,ref,junction,railway,geometry
629904,43.5737221,1.471414,3,,,,,POINT (1.471414 43.5737221)
629920,43.5723543,1.4567893,3,motorway_junction,23,,,POINT (1.4567893 43.5723543)
630624,43.5990969,1.3974377,3,motorway_junction,,,,POINT (1.3974377 43.5990969)
630627,43.6032239,1.4003835,3,motorway_junction,29,,,POINT (1.4003835 43.6032239)
635170,43.6114491,1.4845689,3,,,,,POINT (1.4845689 43.6114491)
635173,43.6046451,1.4854235,3,motorway_junction,16,,,POINT (1.4854235 43.6046451)
635181,43.5971344,1.492915,3,,,,,POINT (1.492915 43.5971344)
635182,43.591136,1.494197,3,motorway_junction,17,,,POINT (1.494197 43.591136)
636551,43.5723215,1.4611224,3,,,,,POINT (1.4611224 43.5723215)
636647,43.5783193,1.4578321,4,,,,,POINT (1.4578321 43.5783193)
644015,43.5866477,1.4469916,3,traffic_signals,,,,POINT (1.4469916 43.5866477)
644018,43.5920795,1.4446211,3,,,,,POINT (1.4446211 43.5920795)
644021,43.5841026,1.4393052,4,,,,,POINT (1.4393052 43.5841026)
644022,43.5839023,1.444174,4,,,,,POINT (1.444174 43.5839023)
644046,43.5823884,1.439102,3,,,,,POINT (1.439102 43.5823884)
644057,43.5948257,1.453076,3,traffic_signals,,,,POINT (1.453076 43.5948257)
644071,43.5932472,1.4429452,3,,,,,POINT (1.4429452 43.5932472)
646939,43.5789943,1.4369121,4,,,,,POINT (1.4369121 43.5789943)
646941,43.5773649,1.4364312,4,,,,,POINT (1.4364312 43.5773649)
646948,43.5718188,1.4388151,4,,,,,POINT (1.4388151 43.5718188)
647888,43.584984,1.4283383,3,,,,,POINT (1.4283383 43.584984)
648229,43.5707124,1.4362578,2,,,,,POINT (1.4362578 43.5707124)
648255,43.5737907,1.437974,3,,,,,POINT (1.437974 43.5737907)
648269,43.5774806,1.434362,3,,,,,POINT (1.434362 43.5774806)
648318,43.585682,1.4378433,3,,,,,POINT (1.4378433 43.585682)
648394,43.5878117,1.436859,3,,,,,POINT (1.436859 43.5878117)
648442,43.5928755,1.4347698,3,,,,,POINT (1.4347698 43.5928755)
648451,43.5951474,1.4328439,3,,,,,POINT (1.4328439 43.5951474)
648547,43.5977489,1.430659,3,,,,,POINT (1.430659 43.5977489)
701753,43.5966583,1.4527615,3,,,,,POINT (1.4527615 43.5966583)
701760,43.6003514,1.4522048,3,,,,,POINT (1.4522048 43.6003514)
701786,43.5873454,1.4596716,3,,,,,POINT (1.4596716 43.5873454)
6535257,43.6250948,1.4111134,3,,,,,POINT (1.4111134 43.6250948)
6535280,43.6248409,1.4139367,3,motorway_junction,,,,POINT (1.4139367 43.6248409)
6535286,43.6236001,1.4188656,3,,,,,POINT (1.4188656 43.6236001)
6536300,43.6237718,1.4186634,3,,,,,POINT (1.4186634 43.6237718)
8010648,43.5935453,1.4829472,3,,,,,POINT (1.4829472 43.5935453)
8010656,43.5946312,1.4784128,3,,,,,POINT (1.4784128 43.5946312)
8010664,43.5917317,1.4789486,4,,,,,POINT (1.4789486 43.5917317)
8010671,43.5911278,1.4805869,1,,,,,POINT (1.4805869 43.5911278)
8010682,43.5898305,1.4887665,3,,,,,POINT (1.4887665 43.5898305)
8010683,43.5900051,1.4894501,3,,,,,POINT (1.4894501 43.5900051)
8010685,43.5904841,1.4903472,3,,,,,POINT (1.4903472 43.5904841)
8010690,43.5906349,1.4906749,3,,,,,POINT (1.4906749 43.5906349)
8010693,43.5903259,1.4907226,3,,,,,POINT (1.4907226 43.5903259)
8010694,43.590306,1.4905092,3,,,,,POINT (1.4905092 43.590306)
8010703,43.5948202,1.4882871,3,,,,,POINT (1.4882871 43.5948202)
8010704,43.594463,1.4881367,3,,,,,POINT (1.4881367 43.594463)
8010708,43.5951566,1.4843507,3,,,,,POINT (1.4843507 43.5951566)
8078333,43.5895248,1.4786378,3,,,,,POINT (1.4786378 43.5895248)
8078337,43.589337,1.4785536,3,,,,,POINT (1.4785536 43.589337)
8078338,43.589305,1.4786379,3,,,,,POINT (1.4786379 43.589305)
8078339,43.5894849,1.4787835,3,,,,,POINT (1.4787835 43.5894849)
8078340,43.5893553,1.4787937,3,,,,,POINT (1.4787937 43.5893553)
8078341,43.5885221,1.4792447,3,,,,,POINT (1.4792447 43.5885221)
8078345,43.5849946,1.4852397,4,,,,,POINT (1.4852397 43.5849946)
8078349,43.5813866,1.4895071,4,,,,,POINT (1.4895071 43.5813866)
8078365,43.5711558,1.4865647,5,,,,,POINT (1.4865647 43.5711558)
8078370,43.5691056,1.4909917,3,,,,,POINT (1.4909917 43.5691056)
8079821,43.569121,1.4911089,3,,,,,POINT (1.4911089 43.569121)
8079823,43.5690283,1.4910559,3,,,,,POINT (1.4910559 43.5690283)
8079825,43.5896605,1.4787848,3,,,,,POINT (1.4787848 43.5896605)
8138456,43.5749836,1.4401075,3,motorway_junction,24,,,POINT (1.4401075 43.5749836)
8138457,43.5732315,1.4377739,3,,,,,POINT (1.4377739 43.5732315)
8138556,43.5689119,1.4218033,3,,,,,POINT (1.4218033 43.5689119)
8704235,43.5963588,1.4783162,4,,,,,POINT (1.4783162 43.5963588)
8704253,43.5967976,1.4773471,3,,,,,POINT (1.4773471 43.5967976)
8704259,43.5971764,1.4791785,3,,,,,POINT (1.4791785 43.5971764)
8704269,43.5996176,1.4786025,3,,,,,POINT (1.4786025 43.5996176)
8704275,43.6006606,1.4666185,4,,,,,POINT (1.4666185 43.6006606)
8704276,43.6008682,1.462516,3,,,,,POINT (1.462516 43.6008682)
8704278,43.6013941,1.4598127,3,,,,,POINT (1.4598127 43.6013941)
8704279,43.6016843,1.4581426,3,,,,,POINT (1.4581426 43.6016843)
8704292,43.5857592,1.4787477,3,,,,,POINT (1.4787477 43.5857592)
8704294,43.584735,1.4785275,4,,,,,POINT (1.4785275 43.584735)
8704297,43.5839859,1.4779157,3,,,,,POINT (1.4779157 43.5839859)
8704302,43.5911467,1.4692655,3,,,,,POINT (1.4692655 43.5911467)
8704304,43.5918084,1.4704876,3,,,,,POINT (1.4704876 43.5918084)
8771497,43.57021,1.4243865,3,,,,,POINT (1.4243865 43.57021)
8771500,43.5699168,1.4243177,3,,,,,POINT (1.4243177 43.5699168)
8771502,43.5699364,1.4246686,3,,,,,POINT (1.4246686 43.5699364)
8771503,43.5700607,1.4247245,3,,,,,POINT (1.4247245 43.5700607)
8771506,43.5701897,1.4246275,3,,,,,POINT (1.4246275 43.5701897)
8771512,43.5689809,1.4244496,3,,,,,POINT (1.4244496 43.5689809)
8771514,43.568994,1.4246922,3,,,,,POINT (1.4246922 43.568994)
8771517,43.5692702,1.4247208,3,,,,,POINT (1.4247208 43.5692702)
8771518,43.5692634,1.42438,3,,,,,POINT (1.42438 43.5692634)
8771520,43.5691921,1.4247886,3,,,,,POINT (1.4247886 43.5691921)
8828955,43.6101216,1.4161184,3,,,,,POINT (1.4161184 43.6101216)
8828968,43.6118109,1.4139396,3,,,,,POINT (1.4139396 43.6118109)
8828971,43.6115376,1.415174,3,,,,,POINT (1.415174 43.6115376)
8831198,43.5960834,1.4539261,3,traffic_signals,,,,POINT (1.4539261 43.5960834)
8831215,43.6050307,1.4566131,4,,,,,POINT (1.4566131 43.6050307)
8831747,43.6063631,1.4559119,4,,,,,POINT (1.4559119 43.6063631)
8831749,43.6091913,1.4539927,4,,,,,POINT (1.4539927 43.6091913)
8831750,43.609291,1.453855,4,,,,,POINT (1.453855 43.609291)
8831755,43.6137394,1.4504971,4,,,,,POINT (1.4504971 43.6137394)
8831756,43.6159984,1.453122,4,,,,,POINT (1.453122 43.6159984)
8831759,43.6149402,1.4558943,4,mini_roundabout,,,,POINT (1.4558943 43.6149402)
8831761,43.6119364,1.4563264,3,,,,,POINT (1.4563264 43.6119364)
8831766,43.6102322,1.454966,3,,,,,POINT (1.454966 43.6102322)
8831769,43.6094748,1.4543622,4,,,,,POINT (1.4543622 43.6094748)
8832201,43.6010014,1.4567035,3,,,,,POINT (1.4567035 43.6010014)
9015849,43.5847916,1.4617201,3,,,,,POINT (1.4617201 43.5847916)
9015852,43.5812516,1.4637224,3,,,,,POINT (1.4637224 43.5812516)
9015862,43.575536,1.4676428,3,,,,,POINT (1.4676428 43.575536)
9015875,43.5722594,1.4758086,3,,,,,POINT (1.4758086 43.5722594)
9015877,43.5718499,1.4756133,3,,,,,POINT (1.4756133 43.5718499)
9015879,43.5712966,1.4746716,3,,,,,POINT (1.4746716 43.5712966)
9015880,43.5711878,1.4748776,3,,,,,POINT (1.4748776 43.5711878)
9015883,43.5710161,1.4744153,3,,,,,POINT (1.4744153 43.5710161)
9015885,43.5709248,1.4745901,3,,,,,POINT (1.4745901 43.5709248)
9015886,43.5722402,1.4755376,3,,,,,POINT (1.4755376 43.5722402)
9015887,43.5718798,1.4758701,3,,,,,POINT (1.4758701 43.5718798)
9015889,43.5732172,1.4724583,3,motorway_junction,21,,,POINT (1.4724583 43.5732172)
9015890,43.5725251,1.4736884,3,,,,,POINT (1.4736884 43.5725251)
9104020,43.6261253,1.4111459,3,,,,,POINT (1.4111459 43.6261253)
9104032,43.6231927,1.4048305,3,,,,,POINT (1.4048305 43.6231927)
9104043,43.5973158,1.4804218,4,,,,,POINT (1.4804218 43.5973158)
9104046,43.597476,1.4816092,3,,,,,POINT (1.4816092 43.597476)
9104049,43.5943491,1.4808176,3,,,,,POINT (1.4808176 43.5943491)
9104050,43.5940255,1.4816795,4,,,,,POINT (1.4816795 43.5940255)
9104059,43.5937015,1.4926375,3,,,,,POINT (1.4926375 43.5937015)
9104060,43.5938926,1.4940722,4,,,,,POINT (1.4940722 43.5938926)
9104063,43.5943897,1.493997,3,,,,,POINT (1.493997 43.5943897)
9495081,43.5730667,1.4931124,5,,,,,POINT (1.4931124 43.5730667)
9807044,43.5842081,1.4369769,4,,,,,POINT (1.4369769 43.5842081)
9818738,43.5847429,1.4533511,3,,,,,POINT (1.4533511 43.5847429)
9818739,43.5848638,1.4536495,3,,,,,POINT (1.4536495 43.5848638)
9818755,43.597213,1.4575596,3,,,,,POINT (1.4575596 43.597213)
9818756,43.5974145,1.4575596,2,,,,,POINT (1.4575596 43.5974145)
9818759,43.5975551,1.457568,2,,,,,POINT (1.457568 43.5975551)
9926497,43.600618,1.4507603,3,,,,,POINT (1.4507603 43.600618)
9926500,43.6001078,1.4425351,4,,,,,POINT (1.4425351 43.6001078)
9926517,43.6017094,1.4266498,3,,,,,POINT (1.4266498 43.6017094)
9926518,43.6025998,1.4251093,3,,,,,POINT (1.4251093 43.6025998)
9926519,43.6030499,1.4243925,3,,,,,POINT (1.4243925 43.6030499)
9926523,43.6038724,1.4205428,3,,,,,POINT (1.4205428 43.6038724)
9926528,43.6037388,1.4204661,3,,,,,POINT (1.4204661 43.6037388)
9926531,43.6033726,1.4204542,3,,,,,POINT (1.4204542 43.6033726)
9926534,43.6001144,1.4531896,3,,,,,POINT (1.4531896 43.6001144)
9928554,43.5738969,1.4912163,3,,,,,POINT (1.4912163 43.5738969)
9928556,43.5736389,1.4918162,3,,,,,POINT (1.4918162 43.5736389)
9932962,43.579003,1.4066223,3,,,,,POINT (1.4066223 43.579003)
9932963,43.5781796,1.4082745,3,,,,,POINT (1.4082745 43.5781796)
9934161,43.5912382,1.4191046,4,,,,,POINT (1.4191046 43.5912382)
9934174,43.59584,1.41962,3,,,,,POINT (1.41962 43.59584)
9934176,43.5978581,1.4198306,3,,,,,POINT (1.4198306 43.5978581)
9934185,43.6036243,1.4069806,4,,,,,POINT (1.4069806 43.6036243)
9934213,43.607601,1.3980506,3,,,,,POINT (1.3980506 43.607601)
9935774,43.5689739,1.414346,3,,,,,POINT (1.414346 43.5689739)
9935784,43.571891,1.4179885,3,,,,,POINT (1.4179885 43.571891)
10000578,43.5979033,1.4575551,1,,,,,POINT (1.4575551 43.5979033)
10310887,43.6017022,1.4518247,4,,,,,POINT (1.4518247 43.6017022)
10310909,43.609877,1.4553934,3,,,,,POINT (1.4553934 43.609877)
10310943,43.6058601,1.448624,4,,,,,POINT (1.448624 43.6058601)
10310951,43.6114366,1.4576304,3,,,,,POINT (1.4576304 43.6114366)
10310960,43.6113254,1.4576606,3,,,,,POINT (1.4576606 43.6113254)
10310969,43.6113815,1.4523448,3,traffic_signals,,,,POINT (1.4523448 43.6113815)
10463684,43.5840892,1.4005676,3,,,,,POINT (1.4005676 43.5840892)
10463724,43.5861248,1.4200732,3,,,,,POINT (1.4200732 43.5861248)
10463764,43.5838353,1.399736,3,traffic_signals,,,,POINT (1.399736 43.5838353)
10463772,43.5966452,1.3968889,3,motorway_junction,,,,POINT (1.3968889 43.5966452)
10463821,43.5838726,1.4001902,3,,,,,POINT (1.4001902 43.5838726)
10463843,43.5841953,1.4006364,3,,,,,POINT (1.4006364 43.5841953)
10463860,43.5773011,1.4210255,3,,,,,POINT (1.4210255 43.5773011)
10463865,43.5872046,1.4011465,3,motorway_junction,27,,,POINT (1.4011465 43.5872046)
10475412,43.6111411,1.41282,3,,,,,POINT (1.41282 43.6111411)
10476774,43.5837818,1.4701929,3,,,,,POINT (1.4701929 43.5837818)
10476776,43.5786831,1.4842101,3,,,,,POINT (1.4842101 43.5786831)
10476778,43.5752102,1.4893165,4,,,,,POINT (1.4893165 43.5752102)
10476849,43.5852175,1.4544895,4,,,,,POINT (1.4544895 43.5852175)
10476851,43.5841056,1.4456686,3,,,,,POINT (1.4456686 43.5841056)
10526862,43.602393,1.451851,3,,,,,POINT (1.451851 43.602393)
10526870,43.6045758,1.4499231,3,,,,,POINT (1.4499231 43.6045758)
10526875,43.6080609,1.446333,4,,,,,POINT (1.446333 43.6080609)
10526880,43.6100608,1.4440739,3,,,,,POINT (1.4440739 43.6100608)
10526882,43.6105267,1.4433221,4,,,,,POINT (1.4433221 43.6105267)
10526885,43.6107569,1.4426912,3,,,,,POINT (1.4426912 43.6107569)
11003349,43.6256607,1.4112739,3,,,,,POINT (1.4112739 43.6256607)
11003370,43.6235857,1.4191368,3,,,,,POINT (1.4191368 43.6235857)
11003516,43.5695785,1.4137897,3,,,,,POINT (1.4137897 43.5695785)
11003530,43.580355,1.405557,3,motorway_junction,26,,,POINT (1.405557 43.580355)
11021949,43.6276473,1.4784698,4,,,,,POINT (1.4784698 43.6276473)
11021952,43.6271439,1.477554,4,,,,,POINT (1.477554 43.6271439)
11021963,43.6219648,1.4715959,3,,,,,POINT (1.4715959 43.6219648)
11021970,43.620007,1.4687191,3,,,,,POINT (1.4687191 43.620007)
11021980,43.6171633,1.4654644,4,,,,,POINT (1.4654644 43.6171633)
11021984,43.6156679,1.4649841,3,,,,,POINT (1.4649841 43.6156679)
11021985,43.615466,1.4648261,3,,,,,POINT (1.4648261 43.615466)
11021986,43.6153933,1.4649492,3,,,,,POINT (1.4649492 43.6153933)
11021987,43.6156304,1.4651314,3,,,,,POINT (1.4651314 43.6156304)
11021992,43.6145634,1.4621999,3,,,,,POINT (1.4621999 43.6145634)
11021995,43.6140744,1.4610578,4,,,,,POINT (1.4610578 43.6140744)
11022002,43.6016186,1.4507574,4,,,,,POINT (1.4507574 43.6016186)
11022928,43.5913567,1.3981657,3,,,,,POINT (1.3981657 43.5913567)
11022929,43.5920931,1.3996557,3,crossing,,,,POINT (1.3996557 43.5920931)
11022936,43.5962738,1.4229581,3,,,,,POINT (1.4229581 43.5962738)
11022947,43.5963539,1.4231976,3,,,,,POINT (1.4231976 43.5963539)
11022948,43.5962918,1.423131,3,,,,,POINT (1.423131 43.5962918)
11023195,43.6046027,1.4541382,3,,,,,POINT (1.4541382 43.6046027)
11024013,43.5801869,1.4417401,3,,,,,POINT (1.4417401 43.5801869)
11024021,43.5771357,1.4410187,3,,,,,POINT (1.4410187 43.5771357)
12146332,43.572574,1.4380878,3,,,,,POINT (1.4380878 43.572574)
12146343,43.5748044,1.4373985,3,,,,,POINT (1.4373985 43.5748044)
15855239,43.5778493,1.4075461,3,,,,,POINT (1.4075461 43.5778493)
15855246,43.5781204,1.4082281,3,,,,,POINT (1.4082281 43.5781204)
15855247,43.5776905,1.408257,3,,,,,POINT (1.408257 43.5776905)
15855251,43.5746235,1.4050116,3,,,,,POINT (1.4050116 43.5746235)
15855263,43.5746805,1.3990435,3,,,,,POINT (1.3990435 43.5746805)
15858212,43.5841667,1.4927885,3,,,,,POINT (1.4927885 43.5841667)
15858213,43.5842699,1.4926872,3,,,,,POINT (1.4926872 43.5842699)
15858216,43.5842986,1.4925118,3,,,,,POINT (1.4925118 43.5842986)
15858217,43.5842395,1.4923621,3,,,,,POINT (1.4923621 43.5842395)
15858220,43.5839806,1.4923932,3,,,,,POINT (1.4923932 43.5839806)
15858222,43.5840107,1.4927447,3,,,,,POINT (1.4927447 43.5840107)
15858236,43.5876293,1.4912321,3,,,,,POINT (1.4912321 43.5876293)
15858238,43.5876416,1.491028,3,,,,,POINT (1.491028 43.5876416)
15858248,43.5878637,1.4911652,3,,,,,POINT (1.4911652 43.5878637)
15870465,43.606107,1.4540274,4,,,,,POINT (1.4540274 43.606107)
15870467,43.6056278,1.4503831,4,,,,,POINT (1.4503831 43.6056278)
15870470,43.608627,1.4457271,4,,,,,POINT (1.4457271 43.608627)
15873584,43.6331373,1.4905824,3,,,,,POINT (1.4905824 43.6331373)
15873588,43.6323584,1.4892345,3,,,,,POINT (1.4892345 43.6323584)
15873607,43.6295364,1.4828886,3,,,,,POINT (1.4828886 43.6295364)
15873615,43.6281529,1.4793856,4,,,,,POINT (1.4793856 43.6281529)
27457643,43.6293099,1.4829239,3,,,,,POINT (1.4829239 43.6293099)
27457845,43.6376301,1.4995985,3,,,,,POINT (1.4995985 43.6376301)
27490601,43.6275903,1.4795479,4,,,,,POINT (1.4795479 43.6275903)
27494019,43.6271054,1.4786717,4,,,,,POINT (1.4786717 43.6271054)
27502220,43.6244467,1.480302,3,motorway_junction,15,,,POINT (1.480302 43.6244467)
27508990,43.6291911,1.4825434,3,,,,,POINT (1.4825434 43.6291911)
28123314,43.6238693,1.4803438,3,,,,,POINT (1.4803438 43.6238693)
28872004,43.6332887,1.4970863,3,,,,,POINT (1.4970863 43.6332887)
29509259,43.6179975,1.4301086,3,,,,,POINT (1.4301086 43.6179975)
29554160,43.6238217,1.4277418,4,,,,,POINT (1.4277418 43.6238217)
29554161,43.6174645,1.4305903,3,,,,,POINT (1.4305903 43.6174645)
29555001,43.6178128,1.4302563,3,,,,,POINT (1.4302563 43.6178128)
29555012,43.6164116,1.4296485,3,,,,,POINT (1.4296485 43.6164116)
29555050,43.6179424,1.4347704,3,,,,,POINT (1.4347704 43.6179424)
29555101,43.6141037,1.4509289,4,,,,,POINT (1.4509289 43.6141037)
30020258,43.5839423,1.4925775,3,,,,,POINT (1.4925775 43.5839423)
30020298,43.58432,1.4928964,3,,,,,POINT (1.4928964 43.58432)
30020300,43.5839132,1.4921829,3,crossing,,,,POINT (1.4921829 43.5839132)
30020304,43.5840847,1.4923054,3,,,,,POINT (1.4923054 43.5840847)
30053645,43.5809936,1.4937739,3,,,,,POINT (1.4937739 43.5809936)
30061904,43.5909088,1.4904904,3,,,,,POINT (1.4904904 43.5909088)
30062143,43.5903278,1.4904501,3,,,,,POINT (1.4904501 43.5903278)
30062419,43.5901174,1.4893077,3,,,,,POINT (1.4893077 43.5901174)
30062420,43.5899094,1.4893212,3,,,,,POINT (1.4893212 43.5899094)
30062421,43.5900977,1.4893907,3,,,,,POINT (1.4893907 43.5900977)
30062422,43.5900139,1.4891626,3,,,,,POINT (1.4891626 43.5900139)
30062423,43.5899224,1.4892357,3,,,,,POINT (1.4892357 43.5899224)
30062633,43.5938144,1.4910471,3,,,,,POINT (1.4910471 43.5938144)
30062637,43.5933758,1.4912169,4,,,,,POINT (1.4912169 43.5933758)
30062731,43.5937075,1.4917443,3,,,,,POINT (1.4917443 43.5937075)
30062732,43.5937215,1.4915097,6,,,,,POINT (1.4915097 43.5937215)
30062733,43.5935387,1.4914436,3,,,,,POINT (1.4914436 43.5935387)
30092322,43.6298625,1.4856219,3,,,,,POINT (1.4856219 43.6298625)
30714094,43.6150672,1.4459963,3,,,,,POINT (1.4459963 43.6150672)
30714095,43.6139424,1.4450181,3,,,,,POINT (1.4450181 43.6139424)
35291451,43.5763951,1.4238952,4,,,,,POINT (1.4238952 43.5763951)
35625723,43.6004863,1.4456702,3,traffic_signals,,,,POINT (1.4456702 43.6004863)
35683039,43.5963014,1.4455606,3,,,,,POINT (1.4455606 43.5963014)
35683041,43.5950849,1.4450228,3,,,,,POINT (1.4450228 43.5950849)
35683042,43.5942668,1.4439927,3,,,,,POINT (1.4439927 43.5942668)
35685342,43.6044587,1.4388108,3,,,,,POINT (1.4388108 43.6044587)
35685344,43.6046044,1.4405203,3,,,,,POINT (1.4405203 43.6046044)
35721253,43.6036727,1.4358779,4,,,,,POINT (1.4358779 43.6036727)
35973173,43.6259408,1.4339427,3,,,,,POINT (1.4339427 43.6259408)
35973747,43.6267734,1.4303855,3,,,,,POINT (1.4303855 43.6267734)
35974655,43.6271036,1.4292858,3,,,,,POINT (1.4292858 43.6271036)
35974656,43.6269285,1.4286549,3,,,,,POINT (1.4286549 43.6269285)
35974657,43.6267584,1.4279123,3,,,,,POINT (1.4279123 43.6267584)
35974663,43.626117,1.4266003,3,,,,,POINT (1.4266003 43.626117)
36472640,43.5980857,1.4320146,4,,,,,POINT (1.4320146 43.5980857)
36479250,43.5755467,1.4239881,4,,,,,POINT (1.4239881 43.5755467)
36479251,43.5762722,1.421437,3,,,,,POINT (1.421437 43.5762722)
54540638,43.5965529,1.4239844,3,,,,,POINT (1.4239844 43.5965529)
54540675,43.5934671,1.4250515,3,,,,,POINT (1.4250515 43.5934671)
54541194,43.5913898,1.4195264,2,,,,,POINT (1.4195264 43.5913898)
54541206,43.5961308,1.432134,4,,,,,POINT (1.432134 43.5961308)
54541410,43.5930728,1.4239931,3,,,,,POINT (1.4239931 43.5930728)
57174446,43.5923127,1.4399614,3,,,,,POINT (1.4399614 43.5923127)
57174573,43.5922362,1.4408405,3,traffic_signals,,,,POINT (1.4408405 43.5922362)
57179136,43.5989195,1.4416699,3,,,,,POINT (1.4416699 43.5989195)
57179140,43.5970208,1.4423466,3,,,,,POINT (1.4423466 43.5970208)
57179142,43.5955745,1.4430244,3,,,,,POINT (1.4430244 43.5955745)
57185683,43.6021,1.4386564,3,,,,,POINT (1.4386564 43.6021)
57186854,43.6028139,1.4415243,3,,,,,POINT (1.4415243 43.6028139)
57187006,43.6047372,1.4417412,3,,,,,POINT (1.4417412 43.6047372)
57187264,43.6041754,1.4417854,3,,,,,POINT (1.4417854 43.6041754)
57187341,43.6040299,1.4406829,3,,,,,POINT (1.4406829 43.6040299)
57187699,43.6018375,1.4408664,3,,,,,POINT (1.4408664 43.6018375)
57187700,43.6012931,1.4406111,3,,,,,POINT (1.4406111 43.6012931)
57187703,43.600571,1.4407673,3,,,,,POINT (1.4407673 43.600571)
57187704,43.6003539,1.4408679,3,,,,,POINT (1.4408679 43.6003539)
57187705,43.59978,1.4411961,6,,,,,POINT (1.4411961 43.59978)
57187840,43.601441,1.4422791,2,,,,,POINT (1.4422791 43.601441)
57188025,43.6013789,1.4418932,3,,,,,POINT (1.4418932 43.6013789)
57188151,43.601458,1.4450174,3,,,,,POINT (1.4450174 43.601458)
57188649,43.6014164,1.4422264,3,,,,,POINT (1.4422264 43.6014164)
57188759,43.6005445,1.4424761,3,,,,,POINT (1.4424761 43.6005445)
57188876,43.6013941,1.4420225,3,,,,,POINT (1.4420225 43.6013941)
57189082,43.6000051,1.4420895,3,,,,,POINT (1.4420895 43.6000051)
57189641,43.6019678,1.4388455,3,,,,,POINT (1.4388455 43.6019678)
57189642,43.6019612,1.4391151,3,,,,,POINT (1.4391151 43.6019612)
57190876,43.6048663,1.4468596,3,,,,,POINT (1.4468596 43.6048663)
57191201,43.6045816,1.4469717,3,,,,,POINT (1.4469717 43.6045816)
57191203,43.6044949,1.4473578,3,,,,,POINT (1.4473578 43.6044949)
57191209,43.6050249,1.4478648,3,,,,,POINT (1.4478648 43.6050249)
57191210,43.6052009,1.4476372,3,,,,,POINT (1.4476372 43.6052009)
57191211,43.6052172,1.4473996,3,,,,,POINT (1.4473996 43.6052172)
57191707,43.6056757,1.4488436,4,,,,,POINT (1.4488436 43.6056757)
57192332,43.6041856,1.446387,3,,,,,POINT (1.446387 43.6041856)
57192333,43.6038921,1.4473316,3,,,,,POINT (1.4473316 43.6038921)
57199377,43.5976933,1.4308076,3,,,,,POINT (1.4308076 43.5976933)
57199750,43.5979682,1.4308161,3,,,,,POINT (1.4308161 43.5979682)
60291986,43.5962735,1.4512715,3,,,,,POINT (1.4512715 43.5962735)
60292835,43.6053976,1.4491086,3,,,,,POINT (1.4491086 43.6053976)
60292841,43.6061349,1.4504857,3,,,,,POINT (1.4504857 43.6061349)
60292842,43.6065267,1.4513282,3,,,,,POINT (1.4513282 43.6065267)
60292843,43.6067357,1.4519808,4,,,,,POINT (1.4519808 43.6067357)
60292983,43.6044298,1.4509655,3,,,,,POINT (1.4509655 43.6044298)
60292984,43.6044562,1.4524947,3,,,,,POINT (1.4524947 43.6044562)
60293050,43.6057349,1.4512086,4,,,,,POINT (1.4512086 43.6057349)
60293114,43.5972672,1.4277049,3,,,,,POINT (1.4277049 43.5972672)
60293116,43.594765,1.4286673,3,,,,,POINT (1.4286673 43.594765)
60293118,43.5971602,1.4270936,3,traffic_signals,,,,POINT (1.4270936 43.5971602)
60293160,43.5946011,1.4282328,3,,,,,POINT (1.4282328 43.5946011)
60293168,43.5970221,1.4263609,3,,,,,POINT (1.4263609 43.5970221)
60293187,43.5904775,1.4202313,4,traffic_signals,,,,POINT (1.4202313 43.5904775)
60293447,43.5848901,1.4002587,3,,,,,POINT (1.4002587 43.5848901)
60293449,43.584402,1.3993953,3,,,,,POINT (1.3993953 43.584402)
60583598,43.6006175,1.4202602,4,,,,,POINT (1.4202602 43.6006175)
60583600,43.6004804,1.4212333,3,,,,,POINT (1.4212333 43.6004804)
60583619,43.5992303,1.4283197,3,,,,,POINT (1.4283197 43.5992303)
60584171,43.5988016,1.4288222,3,,,,,POINT (1.4288222 43.5988016)
60584172,43.598304,1.4292672,4,,,,,POINT (1.4292672 43.598304)
60584176,43.5976065,1.4297459,3,,,,,POINT (1.4297459 43.5976065)
60584221,43.59919,1.4288972,3,,,,,POINT (1.4288972 43.59919)
60584223,43.5994795,1.4295584,4,,,,,POINT (1.4295584 43.5994795)
60584299,43.5997761,1.4269164,3,,,,,POINT (1.4269164 43.5997761)
60584658,43.5988469,1.4282872,3,,,,,POINT (1.4282872 43.5988469)
60584712,43.5985689,1.4268305,3,,,,,POINT (1.4268305 43.5985689)
60584714,43.5982189,1.4253465,3,,,,,POINT (1.4253465 43.5982189)
60584715,43.5980867,1.4247937,3,,,,,POINT (1.4247937 43.5980867)
60584716,43.5978585,1.4238158,3,,,,,POINT (1.4238158 43.5978585)
60584948,43.5983401,1.4258576,3,,,,,POINT (1.4258576 43.5983401)
60584976,43.6001782,1.4257971,3,,,,,POINT (1.4257971 43.6001782)
60661513,43.6041462,1.40713,3,,,,,POINT (1.40713 43.6041462)
60661542,43.6061342,1.4076577,3,,,,,POINT (1.4076577 43.6061342)
60661545,43.6074462,1.4096492,4,,,,,POINT (1.4096492 43.6074462)
60661562,43.5994255,1.4065491,3,,,,,POINT (1.4065491 43.5994255)
60661564,43.5995403,1.4040706,3,,,,,POINT (1.4040706 43.5995403)
60661577,43.5996346,1.4038804,3,,,,,POINT (1.4038804 43.5996346)
60661583,43.6034038,1.4039839,3,,,,,POINT (1.4039839 43.6034038)
60661584,43.6038689,1.4043592,3,,,,,POINT (1.4043592 43.6038689)
60661586,43.6045944,1.4048712,3,,,,,POINT (1.4048712 43.6045944)
