u,v,key,osmid,highway,lanes,maxspeed,name,ref,oneway,reversed,length,geometry,Inverse SP,Cost of return,Edge Betweenness,bridge,tunnel,access,junction,Groups
68147058,69555000,0,"[1314618235, 1042138564, 74847327]",trunk,"['4', '5']",35 mph,Moreland Avenue Northeast,US 23;GA 42,False,False,291.42470608307127,"LINESTRING (-84.3492193 33.7623362, -84.3492182 33.7623802, -84.3492171 33.7626116, -84.3492163 33.7627763, -84.3492145 33.7631451, -84.3492143 33.7631849, -84.3492126 33.7635534, -84.3492123 33.7636258, -84.3492106 33.7639731, -84.3492092 33.7642789, -84.3492071 33.7644916, -84.3492057 33.7646405, -84.3492069 33.7647572, -84.3492063 33.7648871, -84.349206 33.764957)",291.42470608307127,1.6766944123149323,0.0094106333700489,,,,,A
68147058,2511829141,0,591826247,trunk,2,35 mph,Moreland Avenue Northeast,US 23;GA 42,True,False,18.20554680150257,"LINESTRING (-84.3492193 33.7623362, -84.3492798 33.7622405, -84.3492813 33.7621849)",584.3001880604713,10.066740437243231,0.0127352372785596,,,,,A
68147083,2511829139,0,9164434,trunk_link,1,,,,True,False,217.49760532675097,"LINESTRING (-84.3489307 33.7604903, -84.34893 33.7607199, -84.3489036 33.7609267, -84.3488537 33.7611406, -84.3487917 33.7613068, -84.3486894 33.7614978, -84.3486291 33.7617266, -84.3486455 33.761821, -84.3487439 33.7619455, -84.3488394 33.7620018, -84.3489517 33.7620254, -84.3490272 33.762053, -84.3490934 33.7620909, -84.3491722 33.7621791)",385.0081295352229,13.6240002581018,0.0012104006201214,,,,,A
68147084,1400950462,0,563542877,secondary,3,35 mph,Dekalb Avenue Northeast,,False,False,28.57367052778343,"LINESTRING (-84.3488601 33.7602763, -84.3485793 33.7603837)",28.57367052778343,1.2129639456215815,0.0013238418623072,,,,,B
68147084,5649592816,0,591826254,secondary,,35 mph,Dekalb Avenue Northeast,,False,True,6.028290594084685,"LINESTRING (-84.3488601 33.7602763, -84.3489179 33.7602512)",6.028290594084685,1.7184750889877256,0.0014137772615175,,,,,B
68147084,68147083,0,563542878,trunk_link,,,,,True,False,24.86467034566244,"LINESTRING (-84.3488601 33.7602763, -84.3489062 33.7603724, -84.3489149 33.7603905, -84.3489307 33.7604903)",577.6410645163114,15.236193644367557,0.0011545516990876,,,,,A
68147089,2511829126,0,9164438,trunk_link,,,,,True,False,209.9962350705844,"LINESTRING (-84.3491721 33.761836, -84.3490929 33.7619019, -84.3490501 33.761923, -84.3490149 33.7619328, -84.3489258 33.7619457, -84.3488498 33.7619369, -84.3487942 33.7618939, -84.3487498 33.761829, -84.3487318 33.7617842, -84.348723 33.7617423, -84.3487234 33.7617054, -84.3487234 33.7616625, -84.3487366 33.7616315, -84.348918 33.76124, -84.3489753 33.7611079, -84.349009 33.7609586, -84.3490245 33.7608027, -84.3490329 33.760685, -84.3490154 33.7604277)",1046.7513517236498,14.646603455867956,0.0012025853782114,,,,,A
68147089,2511829139,0,46226097,trunk,2,35 mph,Moreland Avenue Northeast,US 23;GA 42,True,False,38.15680859094228,"LINESTRING (-84.3491721 33.761836, -84.349169 33.7620878, -84.3491722 33.7621791)",837.1515221219871,10.100524077664598,0.0106857201462869,,,,,A
68168787,2496218306,0,9166649,residential,,,Ripplewater Drive Southeast,,False,False,113.65410698189476,"LINESTRING (-84.3437785 33.7196092, -84.344259 33.719981, -84.344568 33.720134, -84.3447508 33.7202249)",113.65410698189476,1.210972720707006,0.0002451581269919,,,,,C
68168807,2496218306,0,9166649,residential,,,Ripplewater Drive Southeast,,False,True,459.8446896500575,"LINESTRING (-84.346282 33.72381, -84.346317 33.722364, -84.346349 33.721894, -84.346286 33.721608, -84.346206 33.7214, -84.3461605 33.7213106, -84.346121 33.721233, -84.345903 33.721012, -84.3458858 33.7209989, -84.345392 33.720622, -84.3453604 33.7206012, -84.345089 33.720423, -84.344773 33.720236, -84.3447508 33.7202249)",459.8446896500575,1.45044436994157,0.0007351136775029,,,,,C
68168807,68212082,0,9170578,residential,,,Sky Haven Road Southeast,,False,False,192.53397836733427,"LINESTRING (-84.346282 33.72381, -84.3457983 33.7238051, -84.345189 33.723799, -84.3450311 33.7238068, -84.3449192 33.7238057, -84.3446103 33.7238026, -84.3442006 33.7237985)",192.5339783673343,1.3567502822814743,0.0002716698322404,,,,,C
68168807,69499973,0,9170578,residential,,,Sky Haven Road Southeast,,False,True,291.5485730615856,"LINESTRING (-84.346282 33.72381, -84.346586 33.723812, -84.348493 33.723824, -84.3488257 33.7238187, -84.3491878 33.7238128, -84.3493367 33.7238105, -84.3494342 33.723809)",291.54857306158567,1.5156711642050729,0.001228856614478,,,,,C
68168815,68168817,0,9166652,residential,,,Iverson Street Northeast,,False,False,112.02704411671736,"LINESTRING (-84.345525 33.762905, -84.344327 33.763057)",112.02704411671736,1.242146021490737,0.0002451581269919,,,,,C
68168815,68250906,0,9172979,residential,,,Candler Street Northeast,,False,False,223.95531370268264,"LINESTRING (-84.345525 33.762905, -84.3455455 33.7648667, -84.345546 33.764919)",223.95531370268264,1.4700661024729316,0.0003365363400933,,,,,C
68168815,68196571,0,9172979,residential,,,Candler Street Northeast,,False,True,204.3732357593638,"LINESTRING (-84.345525 33.762905, -84.3455301 33.7624211, -84.3455347 33.7619821, -84.3455364 33.7618201, -84.3455389 33.7615848, -84.3455392 33.7615603, -84.3455435 33.7611431, -84.3455443 33.7610671)",204.3732357593638,1.4578430406598872,0.0004245479874489,,,,,C
68168817,68168815,0,9166652,residential,,,Iverson Street Northeast,,False,True,112.02704411671736,"LINESTRING (-84.344327 33.763057, -84.345525 33.762905)",112.02704411671736,1.2421460214907365,0.0002451581269919,,,,,C
68169062,68169066,0,9166684,residential,,,Chalmette Drive Northeast,,False,False,113.54602161135708,"LINESTRING (-84.3453433 33.7857208, -84.344631 33.7857764, -84.3441213 33.7858261)",113.54602161135708,1.2561070391159457,0.0002451581269919,,,,,C
68169062,68200552,0,9172430,residential,,,Hancock Drive Northeast,,False,False,275.2979936509383,"LINESTRING (-84.3453433 33.7857208, -84.3453808 33.7858908, -84.3454338 33.7860516, -84.3454965 33.7862216, -84.3455571 33.7863476, -84.345639 33.7864866, -84.3457527 33.7866741, -84.3458712 33.7868911, -84.3459378 33.7870079, -84.3459973 33.7871014, -84.3460527 33.7871814, -84.3461226 33.7872664, -84.3461873 33.7873308, -84.3462721 33.7873961, -84.3463442 33.7874411, -84.3464199 33.7874743, -84.3464719 33.7874929, -84.3465397 33.7875093, -84.3466463 33.7875259, -84.3467537 33.7875354, -84.3468606 33.7875396, -84.3469674 33.7875418)",275.2979936509382,1.5568492621083618,2.0079159984133856e-05,,,,,C
68169062,68242512,0,9172430,residential,,,Hancock Drive Northeast,,False,True,107.8727520410968,"LINESTRING (-84.3453433 33.7857208, -84.3453357 33.7854957, -84.3453432 33.7852247, -84.3453519 33.7850952, -84.3453672 33.7849263, -84.3453828 33.784752)",107.87275204109682,1.450857361595353,0.0004910977781748,,,,,C
68169066,68169062,0,9166684,residential,,,Chalmette Drive Northeast,,False,True,113.54602161135708,"LINESTRING (-84.3441213 33.7858261, -84.344631 33.7857764, -84.3453433 33.7857208)",113.54602161135708,1.2561070391159452,0.0002451581269919,,,,,C
68174594,68174598,0,9167025,residential,,,Happy Valley Trail Southeast,,False,False,103.92499271372093,"LINESTRING (-84.3478744 33.7303729, -84.346751 33.730348)",103.92499271372093,1.2110649579882056,0.0002451581269919,,,,,C
68174594,68451500,0,9191542,residential,,,Brownwood Avenue Southeast,,False,False,66.27233442132778,"LINESTRING (-84.3478744 33.7303729, -84.3478754 33.7297769)",66.27233442132778,1.2110649579882056,0.0002451581269919,,,,,C
68174594,68324050,0,9191542,residential,,,Brownwood Avenue Southeast,,False,True,70.6491536727589,"LINESTRING (-84.3478744 33.7303729, -84.3478244 33.7310069)",70.6491536727589,1.4547305750789177,0.0007351136775029,,,,,C
68174598,68174594,0,9167025,residential,,,Happy Valley Trail Southeast,,False,True,103.92499271372093,"LINESTRING (-84.346751 33.730348, -84.3478744 33.7303729)",103.92499271372093,1.2110649579882051,0.0002451581269919,,,,,C
68175452,68369689,0,9185654,residential,,,Mortimer Street Southeast,,False,False,147.35309389895608,"LINESTRING (-84.34816 33.752417, -84.348134 33.751092)",147.35309389895608,1.5830864845532395,0.0006240170078901,,,,,C
68175452,68175462,0,9167066,residential,,,Wylie Street Southeast,,False,False,170.6733051590639,"LINESTRING (-84.34816 33.752417, -84.3472069 33.7521406, -84.3464073 33.7519359)",170.6733051590639,1.5427890740894292,0.0008971897712671,,,,,C
68175452,69187013,0,9167066,residential,,,Wylie Street Southeast,,False,True,99.23166965486472,"LINESTRING (-84.34816 33.752417, -84.3486573 33.7524153, -84.34903 33.752414, -84.3491336 33.7524197, -84.3492329 33.7524248)",99.23166965486472,1.6084587022526935,0.0016684940305378,,,,,C
68175462,68175468,0,9167066,residential,,,Wylie Street Southeast,,False,False,99.51227304705264,"LINESTRING (-84.3464073 33.7519359, -84.3453953 33.7516311)",99.51227304705264,1.5457154259699364,0.0003936477232817,,,,,C
68175462,68190686,0,9167978,residential,,,Vannoy Street Southeast,,False,False,102.41119196333086,"LINESTRING (-84.3464073 33.7519359, -84.346424 33.751015)",102.41119196333086,1.493823393885498,0.0004724614320817,,,,,C
68175462,68175452,0,9167066,residential,,,Wylie Street Southeast,,False,True,170.6733051590639,"LINESTRING (-84.3464073 33.7519359, -84.3472069 33.7521406, -84.34816 33.752417)",170.6733051590639,1.542789074089428,0.0009081912271865,,,,,C
68175468,68175474,0,9167066,residential,,,Wylie Street Southeast,,False,False,77.00040479019025,"LINESTRING (-84.3453953 33.7516311, -84.3445661 33.7515663)",77.00040479019025,1.2660304380041425,0.0001664646526828,,,,,C
68175468,68175462,0,9167066,residential,,,Wylie Street Southeast,,False,True,99.51227304705264,"LINESTRING (-84.3453953 33.7516311, -84.3464073 33.7519359)",99.51227304705264,1.5457154259699364,0.0003907620954996,,,,,C
68175468,68188918,0,9171234,residential,,,Dahlgren Street Southeast,,False,False,315.45106839873904,"LINESTRING (-84.3453953 33.7516311, -84.3454255 33.7488452, -84.3454261 33.7487943)",315.45106839873904,1.5762839073950552,0.0001805922053662,,,,,C
68175474,68175468,0,9167066,residential,,,Wylie Street Southeast,,False,True,77.00040479019025,"LINESTRING (-84.3445661 33.7515663, -84.3453953 33.7516311)",77.00040479019025,1.266030438004143,0.0001650218387917,,,,,C
68175474,68188920,0,9173614,residential,,,Ericson Street Southeast,,False,False,293.0402544699246,"LINESTRING (-84.3445661 33.7515663, -84.3445889 33.7489757, -84.3445893 33.748931)",293.0402544699246,1.0985703741428146,0.0001353239195337,,,,,C
68178806,69616279,0,9167270,tertiary,,,Fairview Road Northeast,,False,True,479.0367420484369,"LINESTRING (-84.3438751 33.7727163, -84.3440279 33.7726964, -84.3441453 33.7726764, -84.3442536 33.7726512, -84.3445352 33.7725786, -84.3447308 33.7725289, -84.3451563 33.7724212, -84.3453592 33.772377, -84.3455108 33.7723483, -84.3456412 33.7723256, -84.345809 33.7723007, -84.34596 33.772284, -84.3461033 33.7722705, -84.3462507 33.7722609, -84.3463986 33.772253, -84.3465051 33.7722517, -84.3468338 33.7722579, -84.3470758 33.7722663, -84.347432 33.7722691, -84.3482191 33.7722839, -84.3489029 33.7722986, -84.3489878 33.7723006)",479.0367420484369,1.388035838759455,0.0002022344137324,,,,,B
68178806,7787778511,0,9192146,residential,,,Springdale Road Northeast,,False,False,149.96603976279198,"LINESTRING (-84.3438751 33.7727163, -84.3438933 33.7727782, -84.3440781 33.7733953, -84.3441326 33.773576, -84.3441922 33.7737548, -84.3442484 33.7738967, -84.3443026 33.7739854, -84.3443216 33.7740089)",149.96603976279195,1.49264322516966,4.2923713259495725e-05,,,,,C
68186082,68186087,0,1310960121,residential,,,Pickens Street Southeast,,False,False,51.25297913182567,"LINESTRING (-84.3480704 33.7357919, -84.3475162 33.735785)",51.25297913182567,1.4882562586976706,0.0002451581269919,,,,,C
68186082,69499959,0,9167716,residential,,,Pickens Street Southeast,,False,True,112.9490161188173,"LINESTRING (-84.3480704 33.7357919, -84.3481359 33.7357937, -84.3492016 33.7358232, -84.3492912 33.7358252)",112.9490161188173,1.6302377170356177,0.0019049952741833,,,,,C
68186082,68315374,0,9191542,residential,,,Brownwood Avenue Southeast,,False,False,189.00976666834643,"LINESTRING (-84.3480704 33.7357919, -84.3480742 33.7341567, -84.348074 33.7340921)",189.00976666834643,1.8584725818327368,0.0026114931428466,,,,,C
68186082,68451487,0,9191542,residential,,,Brownwood Avenue Southeast,,False,True,121.9811474474563,"LINESTRING (-84.3480704 33.7357919, -84.3480703 33.7358452, -84.3480685 33.7368454, -84.3480684 33.7368889)",121.98114744745632,1.8048980558458647,0.0007703423833433,,,,,C
68186087,68186082,0,1310960121,residential,,,Pickens Street Southeast,,False,True,51.25297913182567,"LINESTRING (-84.3475162 33.735785, -84.3480704 33.7357919)",51.25297913182567,1.4882562586976693,0.0002451581269919,,,,,C
68186091,68307835,0,933056111,residential,,,Gresham Avenue Southeast,,False,False,127.4343971612638,"LINESTRING (-84.345846 33.735774, -84.345858 33.73692)",127.4343971612638,1.6573860609294175,0.0016227448067416,,,,,C
68186091,68307832,0,933056111,residential,,,Gresham Avenue Southeast,,False,True,189.84453393692675,"LINESTRING (-84.345846 33.735774, -84.3458388 33.7340667)",189.84453393692675,1.7018587145406605,0.0007759934044167,,,,,C
68186091,5697439033,0,9167718,residential,,,Pickens Street Southeast,,False,False,30.8281851766012,"LINESTRING (-84.345846 33.735774, -84.345826 33.7357744, -84.3455127 33.7357802)",30.8281851766012,1.279623669032608,0.0002451581269919,,,,,C
68188910,68188933,0,9185654,residential,,,Mortimer Street Southeast,,False,True,15.014371474456714,"LINESTRING (-84.3481657 33.7483693, -84.3481544 33.748504)",15.014371474456714,1.8112146367924185,0.0019346330761958,,,,,C
68188910,68369691,0,9185654,residential,,,Mortimer Street Southeast,,False,False,84.45355894805863,"LINESTRING (-84.3481657 33.7483693, -84.3481638 33.7480296, -84.3481615 33.7476098)",84.45355894805863,1.5445611902842382,2.4046898184591445e-06,,,,,C
68188910,68188915,0,1311222458,residential,,,Arkwright Place Southeast,,False,False,162.31964352332307,"LINESTRING (-84.3481657 33.7483693, -84.347169 33.748606, -84.3464563 33.7486854)",162.31964352332307,1.7796185263773614,0.0008509596095072,,,,,C
68188910,69209935,0,"[1311222458, 605238819, 9167861]",residential,,,Arkwright Place Southeast,,False,True,101.35466967792776,"LINESTRING (-84.3481657 33.7483693, -84.3486661 33.7482269, -84.3488202 33.7481843, -84.3490434 33.7481241, -84.3492045 33.7480782)",101.35466967792776,1.674858119903331,0.0029522978073677,,,,,C
68188915,68190690,0,9167978,residential,,,Vannoy Street Southeast,,False,False,123.6954598620944,"LINESTRING (-84.3464563 33.7486854, -84.346464 33.747573)",123.6954598620944,1.5726075624463136,8.242074352768717e-05,,,,,C
68188915,68188918,0,1311222458,residential,,,Arkwright Place Southeast,,False,False,96.01552620577516,"LINESTRING (-84.3464563 33.7486854, -84.3454261 33.7487943)",96.01552620577516,1.8348319436787728,0.0006385653812918,,,,,C
68188915,68188937,0,9167978,residential,,,Vannoy Street Southeast,,False,True,14.411843886629708,"LINESTRING (-84.3464563 33.7486854, -84.3464574 33.7487639, -84.3464581 33.748815)",14.411843886629708,1.707324721752819,0.0001139822973949,,,,,C
68188915,68188910,0,1311222458,residential,,,Arkwright Place Southeast,,False,True,162.31964352332307,"LINESTRING (-84.3464563 33.7486854, -84.347169 33.748606, -84.3481657 33.7483693)",162.31964352332307,1.7796185263773625,0.0008536648855529,,,,,C
68188918,68188920,0,1311222458,residential,,,Arkwright Place Southeast,,False,False,78.84671386510144,"LINESTRING (-84.3454261 33.7487943, -84.3445893 33.748931)",78.84671386510144,1.4615331441664874,0.00032373136681,,,,,C
68188918,68188915,0,1311222458,residential,,,Arkwright Place Southeast,,False,True,96.01552620577516,"LINESTRING (-84.3454261 33.7487943, -84.3464563 33.7486854)",96.01552620577516,1.8348319436787728,0.0006414510090739,,,,,C
68188918,68219859,0,9171234,residential,,,Dahlgren Street Southeast,,False,False,136.36972818405545,"LINESTRING (-84.3454261 33.7487943, -84.3454351 33.7482117, -84.345438 33.7480201, -84.345445 33.747568)",136.36972818405542,1.6454102516442768,5.422575540625371e-05,,,,,C
68188918,68175468,0,9171234,residential,,,Dahlgren Street Southeast,,False,True,315.45106839873904,"LINESTRING (-84.3454261 33.7487943, -84.3454255 33.7488452, -84.3453953 33.7516311)",315.45106839873904,1.5762839073950552,0.0001791493914752,,,,,C
68188920,68188918,0,1311222458,residential,,,Arkwright Place Southeast,,False,True,78.84671386510144,"LINESTRING (-84.3445893 33.748931, -84.3454261 33.7487943)",78.84671386510144,1.4615331441664874,0.0003251741807011,,,,,C
68188920,68175474,0,9173614,residential,,,Ericson Street Southeast,,False,True,293.0402544699246,"LINESTRING (-84.3445893 33.748931, -84.3445889 33.7489757, -84.3445661 33.7515663)",293.0402544699246,1.0985703741428134,0.0001338811056427,,,,,C
68188933,68188935,0,9167862,residential,,,Arkwright Place Southeast,,False,False,64.30371881331061,"LINESTRING (-84.3481544 33.748504, -84.3474929 33.7486826)",64.30371881331061,1.625323503631192,0.0012815193215023,,,,,C
68188933,68188910,0,9185654,residential,,,Mortimer Street Southeast,,False,False,15.014371474456714,"LINESTRING (-84.3481544 33.748504, -84.3481657 33.7483693)",15.014371474456714,1.8112146367924176,0.0019123295781296,,,,,C
68188933,68297408,0,9185654,residential,,,Mortimer Street Southeast,,False,True,94.75637894874372,"LINESTRING (-84.3481544 33.748504, -84.3481669 33.7493561)",94.75637894874372,1.6656288465536857,0.0004657884178355,,,,,C
68188933,315576032,0,9167862,residential,,,Arkwright Place Southeast,,False,True,102.51018056340888,"LINESTRING (-84.3481544 33.748504, -84.3488528 33.7483085, -84.3492052 33.7482099)",102.51018056340888,1.5251193653017434,1.1422276637680936e-06,,,,,C
68188935,68188937,0,9167862,residential,,,Arkwright Place Southeast,,False,False,96.8002672426797,"LINESTRING (-84.3474929 33.7486826, -84.3464581 33.748815)",96.8002672426797,1.517282014969202,0.0005669657419472,,,,,C
68188935,68188933,0,9167862,residential,,,Arkwright Place Southeast,,False,True,64.30371881331061,"LINESTRING (-84.3474929 33.7486826, -84.3481544 33.748504)",64.30371881331061,1.6253235036311928,0.0012518815194898,,,,,C
68188935,68297410,0,9185617,residential,,,Battlefield Avenue Southeast,,False,True,73.68580311024235,"LINESTRING (-84.3474929 33.7486826, -84.3474812 33.7493452)",73.68580311024235,1.410599043139793,0.000533720905207,,,,,C
68188937,68188935,0,9167862,residential,,,Arkwright Place Southeast,,False,True,96.8002672426797,"LINESTRING (-84.3464581 33.748815, -84.3474929 33.7486826)",96.8002672426797,1.5172820149692028,0.0005539804169275,,,,,C
68188937,68190687,0,9167978,residential,,,Vannoy Street Southeast,,False,True,85.95577329153286,"LINESTRING (-84.3464581 33.748815, -84.3464644 33.749588)",85.95577329153286,1.51469256294708,0.0004835831224921,,,,,C
68188937,68188915,0,9167978,residential,,,Vannoy Street Southeast,,False,False,14.411843886629708,"LINESTRING (-84.3464581 33.748815, -84.3464574 33.7487639, -84.3464563 33.7486854)",14.411843886629708,1.7073247217528198,0.0001136215939221,,,,,C
68190686,68190687,0,9167978,residential,,,Vannoy Street Southeast,,False,False,158.7193410555669,"LINESTRING (-84.346424 33.751015, -84.3464644 33.749588)",158.7193410555669,1.498929720893761,0.0004583338793983,,,,,C
68190686,68175462,0,9167978,residential,,,Vannoy Street Southeast,,False,True,102.41119196333086,"LINESTRING (-84.346424 33.751015, -84.3464073 33.7519359)",102.41119196333086,1.4938233938854966,0.0004863485157833,,,,,C
68190686,68368967,0,9188597,residential,,,Colmer Avenue Southeast,,False,True,95.85148860854606,"LINESTRING (-84.346424 33.751015, -84.347459 33.751065)",95.85148860854606,1.5004094811589948,1.2804973283294944e-05,,,,,C
68190687,68188937,0,9167978,residential,,,Vannoy Street Southeast,,False,False,85.95577329153286,"LINESTRING (-84.3464644 33.749588, -84.3464581 33.748815)",85.95577329153286,1.5146925629470789,0.0004702370939996,,,,,C
68190687,68190686,0,9167978,residential,,,Vannoy Street Southeast,,False,True,158.7193410555669,"LINESTRING (-84.3464644 33.749588, -84.346424 33.751015)",158.7193410555669,1.4989297208937615,0.0004710787354361,,,,,C
68190687,68297414,0,9176490,residential,,,Merlin Avenue Southeast,,False,True,93.90796742501158,"LINESTRING (-84.3464644 33.749588, -84.3474801 33.7495849)",93.90796742501158,1.467933527080149,4.869496882379767e-06,,,,,C
68190690,68188915,0,9167978,residential,,,Vannoy Street Southeast,,False,True,123.6954598620944,"LINESTRING (-84.346464 33.747573, -84.3464563 33.7486854)",123.6954598620944,1.5726075624463132,8.26010952640716e-05,,,,,C
68190690,68205591,0,129601735,primary,3,,Memorial Drive Southeast,GA 154,False,False,57.86018652493179,"LINESTRING (-84.346464 33.747573, -84.3462937 33.747573, -84.3458382 33.7475729)",57.86018652493179,1.505886416111614,0.0009256853456158,,,,,B
68190690,68369691,0,129601735,primary,3,,Memorial Drive Southeast,GA 154,False,True,157.000670942436,"LINESTRING (-84.346464 33.747573, -84.3472953 33.747591, -84.3481615 33.7476098)",157.000670942436,1.474624005667306,0.0010877614393799,,,,,B
68191975,69528754,0,9277773,residential,,,St Augustine Place Northeast,,False,True,327.36811984924225,"LINESTRING (-84.348957 33.774449, -84.3506536 33.7744428, -84.3524988 33.774436)",327.36811984924225,1.4192209184841285,0.0006528732857116,,,,,C
68191975,315963825,0,"[1303035624, 1303035625, 1302492842]",secondary,"['3', '4']",35 mph,Briarcliff Road Northeast,GA 42,False,False,112.13301849648668,"LINESTRING (-84.348957 33.774449, -84.3489512 33.774923, -84.3489498 33.7750355, -84.3489362 33.7750888, -84.3488987 33.7751449, -84.3488542 33.7752036, -84.3487043 33.7754015)",112.13301849648668,1.4648413837398384,0.005882652820142,,,,,B
68191975,69215607,0,1302492842,secondary,4,35 mph,Briarcliff Road Northeast,GA 42,False,True,67.27466489370899,"LINESTRING (-84.348957 33.774449, -84.348957 33.77443, -84.3489612 33.7739411, -84.348962 33.773844)",67.27466489370899,1.7028610197690603,0.0054954977593701,,,,,B
68191991,5416143666,0,9168075,secondary,3,35 mph,Briarcliff Road Northeast,GA 42,False,False,42.1016308973856,"LINESTRING (-84.347981 33.776301, -84.347727 33.7766153)",42.1016308973856,1.5831635352703322,0.0054983833871522,,,,,B
68191991,315963825,0,"[1303035626, 9168075]",secondary,"['3', '4']",35 mph,Briarcliff Road Northeast,GA 42,False,True,120.30608253104626,"LINESTRING (-84.347981 33.776301, -84.3480097 33.7762651, -84.3482534 33.7759601, -84.348307 33.775893, -84.348364 33.775821, -84.348425 33.775745, -84.348663 33.7754523, -84.3487043 33.7754015)",120.30608253104629,1.4454221573266404,0.0055250153268917,,,,,B
68191993,5416143666,0,9168075,secondary,3,35 mph,Briarcliff Road Northeast,GA 42,False,True,60.32807527116349,"LINESTRING (-84.3473631 33.7770657, -84.347727 33.7766153)",60.32807527116349,1.5614199098487174,0.0044233668038101,,,,,B
68191993,11240377450,0,9168075,secondary,3,35 mph,Briarcliff Road Northeast,GA 42,False,False,109.66543507846066,"LINESTRING (-84.3473631 33.7770657, -84.3472447 33.777195, -84.3470259 33.7774337, -84.346769 33.777714, -84.3466294 33.77784)",109.66543507846065,1.5883300654721186,0.0014454590498757,,,,,B
68191993,68225133,0,116895202,residential,,,Briarcliff Place Northeast,,False,True,68.77576238203852,"LINESTRING (-84.3473631 33.7770657, -84.347632 33.7771666, -84.3477998 33.7771907, -84.3480786 33.7771904)",68.77576238203852,1.529913334902542,0.0030074854387013,,,,,C
68192000,68192021,0,9168075,secondary,3,35 mph,Briarcliff Road Northeast,GA 42,False,False,540.987037879279,"LINESTRING (-84.3456065 33.7787536, -84.3453264 33.7790177, -84.3451785 33.7791932, -84.345097 33.77929, -84.3450729 33.7793205, -84.344964 33.779458, -84.3449356 33.7795073, -84.3448542 33.779619, -84.344762 33.77975, -84.3446099 33.7800242, -84.344387 33.780426, -84.3442814 33.7806224, -84.3442099 33.7807554, -84.343851 33.781423, -84.343722 33.781663, -84.3435068 33.782044, -84.3434747 33.7821009, -84.3432099 33.7825698, -84.3431594 33.7826591, -84.34309 33.782782, -84.3429435 33.783019, -84.3429211 33.7830552)",540.987037879279,1.437526746876898,0.0006115727380796,,,,,B
68192000,11240377458,0,9168075,secondary,3,35 mph,Briarcliff Road Northeast,GA 42,False,True,124.75377107146628,"LINESTRING (-84.3456065 33.7787536, -84.3457602 33.7786258, -84.345873 33.778523, -84.3460965 33.7783212, -84.3461652 33.7782591, -84.3465266 33.7779329)",124.75377107146628,1.6262035335348572,0.0009188920968787,,,,,B
68192000,68225154,0,9181269,residential,,,Virginia Avenue Northeast,,False,True,283.33838505082696,"LINESTRING (-84.3456065 33.7787536, -84.346168 33.779129, -84.3462993 33.7791979, -84.3463926 33.7792469, -84.346587 33.779349, -84.3468917 33.7794847, -84.347126 33.779589, -84.347547 33.7797, -84.3477178 33.7797241, -84.34783 33.77974, -84.348194 33.779747, -84.3483385 33.7797584)",283.33838505082696,1.5812820057949544,0.0001461450237168,,,,,C
68192021,68192022,0,9168075,secondary,3,35 mph,Briarcliff Road Northeast,GA 42,False,False,77.72872339775088,"LINESTRING (-84.3429211 33.7830552, -84.3427262 33.783303, -84.3424609 33.7836403)",77.72872339775088,1.556373755217389,0.0004838837087194,,,,,B
68192021,68192000,0,9168075,secondary,3,35 mph,Briarcliff Road Northeast,GA 42,False,True,540.987037879279,"LINESTRING (-84.3429211 33.7830552, -84.3429435 33.783019, -84.34309 33.782782, -84.3431594 33.7826591, -84.3432099 33.7825698, -84.3434747 33.7821009, -84.3435068 33.782044, -84.343722 33.781663, -84.343851 33.781423, -84.3442099 33.7807554, -84.3442814 33.7806224, -84.344387 33.780426, -84.3446099 33.7800242, -84.344762 33.77975, -84.3448542 33.779619, -84.3449356 33.7795073, -84.344964 33.779458, -84.3450729 33.7793205, -84.345097 33.77929, -84.3451785 33.7791932, -84.3453264 33.7790177, -84.3456065 33.7787536)",540.987037879279,1.4375267468768964,0.0006124744967615,,,,,B
68192021,68225169,0,9185608,residential,,,Stillwood Drive Northeast,,False,True,497.0416300201291,"LINESTRING (-84.3429211 33.7830552, -84.3430378 33.7831116, -84.3432591 33.7832386, -84.343333 33.7832782, -84.3433938 33.7833086, -84.3434677 33.7833388, -84.3435365 33.7833629, -84.3436226 33.7833915, -84.3437095 33.7834171, -84.3437956 33.7834358, -84.343876 33.7834511, -84.3440608 33.7834836, -84.3441632 33.7834997, -84.3442745 33.7835149, -84.3443621 33.7835151, -84.3449242 33.7835283, -84.3459196 33.7835517, -84.3461752 33.783554, -84.346276 33.783559, -84.3463776 33.7835653, -84.3464718 33.7835715, -84.3465903 33.7835854, -84.3467719 33.7836111, -84.346923 33.7836378, -84.3470854 33.7836715, -84.3472753 33.7837134, -84.3474096 33.7837366, -84.3475264 33.7837507, -84.3477139 33.7837626, -84.3479321 33.7837758, -84.3481451 33.7837806)",497.041630020129,1.5974682579583028,0.0001153649940405,,,,,C
68192022,68192025,0,9168075,secondary,3,35 mph,Briarcliff Road Northeast,GA 42,False,False,120.06301068365346,"LINESTRING (-84.3424609 33.7836403, -84.3421476 33.7840259, -84.342098 33.784087, -84.341776 33.7844819, -84.3417312 33.7845336)",120.06301068365346,1.3874033866511333,0.0002461801201647,,,,,B
68192022,68192021,0,9168075,secondary,3,35 mph,Briarcliff Road Northeast,GA 42,False,True,77.72872339775088,"LINESTRING (-84.3424609 33.7836403, -84.3427262 33.783303, -84.3429211 33.7830552)",77.72872339775088,1.5563737552173893,0.0004838837087194,,,,,B
