osmid,y,x,street_count,highway,geometry
7735887,51.5042001,-3.1479128,3,,POINT (-3.1479128 51.5042001)
7735912,51.5005001,-3.2068101,3,motorway_junction,POINT (-3.2068101 51.5005001)
21414394,51.5081568,-3.2003887,3,,POINT (-3.2003887 51.5081568)
21414397,51.5082126,-3.2002787,3,,POINT (-3.2002787 51.5082126)
21414398,51.5080395,-3.1996514,3,,POINT (-3.1996514 51.5080395)
21414405,51.5072443,-3.1995947,3,motorway_junction,POINT (-3.1995947 51.5072443)
21414414,51.5023378,-3.1970733,3,motorway_junction,POINT (-3.1970733 51.5023378)
21414420,51.5068936,-3.1996816,3,,POINT (-3.1996816 51.5068936)
21414894,51.4992835,-3.1940752,3,,POINT (-3.1940752 51.4992835)
21414898,51.4951543,-3.1912246,3,,POINT (-3.1912246 51.4951543)
21414900,51.492939,-3.1889414,3,,POINT (-3.1889414 51.492939)
21414906,51.4852398,-3.1823557,3,,POINT (-3.1823557 51.4852398)
21414908,51.4837824,-3.1800903,4,,POINT (-3.1800903 51.4837824)
26488914,51.5077252,-3.200318,3,,POINT (-3.200318 51.5077252)
27258953,51.5056944,-3.1925224,3,motorway_junction,POINT (-3.1925224 51.5056944)
27258956,51.5057806,-3.1924982,3,,POINT (-3.1924982 51.5057806)
27258970,51.5121224,-3.2066041,3,,POINT (-3.2066041 51.5121224)
27258977,51.5053359,-3.198979,3,,POINT (-3.198979 51.5053359)
27262620,51.5042627,-3.1987018,3,,POINT (-3.1987018 51.5042627)
27262623,51.5044539,-3.1977834,3,,POINT (-3.1977834 51.5044539)
27262626,51.5048867,-3.1973904,3,,POINT (-3.1973904 51.5048867)
27262633,51.504768,-3.1974434,3,,POINT (-3.1974434 51.504768)
27262638,51.5052647,-3.1978023,3,,POINT (-3.1978023 51.5052647)
27262640,51.5050002,-3.1989213,3,,POINT (-3.1989213 51.5050002)
27262644,51.5042405,-3.1986176,3,,POINT (-3.1986176 51.5042405)
27262650,51.5045128,-3.1976837,3,,POINT (-3.1976837 51.5045128)
27262656,51.5047259,-3.1990293,3,,POINT (-3.1990293 51.5047259)
27262660,51.5052512,-3.1982988,3,,POINT (-3.1982988 51.5052512)
27262669,51.503475,-3.1976059,3,,POINT (-3.1976059 51.503475)
27262670,51.5023915,-3.1969127,3,,POINT (-3.1969127 51.5023915)
28019456,51.4810062,-3.1846892,3,,POINT (-3.1846892 51.4810062)
30941072,51.4701126,-3.1862236,5,crossing,POINT (-3.1862236 51.4701126)
30941074,51.476752,-3.1876292,4,traffic_signals,POINT (-3.1876292 51.476752)
30943205,51.43939,-3.2041109,3,,POINT (-3.2041109 51.43939)
30943215,51.444893,-3.1983186,4,,POINT (-3.1983186 51.444893)
30943218,51.4454897,-3.1943981,3,,POINT (-3.1943981 51.4454897)
30943648,51.4480469,-3.1896151,3,,POINT (-3.1896151 51.4480469)
30943656,51.4523467,-3.1848457,3,,POINT (-3.1848457 51.4523467)
30943844,51.4480187,-3.1894138,3,,POINT (-3.1894138 51.4480187)
30946467,51.4667023,-3.1664534,4,,POINT (-3.1664534 51.4667023)
30946959,51.4659594,-3.1653015,3,,POINT (-3.1653015 51.4659594)
30946963,51.4673662,-3.1661201,3,,POINT (-3.1661201 51.4673662)
30946964,51.4685048,-3.1669871,3,,POINT (-3.1669871 51.4685048)
30946966,51.470172,-3.1682531,3,,POINT (-3.1682531 51.470172)
30946967,51.4719698,-3.1696139,3,,POINT (-3.1696139 51.4719698)
30946969,51.4733157,-3.170633,3,,POINT (-3.170633 51.4733157)
30946971,51.4747271,-3.1715143,3,,POINT (-3.1715143 51.4747271)
30947286,51.4720162,-3.1694538,4,,POINT (-3.1694538 51.4720162)
30947288,51.4702185,-3.1680906,4,,POINT (-3.1680906 51.4702185)
30947289,51.4685526,-3.1668251,4,,POINT (-3.1668251 51.4685526)
30947290,51.4674107,-3.1659598,4,,POINT (-3.1659598 51.4674107)
30947292,51.4661858,-3.164852,3,crossing,POINT (-3.164852 51.4661858)
30948285,51.4762279,-3.1735216,3,,POINT (-3.1735216 51.4762279)
30948286,51.4770424,-3.1741054,5,,POINT (-3.1741054 51.4770424)
30948287,51.4753315,-3.172869,4,,POINT (-3.172869 51.4753315)
30948288,51.4757735,-3.1732302,4,,POINT (-3.1732302 51.4757735)
30948304,51.475719,-3.1730391,4,,POINT (-3.1730391 51.475719)
30959774,51.4547864,-3.1801889,3,motorway_junction,POINT (-3.1801889 51.4547864)
30959779,51.4537548,-3.1891804,3,,POINT (-3.1891804 51.4537548)
30959823,51.468125,-3.2084221,3,,POINT (-3.2084221 51.468125)
30959834,51.453889,-3.1896772,3,motorway_junction,POINT (-3.1896772 51.453889)
30959839,51.4548279,-3.180325,3,,POINT (-3.180325 51.4548279)
30959842,51.4606104,-3.1739115,3,motorway_junction,POINT (-3.1739115 51.4606104)
30969980,51.4920704,-3.21401,3,,POINT (-3.21401 51.4920704)
30970078,51.4961421,-3.222405,3,,POINT (-3.222405 51.4961421)
30970080,51.4944205,-3.2208263,3,,POINT (-3.2208263 51.4944205)
30970082,51.4934705,-3.2196667,3,,POINT (-3.2196667 51.4934705)
30970083,51.4928558,-3.2173695,3,,POINT (-3.2173695 51.4928558)
30972367,51.4995331,-3.2072344,3,,POINT (-3.2072344 51.4995331)
30972368,51.4979933,-3.2082254,3,,POINT (-3.2082254 51.4979933)
30972862,51.5047474,-3.2283895,3,,POINT (-3.2283895 51.5047474)
30972863,51.5051976,-3.2285975,3,,POINT (-3.2285975 51.5051976)
30972865,51.5074742,-3.2280518,3,,POINT (-3.2280518 51.5074742)
30972870,51.5114834,-3.2281078,3,,POINT (-3.2281078 51.5114834)
30972872,51.5135599,-3.2286011,3,,POINT (-3.2286011 51.5135599)
30994769,51.4925827,-3.2155926,4,,POINT (-3.2155926 51.4925827)
30994770,51.4924924,-3.2157158,5,,POINT (-3.2157158 51.4924924)
30994774,51.4909975,-3.2199268,3,,POINT (-3.2199268 51.4909975)
30994775,51.4907684,-3.2223378,4,,POINT (-3.2223378 51.4907684)
30994778,51.4889051,-3.2276324,3,,POINT (-3.2276324 51.4889051)
30994782,51.4869553,-3.2287301,3,,POINT (-3.2287301 51.4869553)
30994927,51.483584,-3.232549,3,,POINT (-3.232549 51.483584)
30994928,51.4829346,-3.2338014,3,,POINT (-3.2338014 51.4829346)
30994929,51.481647,-3.2361358,3,,POINT (-3.2361358 51.481647)
30996056,51.4539121,-3.1855746,3,,POINT (-3.1855746 51.4539121)
30996057,51.4539304,-3.185549,3,,POINT (-3.185549 51.4539304)
30996058,51.4540815,-3.184695,3,,POINT (-3.184695 51.4540815)
30996060,51.454001,-3.1844038,3,,POINT (-3.1844038 51.454001)
30996062,51.4532224,-3.18423,3,,POINT (-3.18423 51.4532224)
31021104,51.4681595,-3.1574974,4,,POINT (-3.1574974 51.4681595)
31021105,51.467514,-3.1572024,4,,POINT (-3.1572024 51.467514)
31021112,51.4652106,-3.1648247,3,,POINT (-3.1648247 51.4652106)
31021113,51.4653628,-3.1639845,4,,POINT (-3.1639845 51.4653628)
31021114,51.4647364,-3.1652499,3,,POINT (-3.1652499 51.4647364)
31021125,51.4650637,-3.1643461,4,,POINT (-3.1643461 51.4650637)
31021167,51.4646467,-3.1669053,3,,POINT (-3.1669053 51.4646467)
31021168,51.464586,-3.167889,3,,POINT (-3.167889 51.464586)
31021169,51.46456,-3.1687342,4,,POINT (-3.1687342 51.46456)
31021170,51.4644902,-3.1704262,3,,POINT (-3.1704262 51.4644902)
31021176,51.4657576,-3.1763409,3,crossing,POINT (-3.1763409 51.4657576)
31021177,51.4660407,-3.1771525,3,,POINT (-3.1771525 51.4660407)
31021179,51.4669028,-3.179519,3,,POINT (-3.179519 51.4669028)
31021759,51.464885,-3.1614597,4,,POINT (-3.1614597 51.464885)
31021790,51.4721613,-3.1823064,4,,POINT (-3.1823064 51.4721613)
31021792,51.4714916,-3.1839086,3,,POINT (-3.1839086 51.4714916)
31021794,51.4675573,-3.1904924,3,,POINT (-3.1904924 51.4675573)
31021795,51.463962,-3.1934942,4,,POINT (-3.1934942 51.463962)
31021805,51.4539873,-3.1976671,3,,POINT (-3.1976671 51.4539873)
31383977,51.4765982,-3.1864519,3,,POINT (-3.1864519 51.4765982)
31383978,51.4764403,-3.1852496,3,,POINT (-3.1852496 51.4764403)
31383979,51.4761638,-3.1832836,3,,POINT (-3.1832836 51.4761638)
31587802,51.4885954,-3.2334938,3,,POINT (-3.2334938 51.4885954)
31587815,51.4884235,-3.2294908,3,,POINT (-3.2294908 51.4884235)
31587820,51.485253,-3.2288143,3,,POINT (-3.2288143 51.485253)
31587833,51.4851222,-3.2289457,3,,POINT (-3.2289457 51.4851222)
31591816,51.4804716,-3.2112382,4,crossing,POINT (-3.2112382 51.4804716)
31596955,51.478927,-3.2122092,4,crossing,POINT (-3.2122092 51.478927)
31610752,51.4764291,-3.2029708,4,,POINT (-3.2029708 51.4764291)
31610801,51.4705548,-3.2098434,3,,POINT (-3.2098434 51.4705548)
31610833,51.4714635,-3.2106486,3,,POINT (-3.2106486 51.4714635)
31928740,51.4886752,-3.2000168,3,,POINT (-3.2000168 51.4886752)
31933386,51.4922329,-3.2146332,3,,POINT (-3.2146332 51.4922329)
31933571,51.4879495,-3.200075,3,,POINT (-3.200075 51.4879495)
31933572,51.4873779,-3.1999939,3,,POINT (-3.1999939 51.4873779)
31933573,51.4860903,-3.1998176,4,,POINT (-3.1998176 51.4860903)
31933604,51.486691,-3.1987818,4,,POINT (-3.1987818 51.486691)
31933605,51.4872654,-3.1999832,3,,POINT (-3.1999832 51.4872654)
31933654,51.4866373,-3.1988571,4,,POINT (-3.1988571 51.4866373)
31933693,51.4843618,-3.1957093,3,,POINT (-3.1957093 51.4843618)
31933720,51.4854417,-3.194165,3,,POINT (-3.194165 51.4854417)
31933733,51.4846896,-3.1952289,4,,POINT (-3.1952289 51.4846896)
32225617,51.5087214,-3.1996626,3,,POINT (-3.1996626 51.5087214)
32913586,51.509961,-3.2037437,5,,POINT (-3.2037437 51.509961)
32913593,51.5112173,-3.200496,2,,POINT (-3.200496 51.5112173)
32914065,51.5129469,-3.1960361,3,,POINT (-3.1960361 51.5129469)
32914066,51.5117434,-3.1991553,2,,POINT (-3.1991553 51.5117434)
32925151,51.4988565,-3.2332068,3,,POINT (-3.2332068 51.4988565)
32925335,51.4730001,-3.182318,3,,POINT (-3.182318 51.4730001)
33049363,51.5071219,-3.1766338,3,,POINT (-3.1766338 51.5071219)
33049367,51.5054147,-3.1765369,3,,POINT (-3.1765369 51.5054147)
33049368,51.5046655,-3.1764281,3,,POINT (-3.1764281 51.5046655)
33049528,51.5022198,-3.1757515,3,,POINT (-3.1757515 51.5022198)
33049531,51.5022746,-3.1761112,3,,POINT (-3.1761112 51.5022746)
33049571,51.5039846,-3.1835101,3,,POINT (-3.1835101 51.5039846)
33049598,51.5115553,-3.1818596,3,,POINT (-3.1818596 51.5115553)
33050024,51.4997535,-3.1859082,3,,POINT (-3.1859082 51.4997535)
33050029,51.5044834,-3.1971554,3,,POINT (-3.1971554 51.5044834)
33114878,51.479563,-3.1675693,4,,POINT (-3.1675693 51.479563)
33114882,51.4785288,-3.1703918,3,,POINT (-3.1703918 51.4785288)
33114899,51.4658806,-3.1600764,4,,POINT (-3.1600764 51.4658806)
33114922,51.4662062,-3.160833,2,,POINT (-3.160833 51.4662062)
33116667,51.4687835,-3.1592502,3,,POINT (-3.1592502 51.4687835)
33116668,51.4689478,-3.1593676,3,,POINT (-3.1593676 51.4689478)
33116669,51.4690729,-3.1592664,3,,POINT (-3.1592664 51.4690729)
33116671,51.4690846,-3.1588939,3,,POINT (-3.1588939 51.4690846)
33116672,51.468973,-3.1587753,3,,POINT (-3.1587753 51.468973)
33116674,51.4687855,-3.1588824,3,,POINT (-3.1588824 51.4687855)
33116678,51.4684948,-3.1570577,3,,POINT (-3.1570577 51.4684948)
33116684,51.4676261,-3.1561784,3,,POINT (-3.1561784 51.4676261)
33116691,51.4755889,-3.1722403,3,,POINT (-3.1722403 51.4755889)
33116696,51.4767637,-3.1676141,4,,POINT (-3.1676141 51.4767637)
33116783,51.4773347,-3.1652981,3,,POINT (-3.1652981 51.4773347)
33116785,51.4774856,-3.1647264,3,,POINT (-3.1647264 51.4774856)
33116787,51.4772205,-3.1643549,3,,POINT (-3.1643549 51.4772205)
33116825,51.4748218,-3.1633464,3,,POINT (-3.1633464 51.4748218)
33116833,51.4688165,-3.1584365,3,,POINT (-3.1584365 51.4688165)
33116836,51.4686954,-3.1584723,3,,POINT (-3.1584723 51.4686954)
33116847,51.4747964,-3.163489,3,motorway_junction,POINT (-3.163489 51.4747964)
33117588,51.4625258,-3.1697937,3,,POINT (-3.1697937 51.4625258)
33117589,51.4624855,-3.1697741,3,,POINT (-3.1697741 51.4624855)
33117592,51.4623315,-3.1699577,3,,POINT (-3.1699577 51.4623315)
33117595,51.4625659,-3.1701412,3,,POINT (-3.1701412 51.4625659)
33117612,51.46058,-3.173762,3,,POINT (-3.173762 51.46058)
33117984,51.4628214,-3.1692594,3,,POINT (-3.1692594 51.4628214)
33117985,51.462851,-3.1690727,3,,POINT (-3.1690727 51.462851)
33117986,51.4629295,-3.1683171,3,,POINT (-3.1683171 51.4629295)
33117988,51.4630962,-3.1666729,3,,POINT (-3.1666729 51.4630962)
33118165,51.4753793,-3.1727667,4,,POINT (-3.1727667 51.4753793)
33118167,51.4749182,-3.1725352,3,,POINT (-3.1725352 51.4749182)
33118168,51.4750446,-3.1726543,3,,POINT (-3.1726543 51.4750446)
33118170,51.4751676,-3.1732734,3,,POINT (-3.1732734 51.4751676)
33118195,51.474756,-3.1747502,3,,POINT (-3.1747502 51.474756)
33188001,51.5068014,-3.145128,3,,POINT (-3.145128 51.5068014)
33188002,51.5067531,-3.1452241,3,,POINT (-3.1452241 51.5067531)
33188007,51.5069651,-3.1468192,3,,POINT (-3.1468192 51.5069651)
33188008,51.5075811,-3.1467975,3,,POINT (-3.1467975 51.5075811)
33188010,51.5076764,-3.146671,3,,POINT (-3.146671 51.5076764)
33188014,51.5075219,-3.1449809,4,,POINT (-3.1449809 51.5075219)
33189136,51.5071683,-3.1444157,3,,POINT (-3.1444157 51.5071683)
33189148,51.5031015,-3.1434225,3,motorway_junction,POINT (-3.1434225 51.5031015)
33189150,51.5011074,-3.1417073,3,,POINT (-3.1417073 51.5011074)
33189304,51.4937749,-3.1333591,3,,POINT (-3.1333591 51.4937749)
33189311,51.4936925,-3.1343896,3,,POINT (-3.1343896 51.4936925)
33189558,51.4936917,-3.1409606,3,,POINT (-3.1409606 51.4936917)
33189565,51.4940969,-3.1432607,3,,POINT (-3.1432607 51.4940969)
33189647,51.4938781,-3.1444455,4,,POINT (-3.1444455 51.4938781)
33189652,51.497487,-3.1419503,3,,POINT (-3.1419503 51.497487)
33189732,51.4976645,-3.1418053,3,,POINT (-3.1418053 51.4976645)
33189739,51.4995376,-3.1406712,3,,POINT (-3.1406712 51.4995376)
33189741,51.5002459,-3.1404302,3,,POINT (-3.1404302 51.5002459)
33189778,51.5008803,-3.1420076,3,,POINT (-3.1420076 51.5008803)
33189836,51.5003726,-3.1406593,3,,POINT (-3.1406593 51.5003726)
33189840,51.5008211,-3.1401169,3,,POINT (-3.1401169 51.5008211)
33189843,51.5002643,-3.1399291,3,,POINT (-3.1399291 51.5002643)
33189847,51.5008776,-3.1395834,3,,POINT (-3.1395834 51.5008776)
33189887,51.5008235,-3.1395728,3,,POINT (-3.1395728 51.5008235)
33189971,51.511309,-3.1276547,3,,POINT (-3.1276547 51.511309)
33189974,51.5085204,-3.1326853,3,,POINT (-3.1326853 51.5085204)
33189984,51.5026032,-3.1385273,3,,POINT (-3.1385273 51.5026032)
33190536,51.4912451,-3.1558381,3,,POINT (-3.1558381 51.4912451)
33190544,51.4923502,-3.1470377,3,,POINT (-3.1470377 51.4923502)
33190923,51.4859156,-3.2052852,3,,POINT (-3.2052852 51.4859156)
33190954,51.4803067,-3.200831,3,,POINT (-3.200831 51.4803067)
33190955,51.4789956,-3.2008354,5,traffic_signals,POINT (-3.2008354 51.4789956)
33192763,51.4573303,-3.2136237,3,,POINT (-3.2136237 51.4573303)
33192779,51.4513006,-3.1993848,3,,POINT (-3.1993848 51.4513006)
33192784,51.4477986,-3.1982794,3,,POINT (-3.1982794 51.4477986)
33350938,51.4841844,-3.1754591,4,,POINT (-3.1754591 51.4841844)
33350976,51.4803901,-3.1714827,4,,POINT (-3.1714827 51.4803901)
33351334,51.483809,-3.1681457,4,,POINT (-3.1681457 51.483809)
33407765,51.5000965,-3.172849,3,,POINT (-3.172849 51.5000965)
33407785,51.4984831,-3.1565304,3,,POINT (-3.1565304 51.4984831)
33407791,51.4955295,-3.143201,4,,POINT (-3.143201 51.4955295)
33407918,51.4991662,-3.1413434,3,,POINT (-3.1413434 51.4991662)
33407920,51.4990956,-3.1409332,4,,POINT (-3.1409332 51.4990956)
33408082,51.500405,-3.1445243,3,,POINT (-3.1445243 51.500405)
33408156,51.5036862,-3.1436223,3,,POINT (-3.1436223 51.5036862)
33408264,51.5072363,-3.1482826,3,,POINT (-3.1482826 51.5072363)
33408412,51.5074935,-3.1482864,4,,POINT (-3.1482864 51.5074935)
33408445,51.5078055,-3.148374,3,,POINT (-3.148374 51.5078055)
33408504,51.5065615,-3.1486767,3,,POINT (-3.1486767 51.5065615)
33408509,51.5043155,-3.1533309,3,,POINT (-3.1533309 51.5043155)
33408511,51.5040667,-3.1549886,3,,POINT (-3.1549886 51.5040667)
33408735,51.5130281,-3.1638517,3,,POINT (-3.1638517 51.5130281)
33408736,51.5124652,-3.1642765,3,,POINT (-3.1642765 51.5124652)
33408750,51.5054323,-3.1620398,3,,POINT (-3.1620398 51.5054323)
33408753,51.5038137,-3.1609055,2,,POINT (-3.1609055 51.5038137)
33555544,51.5080693,-3.1935897,3,,POINT (-3.1935897 51.5080693)
33555545,51.5080405,-3.1924996,3,,POINT (-3.1924996 51.5080405)
33555597,51.507995,-3.1946698,3,,POINT (-3.1946698 51.507995)
33555601,51.5091036,-3.1964783,3,,POINT (-3.1964783 51.5091036)
33555661,51.5097158,-3.1933894,3,,POINT (-3.1933894 51.5097158)
33555664,51.5094745,-3.1934273,3,,POINT (-3.1934273 51.5094745)
33555771,51.5132574,-3.1832678,3,,POINT (-3.1832678 51.5132574)
33556008,51.5076301,-3.1927127,1,,POINT (-3.1927127 51.5076301)
33556066,51.5086729,-3.1923768,3,,POINT (-3.1923768 51.5086729)
33556070,51.5082405,-3.188339,2,,POINT (-3.188339 51.5082405)
33556077,51.507865,-3.1856354,2,,POINT (-3.1856354 51.507865)
33556080,51.5058141,-3.186193,3,,POINT (-3.186193 51.5058141)
33556182,51.5085269,-3.191534,3,,POINT (-3.191534 51.5085269)
33556908,51.5079219,-3.1733727,3,,POINT (-3.1733727 51.5079219)
33556919,51.5023578,-3.1754232,3,crossing,POINT (-3.1754232 51.5023578)
33557199,51.5140779,-3.1736875,3,,POINT (-3.1736875 51.5140779)
33557497,51.4946757,-3.1559007,3,,POINT (-3.1559007 51.4946757)
33557502,51.4929544,-3.1553001,3,,POINT (-3.1553001 51.4929544)
33557503,51.492628,-3.155799,3,,POINT (-3.155799 51.492628)
33557507,51.492652,-3.1553037,3,,POINT (-3.1553037 51.492652)
33557508,51.4925535,-3.1552999,3,,POINT (-3.1552999 51.4925535)
33557510,51.4924645,-3.1556854,3,,POINT (-3.1556854 51.4924645)
33557517,51.4920541,-3.1550017,3,,POINT (-3.1550017 51.4920541)
33557870,51.4925598,-3.1561776,3,,POINT (-3.1561776 51.4925598)
33557885,51.4925261,-3.171673,5,,POINT (-3.171673 51.4925261)
33558084,51.4941347,-3.1753333,3,,POINT (-3.1753333 51.4941347)
33560117,51.4929447,-3.1358002,3,,POINT (-3.1358002 51.4929447)
33560746,51.4932294,-3.1348881,3,,POINT (-3.1348881 51.4932294)
33561791,51.491626,-3.1548419,4,,POINT (-3.1548419 51.491626)
33561792,51.4915667,-3.154202,3,,POINT (-3.154202 51.4915667)
33562921,51.491909,-3.1547452,3,,POINT (-3.1547452 51.491909)
33563068,51.4913843,-3.1547126,4,,POINT (-3.1547126 51.4913843)
33563477,51.4821041,-3.1709886,3,,POINT (-3.1709886 51.4821041)
33563902,51.4940269,-3.1660127,3,,POINT (-3.1660127 51.4940269)
33584990,51.5095085,-3.1925844,3,,POINT (-3.1925844 51.5095085)
33584993,51.5095803,-3.1932295,3,,POINT (-3.1932295 51.5095803)
33605326,51.5099149,-3.1996882,3,,POINT (-3.1996882 51.5099149)
60686347,51.5095526,-3.2048669,3,,POINT (-3.2048669 51.5095526)
79890562,51.480997,-3.1929934,4,,POINT (-3.1929934 51.480997)
79890563,51.4814933,-3.196242,3,,POINT (-3.196242 51.4814933)
79890572,51.4818436,-3.2036371,4,,POINT (-3.2036371 51.4818436)
79890579,51.4825607,-3.2110258,4,,POINT (-3.2110258 51.4825607)
79894037,51.47893,-3.2041812,4,,POINT (-3.2041812 51.47893)
79894112,51.4805003,-3.2038719,3,,POINT (-3.2038719 51.4805003)
79894548,51.4804325,-3.202877,3,,POINT (-3.202877 51.4804325)
79894562,51.4803662,-3.2018466,3,,POINT (-3.2018466 51.4803662)
79896504,51.4798735,-3.2006688,3,,POINT (-3.2006688 51.4798735)
79896763,51.4795901,-3.2018732,3,,POINT (-3.2018732 51.4795901)
79899115,51.4777106,-3.198467,3,,POINT (-3.198467 51.4777106)
79905505,51.4776014,-3.1977473,3,,POINT (-3.1977473 51.4776014)
79906188,51.4785287,-3.198269,3,,POINT (-3.198269 51.4785287)
79906190,51.4795025,-3.1988671,3,,POINT (-3.1988671 51.4795025)
79906573,51.4790347,-3.196184,3,,POINT (-3.196184 51.4790347)
79906691,51.4789547,-3.1985188,3,,POINT (-3.1985188 51.4789547)
79907037,51.479463,-3.1964314,3,,POINT (-3.1964314 51.479463)
79907179,51.4800027,-3.1967653,3,,POINT (-3.1967653 51.4800027)
79907517,51.47861,-3.1959088,4,,POINT (-3.1959088 51.47861)
79907632,51.4781022,-3.1980038,3,,POINT (-3.1980038 51.4781022)
80095219,51.5103,-3.1291952,3,,POINT (-3.1291952 51.5103)
80095222,51.509201,-3.1271185,3,,POINT (-3.1271185 51.509201)
80095226,51.511174,-3.1250654,3,,POINT (-3.1250654 51.511174)
80099270,51.5114736,-3.1251574,1,,POINT (-3.1251574 51.5114736)
80100521,51.5111751,-3.1239599,3,,POINT (-3.1239599 51.5111751)
80108062,51.5045703,-3.1270063,3,,POINT (-3.1270063 51.5045703)
80112785,51.5079302,-3.130742,3,,POINT (-3.130742 51.5079302)
80112789,51.5086365,-3.1288061,3,,POINT (-3.1288061 51.5086365)
80116495,51.5043647,-3.1237396,3,,POINT (-3.1237396 51.5043647)
80116497,51.5044825,-3.1219733,3,,POINT (-3.1219733 51.5044825)
80118779,51.5045304,-3.1267886,3,,POINT (-3.1267886 51.5045304)
80118786,51.5074705,-3.1241843,3,,POINT (-3.1241843 51.5074705)
80118790,51.5090546,-3.1238922,3,,POINT (-3.1238922 51.5090546)
80118798,51.5099092,-3.124281,3,,POINT (-3.124281 51.5099092)
80120185,51.5095262,-3.1277399,3,,POINT (-3.1277399 51.5095262)
80120192,51.5107461,-3.1284659,3,,POINT (-3.1284659 51.5107461)
80120636,51.5098094,-3.1282733,3,,POINT (-3.1282733 51.5098094)
80120640,51.5094024,-3.1307712,3,,POINT (-3.1307712 51.5094024)
80120962,51.5095111,-3.1258001,4,,POINT (-3.1258001 51.5095111)
80120965,51.5088945,-3.125142,3,,POINT (-3.125142 51.5088945)
80120969,51.5077957,-3.125242,3,,POINT (-3.125242 51.5077957)
80121286,51.505701,-3.1254093,3,,POINT (-3.1254093 51.505701)
80121290,51.5069898,-3.1273599,3,,POINT (-3.1273599 51.5069898)
80121331,51.50776,-3.1251235,3,,POINT (-3.1251235 51.50776)
80121915,51.5066327,-3.125975,3,,POINT (-3.125975 51.5066327)
80121918,51.5060324,-3.1264275,3,,POINT (-3.1264275 51.5060324)
80122227,51.5071078,-3.1256073,3,,POINT (-3.1256073 51.5071078)
80129358,51.5117052,-3.1238411,3,,POINT (-3.1238411 51.5117052)
80141489,51.5100548,-3.1239799,3,,POINT (-3.1239799 51.5100548)
80141502,51.5121984,-3.1196945,3,,POINT (-3.1196945 51.5121984)
80142150,51.5130044,-3.1226484,3,,POINT (-3.1226484 51.5130044)
80142248,51.5130655,-3.122541,3,,POINT (-3.122541 51.5130655)
80142249,51.5120222,-3.1211016,3,,POINT (-3.1211016 51.5120222)
80143891,51.5119679,-3.1211965,3,,POINT (-3.1211965 51.5119679)
81169431,51.5034774,-3.1651455,3,,POINT (-3.1651455 51.5034774)
81169434,51.5059822,-3.1645288,3,,POINT (-3.1645288 51.5059822)
81174496,51.5019863,-3.1301459,4,,POINT (-3.1301459 51.5019863)
81174501,51.5018778,-3.1267177,3,,POINT (-3.1267177 51.5018778)
81174506,51.5028052,-3.1243933,3,,POINT (-3.1243933 51.5028052)
81174507,51.5029216,-3.1237817,3,,POINT (-3.1237817 51.5029216)
81174511,51.5037628,-3.1215347,3,,POINT (-3.1215347 51.5037628)
81174512,51.5043515,-3.1213839,3,,POINT (-3.1213839 51.5043515)
81174513,51.5045379,-3.1213784,3,,POINT (-3.1213784 51.5045379)
81178340,51.5093215,-3.1266826,3,,POINT (-3.1266826 51.5093215)
81179855,51.5107871,-3.1227568,3,,POINT (-3.1227568 51.5107871)
81179865,51.5129379,-3.1197931,3,,POINT (-3.1197931 51.5129379)
81180572,51.5105029,-3.1210954,3,,POINT (-3.1210954 51.5105029)
81180902,51.5105278,-3.1212415,3,,POINT (-3.1212415 51.5105278)
81181055,51.5106011,-3.1216613,3,,POINT (-3.1216613 51.5106011)
81181058,51.5107658,-3.1214833,3,,POINT (-3.1214833 51.5107658)
81183354,51.5102789,-3.1197982,3,,POINT (-3.1197982 51.5102789)
84795105,51.5104935,-3.1254145,3,,POINT (-3.1254145 51.5104935)
84795106,51.5104434,-3.125056,1,turning_circle,POINT (-3.125056 51.5104434)
84795209,51.5104173,-3.1254506,3,,POINT (-3.1254506 51.5104173)
84795211,51.5105026,-3.1260343,1,turning_circle,POINT (-3.1260343 51.5105026)
84795569,51.5109358,-3.1252241,4,,POINT (-3.1252241 51.5109358)
84795570,51.5108965,-3.1249588,1,turning_circle,POINT (-3.1249588 51.5108965)
84795769,51.5110201,-3.1257375,1,turning_circle,POINT (-3.1257375 51.5110201)
91872300,51.4926839,-3.1557674,3,,POINT (-3.1557674 51.4926839)
94003957,51.5068752,-3.1302618,3,,POINT (-3.1302618 51.5068752)
94004294,51.5083149,-3.1296613,3,,POINT (-3.1296613 51.5083149)
94004295,51.5075929,-3.1291434,1,,POINT (-3.1291434 51.5075929)
104643574,51.5100469,-3.1305405,3,,POINT (-3.1305405 51.5100469)
104643579,51.5115681,-3.1311618,3,,POINT (-3.1311618 51.5115681)
167231226,51.4677141,-3.1649887,3,,POINT (-3.1649887 51.4677141)
167234117,51.4762099,-3.1671013,3,,POINT (-3.1671013 51.4762099)
167235593,51.4765866,-3.1658537,1,,POINT (-3.1658537 51.4765866)
167255682,51.4741103,-3.1655706,3,,POINT (-3.1655706 51.4741103)
167256161,51.4739437,-3.1661528,3,,POINT (-3.1661528 51.4739437)
167256164,51.4737159,-3.1687365,3,,POINT (-3.1687365 51.4737159)
167256397,51.4733838,-3.1657405,1,,POINT (-3.1657405 51.4733838)
167319582,51.4685747,-3.1620389,3,,POINT (-3.1620389 51.4685747)
167319584,51.4683863,-3.1618625,3,,POINT (-3.1618625 51.4683863)
167319585,51.4682498,-3.161996,3,,POINT (-3.161996 51.4682498)
167319588,51.4682562,-3.162336,3,,POINT (-3.162336 51.4682562)
