osmid,y,x,street_count,highway,ref,geometry
385036942,39.8996695,116.362323,3,,,POINT (116.362323 39.8996695)
385036950,39.9005007,116.3586447,1,,,POINT (116.3586447 39.9005007)
385076012,39.9310704,116.3529685,5,,,POINT (116.3529685 39.9310704)
385076188,39.9334997,116.3579274,3,,,POINT (116.3579274 39.9334997)
385076214,39.9336077,116.3528974,3,,,POINT (116.3528974 39.9336077)
385076217,39.9353086,116.3577581,3,,,POINT (116.3577581 39.9353086)
385076227,39.9350872,116.3528185,3,,,POINT (116.3528185 39.9350872)
385076330,39.9366329,116.3526548,4,,,POINT (116.3526548 39.9366329)
385076459,39.9356206,116.3579484,3,,,POINT (116.3579484 39.9356206)
385076480,39.9410684,116.3576453,3,,,POINT (116.3576453 39.9410684)
385076481,39.9429384,116.3574079,3,,,POINT (116.3574079 39.9429384)
385076482,39.9435458,116.3571467,3,,,POINT (116.3571467 39.9435458)
385076483,39.9441616,116.3568494,3,,,POINT (116.3568494 39.9441616)
385076787,39.9325562,116.3586003,3,,,POINT (116.3586003 39.9325562)
385076831,39.938212,116.3525537,3,,,POINT (116.3525537 39.938212)
385076867,39.9377801,116.3565249,3,,,POINT (116.3565249 39.9377801)
385076868,39.9377388,116.3579368,3,,,POINT (116.3579368 39.9377388)
385076890,39.938054,116.3612779,3,,,POINT (116.3612779 39.938054)
385076962,39.9369747,116.3622001,3,,,POINT (116.3622001 39.9369747)
385076972,39.9369518,116.3579448,4,,,POINT (116.3579448 39.9369518)
385077826,39.9340094,116.3579063,3,,,POINT (116.3579063 39.9340094)
385078029,39.9341262,116.3620057,3,,,POINT (116.3620057 39.9341262)
385078345,39.935532,116.3621203,4,traffic_signals,,POINT (116.3621203 39.935532)
385078379,39.932021,116.3618679,3,,,POINT (116.3618679 39.932021)
385081647,39.8920054,116.3621627,3,,,POINT (116.3621627 39.8920054)
385103470,39.8802436,116.4145925,3,,,POINT (116.4145925 39.8802436)
390934099,39.9026061,116.3570157,4,traffic_signals,,POINT (116.3570157 39.9026061)
390934104,39.9263013,116.370954,4,traffic_signals,,POINT (116.370954 39.9263013)
390934149,39.8910443,116.374271,1,,,POINT (116.374271 39.8910443)
390934174,39.9156932,116.4203041,3,,,POINT (116.4203041 39.9156932)
390934176,39.8869308,116.406204,4,,,POINT (116.406204 39.8869308)
390934195,39.8993341,116.425513,4,,,POINT (116.425513 39.8993341)
390934199,39.9025811,116.3575952,4,,,POINT (116.3575952 39.9025811)
390934223,39.917007,116.353641,4,,,POINT (116.353641 39.917007)
390934224,39.9171459,116.3536398,4,,,POINT (116.3536398 39.9171459)
390934227,39.9223236,116.3540098,4,traffic_signals,,POINT (116.3540098 39.9223236)
390934228,39.9224157,116.3540106,3,traffic_signals,,POINT (116.3540106 39.9224157)
390934259,39.9292081,116.3614932,3,,,POINT (116.3614932 39.9292081)
390990636,39.9026521,116.3680256,4,traffic_signals,,POINT (116.3680256 39.9026521)
390990637,39.9229233,116.4199056,4,traffic_signals,,POINT (116.4199056 39.9229233)
453047915,39.9261478,116.4278807,3,,,POINT (116.4278807 39.9261478)
453047917,39.9229771,116.4252685,3,,,POINT (116.4252685 39.9229771)
453047918,39.9322153,116.4224326,3,,,POINT (116.4224326 39.9322153)
453047919,39.9322293,116.4256671,3,,,POINT (116.4256671 39.9322293)
453047921,39.9268409,116.4198364,3,,,POINT (116.4198364 39.9268409)
453047922,39.927832,116.4197017,4,traffic_signals,,POINT (116.4197017 39.927832)
453047945,39.9262058,116.4227618,3,,,POINT (116.4227618 39.9262058)
453047960,39.9279062,116.4227563,3,,,POINT (116.4227563 39.9279062)
453047962,39.9279167,116.4232509,3,,,POINT (116.4232509 39.9279167)
453047965,39.9279308,116.4240188,3,,,POINT (116.4240188 39.9279308)
453047968,39.9269117,116.4227761,3,,,POINT (116.4227761 39.9269117)
453047971,39.9278963,116.4224924,3,,,POINT (116.4224924 39.9278963)
453047974,39.9278704,116.4218131,3,,,POINT (116.4218131 39.9278704)
453047976,39.9278517,116.4207384,3,,,POINT (116.4207384 39.9278517)
453047985,39.9261775,116.421839,4,,,POINT (116.421839 39.9261775)
453047988,39.9261677,116.4207529,3,,,POINT (116.4207529 39.9261677)
453047994,39.926899,116.4218062,4,,,POINT (116.4218062 39.926899)
453047997,39.9268733,116.4207487,4,,,POINT (116.4207487 39.9268733)
453048025,39.9283682,116.4224652,3,,,POINT (116.4224652 39.9283682)
453048028,39.9314073,116.422436,3,,,POINT (116.422436 39.9314073)
453048031,39.9283673,116.4240101,3,,,POINT (116.4240101 39.9283673)
453048061,39.9283575,116.4232349,3,,,POINT (116.4232349 39.9283575)
459580275,39.8970401,116.3730681,3,,,POINT (116.3730681 39.8970401)
459580978,39.8972104,116.3755234,3,,,POINT (116.3755234 39.8972104)
459582626,39.8966102,116.3683047,3,,,POINT (116.3683047 39.8966102)
491864177,39.9169526,116.4267235,3,,,POINT (116.4267235 39.9169526)
491864178,39.9170421,116.4281041,1,,,POINT (116.4281041 39.9170421)
491864181,39.9127731,116.4228832,3,,,POINT (116.4228832 39.9127731)
491864182,39.9114392,116.4228812,3,,,POINT (116.4228812 39.9114392)
491864183,39.9107404,116.4252814,3,,,POINT (116.4252814 39.9107404)
491864184,39.9107356,116.4263485,3,,,POINT (116.4263485 39.9107356)
491864186,39.9097839,116.4286721,3,,,POINT (116.4286721 39.9097839)
491864187,39.9097922,116.4272359,3,,,POINT (116.4272359 39.9097922)
528862673,39.9500022,116.4019485,3,,,POINT (116.4019485 39.9500022)
528867992,39.9392932,116.3878702,3,traffic_signals,,POINT (116.3878702 39.9392932)
528868013,39.9445898,116.3876227,3,,,POINT (116.3876227 39.9445898)
528868018,39.9453229,116.3876058,3,,,POINT (116.3876058 39.9453229)
528929291,39.9026652,116.3681888,4,traffic_signals,,POINT (116.3681888 39.9026652)
528929563,39.8878191,116.3682866,4,traffic_signals,,POINT (116.3682866 39.8878191)
528952328,39.8820051,116.3527729,4,,,POINT (116.3527729 39.8820051)
528964725,39.891714,116.4013633,3,,,POINT (116.4013633 39.891714)
528980369,39.9020531,116.432589,4,,,POINT (116.432589 39.9020531)
529365397,39.95098,116.3553907,4,,,POINT (116.3553907 39.95098)
529365555,39.9508656,116.3520834,4,,,POINT (116.3520834 39.9508656)
529498481,39.9500364,116.3812143,3,,,POINT (116.3812143 39.9500364)
529498510,39.9500484,116.3839673,3,,,POINT (116.3839673 39.9500484)
529498527,39.9510984,116.3811994,3,,,POINT (116.3811994 39.9510984)
529498579,39.9511518,116.3839806,4,,,POINT (116.3839806 39.9511518)
529503896,39.9521009,116.3755308,4,,,POINT (116.3755308 39.9521009)
529503991,39.9499641,116.3757978,3,,,POINT (116.3757978 39.9499641)
529504467,39.9495617,116.3697406,4,,,POINT (116.3697406 39.9495617)
529504627,39.9483202,116.3697868,3,,,POINT (116.3697868 39.9483202)
529504640,39.9482239,116.3812141,3,,,POINT (116.3812141 39.9482239)
529504641,39.9483074,116.3875286,4,,,POINT (116.3875286 39.9483074)
529504647,39.9485236,116.3985713,3,,,POINT (116.3985713 39.9485236)
529504649,39.9489654,116.401345,3,,,POINT (116.401345 39.9489654)
529504653,39.948606,116.4084871,3,,,POINT (116.4084871 39.948606)
529504654,39.9489563,116.420522,3,,,POINT (116.420522 39.9489563)
529505446,39.9465736,116.3540026,4,,,POINT (116.3540026 39.9465736)
529505448,39.9467155,116.3502949,3,,,POINT (116.3502949 39.9467155)
529505734,39.9495501,116.3617587,3,,,POINT (116.3617587 39.9495501)
529505744,39.9443568,116.3562466,3,,,POINT (116.3562466 39.9443568)
529505835,39.9484866,116.3526135,3,,,POINT (116.3526135 39.9484866)
529505950,39.948081,116.3575026,3,,,POINT (116.3575026 39.948081)
529694320,39.9025138,116.3400247,3,,,POINT (116.3400247 39.9025138)
529694970,39.9039269,116.3452783,3,,,POINT (116.3452783 39.9039269)
529695125,39.9039691,116.3400413,3,,,POINT (116.3400413 39.9039691)
529695126,39.9039295,116.346441,3,,,POINT (116.346441 39.9039295)
529695965,39.9058644,116.3400594,3,,,POINT (116.3400594 39.9058644)
529700264,39.89959,116.3432311,4,traffic_signals,,POINT (116.3432311 39.89959)
529701631,39.8997907,116.3438346,3,,,POINT (116.3438346 39.8997907)
529701634,39.8998865,116.3465941,4,traffic_signals,,POINT (116.3465941 39.8998865)
529971271,39.8844037,116.3438558,4,,,POINT (116.3438558 39.8844037)
529971272,39.8853644,116.3439833,4,,,POINT (116.3439833 39.8853644)
529971273,39.8862407,116.3441472,5,traffic_signals,,POINT (116.3441472 39.8862407)
529971275,39.8879226,116.3444812,3,,,POINT (116.3444812 39.8879226)
529971277,39.8879118,116.3470482,4,traffic_signals,,POINT (116.3470482 39.8879118)
529973609,39.8845113,116.3472112,5,,,POINT (116.3472112 39.8845113)
529973654,39.8848354,116.3504714,4,,,POINT (116.3504714 39.8848354)
529973657,39.8848973,116.3526939,3,,,POINT (116.3526939 39.8848973)
529973693,39.8805239,116.3474261,3,,,POINT (116.3474261 39.8805239)
529973717,39.8805297,116.3450244,3,,,POINT (116.3450244 39.8805297)
530636022,39.9142489,116.425275,4,,,POINT (116.425275 39.9142489)
530638424,39.9474203,116.3919012,3,,,POINT (116.3919012 39.9474203)
530638431,39.9467456,116.3922455,3,,,POINT (116.3922455 39.9467456)
530639972,39.9430389,116.3527593,3,,,POINT (116.3527593 39.9430389)
530640454,39.9222505,116.350872,3,,,POINT (116.350872 39.9222505)
530640471,39.9310942,116.3499665,4,traffic_signals,,POINT (116.3499665 39.9310942)
530640481,39.9086759,116.350578,3,,,POINT (116.350578 39.9086759)
530640482,39.9089495,116.3505695,3,,,POINT (116.3505695 39.9089495)
530640485,39.9203675,116.3503992,3,,,POINT (116.3503992 39.9203675)
530640492,39.93845,116.3496505,3,,,POINT (116.3496505 39.93845)
530640495,39.9402847,116.3496782,3,,,POINT (116.3496782 39.9402847)
530640501,39.9416558,116.3501427,3,,,POINT (116.3501427 39.9416558)
530640508,39.9449514,116.3594833,3,,,POINT (116.3594833 39.9449514)
530640513,39.9462849,116.3627853,3,,,POINT (116.3627853 39.9462849)
530640527,39.915625,116.3536851,4,,,POINT (116.3536851 39.915625)
530640569,39.9107444,116.3535608,4,traffic_signals,,POINT (116.3535608 39.9107444)
530640572,39.907255,116.3530731,4,,,POINT (116.3530731 39.907255)
530640842,39.9087581,116.3547437,4,,,POINT (116.3547437 39.9087581)
530640850,39.9126122,116.3548155,3,,,POINT (116.3548155 39.9126122)
530641144,39.9087738,116.3569577,3,,,POINT (116.3569577 39.9087738)
530641145,39.9088631,116.3533923,3,,,POINT (116.3533923 39.9088631)
530641329,39.9107441,116.3569668,3,,,POINT (116.3569668 39.9107441)
530641386,39.9107224,116.354822,4,,,POINT (116.354822 39.9107224)
530641405,39.9107812,116.3513506,4,,,POINT (116.3513506 39.9107812)
530641407,39.9107701,116.3507329,3,,,POINT (116.3507329 39.9107701)
530641437,39.9140589,116.354786,3,,,POINT (116.354786 39.9140589)
530641439,39.914031,116.3537579,4,,,POINT (116.3537579 39.914031)
530641440,39.9140094,116.3512932,3,,,POINT (116.3512932 39.9140094)
530641479,39.9171556,116.3511401,3,,,POINT (116.3511401 39.9171556)
530641499,39.9198714,116.3504263,3,,,POINT (116.3504263 39.9198714)
530641501,39.9198791,116.3510417,3,,,POINT (116.3510417 39.9198791)
530641516,39.9199601,116.353594,4,,,POINT (116.353594 39.9199601)
530641531,39.9201289,116.3565926,4,,,POINT (116.3565926 39.9201289)
530641638,39.9040995,116.3509358,3,,,POINT (116.3509358 39.9040995)
530641683,39.8882835,116.3504716,3,,,POINT (116.3504716 39.8882835)
530641741,39.8947967,116.3506216,5,,,POINT (116.3506216 39.8947967)
530641798,39.8895973,116.3577742,3,,,POINT (116.3577742 39.8895973)
530641799,39.8917215,116.3592123,3,,,POINT (116.3592123 39.8917215)
530641801,39.8922132,116.3571399,4,traffic_signals,,POINT (116.3571399 39.8922132)
530641822,39.8850383,116.3548632,1,,,POINT (116.3548632 39.8850383)
530641838,39.8787096,116.3529567,4,,,POINT (116.3529567 39.8787096)
530641859,39.8787929,116.3575957,4,traffic_signals,,POINT (116.3575957 39.8787929)
530642217,39.890926,116.3440678,3,,,POINT (116.3440678 39.890926)
530642218,39.8909804,116.3505077,4,,,POINT (116.3505077 39.8909804)
530652683,39.9499715,116.3761702,3,,,POINT (116.3761702 39.9499715)
530652705,39.9481142,116.3761709,3,,,POINT (116.3761709 39.9481142)
530747685,39.9273374,116.4341775,4,,,POINT (116.4341775 39.9273374)
530747695,39.9273161,116.4375611,3,,,POINT (116.4375611 39.9273161)
533569352,39.9400863,116.3663896,3,,,POINT (116.3663896 39.9400863)
533627601,39.9209786,116.4001027,3,,,POINT (116.4001027 39.9209786)
533627646,39.920934,116.3985874,3,,,POINT (116.3985874 39.920934)
533627648,39.9183991,116.396505,3,,,POINT (116.396505 39.9183991)
533627660,39.9184917,116.400182,3,traffic_signals,,POINT (116.400182 39.9184917)
533627680,39.9184634,116.3987572,3,,,POINT (116.3987572 39.9184634)
533627742,39.9184243,116.3975372,3,,,POINT (116.3975372 39.9184243)
533627836,39.9137976,116.397381,3,,,POINT (116.397381 39.9137976)
533627841,39.9160156,116.3976497,3,,,POINT (116.3976497 39.9160156)
533627843,39.916011,116.3979605,3,,,POINT (116.3979605 39.916011)
533628571,39.9082192,116.4011363,3,,,POINT (116.4011363 39.9082192)
533628789,39.9082113,116.4005044,3,traffic_signals,,POINT (116.4005044 39.9082113)
533630490,39.8963839,116.4327854,3,traffic_signals,,POINT (116.4327854 39.8963839)
533634615,39.8956224,116.3604,3,,,POINT (116.3604 39.8956224)
533634618,39.892607,116.3597345,3,,,POINT (116.3597345 39.892607)
533634619,39.8929102,116.3598977,3,,,POINT (116.3598977 39.8929102)
533634622,39.8953211,116.3604855,3,,,POINT (116.3604855 39.8953211)
533634624,39.8972232,116.360314,1,,,POINT (116.360314 39.8972232)
533645205,39.9149071,116.3583947,3,,,POINT (116.3583947 39.9149071)
533647891,39.903739,116.3677757,3,,,POINT (116.3677757 39.903739)
533648147,39.903785,116.3775755,3,,,POINT (116.3775755 39.903785)
533648958,39.9006431,116.3826849,3,,,POINT (116.3826849 39.9006431)
533650673,39.9014518,116.3879786,3,,,POINT (116.3879786 39.9014518)
533650827,39.9004767,116.3880402,3,,,POINT (116.3880402 39.9004767)
533651394,39.9022878,116.4054462,3,,,POINT (116.4054462 39.9022878)
533651513,39.9009501,116.4077947,3,,,POINT (116.4077947 39.9009501)
533651768,39.9014019,116.4156914,3,,,POINT (116.4156914 39.9014019)
533651946,39.9028926,116.4121222,3,,,POINT (116.4121222 39.9028926)
533652001,39.9007459,116.4099592,3,,,POINT (116.4099592 39.9007459)
533652025,39.9067127,116.4098236,3,,,POINT (116.4098236 39.9067127)
533654386,39.8976832,116.3938151,3,,,POINT (116.3938151 39.8976832)
533655398,39.884869,116.3837091,4,traffic_signals,,POINT (116.3837091 39.884869)
533655817,39.8807082,116.3869197,4,,,POINT (116.3869197 39.8807082)
533655828,39.8812652,116.3839534,3,,,POINT (116.3839534 39.8812652)
533655860,39.8813207,116.3869379,4,,,POINT (116.3869379 39.8813207)
533655861,39.8813736,116.3891072,3,,,POINT (116.3891072 39.8813736)
533655891,39.8807401,116.3891393,3,,,POINT (116.3891393 39.8807401)
533655912,39.882068,116.385299,3,,,POINT (116.385299 39.882068)
533656332,39.8813092,116.3853429,4,,,POINT (116.3853429 39.8813092)
533656333,39.8806456,116.3853609,4,,,POINT (116.3853609 39.8806456)
533656334,39.8793251,116.3854541,4,,,POINT (116.3854541 39.8793251)
533656338,39.8779668,116.3868849,3,,,POINT (116.3868849 39.8779668)
533657802,39.8771025,116.3644838,4,,,POINT (116.3644838 39.8771025)
533657990,39.8786301,116.3645525,3,,,POINT (116.3645525 39.8786301)
533658002,39.8819925,116.3646171,3,,,POINT (116.3646171 39.8819925)
533658084,39.8801758,116.3645923,3,,,POINT (116.3645923 39.8801758)
534074374,39.9395997,116.4225539,3,traffic_signals,,POINT (116.4225539 39.9395997)
534074444,39.9411396,116.4257699,3,,,POINT (116.4257699 39.9411396)
534074445,39.9432257,116.4259638,3,,,POINT (116.4259638 39.9432257)
534074446,39.9411245,116.4225542,4,,,POINT (116.4225542 39.9411245)
534074613,39.9351162,116.4228331,4,,,POINT (116.4228331 39.9351162)
534074614,39.9352039,116.4255489,4,,,POINT (116.4255489 39.9352039)
534074615,39.9352734,116.4275366,4,,,POINT (116.4275366 39.9352734)
534075423,39.9178247,116.4257857,3,,,POINT (116.4257857 39.9178247)
534075531,39.9103608,116.4305405,3,,,POINT (116.4305405 39.9103608)
534075571,39.9074195,116.4326519,1,,,POINT (116.4326519 39.9074195)
534075573,39.910381,116.4326261,3,,,POINT (116.4326261 39.910381)
534075678,39.9271075,116.4311742,3,,,POINT (116.4311742 39.9271075)
534083607,39.8923244,116.4090407,4,,,POINT (116.4090407 39.8923244)
534084497,39.9015519,116.3933161,3,,,POINT (116.3933161 39.9015519)
534084512,39.9006091,116.3946451,2,,,POINT (116.3946451 39.9006091)
534085707,39.9005371,116.3721324,4,,,POINT (116.3721324 39.9005371)
534571694,39.8907844,116.4120687,1,,,POINT (116.4120687 39.8907844)
534571741,39.8877259,116.4126807,3,,,POINT (116.4126807 39.8877259)
598404754,39.8914427,116.3683155,3,,,POINT (116.3683155 39.8914427)
598404759,39.8880801,116.3735941,3,,,POINT (116.3735941 39.8880801)
598404760,39.8913853,116.370417,4,,,POINT (116.370417 39.8913853)
598404762,39.8968018,116.3702758,3,,,POINT (116.3702758 39.8968018)
598404767,39.8947772,116.3733934,3,,,POINT (116.3733934 39.8947772)
635107792,39.9341261,116.3615037,3,,,POINT (116.3615037 39.9341261)
635107795,39.9353752,116.3603657,3,,,POINT (116.3603657 39.9353752)
635107797,39.9349008,116.3603873,3,,,POINT (116.3603873 39.9349008)
635573468,39.9413126,116.3489886,3,,,POINT (116.3489886 39.9413126)
656033291,39.9403395,116.3491771,3,,,POINT (116.3491771 39.9403395)
656033292,39.9415124,116.3491522,3,,,POINT (116.3491522 39.9415124)
656033294,39.9439774,116.350309,4,,,POINT (116.350309 39.9439774)
656033295,39.9434609,116.3528238,3,,,POINT (116.3528238 39.9434609)
656033303,39.9445851,116.3501698,3,,,POINT (116.3501698 39.9445851)
656035868,39.9433794,116.3501019,3,motorway_junction,,POINT (116.3501019 39.9433794)
656035870,39.9433403,116.3499726,3,,,POINT (116.3499726 39.9433403)
656046341,39.936462,116.3497176,5,traffic_signals,,POINT (116.3497176 39.936462)
656046342,39.9376238,116.3497853,3,,,POINT (116.3497853 39.9376238)
656068037,39.9394898,116.3483746,3,,,POINT (116.3483746 39.9394898)
656068047,39.9393306,116.3485085,3,,,POINT (116.3485085 39.9393306)
656068051,39.9393259,116.3503511,3,,,POINT (116.3503511 39.9393259)
656068067,39.93958,116.3504808,3,,,POINT (116.3504808 39.93958)
656068127,39.9393393,116.3508012,3,,,POINT (116.3508012 39.9393393)
656068457,39.9410271,116.3488553,3,,,POINT (116.3488553 39.9410271)
656068458,39.9402391,116.3488889,3,,,POINT (116.3488889 39.9402391)
656068459,39.9397574,116.3486462,3,,,POINT (116.3486462 39.9397574)
656068460,39.9392814,116.3479268,3,,,POINT (116.3479268 39.9392814)
656069684,39.9386412,116.3483695,3,,,POINT (116.3483695 39.9386412)
656069685,39.9383831,116.3487513,3,,,POINT (116.3487513 39.9383831)
656069687,39.937951,116.349104,3,,,POINT (116.349104 39.937951)
656069695,39.9397076,116.3490091,3,,,POINT (116.3490091 39.9397076)
656069697,39.9384522,116.3490699,3,,,POINT (116.3490699 39.9384522)
656070967,39.9383755,116.3500653,3,,,POINT (116.3500653 39.9383755)
656070968,39.9386583,116.3504248,3,,,POINT (116.3504248 39.9386583)
656070970,39.9389967,116.3502917,3,,,POINT (116.3502917 39.9389967)
656070992,39.9379203,116.3497726,3,,,POINT (116.3497726 39.9379203)
656071806,39.9438685,116.350296,3,,,POINT (116.350296 39.9438685)
656180995,39.9397903,116.3501629,3,,,POINT (116.3501629 39.9397903)
701760288,39.9068621,116.4303515,3,,,POINT (116.4303515 39.9068621)
733788129,39.9228723,116.394756,3,,,POINT (116.394756 39.9228723)
733788139,39.9119989,116.4005231,3,,,POINT (116.4005231 39.9119989)
733788166,39.9290838,116.3939473,1,,,POINT (116.3939473 39.9290838)
733788169,39.9138361,116.3988422,3,,,POINT (116.3988422 39.9138361)
733788221,39.9228675,116.3989183,3,,,POINT (116.3989183 39.9228675)
733788275,39.9219823,116.3854306,1,,,POINT (116.3854306 39.9219823)
733788283,39.9221203,116.398575,1,,,POINT (116.398575 39.9221203)
733788320,39.9114742,116.398989,3,,,POINT (116.398989 39.9114742)
733788346,39.9216783,116.399045,3,,,POINT (116.399045 39.9216783)
733788437,39.9277766,116.399768,3,,,POINT (116.399768 39.9277766)
733788439,39.911373,116.3968246,3,,,POINT (116.3968246 39.911373)
733788459,39.9167377,116.3976174,3,,,POINT (116.3976174 39.9167377)
733788474,39.9107684,116.3989984,3,,,POINT (116.3989984 39.9107684)
733788491,39.929052,116.3930972,1,,,POINT (116.3930972 39.929052)
733788510,39.9216728,116.3986017,1,,,POINT (116.3986017 39.9216728)
733788527,39.9157257,116.3966409,3,,,POINT (116.3966409 39.9157257)
733788533,39.9265562,116.3987664,3,,,POINT (116.3987664 39.9265562)
733788541,39.9119729,116.3993722,3,,,POINT (116.3993722 39.9119729)
733788546,39.9165537,116.3966069,3,,,POINT (116.3966069 39.9165537)
733788554,39.9170257,116.3975959,3,,,POINT (116.3975959 39.9170257)
733788564,39.9308124,116.3930276,3,,,POINT (116.3930276 39.9308124)
733788572,39.922123,116.3989445,3,,,POINT (116.3989445 39.922123)
733788595,39.9265636,116.3998276,3,,,POINT (116.3998276 39.9265636)
733788620,39.9277488,116.398586,3,,,POINT (116.398586 39.9277488)
733788640,39.9165628,116.3971454,3,,,POINT (116.3971454 39.9165628)
733788662,39.9138384,116.3990678,3,,,POINT (116.3990678 39.9138384)
733788681,39.9103467,116.3985045,1,,,POINT (116.3985045 39.9103467)
733788697,39.9289642,116.399706,3,,,POINT (116.399706 39.9289642)
733788699,39.9163181,116.3976416,3,,,POINT (116.3976416 39.9163181)
733788705,39.9306325,116.3901552,3,,,POINT (116.3901552 39.9306325)
733788712,39.9221353,116.399199,1,,,POINT (116.399199 39.9221353)
733788806,39.9069868,116.3856185,3,,,POINT (116.3856185 39.9069868)
733788810,39.9114437,116.3984762,3,,,POINT (116.3984762 39.9114437)
733788828,39.931356,116.3924786,1,,,POINT (116.3924786 39.931356)
733788912,39.9239261,116.3947317,4,,,POINT (116.3947317 39.9239261)
733788929,39.9238748,116.3940892,3,,,POINT (116.3940892 39.9238748)
733788966,39.9221467,116.4000765,3,,,POINT (116.4000765 39.9221467)
733788986,39.9162804,116.3993181,1,,,POINT (116.3993181 39.9162804)
733789002,39.9113884,116.3972262,3,,,POINT (116.3972262 39.9113884)
733789081,39.9152654,116.4003232,3,,,POINT (116.4003232 39.9152654)
733789098,39.9107605,116.3984876,3,,,POINT (116.3984876 39.9107605)
733789186,39.9108297,116.3972713,1,,,POINT (116.3972713 39.9108297)
733789219,39.9296293,116.3930902,3,,,POINT (116.3930902 39.9296293)
733789223,39.9216657,116.4000842,3,,,POINT (116.4000842 39.9216657)
733789275,39.9170395,116.4002569,4,traffic_signals,,POINT (116.4002569 39.9170395)
733789336,39.9283404,116.3985165,1,,,POINT (116.3985165 39.9283404)
733858789,39.9091943,116.4026209,4,,,POINT (116.4026209 39.9091943)
733858790,39.9258423,116.4012749,3,,,POINT (116.4012749 39.9258423)
733858793,39.9121101,116.4228745,3,,,POINT (116.4228745 39.9121101)
733858800,39.9285213,116.4014897,3,,,POINT (116.4014897 39.9285213)
733858804,39.9181728,116.4036224,1,,,POINT (116.4036224 39.9181728)
733858814,39.9229236,116.4178631,3,,,POINT (116.4178631 39.9229236)
733858820,39.9143388,116.4081835,3,,,POINT (116.4081835 39.9143388)
733858826,39.914247,116.4222916,3,,,POINT (116.4222916 39.914247)
733858827,39.9212928,116.4214143,3,,,POINT (116.4214143 39.9212928)
733858832,39.9142311,116.4167214,3,,,POINT (116.4167214 39.9142311)
733858841,39.9283246,116.4042621,3,,,POINT (116.4042621 39.9283246)
733858846,39.9216009,116.4020168,3,,,POINT (116.4020168 39.9216009)
733858852,39.9121322,116.4252768,3,,,POINT (116.4252768 39.9121322)
733858855,39.9101826,116.4154064,3,,,POINT (116.4154064 39.9101826)
733858857,39.9220562,116.424825,3,,,POINT (116.424825 39.9220562)
733858865,39.9205514,116.4215267,4,,,POINT (116.4215267 39.9205514)
733858867,39.918919,116.4242494,3,,,POINT (116.4242494 39.918919)
733858871,39.9192961,116.4257628,3,,,POINT (116.4257628 39.9192961)
733858875,39.9172387,116.4073979,3,,,POINT (116.4073979 39.9172387)
733858882,39.9101947,116.4246256,3,,,POINT (116.4246256 39.9101947)
733858883,39.92016,116.4044245,3,,,POINT (116.4044245 39.92016)
733858884,39.91727,116.4220324,3,,,POINT (116.4220324 39.91727)
733858893,39.9096305,116.4005684,3,,,POINT (116.4005684 39.9096305)
733858912,39.9106647,116.4154302,3,,,POINT (116.4154302 39.9106647)
733858914,39.9128475,116.4211981,3,,,POINT (116.4211981 39.9128475)
733858920,39.9170204,116.4136294,4,,,POINT (116.4136294 39.9170204)
733858925,39.9113065,116.4272338,3,,,POINT (116.4272338 39.9113065)
733858934,39.9198586,116.4215079,4,,,POINT (116.4215079 39.9198586)
733858943,39.9194362,116.4044457,3,,,POINT (116.4044457 39.9194362)
733858944,39.9212019,116.4248541,1,,,POINT (116.4248541 39.9212019)
733858946,39.9097028,116.4246276,3,,,POINT (116.4246276 39.9097028)
733858954,39.9307323,116.4215498,1,,,POINT (116.4215498 39.9307323)
733858955,39.9101843,116.4005667,3,,,POINT (116.4005667 39.9101843)
733858968,39.9245,116.407203,3,,,POINT (116.407203 39.9245)
733858971,39.9285945,116.3997247,3,,,POINT (116.3997247 39.9285945)
733858974,39.9114251,116.4218934,3,,,POINT (116.4218934 39.9114251)
733858983,39.9172409,116.4075449,3,,,POINT (116.4075449 39.9172409)
733858987,39.9149537,116.404927,1,,,POINT (116.404927 39.9149537)
733858992,39.9198538,116.4244018,3,,,POINT (116.4244018 39.9198538)
733859001,39.9238751,116.4199152,3,,,POINT (116.4199152 39.9238751)
733859003,39.9221285,116.4160104,3,,,POINT (116.4160104 39.9221285)
733859004,39.910253,116.4065384,1,,,POINT (116.4065384 39.910253)
733859008,39.9148203,116.4081931,3,,,POINT (116.4081931 39.9148203)
733859009,39.9288969,116.4224451,3,,,POINT (116.4224451 39.9288969)
733859012,39.9216406,116.423277,3,,,POINT (116.423277 39.9216406)
733859014,39.9301732,116.4224359,3,,,POINT (116.4224359 39.9301732)
733859016,39.9244866,116.4045321,3,,,POINT (116.4045321 39.9244866)
733859020,39.9106207,116.4025324,4,,,POINT (116.4025324 39.9106207)
733859025,39.9128142,116.4252494,3,,,POINT (116.4252494 39.9128142)
733859028,39.9228648,116.4098126,3,,,POINT (116.4098126 39.9228648)
733859031,39.9091653,116.4010959,3,,,POINT (116.4010959 39.9091653)
733859036,39.9126239,116.4252603,3,,,POINT (116.4252603 39.9126239)
733859055,39.9219136,116.4178821,3,,,POINT (116.4178821 39.9219136)
733859056,39.9162561,116.406799,3,,,POINT (116.406799 39.9162561)
733859058,39.9101927,116.4260506,1,,,POINT (116.4260506 39.9101927)
733859071,39.9212991,116.4233143,3,,,POINT (116.4233143 39.9212991)
733859077,39.9149562,116.4250622,1,,,POINT (116.4250622 39.9149562)
733859079,39.9244913,116.40591,3,,,POINT (116.40591 39.9244913)
