osmid,y,x,highway,street_count,ref,geometry
1437658997,-23.193275,-45.8714605,,3,,POINT (-45.8714605 -23.193275)
1437658999,-23.1936724,-45.8718877,,3,,POINT (-45.8718877 -23.1936724)
1437659002,-23.1931077,-45.8707851,,3,,POINT (-45.8707851 -23.1931077)
1437659003,-23.1928872,-45.8710467,,3,,POINT (-45.8710467 -23.1928872)
1437659004,-23.1923071,-45.8699266,,3,,POINT (-45.8699266 -23.1923071)
1437659005,-23.1927044,-45.8703527,,3,,POINT (-45.8703527 -23.1927044)
1437659007,-23.1949077,-45.8718961,,3,,POINT (-45.8718961 -23.1949077)
1437659008,-23.1927582,-45.8694539,,3,,POINT (-45.8694539 -23.1927582)
1437659009,-23.193493,-45.8694306,,3,,POINT (-45.8694306 -23.193493)
1437659011,-23.1932316,-45.8696386,,3,,POINT (-45.8696386 -23.1932316)
1437659020,-23.1938019,-45.8695602,,3,,POINT (-45.8695602 -23.1938019)
1437659025,-23.1945064,-45.8701988,,3,,POINT (-45.8701988 -23.1945064)
1437659085,-23.1945142,-45.8671338,,3,,POINT (-45.8671338 -23.1945142)
1437661738,-23.1947219,-45.8676265,,3,,POINT (-45.8676265 -23.1947219)
1437668168,-23.193067,-45.8691192,,3,,POINT (-45.8691192 -23.193067)
1437668193,-23.1928182,-45.8690082,,3,,POINT (-45.8690082 -23.1928182)
1437668199,-23.1929401,-45.869261,,3,,POINT (-45.869261 -23.1929401)
1437668208,-23.1921144,-45.8676013,,3,,POINT (-45.8676013 -23.1921144)
1437668220,-23.1918974,-45.8658661,,3,,POINT (-45.8658661 -23.1918974)
1437668225,-23.1926032,-45.8672987,,3,,POINT (-45.8672987 -23.1926032)
1437668258,-23.1926438,-45.8664561,,3,,POINT (-45.8664561 -23.1926438)
1437681453,-23.1906358,-45.8678315,,3,,POINT (-45.8678315 -23.1906358)
1437681454,-23.1918835,-45.8671394,,3,,POINT (-45.8671394 -23.1918835)
1437681455,-23.1908703,-45.8676939,,3,,POINT (-45.8676939 -23.1908703)
1437681456,-23.1913908,-45.8674137,,3,,POINT (-45.8674137 -23.1913908)
1437681457,-23.1904948,-45.8673288,,3,,POINT (-45.8673288 -23.1904948)
1437681458,-23.191625,-45.866628,,3,,POINT (-45.866628 -23.191625)
1437681459,-23.191819,-45.8695682,,3,,POINT (-45.8695682 -23.191819)
1437681460,-23.1922309,-45.8691359,,3,,POINT (-45.8691359 -23.1922309)
1437681461,-23.1905943,-45.871002,,3,,POINT (-45.871002 -23.1905943)
1437681462,-23.190966,-45.8713843,,3,,POINT (-45.8713843 -23.190966)
1437681463,-23.1903612,-45.8720165,,3,,POINT (-45.8720165 -23.1903612)
1437681464,-23.1900109,-45.8716238,traffic_signals,3,,POINT (-45.8716238 -23.1900109)
1437681466,-23.1883122,-45.8724743,,3,,POINT (-45.8724743 -23.1883122)
1437681468,-23.1877748,-45.8711972,,4,,POINT (-45.8711972 -23.1877748)
1437681470,-23.1872914,-45.8695409,,3,,POINT (-45.8695409 -23.1872914)
1437681472,-23.1871289,-45.8684342,,4,,POINT (-45.8684342 -23.1871289)
1437681473,-23.1870653,-45.8680849,,3,,POINT (-45.8680849 -23.1870653)
1437681474,-23.1870318,-45.8679558,,3,,POINT (-45.8679558 -23.1870318)
1437681475,-23.1869295,-45.8675171,,3,,POINT (-45.8675171 -23.1869295)
1437681476,-23.1867423,-45.8669724,,3,,POINT (-45.8669724 -23.1867423)
1437681477,-23.1865935,-45.8661975,,3,,POINT (-45.8661975 -23.1865935)
1437681478,-23.186383,-45.8653448,,1,,POINT (-45.8653448 -23.186383)
1437681479,-23.1913822,-45.869431,,3,,POINT (-45.869431 -23.1913822)
1437681480,-23.1903842,-45.8699379,,4,,POINT (-45.8699379 -23.1903842)
1437681482,-23.1876748,-45.8718186,,3,,POINT (-45.8718186 -23.1876748)
1437681483,-23.1874953,-45.8713696,,3,,POINT (-45.8713696 -23.1874953)
1437681484,-23.1868506,-45.871661,,3,,POINT (-45.871661 -23.1868506)
1437681489,-23.1864025,-45.8700977,,3,,POINT (-45.8700977 -23.1864025)
1437681490,-23.1866025,-45.8700354,,1,,POINT (-45.8700354 -23.1866025)
1437681492,-23.1860222,-45.8701006,,3,,POINT (-45.8701006 -23.1860222)
1437681493,-23.1858421,-45.8701205,,3,,POINT (-45.8701205 -23.1858421)
1437681494,-23.1851228,-45.8701194,,3,,POINT (-45.8701194 -23.1851228)
1437681497,-23.1860136,-45.8702057,,3,,POINT (-45.8702057 -23.1860136)
1437681500,-23.1863343,-45.8698616,,3,,POINT (-45.8698616 -23.1863343)
1437681501,-23.1863226,-45.8686048,,3,,POINT (-45.8686048 -23.1863226)
1437681504,-23.1893433,-45.8673827,,4,,POINT (-45.8673827 -23.1893433)
1437681506,-23.1880641,-45.8680079,,3,,POINT (-45.8680079 -23.1880641)
1437681510,-23.1889318,-45.8660319,,3,,POINT (-45.8660319 -23.1889318)
1437681512,-23.1872264,-45.8667574,,3,,POINT (-45.8667574 -23.1872264)
1437681514,-23.1879714,-45.8676715,,2,,POINT (-45.8676715 -23.1879714)
1437681516,-23.1882084,-45.8668884,,2,,POINT (-45.8668884 -23.1882084)
1437681517,-23.1887331,-45.8666785,turning_circle,1,,POINT (-45.8666785 -23.1887331)
1437681519,-23.1875917,-45.8678538,,1,,POINT (-45.8678538 -23.1875917)
1437681520,-23.187464,-45.8672924,,1,,POINT (-45.8672924 -23.187464)
1437681523,-23.1850257,-45.8682652,,3,,POINT (-45.8682652 -23.1850257)
1437683874,-23.184696,-45.8697721,,3,,POINT (-45.8697721 -23.184696)
1437683883,-23.1824921,-45.8701457,,3,,POINT (-45.8701457 -23.1824921)
1437683885,-23.1819882,-45.8705205,traffic_signals,3,,POINT (-45.8705205 -23.1819882)
1437683887,-23.1863226,-45.8694856,,3,,POINT (-45.8694856 -23.1863226)
1437683888,-23.1845686,-45.8689591,,3,,POINT (-45.8689591 -23.1845686)
1437683889,-23.1863226,-45.868883,,3,,POINT (-45.868883 -23.1863226)
1437683912,-23.1872533,-45.8692293,,3,,POINT (-45.8692293 -23.1872533)
1437683918,-23.1866549,-45.8685521,,3,,POINT (-45.8685521 -23.1866549)
1437683924,-23.1864778,-45.8657405,,3,,POINT (-45.8657405 -23.1864778)
1437683926,-23.1872766,-45.8655757,,3,,POINT (-45.8655757 -23.1872766)
1437683927,-23.1871366,-45.86464,,1,,POINT (-45.86464 -23.1871366)
1437689817,-23.1919238,-45.8650608,,3,,POINT (-45.8650608 -23.1919238)
1437698178,-23.1918548,-45.8657795,,3,,POINT (-45.8657795 -23.1918548)
1437698184,-23.1915972,-45.865258,,3,,POINT (-45.865258 -23.1915972)
1437698186,-23.1913291,-45.8647237,,3,,POINT (-45.8647237 -23.1913291)
1437698195,-23.190135,-45.8661401,,3,,POINT (-45.8661401 -23.190135)
1437698197,-23.1899626,-45.8655707,,3,,POINT (-45.8655707 -23.1899626)
1437713702,-23.18263,-45.8709806,,3,,POINT (-45.8709806 -23.18263)
1437713708,-23.1810768,-45.8698135,,3,,POINT (-45.8698135 -23.1810768)
1437713722,-23.1807792,-45.8686074,,3,,POINT (-45.8686074 -23.1807792)
1437713750,-23.1848008,-45.8630695,,4,,POINT (-45.8630695 -23.1848008)
1437713760,-23.1842408,-45.8601818,,4,,POINT (-45.8601818 -23.1842408)
1437713763,-23.1840826,-45.8596894,,3,,POINT (-45.8596894 -23.1840826)
1437713779,-23.1803184,-45.8682178,traffic_signals,3,,POINT (-45.8682178 -23.1803184)
1437753901,-23.202959,-45.8849352,,3,,POINT (-45.8849352 -23.202959)
1437753929,-23.2025799,-45.8837222,,3,,POINT (-45.8837222 -23.2025799)
1437753956,-23.2026427,-45.8837852,,3,,POINT (-45.8837852 -23.2026427)
1437753981,-23.2014391,-45.8854039,,3,,POINT (-45.8854039 -23.2014391)
1437755694,-23.2025472,-45.8834781,,3,,POINT (-45.8834781 -23.2025472)
1437755724,-23.2002665,-45.8849597,,1,,POINT (-45.8849597 -23.2002665)
1438307087,-23.1921254,-45.8760415,,3,,POINT (-45.8760415 -23.1921254)
1438307092,-23.1932984,-45.87601,,3,,POINT (-45.87601 -23.1932984)
1438314860,-23.1935577,-45.8825402,,3,,POINT (-45.8825402 -23.1935577)
1438314861,-23.1926229,-45.8829044,,1,,POINT (-45.8829044 -23.1926229)
1438325801,-23.1885652,-45.8786126,,3,,POINT (-45.8786126 -23.1885652)
1438333450,-23.1903136,-45.86673,,4,,POINT (-45.86673 -23.1903136)
1438342455,-23.1863309,-45.8710064,,3,,POINT (-45.8710064 -23.1863309)
1438342458,-23.1850499,-45.8703995,,4,,POINT (-45.8703995 -23.1850499)
1438342462,-23.183694,-45.8705771,,4,,POINT (-45.8705771 -23.183694)
1438347858,-23.1849219,-45.8710252,,4,,POINT (-45.8710252 -23.1849219)
1438347870,-23.1861524,-45.8716168,traffic_signals,4,,POINT (-45.8716168 -23.1861524)
1438347883,-23.1854507,-45.8756746,,4,,POINT (-45.8756746 -23.1854507)
1438347885,-23.1852009,-45.8768626,,3,,POINT (-45.8768626 -23.1852009)
1438352276,-23.1838619,-45.8697005,,3,,POINT (-45.8697005 -23.1838619)
1438352277,-23.1835739,-45.8711876,traffic_signals,3,,POINT (-45.8711876 -23.1835739)
1438352278,-23.1838072,-45.8699859,,3,,POINT (-45.8699859 -23.1838072)
1438352279,-23.1827563,-45.869729,,3,,POINT (-45.869729 -23.1827563)
1438434273,-23.1942531,-45.8711792,,3,,POINT (-45.8711792 -23.1942531)
1438434274,-23.1944362,-45.8710601,,3,,POINT (-45.8710601 -23.1944362)
1438523198,-23.1879203,-45.8595114,,3,,POINT (-45.8595114 -23.1879203)
1438523213,-23.185394,-45.8627883,,3,,POINT (-45.8627883 -23.185394)
1438523214,-23.189846,-45.8558777,,3,,POINT (-45.8558777 -23.189846)
1439268310,-23.1882145,-45.8790375,,3,,POINT (-45.8790375 -23.1882145)
1439268313,-23.1885398,-45.8790832,,3,,POINT (-45.8790832 -23.1885398)
1439268315,-23.1887634,-45.8789298,,4,,POINT (-45.8789298 -23.1887634)
1439268320,-23.1879323,-45.8800009,,3,,POINT (-45.8800009 -23.1879323)
1439268322,-23.1879328,-45.8786558,,3,,POINT (-45.8786558 -23.1879328)
1439268325,-23.187663,-45.8786384,,3,,POINT (-45.8786384 -23.187663)
1439268342,-23.1843337,-45.8777508,,3,,POINT (-45.8777508 -23.1843337)
1439268867,-23.1815827,-45.8769507,,3,,POINT (-45.8769507 -23.1815827)
1439268883,-23.1815221,-45.8773587,,3,,POINT (-45.8773587 -23.1815221)
1439285771,-23.1886123,-45.8779448,,3,,POINT (-45.8779448 -23.1886123)
1439285775,-23.1870729,-45.8777013,,3,,POINT (-45.8777013 -23.1870729)
1439285794,-23.1813014,-45.8764923,,3,,POINT (-45.8764923 -23.1813014)
1439285800,-23.1885441,-45.8750656,,3,,POINT (-45.8750656 -23.1885441)
1439285801,-23.1880725,-45.8749623,,3,,POINT (-45.8749623 -23.1880725)
1439285809,-23.1793827,-45.8731722,,3,,POINT (-45.8731722 -23.1793827)
1439285812,-23.1874498,-45.8770226,,3,,POINT (-45.8770226 -23.1874498)
1439285813,-23.1878561,-45.8761806,,4,,POINT (-45.8761806 -23.1878561)
1439285829,-23.1886398,-45.8771321,,3,,POINT (-45.8771321 -23.1886398)
1439285840,-23.1794828,-45.8752643,,3,,POINT (-45.8752643 -23.1794828)
1439285847,-23.1773694,-45.8738746,,4,,POINT (-45.8738746 -23.1773694)
1439289525,-23.1843951,-45.8754921,,3,,POINT (-45.8754921 -23.1843951)
1439289527,-23.1839903,-45.8754158,,3,,POINT (-45.8754158 -23.1839903)
1439289530,-23.1797845,-45.8745502,,4,,POINT (-45.8745502 -23.1797845)
1439289548,-23.1885923,-45.8757197,,3,,POINT (-45.8757197 -23.1885923)
1439289550,-23.1845302,-45.8748713,,3,,POINT (-45.8748713 -23.1845302)
1439289563,-23.1846431,-45.874254,,3,,POINT (-45.874254 -23.1846431)
1439289576,-23.1841807,-45.8741574,,3,,POINT (-45.8741574 -23.1841807)
1439289581,-23.1884966,-45.8741923,,3,,POINT (-45.8741923 -23.1884966)
1439289583,-23.1858069,-45.873648,,4,,POINT (-45.873648 -23.1858069)
1439289589,-23.1797428,-45.8724441,,3,,POINT (-45.8724441 -23.1797428)
1439289595,-23.1863668,-45.87461,,3,,POINT (-45.87461 -23.1863668)
1439289604,-23.185752,-45.8739704,,3,,POINT (-45.8739704 -23.185752)
1439289612,-23.1885012,-45.8742528,,3,,POINT (-45.8742528 -23.1885012)
1439300025,-23.188316,-45.8733768,,3,,POINT (-45.8733768 -23.188316)
1439300037,-23.1874387,-45.8733686,,3,,POINT (-45.8733686 -23.1874387)
1439300041,-23.1823862,-45.8723233,,3,,POINT (-45.8723233 -23.1823862)
1439300042,-23.1821678,-45.8722785,,3,,POINT (-45.8722785 -23.1821678)
1439300045,-23.1800634,-45.8718349,,4,,POINT (-45.8718349 -23.1800634)
1439300058,-23.1825896,-45.8711414,,4,,POINT (-45.8711414 -23.1825896)
1439300060,-23.1810998,-45.8708646,,1,,POINT (-45.8708646 -23.1810998)
1439300064,-23.1827324,-45.8759437,,3,,POINT (-45.8759437 -23.1827324)
1439300068,-23.1829915,-45.8745627,,3,,POINT (-45.8745627 -23.1829915)
1439300071,-23.1839915,-45.8762111,,3,,POINT (-45.8762111 -23.1839915)
1439300072,-23.1841539,-45.8754385,,3,,POINT (-45.8754385 -23.1841539)
1439300073,-23.1843996,-45.8742037,,3,,POINT (-45.8742037 -23.1843996)
1439300074,-23.1820655,-45.8728904,,3,,POINT (-45.8728904 -23.1820655)
1439300077,-23.1817864,-45.8757499,,3,,POINT (-45.8757499 -23.1817864)
1439300082,-23.182281,-45.8729349,,3,,POINT (-45.8729349 -23.182281)
1439300087,-23.1817722,-45.8703399,traffic_signals,3,,POINT (-45.8703399 -23.1817722)
1439300094,-23.180716,-45.8762087,,4,,POINT (-45.8762087 -23.180716)
1439300101,-23.1791041,-45.8737702,,3,,POINT (-45.8737702 -23.1791041)
1439300102,-23.1861393,-45.8772573,,3,,POINT (-45.8772573 -23.1861393)
1439300110,-23.1866503,-45.8746686,,3,,POINT (-45.8746686 -23.1866503)
1439300119,-23.1873334,-45.8739477,,3,,POINT (-45.8739477 -23.1873334)
1439313243,-23.1793917,-45.8744584,,3,,POINT (-45.8744584 -23.1793917)
1439313253,-23.1790339,-45.8739676,,3,,POINT (-45.8739676 -23.1790339)
1439313255,-23.1805132,-45.8759424,,1,,POINT (-45.8759424 -23.1805132)
1439313267,-23.1788203,-45.8751628,,4,,POINT (-45.8751628 -23.1788203)
1439313305,-23.1797201,-45.8748197,,3,,POINT (-45.8748197 -23.1797201)
1439313314,-23.1800613,-45.8753299,,3,,POINT (-45.8753299 -23.1800613)
1439317033,-23.1781107,-45.8733932,,3,,POINT (-45.8733932 -23.1781107)
1439317047,-23.1797799,-45.8712602,,1,,POINT (-45.8712602 -23.1797799)
1439317077,-23.177509,-45.8736856,,3,,POINT (-45.8736856 -23.177509)
1439318808,-23.1766129,-45.8756102,traffic_signals,3,,POINT (-45.8756102 -23.1766129)
1439318814,-23.1777634,-45.8755366,,3,,POINT (-45.8755366 -23.1777634)
1439318817,-23.1771619,-45.8749359,,3,,POINT (-45.8749359 -23.1771619)
1439318819,-23.1769246,-45.8743603,traffic_signals,3,,POINT (-45.8743603 -23.1769246)
1439318821,-23.1765935,-45.8746622,traffic_signals,3,,POINT (-45.8746622 -23.1765935)
1439318824,-23.1762877,-45.875323,traffic_signals,4,,POINT (-45.875323 -23.1762877)
1439325091,-23.1828483,-45.8771049,,3,,POINT (-45.8771049 -23.1828483)
1439325094,-23.1814629,-45.8766,,3,,POINT (-45.8766 -23.1814629)
1439325095,-23.1809288,-45.8762249,,3,,POINT (-45.8762249 -23.1809288)
1439325098,-23.1807902,-45.8759468,,4,,POINT (-45.8759468 -23.1807902)
1439325102,-23.1814845,-45.8764279,,3,,POINT (-45.8764279 -23.1814845)
1439325104,-23.1805757,-45.8761145,,3,,POINT (-45.8761145 -23.1805757)
1439325109,-23.1790663,-45.8759707,,3,,POINT (-45.8759707 -23.1790663)
1439325112,-23.1780169,-45.8756895,,3,,POINT (-45.8756895 -23.1780169)
1439325113,-23.179075,-45.8757477,,3,,POINT (-45.8757477 -23.179075)
1439325131,-23.1800433,-45.8783143,,3,,POINT (-45.8783143 -23.1800433)
1439332935,-23.1749716,-45.8769431,,3,,POINT (-45.8769431 -23.1749716)
1439332936,-23.1756698,-45.8757671,,3,,POINT (-45.8757671 -23.1756698)
1439332939,-23.1764502,-45.8743484,,3,,POINT (-45.8743484 -23.1764502)
1439332941,-23.1766177,-45.8739527,,3,,POINT (-45.8739527 -23.1766177)
1439332944,-23.1770359,-45.8733382,,3,,POINT (-45.8733382 -23.1770359)
1439332947,-23.1780666,-45.8724591,,3,,POINT (-45.8724591 -23.1780666)
1439332954,-23.1747854,-45.8755794,,1,,POINT (-45.8755794 -23.1747854)
1439332967,-23.1758055,-45.8744866,,3,,POINT (-45.8744866 -23.1758055)
1439332969,-23.1758665,-45.8742025,,3,,POINT (-45.8742025 -23.1758665)
1439332972,-23.1761037,-45.8730984,,3,,POINT (-45.8730984 -23.1761037)
1439332995,-23.1751363,-45.8736145,,3,,POINT (-45.8736145 -23.1751363)
1439333011,-23.1750206,-45.8742956,,3,,POINT (-45.8742956 -23.1750206)
1439345505,-23.1772628,-45.8737865,,3,,POINT (-45.8737865 -23.1772628)
1439345520,-23.1763309,-45.8750156,,3,,POINT (-45.8750156 -23.1763309)
1439345527,-23.1750064,-45.8769831,,3,,POINT (-45.8769831 -23.1750064)
1439345611,-23.1767594,-45.8746362,traffic_signals,4,,POINT (-45.8746362 -23.1767594)
1439345615,-23.1795268,-45.8683898,,3,,POINT (-45.8683898 -23.1795268)
1439484624,-23.188133,-45.8742675,,3,,POINT (-45.8742675 -23.188133)
1439484656,-23.1881411,-45.8741189,,3,,POINT (-45.8741189 -23.1881411)
1439484717,-23.1861122,-45.8718409,,3,,POINT (-45.8718409 -23.1861122)
1439509023,-23.1789188,-45.8743395,,4,,POINT (-45.8743395 -23.1789188)
1439588607,-23.1855946,-45.8782787,,3,,POINT (-45.8782787 -23.1855946)
1439588610,-23.1852129,-45.8779706,,3,,POINT (-45.8779706 -23.1852129)
1439588614,-23.1857542,-45.8782453,,3,,POINT (-45.8782453 -23.1857542)
1439588616,-23.1859713,-45.8781089,,3,,POINT (-45.8781089 -23.1859713)
1439588618,-23.1862839,-45.8781994,,3,,POINT (-45.8781994 -23.1862839)
1439588625,-23.1854568,-45.8788027,,3,,POINT (-45.8788027 -23.1854568)
1439588627,-23.1854597,-45.8790281,,3,,POINT (-45.8790281 -23.1854597)
1439588628,-23.1863401,-45.8800072,,3,,POINT (-45.8800072 -23.1863401)
1439588629,-23.1860353,-45.8795415,,3,,POINT (-45.8795415 -23.1860353)
1439588631,-23.185185,-45.8788688,,3,,POINT (-45.8788688 -23.185185)
1439588636,-23.1814913,-45.8778702,,3,,POINT (-45.8778702 -23.1814913)
1439588640,-23.181519,-45.8775999,,3,,POINT (-45.8775999 -23.181519)
1439588643,-23.1808421,-45.8777548,,1,,POINT (-45.8777548 -23.1808421)
1439588647,-23.1830458,-45.8869222,,4,,POINT (-45.8869222 -23.1830458)
1439588648,-23.1832145,-45.8879075,,3,,POINT (-45.8879075 -23.1832145)
1439599458,-23.1864013,-45.880037,,3,,POINT (-45.880037 -23.1864013)
1439599463,-23.1866506,-45.8799655,,3,,POINT (-45.8799655 -23.1866506)
1439599466,-23.187255,-45.8803271,,3,,POINT (-45.8803271 -23.187255)
1439599475,-23.1873364,-45.8795887,,3,,POINT (-45.8795887 -23.1873364)
1439609640,-23.1866753,-45.8834865,traffic_signals,4,,POINT (-45.8834865 -23.1866753)
1439609651,-23.1871975,-45.8862457,traffic_signals,4,,POINT (-45.8862457 -23.1871975)
1439609654,-23.1854308,-45.8830417,,3,,POINT (-45.8830417 -23.1854308)
1439609655,-23.186097,-45.887398,traffic_signals,4,,POINT (-45.887398 -23.186097)
1439609656,-23.1862209,-45.8883207,traffic_signals,3,,POINT (-45.8883207 -23.1862209)
1439609667,-23.1865405,-45.8827829,,3,,POINT (-45.8827829 -23.1865405)
1439609672,-23.1823926,-45.8832507,traffic_signals,4,,POINT (-45.8832507 -23.1823926)
1439609681,-23.1864241,-45.8821772,,4,,POINT (-45.8821772 -23.1864241)
1439609683,-23.1875287,-45.8818729,,3,,POINT (-45.8818729 -23.1875287)
1439609705,-23.18847,-45.8843719,,3,,POINT (-45.8843719 -23.18847)
1439609711,-23.188127,-45.8819094,,3,,POINT (-45.8819094 -23.188127)
1439609719,-23.188703,-45.8830068,,3,,POINT (-45.8830068 -23.188703)
1439609725,-23.1895399,-45.8824032,,3,,POINT (-45.8824032 -23.1895399)
1439609731,-23.189567,-45.882591,,3,,POINT (-45.882591 -23.189567)
1439609736,-23.1897331,-45.8825293,,3,,POINT (-45.8825293 -23.1897331)
1439609749,-23.1914219,-45.8832782,,3,,POINT (-45.8832782 -23.1914219)
1439609764,-23.1928714,-45.8845299,,3,,POINT (-45.8845299 -23.1928714)
1439609767,-23.1920506,-45.8845882,,3,,POINT (-45.8845882 -23.1920506)
1439609769,-23.1907965,-45.8834988,,3,,POINT (-45.8834988 -23.1907965)
1439609775,-23.1874777,-45.8846232,traffic_signals,4,,POINT (-45.8846232 -23.1874777)
1439614401,-23.1789401,-45.8893233,,3,,POINT (-45.8893233 -23.1789401)
1439614412,-23.1745343,-45.8902301,,3,,POINT (-45.8902301 -23.1745343)
1439631002,-23.1803234,-45.886982,,3,,POINT (-45.886982 -23.1803234)
1439631004,-23.1800141,-45.8870408,,3,,POINT (-45.8870408 -23.1800141)
1439631005,-23.1796326,-45.8871141,,3,,POINT (-45.8871141 -23.1796326)
1439631007,-23.1793466,-45.8872321,,3,,POINT (-45.8872321 -23.1793466)
1439631008,-23.1791252,-45.8873113,,3,,POINT (-45.8873113 -23.1791252)
1439631011,-23.179958,-45.887388,,4,,POINT (-45.887388 -23.179958)
1439631012,-23.180341,-45.8883031,traffic_signals,3,,POINT (-45.8883031 -23.180341)
1439631014,-23.1790437,-45.8871041,,3,,POINT (-45.8871041 -23.1790437)
1439639758,-23.1743484,-45.8858426,traffic_signals,4,,POINT (-45.8858426 -23.1743484)
1439649467,-23.1745116,-45.8881654,traffic_signals,4,,POINT (-45.8881654 -23.1745116)
1439649482,-23.1755805,-45.8884539,,3,,POINT (-45.8884539 -23.1755805)
1439649489,-23.1756547,-45.8888224,,3,,POINT (-45.8888224 -23.1756547)
1439649503,-23.1750032,-45.8898335,,3,,POINT (-45.8898335 -23.1750032)
1439649519,-23.175724,-45.8909496,,3,,POINT (-45.8909496 -23.175724)
1439649523,-23.1755473,-45.8907699,traffic_signals,4,,POINT (-45.8907699 -23.1755473)
1439649533,-23.1747924,-45.890031,,3,,POINT (-45.890031 -23.1747924)
1439652962,-23.1814077,-45.887221,traffic_signals,4,,POINT (-45.887221 -23.1814077)
1440317839,-23.196691,-45.8851534,,3,,POINT (-45.8851534 -23.196691)
1440317845,-23.1955005,-45.8844992,,3,,POINT (-45.8844992 -23.1955005)
1440317848,-23.1959711,-45.8848775,,3,,POINT (-45.8848775 -23.1959711)
1440317850,-23.1958599,-45.8850083,,3,,POINT (-45.8850083 -23.1958599)
1440323027,-23.1946424,-45.8848907,,4,,POINT (-45.8848907 -23.1946424)
1440323028,-23.1947061,-45.884525,,1,,POINT (-45.884525 -23.1947061)
1440323067,-23.1922572,-45.8838734,turning_circle,1,,POINT (-45.8838734 -23.1922572)
1440323076,-23.1826054,-45.8844706,,4,,POINT (-45.8844706 -23.1826054)
1440323079,-23.1801497,-45.8850904,traffic_signals,4,,POINT (-45.8850904 -23.1801497)
1440323083,-23.1757403,-45.8854376,,4,,POINT (-45.8854376 -23.1757403)
1440328247,-23.17434,-45.8855935,,3,,POINT (-45.8855935 -23.17434)
1440330409,-23.1750435,-45.886004,,3,,POINT (-45.886004 -23.1750435)
1440330423,-23.1750412,-45.8855272,,3,,POINT (-45.8855272 -23.1750412)
1440336161,-23.1786585,-45.8779143,,3,,POINT (-45.8779143 -23.1786585)
1440336164,-23.1789211,-45.8770275,,2,,POINT (-45.8770275 -23.1789211)
1440338574,-23.1771148,-45.876702,,4,,POINT (-45.876702 -23.1771148)
1440338575,-23.1756462,-45.8768429,,3,,POINT (-45.8768429 -23.1756462)
1440338577,-23.1766908,-45.8809933,,4,,POINT (-45.8809933 -23.1766908)
1440338578,-23.1769629,-45.8820546,,4,,POINT (-45.8820546 -23.1769629)
1440338579,-23.1772117,-45.8854018,,3,,POINT (-45.8854018 -23.1772117)
1440338580,-23.1746081,-45.8786011,,1,,POINT (-45.8786011 -23.1746081)
1440338581,-23.1752611,-45.8811394,,4,,POINT (-45.8811394 -23.1752611)
1440338583,-23.1757761,-45.8861233,,4,,POINT (-45.8861233 -23.1757761)
1440340047,-23.1750176,-45.8844515,,3,,POINT (-45.8844515 -23.1750176)
1440340052,-23.1748696,-45.8822186,,3,,POINT (-45.8822186 -23.1748696)
1440340057,-23.1741075,-45.8822919,,3,,POINT (-45.8822919 -23.1741075)
1440340058,-23.1755103,-45.8821621,,4,,POINT (-45.8821621 -23.1755103)
1440340059,-23.1795395,-45.8818172,,3,,POINT (-45.8818172 -23.1795395)
1440348076,-23.1741856,-45.8834135,,3,,POINT (-45.8834135 -23.1741856)
1440348077,-23.177055,-45.8831753,,4,,POINT (-45.8831753 -23.177055)
1440348078,-23.1785022,-45.8830279,,4,,POINT (-45.8830279 -23.1785022)
1440348079,-23.1797511,-45.8829185,,3,,POINT (-45.8829185 -23.1797511)
1440348080,-23.1752034,-45.8888744,,1,,POINT (-45.8888744 -23.1752034)
1440348081,-23.1758419,-45.8884993,,3,,POINT (-45.8884993 -23.1758419)
1440348082,-23.1759997,-45.8885313,turning_circle,1,,POINT (-45.8885313 -23.1759997)
1440348083,-23.1758663,-45.8887253,,3,,POINT (-45.8887253 -23.1758663)
1440348086,-23.1765392,-45.8884316,,4,,POINT (-45.8884316 -23.1765392)
1440348087,-23.1765813,-45.888414,,4,,POINT (-45.888414 -23.1765813)
1440348089,-23.1783205,-45.8876786,,3,,POINT (-45.8876786 -23.1783205)
1440348090,-23.1787572,-45.8874848,,3,,POINT (-45.8874848 -23.1787572)
1440348129,-23.1744064,-45.886617,,3,,POINT (-45.886617 -23.1744064)
1440348133,-23.176982,-45.8865581,,3,,POINT (-45.8865581 -23.176982)
1440348138,-23.1766839,-45.8877958,,3,,POINT (-45.8877958 -23.1766839)
1440348139,-23.1765191,-45.8879386,,4,,POINT (-45.8879386 -23.1765191)
1440348144,-23.176601,-45.8881775,,3,,POINT (-45.8881775 -23.176601)
1440348151,-23.1744536,-45.8873801,,3,,POINT (-45.8873801 -23.1744536)
1440348155,-23.1793007,-45.8881947,,3,,POINT (-45.8881947 -23.1793007)
1440348156,-23.1791763,-45.8882631,,3,,POINT (-45.8882631 -23.1791763)
1440348158,-23.1760146,-45.8895128,,3,,POINT (-45.8895128 -23.1760146)
1440348160,-23.1773046,-45.8909027,,3,,POINT (-45.8909027 -23.1773046)
1440348162,-23.1765745,-45.8911418,,3,,POINT (-45.8911418 -23.1765745)
1440348185,-23.1801967,-45.8882099,traffic_signals,3,,POINT (-45.8882099 -23.1801967)
1440351374,-23.1793467,-45.8883233,,3,,POINT (-45.8883233 -23.1793467)
1440351382,-23.1797983,-45.8884818,,3,,POINT (-45.8884818 -23.1797983)
1440356088,-23.1758757,-45.886153,,3,,POINT (-45.886153 -23.1758757)
1440356089,-23.1802308,-45.8855803,,3,,POINT (-45.8855803 -23.1802308)
