osmid,y,x,street_count,highway,railway,geometry
442053899,-22.9065891,-43.2386148,3,,,POINT (-43.2386148 -22.9065891)
442053982,-22.9073488,-43.2376854,3,,,POINT (-43.2376854 -22.9073488)
442054304,-22.9092488,-43.2262579,4,,,POINT (-43.2262579 -22.9092488)
442125991,-22.9059478,-43.2395063,3,,,POINT (-43.2395063 -22.9059478)
442126591,-22.9028234,-43.2411114,3,,,POINT (-43.2411114 -22.9028234)
442126686,-22.9045448,-43.2402557,4,,,POINT (-43.2402557 -22.9045448)
442126747,-22.9045119,-43.241078,3,,,POINT (-43.241078 -22.9045119)
442127246,-22.9036166,-43.2426635,3,,,POINT (-43.2426635 -22.9036166)
442127499,-22.8991307,-43.2441769,4,,,POINT (-43.2441769 -22.8991307)
442127500,-22.8999788,-43.2442449,4,,,POINT (-43.2442449 -22.8999788)
442127507,-22.9025045,-43.2440687,3,,,POINT (-43.2440687 -22.9025045)
442127679,-22.8980128,-43.2485923,3,,,POINT (-43.2485923 -22.8980128)
442127680,-22.9006824,-43.2470589,3,,,POINT (-43.2470589 -22.9006824)
442128811,-22.8976126,-43.2477924,3,,,POINT (-43.2477924 -22.8976126)
442128815,-22.8983034,-43.2491731,3,,,POINT (-43.2491731 -22.8983034)
442129058,-22.8975506,-43.2494347,3,,,POINT (-43.2494347 -22.8975506)
442129059,-22.9009008,-43.2482895,3,,,POINT (-43.2482895 -22.9009008)
442129734,-22.8995434,-43.2416628,1,,,POINT (-43.2416628 -22.8995434)
442129735,-22.8996863,-43.2422712,3,,,POINT (-43.2422712 -22.8996863)
442129736,-22.8997531,-43.2426844,3,,,POINT (-43.2426844 -22.8997531)
448709956,-22.9114014,-43.186768,4,,,POINT (-43.186768 -22.9114014)
448709965,-22.9100238,-43.1872813,3,,,POINT (-43.1872813 -22.9100238)
448709996,-22.9122711,-43.1864492,4,,,POINT (-43.1864492 -22.9122711)
448710006,-22.9124518,-43.1863825,4,,,POINT (-43.1863825 -22.9124518)
448710011,-22.9131902,-43.1861036,3,,,POINT (-43.1861036 -22.9131902)
448710020,-22.9144119,-43.183938,3,,,POINT (-43.183938 -22.9144119)
448811948,-22.9129417,-43.1911235,3,,,POINT (-43.1911235 -22.9129417)
448811955,-22.9124359,-43.192116,3,,,POINT (-43.192116 -22.9124359)
448811975,-22.9161347,-43.1894968,3,,,POINT (-43.1894968 -22.9161347)
448816568,-22.9106743,-43.1870402,3,,,POINT (-43.1870402 -22.9106743)
448816570,-22.911621,-43.1882955,3,,,POINT (-43.1882955 -22.911621)
448816577,-22.9149753,-43.1874283,3,,,POINT (-43.1874283 -22.9149753)
448816578,-22.9149413,-43.1870319,3,,,POINT (-43.1870319 -22.9149413)
448816579,-22.9149406,-43.186812,4,,,POINT (-43.186812 -22.9149406)
448816588,-22.9111197,-43.1883026,4,,,POINT (-43.1883026 -22.9111197)
448816604,-22.9151798,-43.1882487,3,crossing,,POINT (-43.1882487 -22.9151798)
448816617,-22.9182947,-43.1875254,3,,,POINT (-43.1875254 -22.9182947)
448817586,-22.9177994,-43.1806657,3,,,POINT (-43.1806657 -22.9177994)
451098689,-22.8967711,-43.1870907,3,,,POINT (-43.1870907 -22.8967711)
451098768,-22.9018204,-43.1918979,3,,,POINT (-43.1918979 -22.9018204)
451098834,-22.9024207,-43.1937432,3,,,POINT (-43.1937432 -22.9024207)
451098839,-22.9010341,-43.192655,3,,,POINT (-43.192655 -22.9010341)
451131937,-22.8996567,-43.1885919,4,,,POINT (-43.1885919 -22.8996567)
451131938,-22.8972773,-43.1960717,4,,,POINT (-43.1960717 -22.8972773)
451131939,-22.8950344,-43.196445,3,,,POINT (-43.196445 -22.8950344)
451131953,-22.8983593,-43.1883184,3,,,POINT (-43.1883184 -22.8983593)
451131956,-22.8988911,-43.1891751,1,,,POINT (-43.1891751 -22.8988911)
451131957,-22.8979542,-43.1895189,3,,,POINT (-43.1895189 -22.8979542)
451131958,-22.8986011,-43.1892917,3,,,POINT (-43.1892917 -22.8986011)
451131959,-22.899239,-43.1890323,1,,,POINT (-43.1890323 -22.899239)
451131963,-22.8986895,-43.1897369,3,,,POINT (-43.1897369 -22.8986895)
451131976,-22.9000916,-43.1935311,3,,,POINT (-43.1935311 -22.9000916)
451131983,-22.8999823,-43.1947191,3,,,POINT (-43.1947191 -22.8999823)
451131986,-22.8987294,-43.1916842,3,,,POINT (-43.1916842 -22.8987294)
451131989,-22.8984867,-43.1910648,3,,,POINT (-43.1910648 -22.8984867)
451131994,-22.8973674,-43.1990603,3,,,POINT (-43.1990603 -22.8973674)
451132002,-22.8957839,-43.1953593,4,,,POINT (-43.1953593 -22.8957839)
451132006,-22.8963611,-43.1952557,4,,,POINT (-43.1952557 -22.8963611)
451132009,-22.8979294,-43.1976274,3,,,POINT (-43.1976274 -22.8979294)
451132018,-22.9007185,-43.19923,3,,,POINT (-43.19923 -22.9007185)
451132022,-22.894694,-43.1923274,3,,,POINT (-43.1923274 -22.894694)
451132023,-22.895015,-43.1936023,3,,,POINT (-43.1936023 -22.895015)
451204752,-22.8976124,-43.1874212,4,,,POINT (-43.1874212 -22.8976124)
451204875,-22.8975301,-43.1958675,3,,,POINT (-43.1958675 -22.8975301)
451204903,-22.8963552,-43.1945508,3,,,POINT (-43.1945508 -22.8963552)
451204907,-22.8961657,-43.1933387,4,,,POINT (-43.1933387 -22.8961657)
451204927,-22.8960856,-43.1917767,4,,,POINT (-43.1917767 -22.8960856)
451204935,-22.8951536,-43.1904866,3,,,POINT (-43.1904866 -22.8951536)
451204956,-22.8952358,-43.1921844,4,,,POINT (-43.1921844 -22.8952358)
451204963,-22.8954678,-43.1934924,4,,,POINT (-43.1934924 -22.8954678)
451204985,-22.8973459,-43.1931648,3,,,POINT (-43.1931648 -22.8973459)
451204995,-22.8970346,-43.1906717,3,,,POINT (-43.1906717 -22.8970346)
451205030,-22.8972249,-43.1894968,3,,,POINT (-43.1894968 -22.8972249)
451205045,-22.8974262,-43.1878258,3,,,POINT (-43.1878258 -22.8974262)
451205069,-22.8975467,-43.1882738,3,,,POINT (-43.1882738 -22.8975467)
451205099,-22.8978526,-43.193008,3,,,POINT (-43.193008 -22.8978526)
454457411,-22.9369253,-43.1837572,3,,,POINT (-43.1837572 -22.9369253)
454457437,-22.9432567,-43.1815574,3,,,POINT (-43.1815574 -22.9432567)
454457493,-22.9469485,-43.1857614,3,,,POINT (-43.1857614 -22.9469485)
454457495,-22.9468813,-43.1842113,3,,,POINT (-43.1842113 -22.9468813)
455608974,-22.9196522,-43.1790526,3,,,POINT (-43.1790526 -22.9196522)
455609012,-22.9180913,-43.1817109,3,,,POINT (-43.1817109 -22.9180913)
455609024,-22.9184497,-43.1777904,1,,,POINT (-43.1777904 -22.9184497)
455609028,-22.918291,-43.1788968,3,,,POINT (-43.1788968 -22.918291)
456681495,-22.9165835,-43.2501862,6,,,POINT (-43.2501862 -22.9165835)
456681498,-22.9234943,-43.2499125,4,,,POINT (-43.2499125 -22.9234943)
456681499,-22.9223571,-43.2476973,4,,,POINT (-43.2476973 -22.9223571)
461806420,-22.9307936,-43.186871,3,,,POINT (-43.186871 -22.9307936)
461806449,-22.9306129,-43.1864663,1,,,POINT (-43.1864663 -22.9306129)
471627229,-22.9398287,-43.1796716,3,,,POINT (-43.1796716 -22.9398287)
474371065,-22.9291564,-43.1793831,3,,,POINT (-43.1793831 -22.9291564)
476495714,-22.9131604,-43.1817351,4,,,POINT (-43.1817351 -22.9131604)
476497952,-22.9108623,-43.1989113,3,,,POINT (-43.1989113 -22.9108623)
476497953,-22.9110229,-43.1996673,4,,,POINT (-43.1996673 -22.9110229)
476504025,-22.921729,-43.2234349,3,,,POINT (-43.2234349 -22.921729)
476504026,-22.9244078,-43.2240705,3,,,POINT (-43.2240705 -22.9244078)
476504027,-22.923168,-43.2175777,3,,,POINT (-43.2175777 -22.923168)
476504028,-22.9211145,-43.2188209,4,,,POINT (-43.2188209 -22.9211145)
476504033,-22.9168773,-43.2371498,3,,,POINT (-43.2371498 -22.9168773)
476504034,-22.9209876,-43.2265861,3,,,POINT (-43.2265861 -22.9209876)
476504036,-22.9250512,-43.2258277,4,,,POINT (-43.2258277 -22.9250512)
476504037,-22.9208627,-43.2257969,4,,,POINT (-43.2257969 -22.9208627)
476504055,-22.9209528,-43.2449379,3,,,POINT (-43.2449379 -22.9209528)
476504077,-22.9246452,-43.2432037,3,,,POINT (-43.2432037 -22.9246452)
476504078,-22.9212958,-43.2456209,4,,,POINT (-43.2456209 -22.9212958)
476504079,-22.9252121,-43.2441676,3,,,POINT (-43.2441676 -22.9252121)
476504080,-22.9216751,-43.2463681,3,,,POINT (-43.2463681 -22.9216751)
476504082,-22.9181295,-43.239717,4,,,POINT (-43.239717 -22.9181295)
476504083,-22.9193859,-43.2339768,5,,,POINT (-43.2339768 -22.9193859)
476504088,-22.9265291,-43.2281688,4,,,POINT (-43.2281688 -22.9265291)
476504089,-22.9270795,-43.2273509,3,,,POINT (-43.2273509 -22.9270795)
476504091,-22.9270533,-43.2286912,3,,,POINT (-43.2286912 -22.9270533)
476504092,-22.9273922,-43.2292573,3,,,POINT (-43.2292573 -22.9273922)
476504095,-22.9282835,-43.2283731,3,,,POINT (-43.2283731 -22.9282835)
476504103,-22.9178117,-43.2415314,4,,,POINT (-43.2415314 -22.9178117)
476504104,-22.9168933,-43.2417608,4,,,POINT (-43.2417608 -22.9168933)
479010884,-22.9040527,-43.1745879,3,,,POINT (-43.1745879 -22.9040527)
479889053,-22.9060655,-43.1765496,3,,,POINT (-43.1765496 -22.9060655)
479889055,-22.9055051,-43.1769847,3,,,POINT (-43.1769847 -22.9055051)
479889056,-22.9045367,-43.1743036,3,,,POINT (-43.1743036 -22.9045367)
480009788,-22.9198808,-43.18826,3,,level_crossing,POINT (-43.18826 -22.9198808)
480105939,-22.9296719,-43.1965153,3,,,POINT (-43.1965153 -22.9296719)
480105997,-22.9300509,-43.1968079,3,,,POINT (-43.1968079 -22.9300509)
480106066,-22.9335647,-43.2000782,3,,,POINT (-43.2000782 -22.9335647)
480106071,-22.9336808,-43.2002948,3,,,POINT (-43.2002948 -22.9336808)
480112984,-22.9180052,-43.2199805,4,,,POINT (-43.2199805 -22.9180052)
480112988,-22.9203181,-43.2229319,4,,,POINT (-43.2229319 -22.9203181)
481590200,-22.9054545,-43.1757819,3,,,POINT (-43.1757819 -22.9054545)
481590205,-22.90493,-43.176033,4,,,POINT (-43.176033 -22.90493)
494555692,-22.9059944,-43.1906046,3,,,POINT (-43.1906046 -22.9059944)
494555791,-22.9065027,-43.1926055,3,,,POINT (-43.1926055 -22.9065027)
496161631,-22.8968137,-43.2235851,3,,,POINT (-43.2235851 -22.8968137)
496161633,-22.9003037,-43.225093,4,,,POINT (-43.225093 -22.9003037)
496161634,-22.8989038,-43.2256651,3,,,POINT (-43.2256651 -22.8989038)
496161635,-22.8961919,-43.2266958,3,,,POINT (-43.2266958 -22.8961919)
496161638,-22.8928694,-43.2276496,3,,,POINT (-43.2276496 -22.8928694)
496161639,-22.8918895,-43.2271364,3,,,POINT (-43.2271364 -22.8918895)
496161640,-22.8908839,-43.2265208,3,,,POINT (-43.2265208 -22.8908839)
496161643,-22.898722,-43.2232195,3,,,POINT (-43.2232195 -22.898722)
496161646,-22.8977406,-43.2244931,4,,,POINT (-43.2244931 -22.8977406)
496161658,-22.8967408,-43.2282845,4,,,POINT (-43.2282845 -22.8967408)
496161660,-22.8977377,-43.2278039,3,,,POINT (-43.2278039 -22.8977377)
496161661,-22.8955731,-43.2287989,3,,,POINT (-43.2287989 -22.8955731)
496161669,-22.8947122,-43.2198249,3,,,POINT (-43.2198249 -22.8947122)
496161670,-22.8919594,-43.2149862,5,,,POINT (-43.2149862 -22.8919594)
496161673,-22.8939988,-43.2241036,3,,,POINT (-43.2241036 -22.8939988)
496161679,-22.8947555,-43.2215672,4,,,POINT (-43.2215672 -22.8947555)
496161682,-22.8955849,-43.222379,3,,,POINT (-43.222379 -22.8955849)
496161685,-22.8920513,-43.2189203,3,,,POINT (-43.2189203 -22.8920513)
496161691,-22.902538,-43.2127881,3,,,POINT (-43.2127881 -22.902538)
496161692,-22.9045987,-43.2118496,3,,,POINT (-43.2118496 -22.9045987)
496161696,-22.9065515,-43.2110659,3,,,POINT (-43.2110659 -22.9065515)
496161698,-22.9028639,-43.2136264,3,,,POINT (-43.2136264 -22.9028639)
496161706,-22.9033993,-43.1981343,3,,,POINT (-43.1981343 -22.9033993)
496161709,-22.9037793,-43.195735,3,,,POINT (-43.195735 -22.9037793)
496161719,-22.905161,-43.2021863,3,,,POINT (-43.2021863 -22.905161)
496161726,-22.9044018,-43.202636,1,,,POINT (-43.202636 -22.9044018)
496161765,-22.9015192,-43.2104918,3,,,POINT (-43.2104918 -22.9015192)
496161780,-22.9083189,-43.1950555,4,,,POINT (-43.1950555 -22.9083189)
496161781,-22.9079784,-43.1940087,4,,,POINT (-43.1940087 -22.9079784)
496161783,-22.9096913,-43.1943718,3,,,POINT (-43.1943718 -22.9096913)
496161784,-22.9093949,-43.193513,3,,,POINT (-43.193513 -22.9093949)
496161818,-22.9168217,-43.1944402,4,,,POINT (-43.1944402 -22.9168217)
496161829,-22.9167928,-43.1952,3,,,POINT (-43.1952 -22.9167928)
496161849,-22.9167884,-43.1962111,3,,,POINT (-43.1962111 -22.9167884)
496161884,-22.9116403,-43.1898972,3,,,POINT (-43.1898972 -22.9116403)
496165922,-22.8924333,-43.2311659,3,,,POINT (-43.2311659 -22.8924333)
496165923,-22.892415,-43.2288092,3,,,POINT (-43.2288092 -22.892415)
496165926,-22.8937279,-43.2286661,3,,,POINT (-43.2286661 -22.8937279)
496165929,-22.8829549,-43.2251767,3,,,POINT (-43.2251767 -22.8829549)
496165932,-22.8849775,-43.2260486,3,,,POINT (-43.2260486 -22.8849775)
496165936,-22.8891574,-43.2279372,3,,,POINT (-43.2279372 -22.8891574)
496165938,-22.8944801,-43.2310968,3,,,POINT (-43.2310968 -22.8944801)
496165944,-22.8942012,-43.2286316,3,,,POINT (-43.2286316 -22.8942012)
496165947,-22.8942363,-43.2273751,4,,,POINT (-43.2273751 -22.8942363)
496165948,-22.8938933,-43.2265068,4,,,POINT (-43.2265068 -22.8938933)
496165949,-22.8928897,-43.2241684,3,,,POINT (-43.2241684 -22.8928897)
496190610,-22.9133012,-43.2425234,4,,,POINT (-43.2425234 -22.9133012)
496190653,-22.9131278,-43.242539,3,,,POINT (-43.242539 -22.9131278)
496330704,-22.9159904,-43.2470306,3,,,POINT (-43.2470306 -22.9159904)
496330721,-22.9121052,-43.2485549,3,,,POINT (-43.2485549 -22.9121052)
496330731,-22.9114125,-43.2467858,3,,,POINT (-43.2467858 -22.9114125)
498675191,-22.8990425,-43.1768088,3,,,POINT (-43.1768088 -22.8990425)
498681065,-22.8965313,-43.2030628,3,,,POINT (-43.2030628 -22.8965313)
498681066,-22.8977665,-43.2060668,3,,,POINT (-43.2060668 -22.8977665)
498681114,-22.8977857,-43.1993798,3,,,POINT (-43.1993798 -22.8977857)
498695255,-22.9213708,-43.1894429,4,,,POINT (-43.1894429 -22.9213708)
498695294,-22.9139695,-43.1818895,3,,,POINT (-43.1818895 -22.9139695)
498695295,-22.9163993,-43.1818686,3,,,POINT (-43.1818686 -22.9163993)
498695329,-22.9203168,-43.1870306,3,,,POINT (-43.1870306 -22.9203168)
498695345,-22.9187431,-43.1839758,1,,,POINT (-43.1839758 -22.9187431)
498695348,-22.9208389,-43.1890233,3,,,POINT (-43.1890233 -22.9208389)
498695353,-22.9211139,-43.1892338,3,,,POINT (-43.1892338 -22.9211139)
498695354,-22.92172,-43.188139,3,,,POINT (-43.188139 -22.92172)
498695367,-22.9222827,-43.1853615,1,,,POINT (-43.1853615 -22.9222827)
498695876,-22.9119547,-43.1952656,3,,,POINT (-43.1952656 -22.9119547)
498695878,-22.9116465,-43.1953082,4,,,POINT (-43.1953082 -22.9116465)
498695925,-22.9196078,-43.1847896,1,,,POINT (-43.1847896 -22.9196078)
498697979,-22.9157841,-43.1917812,3,,,POINT (-43.1917812 -22.9157841)
498697980,-22.9144391,-43.1911614,3,,,POINT (-43.1911614 -22.9144391)
498698559,-22.9186926,-43.1905988,3,,,POINT (-43.1905988 -22.9186926)
498698563,-22.9191708,-43.1893393,1,,,POINT (-43.1893393 -22.9191708)
498703208,-22.9146483,-43.2065986,3,,,POINT (-43.2065986 -22.9146483)
498703213,-22.9142307,-43.204937,3,,,POINT (-43.204937 -22.9142307)
498703217,-22.9137416,-43.2040203,3,,,POINT (-43.2040203 -22.9137416)
498703221,-22.9130919,-43.202989,3,,,POINT (-43.202989 -22.9130919)
498703224,-22.9188463,-43.2066691,3,,,POINT (-43.2066691 -22.9188463)
498703228,-22.9193101,-43.2087568,3,,,POINT (-43.2087568 -22.9193101)
498703230,-22.9149481,-43.2043181,3,,,POINT (-43.2043181 -22.9149481)
498703231,-22.9176029,-43.2048349,3,,,POINT (-43.2048349 -22.9176029)
498703274,-22.9196732,-43.2030943,3,,,POINT (-43.2030943 -22.9196732)
498703278,-22.9148287,-43.2030978,3,,,POINT (-43.2030978 -22.9148287)
498703283,-22.9180627,-43.2031509,3,,,POINT (-43.2031509 -22.9180627)
498703412,-22.9230197,-43.2086523,3,,,POINT (-43.2086523 -22.9230197)
498703425,-22.9166054,-43.2097451,3,,,POINT (-43.2097451 -22.9166054)
498703498,-22.9210468,-43.1969406,3,,,POINT (-43.1969406 -22.9210468)
498703502,-22.9226217,-43.1974643,3,,,POINT (-43.1974643 -22.9226217)
498703516,-22.9223253,-43.1973477,3,,,POINT (-43.1973477 -22.9223253)
498703525,-22.921938,-43.1972048,3,,,POINT (-43.1972048 -22.921938)
498703529,-22.9225439,-43.1956941,1,,,POINT (-43.1956941 -22.9225439)
498703552,-22.9229663,-43.1976092,3,,,POINT (-43.1976092 -22.9229663)
498703555,-22.9238359,-43.1981349,3,,,POINT (-43.1981349 -22.9238359)
498703556,-22.9242349,-43.1984527,3,,,POINT (-43.1984527 -22.9242349)
498703558,-22.9248401,-43.1989798,3,,,POINT (-43.1989798 -22.9248401)
498706674,-22.915647,-43.2082488,3,,,POINT (-43.2082488 -22.915647)
498706675,-22.9164338,-43.2076252,4,,,POINT (-43.2076252 -22.9164338)
498706676,-22.9180854,-43.2063693,3,,,POINT (-43.2063693 -22.9180854)
498706679,-22.9169659,-43.2084499,3,,,POINT (-43.2084499 -22.9169659)
498706681,-22.9180727,-43.2074768,3,,,POINT (-43.2074768 -22.9180727)
498706683,-22.9192915,-43.2076551,3,,,POINT (-43.2076551 -22.9192915)
498706685,-22.918135,-43.2075737,1,,,POINT (-43.2075737 -22.918135)
498706686,-22.9190973,-43.2058724,3,,,POINT (-43.2058724 -22.9190973)
498706687,-22.9194488,-43.2063412,1,,,POINT (-43.2063412 -22.9194488)
498706690,-22.918542,-43.2065229,3,,,POINT (-43.2065229 -22.918542)
498706691,-22.9186516,-43.2061517,1,,,POINT (-43.2061517 -22.9186516)
498706700,-22.9168927,-43.19718,3,,,POINT (-43.19718 -22.9168927)
498706705,-22.9169918,-43.1951248,3,,,POINT (-43.1951248 -22.9169918)
498706707,-22.9151577,-43.2075116,3,,,POINT (-43.2075116 -22.9151577)
498706708,-22.9159652,-43.2069052,4,,,POINT (-43.2069052 -22.9159652)
498706709,-22.9171033,-43.2060127,3,,,POINT (-43.2060127 -22.9171033)
498706712,-22.9170735,-43.2095714,4,,,POINT (-43.2095714 -22.9170735)
498706714,-22.9161498,-43.2090316,3,,,POINT (-43.2090316 -22.9161498)
498706717,-22.9157244,-43.2054991,3,,,POINT (-43.2054991 -22.9157244)
498706721,-22.9175857,-43.2093696,3,,,POINT (-43.2093696 -22.9175857)
498706733,-22.9162171,-43.1963895,3,,,POINT (-43.1963895 -22.9162171)
498706753,-22.9183009,-43.1998596,3,,,POINT (-43.1998596 -22.9183009)
498706773,-22.9164703,-43.197231,3,,,POINT (-43.197231 -22.9164703)
498706775,-22.91665,-43.1978592,1,,,POINT (-43.1978592 -22.91665)
498713802,-22.9117132,-43.198367,3,,,POINT (-43.198367 -22.9117132)
498713803,-22.9117108,-43.1976213,3,,,POINT (-43.1976213 -22.9117108)
498713807,-22.9120598,-43.1974945,4,,,POINT (-43.1974945 -22.9120598)
498713812,-22.9100283,-43.2005388,3,,,POINT (-43.2005388 -22.9100283)
498713817,-22.9103227,-43.2039217,3,,,POINT (-43.2039217 -22.9103227)
498713861,-22.9243565,-43.1971381,3,,,POINT (-43.1971381 -22.9243565)
498713906,-22.9237284,-43.1951525,3,,,POINT (-43.1951525 -22.9237284)
498713908,-22.9233455,-43.1967562,3,,,POINT (-43.1967562 -22.9233455)
498713917,-22.9132005,-43.1987894,4,,,POINT (-43.1987894 -22.9132005)
498713918,-22.9132067,-43.1994506,4,,,POINT (-43.1994506 -22.9132067)
498713921,-22.9131936,-43.2001065,3,,,POINT (-43.2001065 -22.9131936)
498713922,-22.91319,-43.2007742,3,,,POINT (-43.2007742 -22.91319)
498713930,-22.9252224,-43.2061888,3,,,POINT (-43.2061888 -22.9252224)
498713931,-22.9237952,-43.2059401,3,,,POINT (-43.2059401 -22.9237952)
498713934,-22.9250872,-43.2068279,3,,,POINT (-43.2068279 -22.9250872)
498713935,-22.9237124,-43.2065155,4,,,POINT (-43.2065155 -22.9237124)
498713939,-22.9249075,-43.2080859,3,,,POINT (-43.2080859 -22.9249075)
498713941,-22.9235176,-43.2078476,3,,,POINT (-43.2078476 -22.9235176)
498713942,-22.9253292,-43.1977232,4,,,POINT (-43.1977232 -22.9253292)
498714087,-22.9232541,-43.2037568,3,,,POINT (-43.2037568 -22.9232541)
498714102,-22.9247795,-43.2040519,3,,,POINT (-43.2040519 -22.9247795)
498714132,-22.9233802,-43.2087568,4,,,POINT (-43.2087568 -22.9233802)
498714149,-22.9240912,-43.2038388,4,,,POINT (-43.2038388 -22.9240912)
498714193,-22.920632,-43.2025179,1,,,POINT (-43.2025179 -22.920632)
506427636,-22.924001,-43.212527,4,traffic_signals,,POINT (-43.212527 -22.924001)
506427637,-22.9231796,-43.2116892,3,,,POINT (-43.2116892 -22.9231796)
506427638,-22.9220436,-43.2124841,3,,,POINT (-43.2124841 -22.9220436)
506427639,-22.920995,-43.2132408,3,,,POINT (-43.2132408 -22.920995)
506427640,-22.9229329,-43.2136761,3,,,POINT (-43.2136761 -22.9229329)
506427642,-22.9216924,-43.2208864,3,,,POINT (-43.2208864 -22.9216924)
506427643,-22.9242388,-43.2195156,4,,,POINT (-43.2195156 -22.9242388)
506427644,-22.9252408,-43.2189988,1,,,POINT (-43.2189988 -22.9252408)
506427645,-22.9219731,-43.216627,1,turning_circle,,POINT (-43.216627 -22.9219731)
506427646,-22.9203622,-43.216624,3,,,POINT (-43.216624 -22.9203622)
506427647,-22.9222623,-43.2157501,3,,,POINT (-43.2157501 -22.9222623)
506427648,-22.918336,-43.2165536,1,,,POINT (-43.2165536 -22.918336)
506427649,-22.92005,-43.2158589,3,,,POINT (-43.2158589 -22.92005)
506427650,-22.9197397,-43.2151184,3,,,POINT (-43.2151184 -22.9197397)
506427651,-22.9185818,-43.2157144,1,,,POINT (-43.2157144 -22.9185818)
506427652,-22.9264129,-43.220843,1,,,POINT (-43.220843 -22.9264129)
506427654,-22.9171667,-43.225072,3,,,POINT (-43.225072 -22.9171667)
506427655,-22.9159262,-43.2239005,3,,,POINT (-43.2239005 -22.9159262)
506427657,-22.9172755,-43.225001,3,,,POINT (-43.225001 -22.9172755)
506427660,-22.9215465,-43.2240456,3,,,POINT (-43.2240456 -22.9215465)
506427673,-22.9062607,-43.2180058,3,,,POINT (-43.2180058 -22.9062607)
506427695,-22.9080113,-43.2217672,4,,,POINT (-43.2217672 -22.9080113)
506427698,-22.9085222,-43.2203703,3,,,POINT (-43.2203703 -22.9085222)
506427710,-22.9134298,-43.2199483,3,,,POINT (-43.2199483 -22.9134298)
506427765,-22.9030591,-43.2184288,4,,,POINT (-43.2184288 -22.9030591)
506427781,-22.9025777,-43.2219022,3,,,POINT (-43.2219022 -22.9025777)
506427862,-22.9057032,-43.212287,3,,,POINT (-43.212287 -22.9057032)
506864286,-22.928608,-43.249177,3,,,POINT (-43.249177 -22.928608)
506864293,-22.9284974,-43.2480975,3,,,POINT (-43.2480975 -22.9284974)
506864311,-22.9225576,-43.2481013,3,,,POINT (-43.2481013 -22.9225576)
506864312,-22.9187437,-43.2409152,4,,,POINT (-43.2409152 -22.9187437)
506864321,-22.9222367,-43.2477768,4,,,POINT (-43.2477768 -22.9222367)
506864326,-22.9264276,-43.2471354,3,,,POINT (-43.2471354 -22.9264276)
506864331,-22.916653,-43.2403297,6,,,POINT (-43.2403297 -22.916653)
518308668,-22.8970767,-43.248314,3,,,POINT (-43.248314 -22.8970767)
518308695,-22.8992729,-43.2465415,3,,,POINT (-43.2465415 -22.8992729)
518308696,-22.9003937,-43.2456744,3,,,POINT (-43.2456744 -22.9003937)
523383500,-22.9313214,-43.1791101,3,,,POINT (-43.1791101 -22.9313214)
523431684,-22.9083801,-43.2001274,3,,,POINT (-43.2001274 -22.9083801)
523431687,-22.9080537,-43.1995428,3,,,POINT (-43.1995428 -22.9080537)
524907454,-22.8827059,-43.2431158,3,,,POINT (-43.2431158 -22.8827059)
524907462,-22.8822321,-43.2434991,3,,,POINT (-43.2434991 -22.8822321)
524907473,-22.8828495,-43.2433303,3,,,POINT (-43.2433303 -22.8828495)
524907474,-22.8822395,-43.2438236,3,,,POINT (-43.2438236 -22.8822395)
524907476,-22.8830017,-43.2435533,3,,,POINT (-43.2435533 -22.8830017)
524907477,-22.8822633,-43.2441271,3,,,POINT (-43.2441271 -22.8822633)
524907478,-22.8822926,-43.2447423,3,,,POINT (-43.2447423 -22.8822926)
524907479,-22.8822131,-43.2431894,3,,,POINT (-43.2431894 -22.8822131)
524907481,-22.8823762,-43.2430363,3,,,POINT (-43.2430363 -22.8823762)
524907485,-22.8825531,-43.2428952,4,,,POINT (-43.2428952 -22.8825531)
524907487,-22.8827467,-43.242732,4,,,POINT (-43.242732 -22.8827467)
524907489,-22.8829647,-43.2425773,3,,,POINT (-43.2425773 -22.8829647)
524907519,-22.8835326,-43.2434418,3,,,POINT (-43.2434418 -22.8835326)
524907746,-22.8825291,-43.2442697,4,,,POINT (-43.2442697 -22.8825291)
524907751,-22.8831327,-43.2437536,3,,,POINT (-43.2437536 -22.8831327)
524907755,-22.883337,-43.2436028,3,,,POINT (-43.2436028 -22.883337)
524907787,-22.8821368,-43.2421133,3,,,POINT (-43.2421133 -22.8821368)
524907803,-22.8820542,-43.2423879,3,,,POINT (-43.2423879 -22.8820542)
525158854,-22.9121122,-43.1952542,3,,,POINT (-43.1952542 -22.9121122)
525158862,-22.9110959,-43.1956407,3,,,POINT (-43.1956407 -22.9110959)
525158911,-22.9117035,-43.1956253,3,,,POINT (-43.1956253 -22.9117035)
525159043,-22.9104843,-43.1963282,3,,,POINT (-43.1963282 -22.9104843)
525159047,-22.9114124,-43.1961199,3,,,POINT (-43.1961199 -22.9114124)
525159056,-22.9118256,-43.196313,3,,,POINT (-43.196313 -22.9118256)
525159104,-22.9103547,-43.1961261,3,,,POINT (-43.1961261 -22.9103547)
525159166,-22.9083968,-43.1974868,3,,,POINT (-43.1974868 -22.9083968)
525159168,-22.9085765,-43.1971753,3,,,POINT (-43.1971753 -22.9085765)
525159176,-22.9097689,-43.1966017,3,,,POINT (-43.1966017 -22.9097689)
525159185,-22.9095294,-43.1964393,3,,,POINT (-43.1964393 -22.9095294)
525159205,-22.908678,-43.1965505,3,,,POINT (-43.1965505 -22.908678)
525159222,-22.9090028,-43.1967723,3,,,POINT (-43.1967723 -22.9090028)
