osmid,y,x,street_count,highway,railway,geometry
35574856,-22.9237464,-43.1775684,3,,,POINT (-43.1775684 -22.9237464)
35574857,-22.9249087,-43.179602,3,,,POINT (-43.179602 -22.9249087)
35574866,-22.9240681,-43.181524,4,,,POINT (-43.181524 -22.9240681)
35576984,-22.931183,-43.1776484,4,,,POINT (-43.1776484 -22.931183)
35576986,-22.9297715,-43.1775398,4,,,POINT (-43.1775398 -22.9297715)
35576987,-22.9282877,-43.1770514,3,,,POINT (-43.1770514 -22.9282877)
35576991,-22.9245362,-43.1768694,3,,,POINT (-43.1768694 -22.9245362)
35577095,-22.921972,-43.1770849,4,,,POINT (-43.1770849 -22.921972)
35577097,-22.9235834,-43.1774062,3,,,POINT (-43.1774062 -22.9235834)
35577403,-22.9254268,-43.1731026,4,,,POINT (-43.1731026 -22.9254268)
35577404,-22.9259998,-43.1793536,3,,,POINT (-43.1793536 -22.9259998)
35577694,-22.9268376,-43.1793384,3,,,POINT (-43.1793384 -22.9268376)
35577987,-22.9253226,-43.1785296,3,,,POINT (-43.1785296 -22.9253226)
38625846,-22.9314037,-43.1793514,4,,,POINT (-43.1793514 -22.9314037)
38627252,-22.9282786,-43.179339,3,,,POINT (-43.179339 -22.9282786)
38627253,-22.9288688,-43.1772196,3,,,POINT (-43.1772196 -22.9288688)
38629315,-22.9317377,-43.1824251,3,,,POINT (-43.1824251 -22.9317377)
38630617,-22.9328757,-43.1788834,4,,,POINT (-43.1788834 -22.9328757)
38630620,-22.9306796,-43.1791728,3,,,POINT (-43.1791728 -22.9306796)
38632847,-22.932348,-43.1821891,3,,,POINT (-43.1821891 -22.932348)
38633632,-22.9322052,-43.1817724,3,,,POINT (-43.1817724 -22.9322052)
38634879,-22.9329353,-43.1773009,4,,,POINT (-43.1773009 -22.9329353)
38634881,-22.9324718,-43.1775474,3,,,POINT (-43.1775474 -22.9324718)
38635498,-22.9327673,-43.177876,3,,,POINT (-43.177876 -22.9327673)
38635499,-22.9329041,-43.1775903,3,,,POINT (-43.1775903 -22.9329041)
38636159,-22.9350291,-43.1750833,3,,,POINT (-43.1750833 -22.9350291)
38639889,-22.9322863,-43.1775589,3,,,POINT (-43.1775589 -22.9322863)
38640564,-22.9311577,-43.1759642,3,,,POINT (-43.1759642 -22.9311577)
38640567,-22.9300225,-43.1758047,3,,,POINT (-43.1758047 -22.9300225)
38641800,-22.9333241,-43.1813083,3,,,POINT (-43.1813083 -22.9333241)
38648287,-22.9333906,-43.185601,3,,,POINT (-43.185601 -22.9333906)
38652001,-22.9345609,-43.1876096,3,traffic_signals,,POINT (-43.1876096 -22.9345609)
38652370,-22.9357909,-43.18405,3,,,POINT (-43.18405 -22.9357909)
38653523,-22.9360567,-43.18068,3,,,POINT (-43.18068 -22.9360567)
38653911,-22.93557,-43.1811665,3,,,POINT (-43.1811665 -22.93557)
38658108,-22.9460738,-43.1841918,4,,,POINT (-43.1841918 -22.9460738)
38658111,-22.9438552,-43.1837252,4,,,POINT (-43.1837252 -22.9438552)
38658368,-22.9353301,-43.1889644,3,,,POINT (-43.1889644 -22.9353301)
38663020,-22.9356025,-43.1937429,3,,,POINT (-43.1937429 -22.9356025)
38663023,-22.9357608,-43.193991,3,,,POINT (-43.193991 -22.9357608)
38670438,-22.936484,-43.1901233,3,,,POINT (-43.1901233 -22.936484)
122331494,-22.8986324,-43.2186357,3,,,POINT (-43.2186357 -22.8986324)
135768426,-22.9059674,-43.2136002,3,,,POINT (-43.2136002 -22.9059674)
137797033,-22.9248387,-43.2087254,4,,,POINT (-43.2087254 -22.9248387)
137797047,-22.9316389,-43.208603,3,,,POINT (-43.208603 -22.9316389)
137929575,-22.9356158,-43.2127741,3,,,POINT (-43.2127741 -22.9356158)
137931513,-22.9332594,-43.209218,3,,,POINT (-43.209218 -22.9332594)
141936637,-22.9396876,-43.2023424,4,,,POINT (-43.2023424 -22.9396876)
141961814,-22.9399126,-43.201576,3,,,POINT (-43.201576 -22.9399126)
141961818,-22.9402554,-43.1997657,3,,,POINT (-43.1997657 -22.9402554)
141961822,-22.94048,-43.1980522,3,,,POINT (-43.1980522 -22.94048)
141968479,-22.9397529,-43.2048689,3,,,POINT (-43.2048689 -22.9397529)
142769424,-22.946019,-43.188185,4,,,POINT (-43.188185 -22.946019)
142777214,-22.9462216,-43.1868522,4,,,POINT (-43.1868522 -22.9462216)
142777217,-22.9464069,-43.1856798,3,,,POINT (-43.1856798 -22.9464069)
142848381,-22.9479986,-43.185923,3,,,POINT (-43.185923 -22.9479986)
142848382,-22.9461124,-43.1856326,3,,,POINT (-43.1856326 -22.9461124)
142848384,-22.9436319,-43.1852512,3,,,POINT (-43.1852512 -22.9436319)
142850040,-22.9435563,-43.185848,3,,,POINT (-43.185848 -22.9435563)
142850044,-22.946868,-43.1869542,3,,,POINT (-43.1869542 -22.946868)
142851687,-22.9472463,-43.188089,3,,,POINT (-43.188089 -22.9472463)
143992837,-22.9478172,-43.1871046,1,,,POINT (-43.1871046 -22.9478172)
144243584,-22.8981876,-43.2111487,3,,,POINT (-43.2111487 -22.8981876)
144257295,-22.8905481,-43.2155507,3,motorway_junction,,POINT (-43.2155507 -22.8905481)
144261344,-22.8885277,-43.2222515,3,,,POINT (-43.2222515 -22.8885277)
144265635,-22.888365,-43.2227912,3,,,POINT (-43.2227912 -22.888365)
144279974,-22.8850101,-43.2281269,3,,,POINT (-43.2281269 -22.8850101)
144990611,-22.9386363,-43.193811,3,,,POINT (-43.193811 -22.9386363)
145002663,-22.8916022,-43.2167944,3,,,POINT (-43.2167944 -22.8916022)
145766299,-22.8865054,-43.2303308,3,,,POINT (-43.2303308 -22.8865054)
145767071,-22.8888394,-43.218819,3,,,POINT (-43.218819 -22.8888394)
146181086,-22.9363977,-43.1724613,3,,,POINT (-43.1724613 -22.9363977)
146181676,-22.9120813,-43.1721014,3,,,POINT (-43.1721014 -22.9120813)
146187485,-22.9189564,-43.1745579,3,,,POINT (-43.1745579 -22.9189564)
146187494,-22.9233682,-43.17124,3,,,POINT (-43.17124 -22.9233682)
146187509,-22.9366892,-43.1729136,3,,,POINT (-43.1729136 -22.9366892)
146187518,-22.9394589,-43.1704813,3,,,POINT (-43.1704813 -22.9394589)
146187538,-22.9423856,-43.1791761,3,,,POINT (-43.1791761 -22.9423856)
146195407,-22.9430049,-43.1774228,3,,,POINT (-43.1774228 -22.9430049)
146195661,-22.9426823,-43.1771037,3,,,POINT (-43.1771037 -22.9426823)
146392526,-22.8852113,-43.2278098,3,,,POINT (-43.2278098 -22.8852113)
146392534,-22.8888085,-43.2228469,3,,,POINT (-43.2228469 -22.8888085)
146392537,-22.889156,-43.2220646,1,,,POINT (-43.2220646 -22.889156)
146403764,-22.8966172,-43.2132699,3,,,POINT (-43.2132699 -22.8966172)
146403767,-22.8962726,-43.2129188,3,,,POINT (-43.2129188 -22.8962726)
146413826,-22.910038,-43.2096567,3,,,POINT (-43.2096567 -22.910038)
146422286,-22.9068053,-43.1957247,3,,,POINT (-43.1957247 -22.9068053)
146437199,-22.8868892,-43.2336977,3,,,POINT (-43.2336977 -22.8868892)
146437204,-22.8867929,-43.2299847,3,,,POINT (-43.2299847 -22.8867929)
148373977,-22.943787,-43.1812763,3,,,POINT (-43.1812763 -22.943787)
148373989,-22.9419375,-43.1778427,5,,,POINT (-43.1778427 -22.9419375)
148377112,-22.9444539,-43.1821964,3,,,POINT (-43.1821964 -22.9444539)
148377114,-22.9460131,-43.1825539,4,,,POINT (-43.1825539 -22.9460131)
148377115,-22.9476812,-43.1824965,3,,,POINT (-43.1824965 -22.9476812)
148431540,-22.9092292,-43.2026975,3,,,POINT (-43.2026975 -22.9092292)
148434691,-22.9011273,-43.1791939,5,,,POINT (-43.1791939 -22.9011273)
148442381,-22.9067893,-43.1966936,3,,,POINT (-43.1966936 -22.9067893)
148442526,-22.9093233,-43.203446,3,,,POINT (-43.203446 -22.9093233)
148446284,-22.9070934,-43.1965696,3,,,POINT (-43.1965696 -22.9070934)
148448813,-22.907241,-43.1980771,3,,,POINT (-43.1980771 -22.907241)
148449036,-22.9040915,-43.1875968,3,,,POINT (-43.1875968 -22.9040915)
148450225,-22.9038796,-43.1863939,3,traffic_signals,,POINT (-43.1863939 -22.9038796)
148453426,-22.9063018,-43.195555,3,,,POINT (-43.195555 -22.9063018)
148454300,-22.9028467,-43.1842005,3,crossing,,POINT (-43.1842005 -22.9028467)
148456112,-22.9030033,-43.1852157,3,,,POINT (-43.1852157 -22.9030033)
148456212,-22.9080703,-43.2010545,3,,,POINT (-43.2010545 -22.9080703)
148458099,-22.9084336,-43.2017672,3,,,POINT (-43.2017672 -22.9084336)
149364728,-22.9440705,-43.1822657,3,traffic_signals,,POINT (-43.1822657 -22.9440705)
149365669,-22.9418447,-43.1822317,3,,,POINT (-43.1822317 -22.9418447)
149369298,-22.9453455,-43.1821551,3,,,POINT (-43.1821551 -22.9453455)
149377604,-22.939881,-43.1751774,3,,,POINT (-43.1751774 -22.939881)
149377606,-22.941269,-43.1768191,4,,,POINT (-43.1768191 -22.941269)
149381269,-22.9460076,-43.1822643,4,,,POINT (-43.1822643 -22.9460076)
149382632,-22.9432387,-43.1810456,3,,,POINT (-43.1810456 -22.9432387)
149382634,-22.9421822,-43.179978,3,,,POINT (-43.179978 -22.9421822)
151037446,-22.9275686,-43.176794,4,,,POINT (-43.176794 -22.9275686)
151037455,-22.9257304,-43.1765909,4,,,POINT (-43.1765909 -22.9257304)
151037474,-22.9267749,-43.1765814,3,,,POINT (-43.1765814 -22.9267749)
153822897,-22.9478672,-43.184234,4,,,POINT (-43.184234 -22.9478672)
153834344,-22.9204216,-43.1938678,3,,,POINT (-43.1938678 -22.9204216)
153834358,-22.9108955,-43.1960924,3,,,POINT (-43.1960924 -22.9108955)
153837668,-22.9186876,-43.1945997,3,,,POINT (-43.1945997 -22.9186876)
153837674,-22.9198993,-43.1943154,3,,,POINT (-43.1943154 -22.9198993)
161889868,-22.9065846,-43.1977033,3,,,POINT (-43.1977033 -22.9065846)
161891241,-22.906573,-43.1977882,3,,,POINT (-43.1977882 -22.906573)
161894279,-22.9070753,-43.1979816,3,,,POINT (-43.1979816 -22.9070753)
161899430,-22.9058053,-43.1978448,3,,,POINT (-43.1978448 -22.9058053)
161899433,-22.9063052,-43.1981618,3,,,POINT (-43.1981618 -22.9063052)
173762882,-22.8993151,-43.2101216,3,,,POINT (-43.2101216 -22.8993151)
173764911,-22.9092142,-43.2092868,3,,,POINT (-43.2092868 -22.9092142)
173764915,-22.9081097,-43.2094862,3,,,POINT (-43.2094862 -22.9081097)
186052085,-22.9195868,-43.1940874,3,,,POINT (-43.1940874 -22.9195868)
186052086,-22.9192259,-43.19422,3,,,POINT (-43.19422 -22.9192259)
186056246,-22.9167025,-43.1939681,3,,,POINT (-43.1939681 -22.9167025)
186057341,-22.9150446,-43.1941684,3,,,POINT (-43.1941684 -22.9150446)
186064294,-22.9074308,-43.1990753,3,,,POINT (-43.1990753 -22.9074308)
186065049,-22.9060792,-43.1986938,3,,,POINT (-43.1986938 -22.9060792)
186075635,-22.8990267,-43.2005495,3,,,POINT (-43.2005495 -22.8990267)
186075660,-22.8994637,-43.2013043,3,,,POINT (-43.2013043 -22.8994637)
186075663,-22.9003073,-43.2028613,3,,,POINT (-43.2028613 -22.9003073)
186075672,-22.900281,-43.2050218,3,,,POINT (-43.2050218 -22.900281)
186084422,-22.9000423,-43.2065034,3,,,POINT (-43.2065034 -22.9000423)
186084423,-22.8982833,-43.2022037,4,,,POINT (-43.2022037 -22.8982833)
186084424,-22.8982177,-43.202052,4,,,POINT (-43.202052 -22.8982177)
186084425,-22.8975455,-43.2003821,3,,tram_level_crossing,POINT (-43.2003821 -22.8975455)
186089741,-22.8970719,-43.2025976,4,,,POINT (-43.2025976 -22.8970719)
186089742,-22.8971368,-43.2027569,4,,,POINT (-43.2027569 -22.8971368)
186094679,-22.9050607,-43.2081652,3,,,POINT (-43.2081652 -22.9050607)
186094740,-22.8983774,-43.2057801,4,,,POINT (-43.2057801 -22.8983774)
186094744,-22.8995275,-43.2052341,4,,,POINT (-43.2052341 -22.8995275)
186095289,-22.9042432,-43.208046,3,,,POINT (-43.208046 -22.9042432)
186096244,-22.9044291,-43.2081932,3,,,POINT (-43.2081932 -22.9044291)
186097626,-22.9057212,-43.2094731,3,,,POINT (-43.2094731 -22.9057212)
186099686,-22.908001,-43.2093278,3,,,POINT (-43.2093278 -22.908001)
186102441,-22.9055467,-43.207498,4,,,POINT (-43.207498 -22.9055467)
186102443,-22.9041777,-43.2064826,3,,,POINT (-43.2064826 -22.9041777)
186102444,-22.9036802,-43.2061211,3,,,POINT (-43.2061211 -22.9036802)
186102553,-22.898728,-43.2033037,3,,,POINT (-43.2033037 -22.898728)
186103902,-22.9000833,-43.2024205,3,,,POINT (-43.2024205 -22.9000833)
186114456,-22.9075795,-43.2193022,3,,,POINT (-43.2193022 -22.9075795)
186114460,-22.9074568,-43.2175385,3,,,POINT (-43.2175385 -22.9074568)
186114463,-22.9071129,-43.2133886,3,,,POINT (-43.2133886 -22.9071129)
186116429,-22.9068683,-43.2140552,3,,,POINT (-43.2140552 -22.9068683)
186122797,-22.9068776,-43.2101158,4,,,POINT (-43.2101158 -22.9068776)
186129246,-22.9071397,-43.2101013,3,,,POINT (-43.2101013 -22.9071397)
186132694,-22.9107881,-43.2138263,3,,,POINT (-43.2138263 -22.9107881)
186132702,-22.9105481,-43.2159607,3,,,POINT (-43.2159607 -22.9105481)
186136533,-22.9099452,-43.2068505,3,,,POINT (-43.2068505 -22.9099452)
186142211,-22.9102391,-43.2076374,3,,,POINT (-43.2076374 -22.9102391)
186142216,-22.9103079,-43.2112796,3,,,POINT (-43.2112796 -22.9103079)
186142218,-22.9107034,-43.212538,3,,,POINT (-43.212538 -22.9107034)
186144426,-22.9107989,-43.2147782,3,,,POINT (-43.2147782 -22.9107989)
186144440,-22.9099738,-43.2205139,3,,,POINT (-43.2205139 -22.9099738)
186146144,-22.9120356,-43.2182702,3,,,POINT (-43.2182702 -22.9120356)
186150293,-22.9107185,-43.2233492,3,,,POINT (-43.2233492 -22.9107185)
186150303,-22.9112184,-43.2168205,4,,,POINT (-43.2168205 -22.9112184)
186150305,-22.9117213,-43.2153407,3,,,POINT (-43.2153407 -22.9117213)
186150311,-22.9110178,-43.2132611,3,,,POINT (-43.2132611 -22.9110178)
186150312,-22.9109378,-43.2124553,3,,,POINT (-43.2124553 -22.9109378)
186150966,-22.9116805,-43.2145203,3,,,POINT (-43.2145203 -22.9116805)
186153582,-22.9110514,-43.2084311,3,,,POINT (-43.2084311 -22.9110514)
186156757,-22.91095,-43.2135822,3,,,POINT (-43.2135822 -22.91095)
186159386,-22.911221,-43.2082311,3,,,POINT (-43.2082311 -22.911221)
186159388,-22.9108572,-43.206962,3,,,POINT (-43.206962 -22.9108572)
186160326,-22.9105557,-43.2068763,3,,,POINT (-43.2068763 -22.9105557)
186735277,-22.9012363,-43.2013012,3,,,POINT (-43.2013012 -22.9012363)
186735428,-22.9003999,-43.2041151,3,,,POINT (-43.2041151 -22.9003999)
186736574,-22.9013905,-43.2042183,3,,,POINT (-43.2042183 -22.9013905)
186736576,-22.9024773,-43.2038058,3,,,POINT (-43.2038058 -22.9024773)
186737693,-22.9011325,-43.2038447,3,,,POINT (-43.2038447 -22.9011325)
186740030,-22.9014389,-43.20292,3,,,POINT (-43.20292 -22.9014389)
186740195,-22.901318,-43.2020936,1,,,POINT (-43.2020936 -22.901318)
186746159,-22.9009734,-43.2041835,3,,,POINT (-43.2041835 -22.9009734)
186753631,-22.9024506,-43.199759,3,,,POINT (-43.199759 -22.9024506)
186753635,-22.9045745,-43.198838,1,,,POINT (-43.198838 -22.9045745)
186777442,-22.9013709,-43.1895733,4,,,POINT (-43.1895733 -22.9013709)
186777443,-22.9003054,-43.1879269,4,,,POINT (-43.1879269 -22.9003054)
186777444,-22.8998908,-43.1873162,4,,,POINT (-43.1873162 -22.8998908)
186778771,-22.9037984,-43.197349,3,,,POINT (-43.197349 -22.9037984)
186779728,-22.9048448,-43.2015145,3,,,POINT (-43.2015145 -22.9048448)
186779730,-22.9050461,-43.2019624,4,,,POINT (-43.2019624 -22.9050461)
186780513,-22.9056585,-43.201695,1,,,POINT (-43.201695 -22.9056585)
186782145,-22.9030374,-43.2020254,3,,,POINT (-43.2020254 -22.9030374)
186782633,-22.9031691,-43.1992901,3,,,POINT (-43.1992901 -22.9031691)
186783047,-22.9033623,-43.1992024,3,,,POINT (-43.1992024 -22.9033623)
186783351,-22.9036242,-43.199122,3,,,POINT (-43.199122 -22.9036242)
186783725,-22.9039417,-43.1990173,3,,,POINT (-43.1990173 -22.9039417)
186785691,-22.9039082,-43.2046761,3,,,POINT (-43.2046761 -22.9039082)
186785692,-22.9046599,-43.2045662,3,,,POINT (-43.2045662 -22.9046599)
186785698,-22.9054211,-43.2054801,3,,,POINT (-43.2054801 -22.9054211)
186799280,-22.903518,-43.2038641,3,,,POINT (-43.2038641 -22.903518)
186799888,-22.9021869,-43.2017506,1,,,POINT (-43.2017506 -22.9021869)
186800082,-22.9031678,-43.2031231,3,,,POINT (-43.2031231 -22.9031678)
186800208,-22.903455,-43.2029636,3,,,POINT (-43.2029636 -22.903455)
186801567,-22.9056354,-43.2047211,3,,,POINT (-43.2047211 -22.9056354)
186801572,-22.9056127,-43.2054506,3,,,POINT (-43.2054506 -22.9056127)
186818274,-22.9035452,-43.203101,3,,,POINT (-43.203101 -22.9035452)
186822531,-22.9064035,-43.2063014,3,,,POINT (-43.2063014 -22.9064035)
186822541,-22.9060313,-43.2040821,3,,,POINT (-43.2040821 -22.9060313)
186822547,-22.9050307,-43.2033619,3,,,POINT (-43.2033619 -22.9050307)
187264739,-22.9059732,-43.2026123,1,,,POINT (-43.2026123 -22.9059732)
187264741,-22.9055181,-43.2028898,3,,,POINT (-43.2028898 -22.9055181)
218173678,-22.9271878,-43.1793422,4,,,POINT (-43.1793422 -22.9271878)
218183517,-22.9286094,-43.1836513,1,,,POINT (-43.1836513 -22.9286094)
218183535,-22.9274196,-43.1822504,3,,,POINT (-43.1822504 -22.9274196)
218191110,-22.9220115,-43.176928,3,,,POINT (-43.176928 -22.9220115)
218193096,-22.922308,-43.1801373,3,,,POINT (-43.1801373 -22.922308)
218195196,-22.9210901,-43.1803814,4,,,POINT (-43.1803814 -22.9210901)
218196018,-22.921788,-43.1802795,3,,,POINT (-43.1802795 -22.921788)
218197545,-22.9205095,-43.1767309,4,,,POINT (-43.1767309 -22.9205095)
218215313,-22.917161,-43.1771842,3,,,POINT (-43.1771842 -22.917161)
218215314,-22.9192286,-43.1770983,3,,,POINT (-43.1770983 -22.9192286)
218216371,-22.9143513,-43.1781251,3,,,POINT (-43.1781251 -22.9143513)
218219903,-22.9148917,-43.1748761,4,,,POINT (-43.1748761 -22.9148917)
218223703,-22.9122899,-43.1734613,3,,,POINT (-43.1734613 -22.9122899)
218234001,-22.9215651,-43.1731778,3,,,POINT (-43.1731778 -22.9215651)
218234013,-22.9254291,-43.1729114,4,,,POINT (-43.1729114 -22.9254291)
218241283,-22.9331875,-43.174391,3,,,POINT (-43.174391 -22.9331875)
218246843,-22.9279856,-43.1738582,3,,,POINT (-43.1738582 -22.9279856)
218246845,-22.9277184,-43.1736245,3,,,POINT (-43.1736245 -22.9277184)
218247658,-22.9277709,-43.1737825,3,,,POINT (-43.1737825 -22.9277709)
218251258,-22.9283845,-43.173981,3,,,POINT (-43.173981 -22.9283845)
218252433,-22.929803,-43.1743764,4,,,POINT (-43.1743764 -22.929803)
218252549,-22.9301829,-43.174417,4,,,POINT (-43.174417 -22.9301829)
218253025,-22.9309292,-43.1745081,3,,,POINT (-43.1745081 -22.9309292)
218256249,-22.9385381,-43.1736877,3,,,POINT (-43.1736877 -22.9385381)
218267929,-22.9433825,-43.175476,3,,,POINT (-43.175476 -22.9433825)
218269116,-22.9435888,-43.1741034,3,,,POINT (-43.1741034 -22.9435888)
218281012,-22.9370654,-43.1733111,3,,,POINT (-43.1733111 -22.9370654)
218281791,-22.9379753,-43.1720104,3,,,POINT (-43.1720104 -22.9379753)
218281794,-22.9376306,-43.1715344,3,,,POINT (-43.1715344 -22.9376306)
218283994,-22.9373753,-43.1738851,3,,,POINT (-43.1738851 -22.9373753)
218285616,-22.9377948,-43.1723511,3,,,POINT (-43.1723511 -22.9377948)
218287426,-22.9302192,-43.1741069,3,,,POINT (-43.1741069 -22.9302192)
218287444,-22.930205,-43.1742317,4,,,POINT (-43.1742317 -22.930205)
218290006,-22.9331917,-43.1746214,4,,,POINT (-43.1746214 -22.9331917)
218294253,-22.932126,-43.1745635,3,,,POINT (-43.1745635 -22.932126)
218299599,-22.9339923,-43.1761753,4,,,POINT (-43.1761753 -22.9339923)
218300432,-22.9331901,-43.1745107,4,,,POINT (-43.1745107 -22.9331901)
218300870,-22.9332667,-43.1746116,3,,,POINT (-43.1746116 -22.9332667)
218310785,-22.9212266,-43.1734263,3,,,POINT (-43.1734263 -22.9212266)
218311850,-22.9207383,-43.1728843,3,,,POINT (-43.1728843 -22.9207383)
218312737,-22.9202637,-43.1735404,3,,,POINT (-43.1735404 -22.9202637)
218313201,-22.9207531,-43.1739851,3,,,POINT (-43.1739851 -22.9207531)
218347095,-22.9117205,-43.1706536,3,,,POINT (-43.1706536 -22.9117205)
218347386,-22.9109631,-43.1707432,3,,,POINT (-43.1707432 -22.9109631)
218348411,-22.9114258,-43.1720753,3,,,POINT (-43.1720753 -22.9114258)
218352329,-22.9153339,-43.174742,3,,,POINT (-43.174742 -22.9153339)
218376379,-22.9132422,-43.1802964,3,,,POINT (-43.1802964 -22.9132422)
218380093,-22.9140718,-43.1778675,4,,,POINT (-43.1778675 -22.9140718)
218392482,-22.9065555,-43.1730519,3,,,POINT (-43.1730519 -22.9065555)
218397564,-22.9108105,-43.1716621,3,,,POINT (-43.1716621 -22.9108105)
218397570,-22.909459,-43.1721778,4,,,POINT (-43.1721778 -22.909459)
218399537,-22.9112263,-43.1717141,5,,,POINT (-43.1717141 -22.9112263)
218400493,-22.9095974,-43.1723049,4,,,POINT (-43.1723049 -22.9095974)
218423506,-22.9147357,-43.1761939,3,crossing,,POINT (-43.1761939 -22.9147357)
218430537,-22.9184706,-43.175318,3,,,POINT (-43.175318 -22.9184706)
218432140,-22.9193129,-43.1758595,4,,,POINT (-43.1758595 -22.9193129)
218432141,-22.9194041,-43.1759489,4,,,POINT (-43.1759489 -22.9194041)
218436507,-22.9100328,-43.1721455,3,,,POINT (-43.1721455 -22.9100328)
218439246,-22.9101548,-43.172101,4,,,POINT (-43.172101 -22.9101548)
218439263,-22.9101022,-43.1719341,5,,,POINT (-43.1719341 -22.9101022)
218467282,-22.907045,-43.1733512,3,crossing,,POINT (-43.1733512 -22.907045)
218468538,-22.9082218,-43.1726212,3,,,POINT (-43.1726212 -22.9082218)
218471145,-22.9082742,-43.1727975,4,,,POINT (-43.1727975 -22.9082742)
218474132,-22.9070788,-43.1728633,4,,,POINT (-43.1728633 -22.9070788)
218476330,-22.9064729,-43.1745491,3,,,POINT (-43.1745491 -22.9064729)
218477382,-22.906405,-43.1772056,3,,,POINT (-43.1772056 -22.906405)
218479436,-22.9085807,-43.1737628,3,,,POINT (-43.1737628 -22.9085807)
218479439,-22.9073243,-43.1742377,4,,,POINT (-43.1742377 -22.9073243)
218479440,-22.9071855,-43.1742824,4,,,POINT (-43.1742824 -22.9071855)
218483427,-22.9005761,-43.1768035,3,,,POINT (-43.1768035 -22.9005761)
218483428,-22.9005173,-43.1768225,3,,,POINT (-43.1768225 -22.9005173)
218523319,-22.9074023,-43.174929,4,,,POINT (-43.174929 -22.9074023)
218523320,-22.9075428,-43.1748801,4,,,POINT (-43.1748801 -22.9075428)
218523322,-22.9087961,-43.1744165,4,,,POINT (-43.1744165 -22.9087961)
218523813,-22.9105454,-43.1737557,4,,,POINT (-43.1737557 -22.9105454)
218524774,-22.9112855,-43.17319,4,,,POINT (-43.17319 -22.9112855)
248169887,-22.9369101,-43.1836654,4,,,POINT (-43.1836654 -22.9369101)
248170394,-22.942462,-43.1803155,3,,,POINT (-43.1803155 -22.942462)
248170395,-22.942213,-43.1805852,4,,,POINT (-43.1805852 -22.942213)
248170397,-22.9415855,-43.1814838,4,,,POINT (-43.1814838 -22.9415855)
248170399,-22.940775,-43.1826379,3,,,POINT (-43.1826379 -22.940775)
248170484,-22.9310489,-43.1857006,3,,,POINT (-43.1857006 -22.9310489)
248535100,-22.9111616,-43.2425881,4,,,POINT (-43.2425881 -22.9111616)
248535440,-22.9156395,-43.2320692,4,,,POINT (-43.2320692 -22.9156395)
248535993,-22.9192406,-43.2335023,3,,,POINT (-43.2335023 -22.9192406)
248535998,-22.9246122,-43.2365591,4,,,POINT (-43.2365591 -22.9246122)
248536634,-22.9206843,-43.2173657,4,,,POINT (-43.2173657 -22.9206843)
248537661,-22.9181489,-43.2243944,4,,,POINT (-43.2243944 -22.9181489)
248537991,-22.9175709,-43.2454759,4,,,POINT (-43.2454759 -22.9175709)
248538110,-22.9252149,-43.221416,4,,,POINT (-43.221416 -22.9252149)
248538116,-22.9219296,-43.2146855,4,traffic_signals,,POINT (-43.2146855 -22.9219296)
248538322,-22.9149096,-43.2201601,3,,,POINT (-43.2201601 -22.9149096)
248538560,-22.9238643,-43.218828,3,,,POINT (-43.218828 -22.9238643)
248576916,-22.9160931,-43.2476962,4,,,POINT (-43.2476962 -22.9160931)
248576942,-22.9154034,-43.2439943,4,,,POINT (-43.2439943 -22.9154034)
248709612,-22.9216044,-43.2206378,3,,,POINT (-43.2206378 -22.9216044)
248709619,-22.9218153,-43.2211808,3,,,POINT (-43.2211808 -22.9218153)
248709710,-22.9202626,-43.2163688,3,,,POINT (-43.2163688 -22.9202626)
248709716,-22.9167083,-43.2192985,4,,,POINT (-43.2192985 -22.9167083)
248709717,-22.9163183,-43.2182086,4,,,POINT (-43.2182086 -22.9163183)
248967955,-22.9246252,-43.2243347,3,,,POINT (-43.2243347 -22.9246252)
248967994,-22.9228598,-43.2224327,3,,,POINT (-43.2224327 -22.9228598)
248968241,-22.9222746,-43.224692,3,,,POINT (-43.224692 -22.9222746)
248969114,-22.9208661,-43.2237413,4,,,POINT (-43.2237413 -22.9208661)
248969960,-22.9118693,-43.2223703,3,,,POINT (-43.2223703 -22.9118693)
248969969,-22.9147002,-43.2262473,3,,,POINT (-43.2262473 -22.9147002)
248973516,-22.9207573,-43.2275926,3,,,POINT (-43.2275926 -22.9207573)
248973693,-22.9224945,-43.2329959,4,,,POINT (-43.2329959 -22.9224945)
248973696,-22.9241582,-43.2374692,3,,,POINT (-43.2374692 -22.9241582)
248973697,-22.9241262,-43.2419904,3,,,POINT (-43.2419904 -22.9241262)
248974154,-22.9247056,-43.2334983,4,,,POINT (-43.2334983 -22.9247056)
248974155,-22.925697,-43.2347937,4,,,POINT (-43.2347937 -22.925697)
248975111,-22.9244725,-43.2320608,3,,,POINT (-43.2320608 -22.9244725)
249087265,-22.9241324,-43.2404804,3,,,POINT (-43.2404804 -22.9241324)
249087720,-22.9312722,-43.2341375,3,,,POINT (-43.2341375 -22.9312722)
249087945,-22.9278397,-43.236296,4,,,POINT (-43.236296 -22.9278397)
249088102,-22.9250712,-43.2358733,4,,,POINT (-43.2358733 -22.9250712)
249088103,-22.9269152,-43.2378329,3,,,POINT (-43.2378329 -22.9269152)
249088181,-22.9240291,-43.234451,4,,,POINT (-43.234451 -22.9240291)
249088527,-22.9268399,-43.2331297,3,,,POINT (-43.2331297 -22.9268399)
249088533,-22.9308936,-43.2343273,4,,,POINT (-43.2343273 -22.9308936)
249088864,-22.9259058,-43.2453792,4,,,POINT (-43.2453792 -22.9259058)
