osmid,y,x,highway,street_count,ref,junction,geometry
255883291,40.4038678,-3.750636,,3,,,POINT (-3.750636 40.4038678)
255883309,40.404857,-3.750262,,2,,,POINT (-3.750262 40.404857)
256525374,40.4378776,-3.6904838,,4,,,POINT (-3.6904838 40.4378776)
256525381,40.4381335,-3.6906041,,4,,,POINT (-3.6906041 40.4381335)
256669763,40.4074657,-3.6961546,,3,,,POINT (-3.6961546 40.4074657)
258068332,40.4000911,-3.6726467,traffic_signals,3,,,POINT (-3.6726467 40.4000911)
258548469,40.3817745,-3.7149336,,3,,,POINT (-3.7149336 40.3817745)
258548470,40.3817811,-3.7138807,,4,,,POINT (-3.7138807 40.3817811)
258548471,40.3817972,-3.7122627,,4,,,POINT (-3.7122627 40.3817972)
258548472,40.3817997,-3.7112506,,3,,,POINT (-3.7112506 40.3817997)
258548547,40.3822356,-3.7122618,,3,,,POINT (-3.7122618 40.3822356)
258548548,40.3822481,-3.7112544,,3,,,POINT (-3.7112544 40.3822481)
258548775,40.3822253,-3.7138834,,4,,,POINT (-3.7138834 40.3822253)
258548776,40.3822246,-3.7148006,,3,,,POINT (-3.7148006 40.3822246)
258548777,40.3817777,-3.7148085,,3,,,POINT (-3.7148085 40.3817777)
258548993,40.3809376,-3.7112588,,4,,,POINT (-3.7112588 40.3809376)
258548994,40.380556,-3.711319,,3,,,POINT (-3.711319 40.380556)
258548995,40.3800962,-3.7114217,,3,,,POINT (-3.7114217 40.3800962)
258548996,40.3796279,-3.7115205,,3,,,POINT (-3.7115205 40.3796279)
258548999,40.3801152,-3.7129846,,4,,,POINT (-3.7129846 40.3801152)
258549000,40.3805463,-3.7131336,,4,,,POINT (-3.7131336 40.3805463)
258549001,40.3809245,-3.7132657,,3,,,POINT (-3.7132657 40.3809245)
258549002,40.3809189,-3.7138754,,4,,,POINT (-3.7138754 40.3809189)
258549003,40.3796829,-3.7138743,,3,,,POINT (-3.7138743 40.3796829)
258549664,40.3808889,-3.7162279,,3,,,POINT (-3.7162279 40.3808889)
258550228,40.3805382,-3.713873,,4,,,POINT (-3.713873 40.3805382)
258550236,40.3805327,-3.7144266,,3,,,POINT (-3.7144266 40.3805327)
258550336,40.3801079,-3.7144289,,4,,,POINT (-3.7144289 40.3801079)
258550337,40.3801038,-3.7138703,,4,,,POINT (-3.7138703 40.3801038)
258551167,40.3801041,-3.7149694,,3,,,POINT (-3.7149694 40.3801041)
258551168,40.3800918,-3.7154962,,3,,,POINT (-3.7154962 40.3800918)
258551169,40.3795668,-3.7154359,,3,,,POINT (-3.7154359 40.3795668)
258551551,40.3796476,-3.7149606,,3,,,POINT (-3.7149606 40.3796476)
258551553,40.3796722,-3.7144201,,3,,,POINT (-3.7144201 40.3796722)
258552183,40.37975,-3.7179445,,3,,,POINT (-3.7179445 40.37975)
258553365,40.3813856,-3.7176778,,3,,,POINT (-3.7176778 40.3813856)
259640959,40.3828643,-3.7476249,traffic_signals,4,,,POINT (-3.7476249 40.3828643)
259640960,40.3816932,-3.7442724,,4,,,POINT (-3.7442724 40.3816932)
259640961,40.3814579,-3.7436958,,4,,,POINT (-3.7436958 40.3814579)
259641862,40.3848399,-3.7482524,,4,,,POINT (-3.7482524 40.3848399)
260122823,40.3846098,-3.73951,,3,,,POINT (-3.73951 40.3846098)
260122963,40.3846224,-3.7430756,,3,,,POINT (-3.7430756 40.3846224)
260122964,40.3837292,-3.7430182,,3,,,POINT (-3.7430182 40.3837292)
260122965,40.3830182,-3.7431001,,4,,,POINT (-3.7431001 40.3830182)
260122966,40.3822815,-3.7433964,,3,,,POINT (-3.7433964 40.3822815)
