osmid,y,x,street_count,highway,ref,junction,geometry
69167007,33.729106,-84.378523,3,,,,POINT (-84.378523 33.729106)
69167008,33.72909,-84.376665,4,,,,POINT (-84.376665 33.72909)
69167009,33.729071,-84.375154,4,,,,POINT (-84.375154 33.729071)
69167012,33.729053,-84.3736234,3,,,,POINT (-84.3736234 33.729053)
69167020,33.729317,-84.3736238,3,,,,POINT (-84.3736238 33.729317)
69167021,33.729282,-84.370529,3,,,,POINT (-84.370529 33.729282)
69167140,33.7520695,-84.3921442,4,traffic_signals,,,POINT (-84.3921442 33.7520695)
69167141,33.751421,-84.3909749,4,traffic_signals,,,POINT (-84.3909749 33.751421)
69167148,33.7507996,-84.3898561,4,,,,POINT (-84.3898561 33.7507996)
69167151,33.750039,-84.388458,4,traffic_signals,,,POINT (-84.388458 33.750039)
69167153,33.7493633,-84.387283,4,traffic_signals,,,POINT (-84.387283 33.7493633)
69167160,33.7491063,-84.3869429,3,,,,POINT (-84.3869429 33.7491063)
69167186,33.7474216,-84.3815074,3,,,,POINT (-84.3815074 33.7474216)
69167188,33.747413,-84.380695,4,,,,POINT (-84.380695 33.747413)
69167191,33.747396,-84.379564,4,traffic_signals,,,POINT (-84.379564 33.747396)
69167195,33.747393,-84.378141,3,,,,POINT (-84.378141 33.747393)
69167199,33.7474281,-84.3766619,4,stop,,,POINT (-84.3766619 33.7474281)
69167203,33.7474483,-84.3758763,3,,,,POINT (-84.3758763 33.7474483)
69167206,33.747448,-84.375158,3,,,,POINT (-84.375158 33.747448)
69167863,33.72222,-84.41475,3,,,,POINT (-84.41475 33.72222)
69167865,33.721196,-84.414741,3,,,,POINT (-84.414741 33.721196)
69168237,33.772358,-84.3955,3,stop,,,POINT (-84.3955 33.772358)
69168282,33.7741865,-84.4023043,3,traffic_signals,,,POINT (-84.4023043 33.7741865)
69168286,33.7742915,-84.4023762,3,traffic_signals,,,POINT (-84.4023762 33.7742915)
69168295,33.777284,-84.40241,3,,,,POINT (-84.40241 33.777284)
69168313,33.7783998,-84.4012738,3,stop,,,POINT (-84.4012738 33.7783998)
69168346,33.7776404,-84.3957622,3,,,,POINT (-84.3957622 33.7776404)
69168363,33.776929,-84.393635,4,traffic_signals,,,POINT (-84.393635 33.776929)
69168618,33.7562479,-84.3885134,4,traffic_signals,,,POINT (-84.3885134 33.7562479)
69168651,33.7556049,-84.3875872,3,,,,POINT (-84.3875872 33.7556049)
69168675,33.755473,-84.372136,4,traffic_signals,,,POINT (-84.372136 33.755473)
69168677,33.755464,-84.371057,3,,,,POINT (-84.371057 33.755464)
69168684,33.755469,-84.369971,3,,,,POINT (-84.369971 33.755469)
69168685,33.755518,-84.369793,3,,,,POINT (-84.369793 33.755518)
69168690,33.7558381,-84.3689582,4,,,,POINT (-84.3689582 33.7558381)
69168698,33.7558168,-84.3679795,5,stop,,,POINT (-84.3679795 33.7558168)
69168703,33.756506,-84.366982,3,,,,POINT (-84.366982 33.756506)
69168706,33.756584,-84.366883,3,,,,POINT (-84.366883 33.756584)
69168716,33.757572,-84.365621,4,stop,,,POINT (-84.365621 33.757572)
69169034,33.789566,-84.41929,3,,,,POINT (-84.41929 33.789566)
69169317,33.766403,-84.401691,4,,,,POINT (-84.401691 33.766403)
69169326,33.766037,-84.40774,3,,,,POINT (-84.40774 33.766037)
69169328,33.766029,-84.408842,4,,,,POINT (-84.408842 33.766029)
69169330,33.766037,-84.409953,3,,,,POINT (-84.409953 33.766037)
69169336,33.766196,-84.397479,3,,,,POINT (-84.397479 33.766196)
69169347,33.728424,-84.3736225,3,,,,POINT (-84.3736225 33.728424)
69169350,33.728389,-84.37054,4,stop,,,POINT (-84.37054 33.728389)
69169354,33.728365,-84.368391,3,,,,POINT (-84.368391 33.728365)
69169359,33.728475,-84.36839,3,,,,POINT (-84.36839 33.728475)
