osmid,y,x,street_count,highway,junction,ref,geometry
26559616,51.5088232,-0.1330567,1,,,,POINT (-0.1330567 51.5088232)
26559620,51.5085888,-0.1337456,4,,,,POINT (-0.1337456 51.5085888)
26559655,51.5088214,-0.1302362,3,,,,POINT (-0.1302362 51.5088214)
26560475,51.4895348,-0.0889816,4,,,,POINT (-0.0889816 51.4895348)
26560683,51.4836292,-0.0942043,3,,,,POINT (-0.0942043 51.4836292)
26560684,51.4835365,-0.0935698,3,,,,POINT (-0.0935698 51.4835365)
26560691,51.4830552,-0.0938079,3,,,,POINT (-0.0938079 51.4830552)
26560693,51.4842804,-0.0931174,3,,,,POINT (-0.0931174 51.4842804)
26560694,51.4847125,-0.0937386,3,,,,POINT (-0.0937386 51.4847125)
26560699,51.4858438,-0.0916623,3,,,,POINT (-0.0916623 51.4858438)
26560702,51.4863678,-0.0896932,4,,,,POINT (-0.0896932 51.4863678)
26560709,51.4863829,-0.0920553,3,,,,POINT (-0.0920553 51.4863829)
26560720,51.4874776,-0.0884633,3,,,,POINT (-0.0884633 51.4874776)
26560737,51.4882247,-0.0874939,3,,,,POINT (-0.0874939 51.4882247)
26560759,51.4789985,-0.0941298,4,,,,POINT (-0.0941298 51.4789985)
26560766,51.4783449,-0.0991884,3,,,,POINT (-0.0991884 51.4783449)
26560785,51.4812423,-0.0977222,3,,,,POINT (-0.0977222 51.4812423)
26560786,51.4815522,-0.0979309,3,,,,POINT (-0.0979309 51.4815522)
26560796,51.4803042,-0.0998654,3,,,,POINT (-0.0998654 51.4803042)
26560816,51.4808142,-0.0973827,1,,,,POINT (-0.0973827 51.4808142)
26573667,51.5079533,-0.1303096,4,,,,POINT (-0.1303096 51.5079533)
26573670,51.5079003,-0.1312218,3,traffic_signals,,,POINT (-0.1312218 51.5079003)
26573672,51.5083245,-0.1306422,3,,,,POINT (-0.1306422 51.5083245)
26573673,51.5088267,-0.1310691,1,,,,POINT (-0.1310691 51.5088267)
26591525,51.5084692,-0.1355017,1,,,,POINT (-0.1355017 51.5084692)
26591526,51.5079289,-0.1370991,1,,,,POINT (-0.1370991 51.5079289)
26591527,51.507211,-0.1376315,3,,,,POINT (-0.1376315 51.507211)
26591528,51.5068821,-0.1384785,3,,,,POINT (-0.1384785 51.5068821)
26591529,51.5068226,-0.1384205,3,,,,POINT (-0.1384205 51.5068226)
26591530,51.5065049,-0.1392821,3,,,,POINT (-0.1392821 51.5065049)
26591531,51.5056916,-0.1384674,3,,,,POINT (-0.1384674 51.5056916)
26591532,51.5060993,-0.1388704,3,,,,POINT (-0.1388704 51.5060993)
26591534,51.5060639,-0.1407782,1,,,,POINT (-0.1407782 51.5060639)
26591535,51.5066293,-0.1393959,3,,,,POINT (-0.1393959 51.5066293)
26591537,51.5069197,-0.1407535,3,,,,POINT (-0.1407535 51.5069197)
26592030,51.4926876,-0.1580477,3,,,,POINT (-0.1580477 51.4926876)
26592033,51.4926716,-0.1568049,3,,,,POINT (-0.1568049 51.4926716)
26592036,51.4924874,-0.1567959,3,,,,POINT (-0.1567959 51.4924874)
26592042,51.4932127,-0.1559986,3,,,,POINT (-0.1559986 51.4932127)
26592048,51.4931915,-0.1587341,1,,,,POINT (-0.1587341 51.4931915)
26592050,51.4940671,-0.1589692,4,,,,POINT (-0.1589692 51.4940671)
26592053,51.492885,-0.1567904,4,,,,POINT (-0.1567904 51.492885)
26592056,51.4936686,-0.1569738,3,,,,POINT (-0.1569738 51.4936686)
26592061,51.494061,-0.1565913,3,,,,POINT (-0.1565913 51.494061)
26592065,51.4938825,-0.1581057,3,,,,POINT (-0.1581057 51.4938825)
26592068,51.4943869,-0.1566769,3,,,,POINT (-0.1566769 51.4943869)
26592071,51.4942163,-0.1581977,3,,,,POINT (-0.1581977 51.4942163)
26592073,51.4917579,-0.1594475,3,,,,POINT (-0.1594475 51.4917579)
26592078,51.4927357,-0.1601628,4,,,,POINT (-0.1601628 51.4927357)
26592084,51.4929889,-0.1593693,3,,,,POINT (-0.1593693 51.4929889)
26592089,51.4937195,-0.1607687,4,mini_roundabout,,,POINT (-0.1607687 51.4937195)
26592093,51.4939043,-0.1596453,3,,,,POINT (-0.1596453 51.4939043)
26592100,51.4941633,-0.1581796,3,,,,POINT (-0.1581796 51.4941633)
26592103,51.4945155,-0.1591143,3,,,,POINT (-0.1591143 51.4945155)
26592107,51.492564,-0.1591736,3,,,,POINT (-0.1591736 51.492564)
26592110,51.4925355,-0.160631,3,,,,POINT (-0.160631 51.4925355)
26592111,51.4935088,-0.1613076,3,,,,POINT (-0.1613076 51.4935088)
26592120,51.4920411,-0.1615763,3,,,,POINT (-0.1615763 51.4920411)
26592131,51.4914612,-0.1558296,3,,,,POINT (-0.1558296 51.4914612)
26592134,51.4919738,-0.1547737,4,,,,POINT (-0.1547737 51.4919738)
26592137,51.4915474,-0.1542751,4,,,,POINT (-0.1542751 51.4915474)
26592140,51.4911742,-0.1548057,3,,,,POINT (-0.1548057 51.4911742)
26592142,51.4910467,-0.155691,3,,,,POINT (-0.155691 51.4910467)
26592154,51.4906729,-0.1555639,3,,,,POINT (-0.1555639 51.4906729)
26592163,51.4896459,-0.1578449,3,,,,POINT (-0.1578449 51.4896459)
26592169,51.4900533,-0.1572286,3,,,,POINT (-0.1572286 51.4900533)
26592176,51.4902812,-0.1569349,3,,,,POINT (-0.1569349 51.4902812)
26592181,51.4894265,-0.1561765,3,,,,POINT (-0.1561765 51.4894265)
26592185,51.4907286,-0.1571328,3,,,,POINT (-0.1571328 51.4907286)
26592960,51.4924266,-0.1552351,4,,,,POINT (-0.1552351 51.4924266)
26592962,51.4924996,-0.1512005,3,,,,POINT (-0.1512005 51.4924996)
26592963,51.493798,-0.1510705,4,,,,POINT (-0.1510705 51.493798)
26592964,51.4930771,-0.1521254,3,,,,POINT (-0.1521254 51.4930771)
26592965,51.4925984,-0.1527773,3,,,,POINT (-0.1527773 51.4925984)
26592967,51.4952315,-0.1554551,3,,,,POINT (-0.1554551 51.4952315)
26592968,51.4974187,-0.1570179,4,,,,POINT (-0.1570179 51.4974187)
26592969,51.4947638,-0.156407,3,,,,POINT (-0.156407 51.4947638)
26592973,51.4970311,-0.1605599,3,,,,POINT (-0.1605599 51.4970311)
26592975,51.4945244,-0.1599152,3,,,,POINT (-0.1599152 51.4945244)
26592976,51.4944144,-0.1609597,3,,,,POINT (-0.1609597 51.4944144)
26592977,51.4958719,-0.160272,3,,,,POINT (-0.160272 51.4958719)
26592978,51.4957526,-0.1613227,3,,,,POINT (-0.1613227 51.4957526)
26592979,51.4969126,-0.1616441,3,,,,POINT (-0.1616441 51.4969126)
26592980,51.4948859,-0.1618668,4,,,,POINT (-0.1618668 51.4948859)
26592981,51.4947432,-0.162587,3,,,,POINT (-0.162587 51.4947432)
26592983,51.4933308,-0.1617758,3,,,,POINT (-0.1617758 51.4933308)
26592984,51.493049,-0.1625171,3,,,,POINT (-0.1625171 51.493049)
26592985,51.4928837,-0.1629521,3,,,,POINT (-0.1629521 51.4928837)
26592986,51.4939733,-0.1645245,3,,,,POINT (-0.1645245 51.4939733)
26592988,51.4949634,-0.1611074,3,,,,POINT (-0.1611074 51.4949634)
26592989,51.4945137,-0.1634241,3,,,,POINT (-0.1634241 51.4945137)
26592990,51.494152,-0.1644546,3,,,,POINT (-0.1644546 51.494152)
26592991,51.4947153,-0.1627067,3,,,,POINT (-0.1627067 51.4947153)
26592996,51.4962792,-0.1634467,4,,,,POINT (-0.1634467 51.4962792)
26592998,51.4967882,-0.1629129,3,,,,POINT (-0.1629129 51.4967882)
26592999,51.4965648,-0.164174,4,,,,POINT (-0.164174 51.4965648)
26593000,51.4958299,-0.1652837,3,,,,POINT (-0.1652837 51.4958299)
26593001,51.4940634,-0.1651805,3,,,,POINT (-0.1651805 51.4940634)
26593005,51.4955574,-0.1657568,3,,,,POINT (-0.1657568 51.4955574)
26593006,51.494345,-0.1639048,3,,,,POINT (-0.1639048 51.494345)
26593078,51.4947348,-0.1570283,3,,,,POINT (-0.1570283 51.4947348)
26593442,51.4881639,-0.1670867,3,,,,POINT (-0.1670867 51.4881639)
26593446,51.4842417,-0.1638494,4,,,,POINT (-0.1638494 51.4842417)
26593458,51.4866858,-0.1708322,3,,,,POINT (-0.1708322 51.4866858)
26593459,51.483865,-0.1734098,3,,,,POINT (-0.1734098 51.483865)
26594431,51.4909212,-0.1628647,3,,,,POINT (-0.1628647 51.4909212)
26594432,51.4908633,-0.1630584,3,,,,POINT (-0.1630584 51.4908633)
26594437,51.4910811,-0.1631382,3,,,,POINT (-0.1631382 51.4910811)
26594439,51.491855,-0.1646402,4,,,,POINT (-0.1646402 51.491855)
26594441,51.4913278,-0.1671415,3,,,,POINT (-0.1671415 51.4913278)
26594442,51.4922027,-0.1684959,4,,,,POINT (-0.1684959 51.4922027)
26594443,51.4926387,-0.1681099,4,,,,POINT (-0.1681099 51.4926387)
26594444,51.4916714,-0.1666128,3,,,,POINT (-0.1666128 51.4916714)
26594471,51.4970109,-0.1607482,3,,,,POINT (-0.1607482 51.4970109)
26594474,51.4972991,-0.1608303,3,,,,POINT (-0.1608303 51.4972991)
26607497,51.4950553,-0.1552614,3,,,,POINT (-0.1552614 51.4950553)
26607500,51.4947515,-0.1525898,4,,,,POINT (-0.1525898 51.4947515)
26607501,51.4961032,-0.1503664,4,,,,POINT (-0.1503664 51.4961032)
26607502,51.4953549,-0.1535398,4,,,,POINT (-0.1535398 51.4953549)
26607503,51.4967402,-0.1513179,4,,,,POINT (-0.1513179 51.4967402)
26607504,51.4976981,-0.1497483,3,,,,POINT (-0.1497483 51.4976981)
26607505,51.49466,-0.1546325,3,,,,POINT (-0.1546325 51.49466)
26607506,51.4941295,-0.1515998,4,,,,POINT (-0.1515998 51.4941295)
26607507,51.4944827,-0.1510613,3,,,,POINT (-0.1510613 51.4944827)
26607509,51.4942815,-0.1507312,3,,,,POINT (-0.1507312 51.4942815)
26607512,51.4960809,-0.1487564,3,,,,POINT (-0.1487564 51.4960809)
26607514,51.4927202,-0.1485568,3,,,,POINT (-0.1485568 51.4927202)
26607515,51.4943122,-0.1473872,3,,,,POINT (-0.1473872 51.4943122)
26607516,51.4997717,-0.1511311,3,,,,POINT (-0.1511311 51.4997717)
26607517,51.500277,-0.1503252,3,,,,POINT (-0.1503252 51.500277)
26607518,51.5006568,-0.1525187,3,,,,POINT (-0.1525187 51.5006568)
26607519,51.5011175,-0.1517122,3,,,,POINT (-0.1517122 51.5011175)
26607520,51.5005655,-0.1545221,1,,,,POINT (-0.1545221 51.5005655)
26607522,51.499107,-0.1551245,3,,,,POINT (-0.1551245 51.499107)
26617418,51.4971087,-0.1597738,3,,,,POINT (-0.1597738 51.4971087)
26618344,51.538025,-0.1425828,1,,,,POINT (-0.1425828 51.538025)
26618558,51.5381341,-0.1419653,3,,,,POINT (-0.1419653 51.5381341)
26618559,51.5384693,-0.1408283,3,,,,POINT (-0.1408283 51.5384693)
26618728,51.5373432,-0.1405194,3,,,,POINT (-0.1405194 51.5373432)
26618729,51.5369654,-0.1401415,1,,,,POINT (-0.1401415 51.5369654)
26618768,51.5360223,-0.139188,4,,,,POINT (-0.139188 51.5360223)
26618770,51.535334,-0.138501,1,,,,POINT (-0.138501 51.535334)
26626025,51.5365842,-0.0612304,3,,,,POINT (-0.0612304 51.5365842)
26626026,51.5362326,-0.0597674,3,,,,POINT (-0.0597674 51.5362326)
26626027,51.5357206,-0.0597902,3,,,,POINT (-0.0597902 51.5357206)
26626030,51.5343367,-0.0596219,3,,,,POINT (-0.0596219 51.5343367)
26626031,51.5365275,-0.0570433,3,,,,POINT (-0.0570433 51.5365275)
26626032,51.5373295,-0.0568963,3,,,,POINT (-0.0568963 51.5373295)
26626033,51.5378664,-0.0622123,3,,,,POINT (-0.0622123 51.5378664)
26626035,51.5375042,-0.0629534,1,,,,POINT (-0.0629534 51.5375042)
26630785,51.5055319,-0.1342824,1,,,,POINT (-0.1342824 51.5055319)
26630790,51.5070642,-0.129959,1,,,,POINT (-0.129959 51.5070642)
26630792,51.506417,-0.1294312,5,,,,POINT (-0.1294312 51.506417)
26630839,51.507756,-0.1309656,3,,,,POINT (-0.1309656 51.507756)
26631298,51.5064918,-0.1403368,1,,,,POINT (-0.1403368 51.5064918)
26635214,51.5337446,-0.1696036,3,,,,POINT (-0.1696036 51.5337446)
26635287,51.5336653,-0.1721582,4,,,,POINT (-0.1721582 51.5336653)
26635294,51.5318428,-0.1699568,3,,,,POINT (-0.1699568 51.5318428)
26635310,51.5347218,-0.1734026,3,,,,POINT (-0.1734026 51.5347218)
26635319,51.5350596,-0.1725993,3,,,,POINT (-0.1725993 51.5350596)
26635332,51.5368741,-0.1725032,3,,,,POINT (-0.1725032 51.5368741)
26635334,51.5294662,-0.0606033,3,,,,POINT (-0.0606033 51.5294662)
26635335,51.5299405,-0.0616,3,,,,POINT (-0.0616 51.5299405)
26635336,51.5302234,-0.0602446,3,,,,POINT (-0.0602446 51.5302234)
26635337,51.531927,-0.0612585,3,,,,POINT (-0.0612585 51.531927)
26635522,51.5446593,-0.1749429,3,,,,POINT (-0.1749429 51.5446593)
26635715,51.5466587,-0.1687054,3,,,,POINT (-0.1687054 51.5466587)
26635717,51.5446518,-0.1695086,3,,,,POINT (-0.1695086 51.5446518)
26635828,51.5380797,-0.1510477,3,,,,POINT (-0.1510477 51.5380797)
26635832,51.5404675,-0.1529659,1,,,,POINT (-0.1529659 51.5404675)
26635833,51.5395736,-0.1524735,3,,,,POINT (-0.1524735 51.5395736)
26636025,51.5425801,-0.1573275,3,,,,POINT (-0.1573275 51.5425801)
26636072,51.5476229,-0.1723236,3,,,,POINT (-0.1723236 51.5476229)
26646106,51.5382548,-0.0894048,3,,,,POINT (-0.0894048 51.5382548)
26646107,51.539535,-0.0912467,4,,,,POINT (-0.0912467 51.539535)
26651413,51.5089038,-0.1352812,3,,,,POINT (-0.1352812 51.5089038)
26652117,51.5089921,-0.1370994,3,,,,POINT (-0.1370994 51.5089921)
26652119,51.509393,-0.1374329,3,,,,POINT (-0.1374329 51.509393)
26652351,51.5116039,-0.1345727,3,,,,POINT (-0.1345727 51.5116039)
26652357,51.5113116,-0.1351458,1,,,,POINT (-0.1351458 51.5113116)
26652362,51.5112223,-0.1346636,1,,,,POINT (-0.1346636 51.5112223)
26652926,51.4950662,-0.1489397,4,,,,POINT (-0.1489397 51.4950662)
26652929,51.4957173,-0.148014,1,,,,POINT (-0.148014 51.4957173)
26652945,51.4970715,-0.1518158,3,,,,POINT (-0.1518158 51.4970715)
26652947,51.4979007,-0.150433,1,,,,POINT (-0.150433 51.4979007)
26652949,51.5016116,-0.1569981,3,,,,POINT (-0.1569981 51.5016116)
26652950,51.5017036,-0.1563944,3,,,,POINT (-0.1563944 51.5017036)
26652959,51.4994812,-0.1564247,2,,,,POINT (-0.1564247 51.4994812)
26652971,51.4944271,-0.1520732,3,,,,POINT (-0.1520732 51.4944271)
26652972,51.4948537,-0.1513616,1,,,,POINT (-0.1513616 51.4948537)
26662526,51.5404227,-0.0834253,3,,,,POINT (-0.0834253 51.5404227)
26662527,51.5406836,-0.0852825,3,,,,POINT (-0.0852825 51.5406836)
26662534,51.5309474,-0.0713708,3,,,,POINT (-0.0713708 51.5309474)
26662535,51.5288956,-0.0675314,4,,,,POINT (-0.0675314 51.5288956)
26662536,51.5290576,-0.0660393,3,,,,POINT (-0.0660393 51.5290576)
26662537,51.5286441,-0.0701132,3,,,,POINT (-0.0701132 51.5286441)
26662538,51.529321,-0.0680052,3,,,,POINT (-0.0680052 51.529321)
26662539,51.5295024,-0.0662922,3,,,,POINT (-0.0662922 51.5295024)
26671718,51.507293,-0.1273502,3,,,,POINT (-0.1273502 51.507293)
26671719,51.5072559,-0.1279902,3,,,,POINT (-0.1279902 51.5072559)
26671724,51.5075106,-0.1289998,4,,,,POINT (-0.1289998 51.5075106)
26671730,51.5071436,-0.129089,3,crossing,,,POINT (-0.129089 51.5071436)
26671734,51.5072879,-0.1302202,1,,,,POINT (-0.1302202 51.5072879)
26699544,51.5134365,-0.1323287,3,,,,POINT (-0.1323287 51.5134365)
26699545,51.5123195,-0.1329587,3,,,,POINT (-0.1329587 51.5123195)
26699565,51.5158855,-0.1265339,3,,,,POINT (-0.1265339 51.5158855)
26739360,51.5226266,-0.1654452,3,,,,POINT (-0.1654452 51.5226266)
26739366,51.5226775,-0.1671592,3,,,,POINT (-0.1671592 51.5226775)
26739368,51.5232734,-0.1680079,4,,,,POINT (-0.1680079 51.5232734)
26739370,51.5237891,-0.1670581,4,,,,POINT (-0.1670581 51.5237891)
26739376,51.5227233,-0.1689873,3,,,,POINT (-0.1689873 51.5227233)
26739379,51.5232404,-0.1697042,3,,,,POINT (-0.1697042 51.5232404)
26739380,51.523828,-0.1687977,3,,,,POINT (-0.1687977 51.523828)
26740431,51.5209449,-0.1691221,3,,,,POINT (-0.1691221 51.5209449)
26740554,51.5209169,-0.1666407,1,,,,POINT (-0.1666407 51.5209169)
26787634,51.4765062,-0.171298,3,,,,POINT (-0.171298 51.4765062)
26814978,51.5311445,-0.1045591,3,,,,POINT (-0.1045591 51.5311445)
26815099,51.5308182,-0.1054058,1,,,,POINT (-0.1054058 51.5308182)
26815425,51.5305712,-0.1107497,3,,,,POINT (-0.1107497 51.5305712)
26817585,51.5228301,-0.1594552,3,,,,POINT (-0.1594552 51.5228301)
26817596,51.5229881,-0.1585529,3,,,,POINT (-0.1585529 51.5229881)
26817684,51.5246202,-0.1598542,3,,,,POINT (-0.1598542 51.5246202)
26822632,51.4900303,-0.0892434,3,,,,POINT (-0.0892434 51.4900303)
26822681,51.4912908,-0.090678,3,,,,POINT (-0.090678 51.4912908)
26822700,51.4910337,-0.0923316,3,,,,POINT (-0.0923316 51.4910337)
26822705,51.4916672,-0.0934446,4,,,,POINT (-0.0934446 51.4916672)
26822710,51.4906398,-0.0926651,3,,,,POINT (-0.0926651 51.4906398)
26822711,51.490882,-0.0928546,3,,,,POINT (-0.0928546 51.490882)
26822724,51.4910609,-0.093975,3,,,,POINT (-0.093975 51.4910609)
26822730,51.49087,-0.094668,3,,,,POINT (-0.094668 51.49087)
26822731,51.4898174,-0.0920312,3,,,,POINT (-0.0920312 51.4898174)
26822754,51.4896842,-0.0849367,4,,,,POINT (-0.0849367 51.4896842)
26822758,51.4905935,-0.0851106,3,,,,POINT (-0.0851106 51.4905935)
26822762,51.4905906,-0.0840927,3,,,,POINT (-0.0840927 51.4905906)
26822790,51.4899395,-0.0799063,3,,,,POINT (-0.0799063 51.4899395)
26822949,51.4874528,-0.0818866,3,,,,POINT (-0.0818866 51.4874528)
26822958,51.4866066,-0.080865,3,,,,POINT (-0.080865 51.4866066)
26822968,51.487415,-0.0830619,3,,,,POINT (-0.0830619 51.487415)
26822969,51.4875401,-0.0826889,1,,,,POINT (-0.0826889 51.4875401)
26822977,51.4865082,-0.0838698,3,,,,POINT (-0.0838698 51.4865082)
26822998,51.4905281,-0.087723,3,,,,POINT (-0.087723 51.4905281)
26823004,51.4899297,-0.0899163,3,,,,POINT (-0.0899163 51.4899297)
26823013,51.4888137,-0.0920932,3,,,,POINT (-0.0920932 51.4888137)
26823029,51.4894211,-0.0896256,3,,,,POINT (-0.0896256 51.4894211)
26823047,51.4893791,-0.0916575,3,,,,POINT (-0.0916575 51.4893791)
26823062,51.4878657,-0.0948981,3,,,,POINT (-0.0948981 51.4878657)
26823063,51.487648,-0.0947274,1,,,,POINT (-0.0947274 51.487648)
26823065,51.4864292,-0.0946717,3,,,,POINT (-0.0946717 51.4864292)
26823093,51.487944,-0.0955712,3,,,,POINT (-0.0955712 51.487944)
26823096,51.4866593,-0.0939555,3,,,,POINT (-0.0939555 51.4866593)
26823323,51.4848966,-0.0927896,3,,,,POINT (-0.0927896 51.4848966)
26823325,51.4850534,-0.0922099,3,,,,POINT (-0.0922099 51.4850534)
26845543,51.5126358,-0.1345762,3,,,,POINT (-0.1345762 51.5126358)
26845544,51.5128962,-0.1348445,3,,,,POINT (-0.1348445 51.5128962)
26845545,51.5124637,-0.1350495,1,,,,POINT (-0.1350495 51.5124637)
26846357,51.5127307,-0.1277196,3,,,,POINT (-0.1277196 51.5127307)
26848675,51.5165189,-0.1271721,3,,,,POINT (-0.1271721 51.5165189)
26921264,51.5356553,-0.0809405,3,,,,POINT (-0.0809405 51.5356553)
26975271,51.5425561,-0.0845616,4,,,,POINT (-0.0845616 51.5425561)
26975564,51.5432466,-0.0892586,3,,,,POINT (-0.0892586 51.5432466)
27017322,51.5243254,-0.1613768,4,,,,POINT (-0.1613768 51.5243254)
27058612,51.5305185,-0.1398479,3,,,,POINT (-0.1398479 51.5305185)
27089782,51.4952601,-0.1694208,4,,,,POINT (-0.1694208 51.4952601)
27089783,51.4947242,-0.1691657,3,,,,POINT (-0.1691657 51.4947242)
27089784,51.4957927,-0.1696743,3,,,,POINT (-0.1696743 51.4957927)
27320267,51.4904854,-0.1684949,3,,,,POINT (-0.1684949 51.4904854)
27320281,51.4904493,-0.1619775,3,,,,POINT (-0.1619775 51.4904493)
27320282,51.4903856,-0.1620939,3,,,,POINT (-0.1620939 51.4903856)
27320283,51.4901642,-0.1624924,3,,,,POINT (-0.1624924 51.4901642)
27320304,51.4887965,-0.1697039,4,,,,POINT (-0.1697039 51.4887965)
27320371,51.4850887,-0.1705121,3,,,,POINT (-0.1705121 51.4850887)
27320418,51.4863831,-0.1716164,3,,,,POINT (-0.1716164 51.4863831)
27320464,51.4881993,-0.1721016,3,,,,POINT (-0.1721016 51.4881993)
27320466,51.4867063,-0.1707741,3,,,,POINT (-0.1707741 51.4867063)
27325124,51.5000764,-0.1642417,3,,,,POINT (-0.1642417 51.5000764)
27325174,51.5001512,-0.1636654,3,,,,POINT (-0.1636654 51.5001512)
27325233,51.4985347,-0.1678892,3,,,,POINT (-0.1678892 51.4985347)
27325235,51.498276,-0.1675841,3,,,,POINT (-0.1675841 51.498276)
27331469,51.5148101,-0.0778615,3,,,,POINT (-0.0778615 51.5148101)
27334928,51.5209887,-0.1740185,3,,,,POINT (-0.1740185 51.5209887)
27334944,51.5214536,-0.1696039,3,,,,POINT (-0.1696039 51.5214536)
27345499,51.5106773,-0.1217101,1,,,,POINT (-0.1217101 51.5106773)
27459116,51.5159809,-0.0806168,3,,,,POINT (-0.0806168 51.5159809)
27459120,51.5157784,-0.0805854,3,,,,POINT (-0.0805854 51.5157784)
27459198,51.5149148,-0.0790733,3,,,,POINT (-0.0790733 51.5149148)
27459905,51.5138087,-0.0791913,3,,,,POINT (-0.0791913 51.5138087)
27459971,51.5144248,-0.0809801,3,,,,POINT (-0.0809801 51.5144248)
27460210,51.5150708,-0.0793392,3,,,,POINT (-0.0793392 51.5150708)
27460250,51.5154056,-0.0788171,3,,,,POINT (-0.0788171 51.5154056)
27479987,51.529382,-0.0580579,3,,,,POINT (-0.0580579 51.529382)
27479988,51.5292533,-0.0590939,3,,,,POINT (-0.0590939 51.5292533)
27480956,51.5175315,-0.0774684,3,,,,POINT (-0.0774684 51.5175315)
27480957,51.5181011,-0.0777628,3,,,,POINT (-0.0777628 51.5181011)
27480958,51.5170738,-0.0771185,3,,,,POINT (-0.0771185 51.5170738)
27480960,51.5166673,-0.0768389,5,,,,POINT (-0.0768389 51.5166673)
27481022,51.5168645,-0.074353,3,,,,POINT (-0.074353 51.5168645)
27502435,51.5134637,-0.1629581,3,,,,POINT (-0.1629581 51.5134637)
27502436,51.5136414,-0.1610858,1,,,,POINT (-0.1610858 51.5136414)
27503587,51.5143082,-0.1609313,3,,,,POINT (-0.1609313 51.5143082)
27503589,51.5148524,-0.1638379,4,,,,POINT (-0.1638379 51.5148524)
27503590,51.5147498,-0.1644263,3,,,,POINT (-0.1644263 51.5147498)
27503594,51.5132437,-0.1598857,3,,,,POINT (-0.1598857 51.5132437)
27503880,51.5141182,-0.1700495,3,,,,POINT (-0.1700495 51.5141182)
27503881,51.5143076,-0.1681342,3,,,,POINT (-0.1681342 51.5143076)
27503920,51.5134475,-0.1690871,3,,,,POINT (-0.1690871 51.5134475)
27503925,51.513379,-0.1690683,3,,,,POINT (-0.1690683 51.513379)
27503940,51.5142058,-0.1675808,3,,,,POINT (-0.1675808 51.5142058)
27510888,51.4902772,-0.1716268,1,,,,POINT (-0.1716268 51.4902772)
27510912,51.4890013,-0.1688235,3,,,,POINT (-0.1688235 51.4890013)
27510913,51.4891801,-0.1680553,3,,,,POINT (-0.1680553 51.4891801)
27510923,51.4893624,-0.1672717,3,,,,POINT (-0.1672717 51.4893624)
27510924,51.4890117,-0.1671041,3,,,,POINT (-0.1671041 51.4890117)
27510925,51.4889107,-0.1675447,1,,,,POINT (-0.1675447 51.4889107)
27510926,51.4890984,-0.1666635,3,,,,POINT (-0.1666635 51.4890984)
27510931,51.490559,-0.1671546,3,,,,POINT (-0.1671546 51.490559)
27510932,51.4905665,-0.1669574,3,,,,POINT (-0.1669574 51.4905665)
27510937,51.4905414,-0.1677153,3,,,,POINT (-0.1677153 51.4905414)
27510982,51.4906174,-0.1659055,3,,,,POINT (-0.1659055 51.4906174)
27511063,51.4904752,-0.1640685,1,,,,POINT (-0.1640685 51.4904752)
27511085,51.491426,-0.1638115,3,,,,POINT (-0.1638115 51.491426)
27511125,51.4919162,-0.1669814,3,,,,POINT (-0.1669814 51.4919162)
27511130,51.4924787,-0.1662453,3,,,,POINT (-0.1662453 51.4924787)
27511218,51.4914146,-0.1691599,3,,,,POINT (-0.1691599 51.4914146)
27511221,51.4917574,-0.1678063,3,,,,POINT (-0.1678063 51.4917574)
27511227,51.4909367,-0.1703497,3,,,,POINT (-0.1703497 51.4909367)
27511228,51.4907928,-0.1706621,3,,,,POINT (-0.1706621 51.4907928)
27511235,51.4906713,-0.1700524,1,,,,POINT (-0.1700524 51.4906713)
27511250,51.4903484,-0.1697228,3,,,,POINT (-0.1697228 51.4903484)
27512740,51.4878119,-0.1678675,3,,,,POINT (-0.1678675 51.4878119)
27512742,51.4885355,-0.1662165,3,,,,POINT (-0.1662165 51.4885355)
27512745,51.489005,-0.1649745,3,,,,POINT (-0.1649745 51.489005)
27512747,51.4891972,-0.1644469,3,,,,POINT (-0.1644469 51.4891972)
27554795,51.5308761,-0.1347036,3,,,,POINT (-0.1347036 51.5308761)
28193161,51.5429191,-0.091437,3,,,,POINT (-0.091437 51.5429191)
28193162,51.5438297,-0.0930394,3,,,,POINT (-0.0930394 51.5438297)
28193265,51.5203557,-0.0823266,3,,,,POINT (-0.0823266 51.5203557)
28418138,51.5160083,-0.0784335,3,,,,POINT (-0.0784335 51.5160083)
28418141,51.5157508,-0.0778892,3,,,,POINT (-0.0778892 51.5157508)
28418144,51.5155384,-0.0790331,3,,,,POINT (-0.0790331 51.5155384)
28418877,51.5139418,-0.07906,3,,,,POINT (-0.07906 51.5139418)
28418880,51.5142044,-0.0785832,1,turning_circle,,,POINT (-0.0785832 51.5142044)
28418921,51.5133463,-0.0775275,3,,,,POINT (-0.0775275 51.5133463)
28418929,51.5153124,-0.0771393,3,,,,POINT (-0.0771393 51.5153124)
28419328,51.5169355,-0.0809759,3,,,,POINT (-0.0809759 51.5169355)
28419519,51.5161401,-0.0748852,3,,,,POINT (-0.0748852 51.5161401)
28419615,51.5180086,-0.0744792,3,,,,POINT (-0.0744792 51.5180086)
28419659,51.5177539,-0.0760597,3,,,,POINT (-0.0760597 51.5177539)
28420754,51.5214686,-0.0756917,3,,,,POINT (-0.0756917 51.5214686)
28420771,51.521585,-0.0755601,3,,,,POINT (-0.0755601 51.521585)
28420829,51.5215301,-0.074523,3,,,,POINT (-0.074523 51.5215301)
28421871,51.5181786,-0.0712482,3,,,,POINT (-0.0712482 51.5181786)
