osmid,y,x,street_count,highway,junction,ref,geometry
530980450,51.5238032,-0.1061916,1,,,,POINT (-0.1061916 51.5238032)
530980477,51.5239491,-0.1059197,1,,,,POINT (-0.1059197 51.5239491)
534936618,51.5143892,-0.1701808,3,,,,POINT (-0.1701808 51.5143892)
534944978,51.5009288,-0.096808,3,,,,POINT (-0.096808 51.5009288)
534944990,51.5007764,-0.0962726,1,,,,POINT (-0.0962726 51.5007764)
534966124,51.5041774,-0.0957038,3,,,,POINT (-0.0957038 51.5041774)
534966128,51.5039734,-0.0948064,3,,,,POINT (-0.0948064 51.5039734)
534993850,51.5155388,-0.1222938,1,,,,POINT (-0.1222938 51.5155388)
534993866,51.5153946,-0.1220843,3,,,,POINT (-0.1220843 51.5153946)
535334725,51.5435485,-0.1292168,1,,,,POINT (-0.1292168 51.5435485)
538075245,51.521145,-0.1062659,3,,,,POINT (-0.1062659 51.521145)
543389746,51.5004717,-0.1167192,3,,,,POINT (-0.1167192 51.5004717)
544223227,51.5364499,-0.1216337,1,,,,POINT (-0.1216337 51.5364499)
544298241,51.5366545,-0.1186018,1,,,,POINT (-0.1186018 51.5366545)
544298291,51.5369345,-0.1185987,3,,,,POINT (-0.1185987 51.5369345)
550339406,51.5061101,-0.0681988,1,,,,POINT (-0.0681988 51.5061101)
560720542,51.5297792,-0.0774293,3,,,,POINT (-0.0774293 51.5297792)
560727062,51.5342927,-0.0982169,3,,,,POINT (-0.0982169 51.5342927)
560727064,51.5348178,-0.096853,3,,,,POINT (-0.096853 51.5348178)
565545547,51.5171918,-0.1326633,1,,,,POINT (-0.1326633 51.5171918)
566454203,51.4995487,-0.1080373,1,,,,POINT (-0.1080373 51.4995487)
580389382,51.484798,-0.1203056,3,,,,POINT (-0.1203056 51.484798)
582899172,51.5440806,-0.1510787,3,,,,POINT (-0.1510787 51.5440806)
583356731,51.483009,-0.1498367,3,,,,POINT (-0.1498367 51.483009)
584412532,51.5281911,-0.1062769,1,,,,POINT (-0.1062769 51.5281911)
584412560,51.5281362,-0.1048059,3,,,,POINT (-0.1048059 51.5281362)
584412582,51.5298542,-0.1051163,3,,,,POINT (-0.1051163 51.5298542)
584412584,51.5300591,-0.1048906,1,,,,POINT (-0.1048906 51.5300591)
585124778,51.511458,-0.0729892,3,,,,POINT (-0.0729892 51.511458)
585148380,51.5099987,-0.0746687,3,,,,POINT (-0.0746687 51.5099987)
585180151,51.5115442,-0.0773376,4,,,,POINT (-0.0773376 51.5115442)
585201189,51.5107754,-0.077757,3,,,,POINT (-0.077757 51.5107754)
586437806,51.5219196,-0.1037527,1,,,,POINT (-0.1037527 51.5219196)
586437817,51.5221617,-0.1037625,1,,,,POINT (-0.1037625 51.5221617)
586437844,51.5223301,-0.103038,3,,,,POINT (-0.103038 51.5223301)
591983189,51.5209833,-0.136555,3,,,,POINT (-0.136555 51.5209833)
591983205,51.5203225,-0.1358723,3,,,,POINT (-0.1358723 51.5203225)
591983259,51.5199127,-0.1368956,3,,,,POINT (-0.1368956 51.5199127)
591983272,51.5203889,-0.1373436,1,,,,POINT (-0.1373436 51.5203889)
591983334,51.518451,-0.142545,1,,,,POINT (-0.142545 51.518451)
592345740,51.4938797,-0.0848337,3,,,,POINT (-0.0848337 51.4938797)
595709487,51.5213946,-0.1445572,1,,,,POINT (-0.1445572 51.5213946)
595709975,51.5176774,-0.1046867,3,,,,POINT (-0.1046867 51.5176774)
599572234,51.5136043,-0.1667932,3,,,,POINT (-0.1667932 51.5136043)
610857944,51.481754,-0.0806071,3,,,,POINT (-0.0806071 51.481754)
610858007,51.4811625,-0.0733278,1,,,,POINT (-0.0733278 51.4811625)
610858013,51.4818455,-0.074013,3,,,,POINT (-0.074013 51.4818455)
610884816,51.5010584,-0.1271182,3,,,,POINT (-0.1271182 51.5010584)
610894888,51.4755092,-0.0667546,3,,,,POINT (-0.0667546 51.4755092)
610894927,51.4756735,-0.0647086,3,,,,POINT (-0.0647086 51.4756735)
610894929,51.475658,-0.0649072,3,,,,POINT (-0.0649072 51.475658)
610894943,51.4756754,-0.0636073,3,,,,POINT (-0.0636073 51.4756754)
610896454,51.5012434,-0.1400332,3,,,,POINT (-0.1400332 51.5012434)
611611431,51.4816855,-0.0716941,3,,,,POINT (-0.0716941 51.4816855)
611611451,51.4795086,-0.0713002,3,,,,POINT (-0.0713002 51.4795086)
612966910,51.5253161,-0.0779448,3,,,,POINT (-0.0779448 51.5253161)
614112014,51.4794572,-0.093176,2,,,,POINT (-0.093176 51.4794572)
614112021,51.4813478,-0.0919664,3,,,,POINT (-0.0919664 51.4813478)
614490952,51.5331626,-0.1059157,3,,,,POINT (-0.1059157 51.5331626)
614490953,51.5332078,-0.1060745,4,,,,POINT (-0.1060745 51.5332078)
614490954,51.5351577,-0.1133213,1,,,,POINT (-0.1133213 51.5351577)
616469987,51.4875958,-0.0946872,3,,,,POINT (-0.0946872 51.4875958)
618300139,51.5318026,-0.0619485,3,,,,POINT (-0.0619485 51.5318026)
618311865,51.5339555,-0.0648844,3,,,,POINT (-0.0648844 51.5339555)
618311866,51.5339886,-0.0651489,1,,,,POINT (-0.0651489 51.5339886)
618311869,51.5336654,-0.0645642,3,,,,POINT (-0.0645642 51.5336654)
618311870,51.5336076,-0.0641763,1,,,,POINT (-0.0641763 51.5336076)
618311872,51.5325933,-0.0622425,1,,,,POINT (-0.0622425 51.5325933)
618311873,51.5327431,-0.0623064,3,,,,POINT (-0.0623064 51.5327431)
618311874,51.5329315,-0.0623876,1,,,,POINT (-0.0623876 51.5329315)
618311884,51.5344443,-0.0640988,3,,,,POINT (-0.0640988 51.5344443)
618311885,51.5350044,-0.063641,3,,,,POINT (-0.063641 51.5350044)
618311890,51.533633,-0.0665359,1,,,,POINT (-0.0665359 51.533633)
618311891,51.5315167,-0.063747,3,,,,POINT (-0.063747 51.5315167)
618348466,51.5368314,-0.0660166,3,,,,POINT (-0.0660166 51.5368314)
618348568,51.5365405,-0.0659883,3,,,,POINT (-0.0659883 51.5365405)
618348591,51.5370183,-0.0673961,3,,,,POINT (-0.0673961 51.5370183)
618348594,51.5371091,-0.0673679,1,,,,POINT (-0.0673679 51.5371091)
618348616,51.5374548,-0.066272,1,,,,POINT (-0.066272 51.5374548)
618348653,51.5364835,-0.0675608,3,,,,POINT (-0.0675608 51.5364835)
618348660,51.5379091,-0.0696881,3,,,,POINT (-0.0696881 51.5379091)
618348666,51.5374468,-0.0690856,1,,,,POINT (-0.0690856 51.5374468)
618348693,51.5375151,-0.0676091,3,,,,POINT (-0.0676091 51.5375151)
618348700,51.5379805,-0.0676501,3,,,,POINT (-0.0676501 51.5379805)
618348740,51.5374674,-0.0686072,3,,,,POINT (-0.0686072 51.5374674)
618348765,51.5380165,-0.0668082,3,,,,POINT (-0.0668082 51.5380165)
618348964,51.530625,-0.0716204,3,,,,POINT (-0.0716204 51.530625)
618348988,51.5312008,-0.0665722,3,,,,POINT (-0.0665722 51.5312008)
618348995,51.5309497,-0.0666494,1,,,,POINT (-0.0666494 51.5309497)
618348999,51.5309967,-0.0670113,1,,,,POINT (-0.0670113 51.5309967)
618349007,51.5309925,-0.07034,3,,,,POINT (-0.07034 51.5309925)
619174396,51.4905279,-0.1544107,3,,,,POINT (-0.1544107 51.4905279)
619174398,51.4909323,-0.1533322,3,,,,POINT (-0.1533322 51.4909323)
620075838,51.5466271,-0.149761,1,,,,POINT (-0.149761 51.5466271)
620075839,51.5465513,-0.1511576,3,,,,POINT (-0.1511576 51.5465513)
620075869,51.5436036,-0.1473798,3,,,,POINT (-0.1473798 51.5436036)
620076074,51.5443538,-0.1553572,3,,,,POINT (-0.1553572 51.5443538)
620076136,51.5431852,-0.1634566,3,,,,POINT (-0.1634566 51.5431852)
620076158,51.5430061,-0.1649773,1,,,,POINT (-0.1649773 51.5430061)
620076166,51.5429428,-0.1655906,3,,,,POINT (-0.1655906 51.5429428)
620076190,51.5436313,-0.1655337,3,,,,POINT (-0.1655337 51.5436313)
620076247,51.5441217,-0.1640973,3,,,,POINT (-0.1640973 51.5441217)
620076252,51.5442549,-0.1630303,1,,,,POINT (-0.1630303 51.5442549)
620076286,51.542671,-0.1679817,1,,,,POINT (-0.1679817 51.542671)
620076291,51.5424632,-0.1679394,3,,,,POINT (-0.1679394 51.5424632)
620076313,51.5425499,-0.16874,1,,,,POINT (-0.16874 51.5425499)
620076316,51.5423727,-0.1686737,3,,,,POINT (-0.1686737 51.5423727)
620076340,51.5434256,-0.1678107,1,,,,POINT (-0.1678107 51.5434256)
620076353,51.5422851,-0.1693842,3,,,,POINT (-0.1693842 51.5422851)
622003574,51.5047752,-0.1077024,2,,,,POINT (-0.1077024 51.5047752)
629099004,51.5335079,-0.0957554,1,,,,POINT (-0.0957554 51.5335079)
629543834,51.5010126,-0.0988815,3,,,,POINT (-0.0988815 51.5010126)
631446692,51.5474765,-0.1298241,4,,,,POINT (-0.1298241 51.5474765)
633036142,51.4811852,-0.1382601,4,,,,POINT (-0.1382601 51.4811852)
643969105,51.543959,-0.1234463,2,,,,POINT (-0.1234463 51.543959)
643969188,51.5456412,-0.1184319,3,,,,POINT (-0.1184319 51.5456412)
644694271,51.5144124,-0.1663612,3,,,,POINT (-0.1663612 51.5144124)
648861101,51.5306759,-0.073505,1,,,,POINT (-0.073505 51.5306759)
648861102,51.5308838,-0.0736273,1,,,,POINT (-0.0736273 51.5308838)
648861122,51.5324042,-0.0778251,3,,,,POINT (-0.0778251 51.5324042)
648861123,51.5311601,-0.0777403,3,,,,POINT (-0.0777403 51.5311601)
648861124,51.5320661,-0.0778034,3,,,,POINT (-0.0778034 51.5320661)
648861126,51.5320353,-0.0787737,3,,,,POINT (-0.0787737 51.5320353)
648861165,51.5304084,-0.0772338,3,,,,POINT (-0.0772338 51.5304084)
648861166,51.5304399,-0.0776906,1,,,,POINT (-0.0776906 51.5304399)
648861167,51.5300493,-0.0773338,3,,,,POINT (-0.0773338 51.5300493)
648861168,51.5301131,-0.0778664,1,,,,POINT (-0.0778664 51.5301131)
648861170,51.5297968,-0.0775705,1,,,,POINT (-0.0775705 51.5297968)
648861176,51.5274546,-0.0769495,3,,,,POINT (-0.0769495 51.5274546)
648861177,51.5275836,-0.0771076,1,,,,POINT (-0.0771076 51.5275836)
648861182,51.5299597,-0.073597,3,,,,POINT (-0.073597 51.5299597)
648861183,51.5301143,-0.0731056,1,,,,POINT (-0.0731056 51.5301143)
652744028,51.5466932,-0.0667768,3,,,,POINT (-0.0667768 51.5466932)
654181123,51.538088,-0.0742856,1,,,,POINT (-0.0742856 51.538088)
654181152,51.5373373,-0.073567,3,,,,POINT (-0.073567 51.5373373)
654181158,51.5380782,-0.0735473,3,,,,POINT (-0.0735473 51.5380782)
654181190,51.5420444,-0.074636,1,,,,POINT (-0.074636 51.5420444)
654181223,51.5428514,-0.0749526,1,,,,POINT (-0.0749526 51.5428514)
654181225,51.5425075,-0.074581,1,,,,POINT (-0.074581 51.5425075)
654181232,51.5441384,-0.0760518,3,,,,POINT (-0.0760518 51.5441384)
654181236,51.5440621,-0.0749094,1,,,,POINT (-0.0749094 51.5440621)
654181246,51.5429541,-0.0716929,4,,,,POINT (-0.0716929 51.5429541)
654181286,51.5445143,-0.0698255,3,,,,POINT (-0.0698255 51.5445143)
654181339,51.5382156,-0.0634553,3,,,,POINT (-0.0634553 51.5382156)
654181340,51.5378091,-0.0631962,3,,,,POINT (-0.0631962 51.5378091)
654181358,51.5380951,-0.0625849,3,,,,POINT (-0.0625849 51.5380951)
654181370,51.5383754,-0.062777,3,,,,POINT (-0.062777 51.5383754)
654181373,51.5394756,-0.0631654,3,,,,POINT (-0.0631654 51.5394756)
654181382,51.5421477,-0.0649985,3,,,,POINT (-0.0649985 51.5421477)
654181386,51.542132,-0.0652397,3,,,,POINT (-0.0652397 51.542132)
654181388,51.5418842,-0.0657466,1,,,,POINT (-0.0657466 51.5418842)
654181390,51.5419123,-0.0651059,3,,,,POINT (-0.0651059 51.5419123)
654181395,51.5421634,-0.0643889,1,,,,POINT (-0.0643889 51.5421634)
659503786,51.5271142,-0.0715174,1,,,,POINT (-0.0715174 51.5271142)
659503803,51.527393,-0.072077,3,,,,POINT (-0.072077 51.527393)
659503980,51.531412,-0.0737161,3,,,,POINT (-0.0737161 51.531412)
659504016,51.5322083,-0.0688065,1,,,,POINT (-0.0688065 51.5322083)
659504045,51.5354123,-0.0679915,1,,,,POINT (-0.0679915 51.5354123)
659504104,51.5278253,-0.0607225,1,,,,POINT (-0.0607225 51.5278253)
659504106,51.5273643,-0.0606457,3,,,,POINT (-0.0606457 51.5273643)
659504179,51.5274106,-0.0602333,3,,,,POINT (-0.0602333 51.5274106)
659504395,51.534352,-0.0591237,3,,,,POINT (-0.0591237 51.534352)
659504399,51.534655,-0.0591338,1,,,,POINT (-0.0591338 51.534655)
659653204,51.5103155,-0.1438633,2,,,,POINT (-0.1438633 51.5103155)
662643208,51.5429341,-0.1490747,3,,,,POINT (-0.1490747 51.5429341)
663645791,51.5028067,-0.0772339,3,,,,POINT (-0.0772339 51.5028067)
663645794,51.5030224,-0.0770311,3,,,,POINT (-0.0770311 51.5030224)
663885157,51.5021773,-0.0949612,3,,,,POINT (-0.0949612 51.5021773)
664774291,51.5173026,-0.070536,4,,,,POINT (-0.070536 51.5173026)
664774397,51.5184896,-0.0650257,1,,,,POINT (-0.0650257 51.5184896)
664774398,51.5188825,-0.0654163,3,,,,POINT (-0.0654163 51.5188825)
664774408,51.519415,-0.0641365,3,,,,POINT (-0.0641365 51.519415)
665445472,51.4910222,-0.0698615,1,,,,POINT (-0.0698615 51.4910222)
665445530,51.4888716,-0.0647229,1,,,,POINT (-0.0647229 51.4888716)
665834793,51.4949454,-0.0703522,1,,,,POINT (-0.0703522 51.4949454)
672290564,51.4868569,-0.0900095,3,,,,POINT (-0.0900095 51.4868569)
672650549,51.530482,-0.0733082,3,,,,POINT (-0.0733082 51.530482)
672653048,51.5350019,-0.0679919,3,,,,POINT (-0.0679919 51.5350019)
672835955,51.4871777,-0.0982863,3,,,,POINT (-0.0982863 51.4871777)
672906362,51.5408841,-0.0780063,1,,,,POINT (-0.0780063 51.5408841)
672906548,51.5428561,-0.0800173,3,,,,POINT (-0.0800173 51.5428561)
672906581,51.5424607,-0.0777421,4,,,,POINT (-0.0777421 51.5424607)
672906685,51.5394796,-0.0766803,3,,,,POINT (-0.0766803 51.5394796)
672917361,51.5400108,-0.0941179,2,,,,POINT (-0.0941179 51.5400108)
672964356,51.4924237,-0.0871916,1,,,,POINT (-0.0871916 51.4924237)
672965133,51.4847771,-0.115558,3,,,,POINT (-0.115558 51.4847771)
672965167,51.4868396,-0.1165132,4,,,,POINT (-0.1165132 51.4868396)
672965177,51.4843027,-0.1137547,2,,,,POINT (-0.1137547 51.4843027)
672965475,51.490402,-0.1068484,3,,,,POINT (-0.1068484 51.490402)
674892609,51.5337588,-0.1143471,1,,,,POINT (-0.1143471 51.5337588)
674892615,51.5337522,-0.113508,1,,,,POINT (-0.113508 51.5337522)
674892617,51.5340752,-0.1135913,3,,,,POINT (-0.1135913 51.5340752)
674892619,51.5337455,-0.1139128,1,,,,POINT (-0.1139128 51.5337455)
674892621,51.5341133,-0.1140658,3,,,,POINT (-0.1140658 51.5341133)
674892644,51.5341628,-0.1145242,3,,,,POINT (-0.1145242 51.5341628)
674922534,51.5248947,-0.1447357,3,,,,POINT (-0.1447357 51.5248947)
674922554,51.5256997,-0.1361581,3,,,,POINT (-0.1361581 51.5256997)
674934895,51.541991,-0.1517716,1,,,,POINT (-0.1517716 51.541991)
676082488,51.5058412,-0.082811,1,,,,POINT (-0.082811 51.5058412)
677445936,51.508408,-0.1344002,1,,,,POINT (-0.1344002 51.508408)
677445939,51.5055322,-0.13833,3,,,,POINT (-0.13833 51.5055322)
677523029,51.4928044,-0.1449542,3,,,,POINT (-0.1449542 51.4928044)
677523031,51.4926694,-0.1446363,1,,,,POINT (-0.1446363 51.4926694)
677555497,51.4883205,-0.1325901,3,,,,POINT (-0.1325901 51.4883205)
677555518,51.4889326,-0.1324784,3,,,,POINT (-0.1324784 51.4889326)
677555585,51.4879264,-0.1312783,3,,,,POINT (-0.1312783 51.4879264)
677555592,51.4882464,-0.1308933,3,,,,POINT (-0.1308933 51.4882464)
677686491,51.521117,-0.159344,3,,,,POINT (-0.159344 51.521117)
679215257,51.4917671,-0.1460927,1,,,,POINT (-0.1460927 51.4917671)
680106607,51.511056,-0.0711972,3,,,,POINT (-0.0711972 51.511056)
680106610,51.5112447,-0.0712857,1,,,,POINT (-0.0712857 51.5112447)
687183935,51.4837001,-0.0706179,3,,,,POINT (-0.0706179 51.4837001)
687183947,51.4899348,-0.0740353,1,,,,POINT (-0.0740353 51.4899348)
687183948,51.4898065,-0.0734363,1,,,,POINT (-0.0734363 51.4898065)
687183954,51.4916257,-0.0737462,3,,,,POINT (-0.0737462 51.4916257)
690295042,51.5120041,-0.0759512,3,,,,POINT (-0.0759512 51.5120041)
691084080,51.5176012,-0.1416199,4,,,,POINT (-0.1416199 51.5176012)
691851995,51.4900507,-0.0608945,3,,,,POINT (-0.0608945 51.4900507)
691851997,51.48982,-0.060723,3,,,,POINT (-0.060723 51.48982)
691851998,51.4897485,-0.0610138,1,,,,POINT (-0.0610138 51.4897485)
691852001,51.4897351,-0.0607027,1,,,,POINT (-0.0607027 51.4897351)
691873361,51.4897616,-0.0644443,2,,,,POINT (-0.0644443 51.4897616)
691988175,51.4920171,-0.0660672,1,,,,POINT (-0.0660672 51.4920171)
691988271,51.4911009,-0.0654674,1,,,,POINT (-0.0654674 51.4911009)
691988292,51.4924836,-0.067682,3,,,,POINT (-0.067682 51.4924836)
691988393,51.4905263,-0.0699698,1,,,,POINT (-0.0699698 51.4905263)
691988408,51.4900079,-0.0705463,3,,,,POINT (-0.0705463 51.4900079)
691988417,51.4913631,-0.0684521,1,,,,POINT (-0.0684521 51.4913631)
691988463,51.490854,-0.0682371,1,,,,POINT (-0.0682371 51.490854)
691993980,51.4927386,-0.0650093,1,,,,POINT (-0.0650093 51.4927386)
692069529,51.4934714,-0.0648633,1,,,,POINT (-0.0648633 51.4934714)
693137612,51.5191619,-0.0639398,3,,,,POINT (-0.0639398 51.5191619)
693439367,51.4942262,-0.0950401,3,,,,POINT (-0.0950401 51.4942262)
693440462,51.4927101,-0.0921764,1,,,,POINT (-0.0921764 51.4927101)
694456742,51.4890572,-0.0777266,3,,,,POINT (-0.0777266 51.4890572)
694456747,51.4890861,-0.0783285,3,,,,POINT (-0.0783285 51.4890861)
694456749,51.4889781,-0.0779751,3,,,,POINT (-0.0779751 51.4889781)
694456753,51.4887448,-0.0777265,3,,,,POINT (-0.0777265 51.4887448)
694456754,51.4888765,-0.0777369,4,,,,POINT (-0.0777369 51.4888765)
694456755,51.4881379,-0.0795948,3,,,,POINT (-0.0795948 51.4881379)
694456756,51.4880928,-0.0795007,1,,,,POINT (-0.0795007 51.4880928)
694456758,51.4878758,-0.0797613,1,,,,POINT (-0.0797613 51.4878758)
694456765,51.4884146,-0.0791772,3,,,,POINT (-0.0791772 51.4884146)
694456767,51.4887039,-0.0784617,2,,,,POINT (-0.0784617 51.4887039)
694548572,51.4893265,-0.0715248,3,,,,POINT (-0.0715248 51.4893265)
694548573,51.4892992,-0.0716766,1,,,,POINT (-0.0716766 51.4892992)
694548576,51.4898552,-0.0719728,3,,,,POINT (-0.0719728 51.4898552)
694548577,51.4896574,-0.0721049,1,,,,POINT (-0.0721049 51.4896574)
694548578,51.4894382,-0.0727196,1,,,,POINT (-0.0727196 51.4894382)
694548580,51.4891198,-0.0723073,3,,,,POINT (-0.0723073 51.4891198)
694548581,51.4893624,-0.0722116,1,,,,POINT (-0.0722116 51.4893624)
694548583,51.4892455,-0.0714475,1,,,,POINT (-0.0714475 51.4892455)
694548584,51.4905052,-0.0744915,1,,,,POINT (-0.0744915 51.4905052)
694548585,51.4906545,-0.0748867,1,,,,POINT (-0.0748867 51.4906545)
694548586,51.4906549,-0.0750851,1,,,,POINT (-0.0750851 51.4906549)
694548587,51.4908103,-0.0755161,1,,,,POINT (-0.0755161 51.4908103)
694587438,51.4897943,-0.0717384,3,,,,POINT (-0.0717384 51.4897943)
694587440,51.4895876,-0.0718676,1,,,,POINT (-0.0718676 51.4895876)
694621865,51.4903959,-0.0688714,1,,,,POINT (-0.0688714 51.4903959)
695103778,51.4975922,-0.0685498,1,turning_circle,,,POINT (-0.0685498 51.4975922)
695105171,51.4971623,-0.0687501,3,,,,POINT (-0.0687501 51.4971623)
695650349,51.4895253,-0.0695627,3,,,,POINT (-0.0695627 51.4895253)
695650350,51.4893866,-0.0696096,1,,,,POINT (-0.0696096 51.4893866)
695650351,51.4893136,-0.0696116,1,,,,POINT (-0.0696116 51.4893136)
695650352,51.4892828,-0.0696219,3,,,,POINT (-0.0696219 51.4892828)
695650353,51.4889846,-0.0697523,1,,,,POINT (-0.0697523 51.4889846)
695650355,51.4892579,-0.0694307,3,,,,POINT (-0.0694307 51.4892579)
695650386,51.4894998,-0.0693432,3,,,,POINT (-0.0693432 51.4894998)
695690676,51.4878726,-0.066861,3,,,,POINT (-0.066861 51.4878726)
695690677,51.4876163,-0.0668966,1,,,,POINT (-0.0668966 51.4876163)
695690694,51.4881609,-0.0669621,1,,,,POINT (-0.0669621 51.4881609)
695690754,51.4881108,-0.066403,3,,,,POINT (-0.066403 51.4881108)
695690782,51.4875906,-0.0658893,1,,,,POINT (-0.0658893 51.4875906)
695690803,51.4876926,-0.0663028,3,,,,POINT (-0.0663028 51.4876926)
695690858,51.4887188,-0.0694671,1,,,,POINT (-0.0694671 51.4887188)
695690884,51.4887122,-0.0695565,1,,,,POINT (-0.0695565 51.4887122)
695743416,51.488536,-0.0594009,3,,,,POINT (-0.0594009 51.488536)
695743420,51.4882607,-0.0592282,3,,,,POINT (-0.0592282 51.4882607)
695743424,51.4883327,-0.0589449,1,,,,POINT (-0.0589449 51.4883327)
695743446,51.488212,-0.0598746,3,,,,POINT (-0.0598746 51.488212)
695743476,51.4890577,-0.0630356,1,,,,POINT (-0.0630356 51.4890577)
695743509,51.4888498,-0.0596179,1,,,,POINT (-0.0596179 51.4888498)
695743525,51.4883378,-0.0652918,1,,,,POINT (-0.0652918 51.4883378)
696521300,51.4897215,-0.0621253,3,,,,POINT (-0.0621253 51.4897215)
697037356,51.5090564,-0.0705946,3,,,,POINT (-0.0705946 51.5090564)
697037359,51.5091171,-0.0695276,3,,,,POINT (-0.0695276 51.5091171)
697037385,51.5092029,-0.0735021,3,,,,POINT (-0.0735021 51.5092029)
698416620,51.5093039,-0.0646268,3,,,,POINT (-0.0646268 51.5093039)
699922428,51.542364,-0.1462851,3,,,,POINT (-0.1462851 51.542364)
699922453,51.5425911,-0.1467157,1,,,,POINT (-0.1467157 51.5425911)
699922497,51.5437382,-0.1484483,1,,,,POINT (-0.1484483 51.5437382)
699922540,51.5447136,-0.1478225,1,,,,POINT (-0.1478225 51.5447136)
699922552,51.5452301,-0.1466009,1,,,,POINT (-0.1466009 51.5452301)
699922557,51.5456172,-0.1466388,1,,,,POINT (-0.1466388 51.5456172)
700774224,51.5105131,-0.093153,3,,,,POINT (-0.093153 51.5105131)
700783038,51.4913866,-0.0854567,1,,,,POINT (-0.0854567 51.4913866)
700792231,51.4900404,-0.0554565,3,,,,POINT (-0.0554565 51.4900404)
701737294,51.5450538,-0.0761595,1,,,,POINT (-0.0761595 51.5450538)
702265900,51.5439006,-0.1656173,3,,,,POINT (-0.1656173 51.5439006)
702265901,51.5439572,-0.1651138,1,,,,POINT (-0.1651138 51.5439572)
702265903,51.5435813,-0.1659154,1,,,,POINT (-0.1659154 51.5435813)
702265904,51.5437217,-0.1648638,1,,,,POINT (-0.1648638 51.5437217)
702265909,51.5440716,-0.1656774,3,,,,POINT (-0.1656774 51.5440716)
702265919,51.5434688,-0.1682469,3,,,,POINT (-0.1682469 51.5434688)
702265930,51.5430182,-0.170726,3,,,,POINT (-0.170726 51.5430182)
702265932,51.543104,-0.1700371,3,,,,POINT (-0.1700371 51.543104)
702271467,51.5423752,-0.1697285,1,,,,POINT (-0.1697285 51.5423752)
702271470,51.5423433,-0.1673707,1,,,,POINT (-0.1673707 51.5423433)
702271576,51.5425342,-0.164493,3,,,,POINT (-0.164493 51.5425342)
702271593,51.5431123,-0.1640215,3,,,,POINT (-0.1640215 51.5431123)
702271608,51.5415403,-0.1611498,3,,,,POINT (-0.1611498 51.5415403)
702271613,51.5410503,-0.1596218,1,,,,POINT (-0.1596218 51.5410503)
702287175,51.5127107,-0.1665657,2,,,,POINT (-0.1665657 51.5127107)
703524045,51.5272561,-0.1028222,1,,,,POINT (-0.1028222 51.5272561)
703524079,51.5275925,-0.101917,1,,,,POINT (-0.101917 51.5275925)
704034778,51.4905609,-0.0823043,3,,,,POINT (-0.0823043 51.4905609)
704034783,51.49122,-0.0821706,1,,,,POINT (-0.0821706 51.49122)
704034787,51.4888328,-0.0873529,1,,,,POINT (-0.0873529 51.4888328)
704034790,51.4885686,-0.0879441,3,,,,POINT (-0.0879441 51.4885686)
704034800,51.4891565,-0.0877939,1,,,,POINT (-0.0877939 51.4891565)
704034802,51.4888843,-0.0883707,3,,,,POINT (-0.0883707 51.4888843)
704034837,51.4871264,-0.0888901,3,,,,POINT (-0.0888901 51.4871264)
707057241,51.5417756,-0.0651087,3,,,,POINT (-0.0651087 51.5417756)
707057277,51.5417658,-0.0655618,3,,,,POINT (-0.0655618 51.5417658)
707057285,51.5414864,-0.0655423,1,,,,POINT (-0.0655423 51.5414864)
707057301,51.5417809,-0.0648671,3,,,,POINT (-0.0648671 51.5417809)
707057322,51.5414771,-0.0648353,1,,,,POINT (-0.0648353 51.5414771)
707057356,51.5394891,-0.0646227,3,,,,POINT (-0.0646227 51.5394891)
707769293,51.5449636,-0.1510646,1,,,,POINT (-0.1510646 51.5449636)
707917289,51.4975939,-0.1599307,4,,,,POINT (-0.1599307 51.4975939)
709221669,51.5442117,-0.1570631,3,,,,POINT (-0.1570631 51.5442117)
711568975,51.4982817,-0.1495497,3,,,,POINT (-0.1495497 51.4982817)
711680741,51.4976768,-0.1527183,3,,,,POINT (-0.1527183 51.4976768)
711680753,51.4984664,-0.1514652,1,,,,POINT (-0.1514652 51.4984664)
723093035,51.5425255,-0.1625024,1,,,,POINT (-0.1625024 51.5425255)
726040904,51.5446377,-0.1428178,1,,,,POINT (-0.1428178 51.5446377)
726630308,51.482176,-0.1162384,1,,,,POINT (-0.1162384 51.482176)
727380163,51.5380019,-0.0826585,1,,,,POINT (-0.0826585 51.5380019)
727437271,51.5470476,-0.0858452,1,,,,POINT (-0.0858452 51.5470476)
727632912,51.5218348,-0.0693571,3,,,,POINT (-0.0693571 51.5218348)
727633324,51.5264306,-0.0724819,3,,,,POINT (-0.0724819 51.5264306)
727641939,51.491632,-0.0757867,3,,,,POINT (-0.0757867 51.491632)
727647784,51.4908719,-0.0864746,3,,,,POINT (-0.0864746 51.4908719)
728179611,51.5253857,-0.1591232,3,,,,POINT (-0.1591232 51.5253857)
729647103,51.5422252,-0.1453556,1,,,,POINT (-0.1453556 51.5422252)
729651857,51.5441063,-0.1453547,1,,,,POINT (-0.1453547 51.5441063)
729651859,51.5441951,-0.1452818,1,,,,POINT (-0.1452818 51.5441951)
730748125,51.4761613,-0.1068338,1,,,,POINT (-0.1068338 51.4761613)
730856463,51.4881184,-0.1128574,3,,,,POINT (-0.1128574 51.4881184)
730856485,51.4880257,-0.1127764,3,,,,POINT (-0.1127764 51.4880257)
730856487,51.4878038,-0.1133819,3,,,,POINT (-0.1133819 51.4878038)
730856502,51.4878317,-0.1125954,3,,,,POINT (-0.1125954 51.4878317)
