osmid,y,x,highway,street_count,ref,junction,geometry
3869521262,-23.5267251,-46.6117125,,3,,,POINT (-46.6117125 -23.5267251)
3869521266,-23.5263604,-46.6116982,traffic_signals,4,,,POINT (-46.6116982 -23.5263604)
3891203415,-23.5104474,-46.6609646,,1,,,POINT (-46.6609646 -23.5104474)
3891227239,-23.5116865,-46.6044889,,3,,,POINT (-46.6044889 -23.5116865)
3891227240,-23.5123146,-46.6047512,turning_circle,1,,,POINT (-46.6047512 -23.5123146)
3916046762,-23.5200356,-46.6255488,,3,,,POINT (-46.6255488 -23.5200356)
3932235019,-23.5350857,-46.6391851,,3,,,POINT (-46.6391851 -23.5350857)
3948393890,-23.5173223,-46.6008111,,3,,,POINT (-46.6008111 -23.5173223)
3951047013,-23.5262159,-46.6174793,turning_circle,1,,,POINT (-46.6174793 -23.5262159)
3956583660,-23.5306998,-46.6021392,traffic_signals,3,,,POINT (-46.6021392 -23.5306998)
3957979057,-23.5215149,-46.6099128,,4,,,POINT (-46.6099128 -23.5215149)
3958003521,-23.5257641,-46.6106546,,3,,,POINT (-46.6106546 -23.5257641)
3958003527,-23.5265507,-46.6111896,,3,,,POINT (-46.6111896 -23.5265507)
3958003528,-23.5262808,-46.6115335,traffic_signals,4,,,POINT (-46.6115335 -23.5262808)
3958003529,-23.5262228,-46.61166,traffic_signals,4,,,POINT (-46.61166 -23.5262228)
3958003530,-23.526118,-46.6119445,,3,,,POINT (-46.6119445 -23.526118)
3965031780,-23.5584156,-46.5953047,,3,,,POINT (-46.5953047 -23.5584156)
3965031781,-23.5584823,-46.5954866,,3,,,POINT (-46.5954866 -23.5584823)
3965031783,-23.5583614,-46.5954166,,3,,,POINT (-46.5954166 -23.5583614)
3965031785,-23.5584073,-46.5955657,,3,,,POINT (-46.5955657 -23.5584073)
4010302527,-23.5246021,-46.5951853,,4,,,POINT (-46.5951853 -23.5246021)
4010303714,-23.526189,-46.5957869,,3,,,POINT (-46.5957869 -23.526189)
4010303715,-23.5253922,-46.5953127,,3,,,POINT (-46.5953127 -23.5253922)
4010303716,-23.5252637,-46.5950382,traffic_signals,4,,,POINT (-46.5950382 -23.5252637)
4010303717,-23.5250871,-46.59508,traffic_signals,4,,,POINT (-46.59508 -23.5250871)
4011418236,-23.5356031,-46.6509319,traffic_signals,4,,,POINT (-46.6509319 -23.5356031)
4011418239,-23.5349368,-46.6498533,,4,,,POINT (-46.6498533 -23.5349368)
4011418244,-23.5449416,-46.6435661,traffic_signals,4,,,POINT (-46.6435661 -23.5449416)
4011418245,-23.5455101,-46.6442384,traffic_signals,4,,,POINT (-46.6442384 -23.5455101)
4034133824,-23.5503295,-46.638361,,3,,,POINT (-46.638361 -23.5503295)
4063348176,-23.532877,-46.6027268,,3,,,POINT (-46.6027268 -23.532877)
4063348177,-23.5325758,-46.6019537,turning_circle,1,,,POINT (-46.6019537 -23.5325758)
