osmid,y,x,street_count,highway,junction,railway,geometry
25207356,48.8652497,2.3519977,4,traffic_signals,,,POINT (2.3519977 48.8652497)
25207358,48.8705922,2.3549955,3,,,,POINT (2.3549955 48.8705922)
25207371,48.8657759,2.3574373,3,,,,POINT (2.3574373 48.8657759)
25207381,48.8586982,2.3520991,3,crossing,,,POINT (2.3520991 48.8586982)
25240523,48.8260279,2.3877556,3,,,,POINT (2.3877556 48.8260279)
25253715,48.8546751,2.325822,3,,,,POINT (2.325822 48.8546751)
25253716,48.8534144,2.3261932,4,traffic_signals,,,POINT (2.3261932 48.8534144)
25253719,48.8538385,2.3273749,3,,,,POINT (2.3273749 48.8538385)
25253720,48.8537211,2.327741,3,,,,POINT (2.327741 48.8537211)
25253722,48.8542019,2.3316483,3,traffic_signals,,,POINT (2.3316483 48.8542019)
25253723,48.8539513,2.3327145,4,,,,POINT (2.3327145 48.8539513)
25253725,48.8550133,2.3245711,4,,,,POINT (2.3245711 48.8550133)
25253726,48.8556487,2.3234168,3,,,,POINT (2.3234168 48.8556487)
25253728,48.8569724,2.3245982,3,,,,POINT (2.3245982 48.8569724)
25253764,48.8539979,2.3238493,4,traffic_signals,,,POINT (2.3238493 48.8539979)
25253765,48.8535576,2.3256093,3,,,,POINT (2.3256093 48.8535576)
25253766,48.8527479,2.3236717,3,,,,POINT (2.3236717 48.8527479)
25253767,48.8516985,2.3235499,4,,,,POINT (2.3235499 48.8516985)
25253768,48.8517125,2.3248052,3,,,,POINT (2.3248052 48.8517125)
25253770,48.855643,2.3268412,4,,,,POINT (2.3268412 48.855643)
25253772,48.854835,2.3292236,4,,,,POINT (2.3292236 48.854835)
25253773,48.8564094,2.3240957,4,,,,POINT (2.3240957 48.8564094)
25253774,48.8565737,2.3236291,1,,,,POINT (2.3236291 48.8565737)
25253775,48.8549506,2.3199504,4,,,,POINT (2.3199504 48.8549506)
25253835,48.8531796,2.327141,3,,,,POINT (2.327141 48.8531796)
25253920,48.8503948,2.3277276,4,traffic_signals,,,POINT (2.3277276 48.8503948)
25253964,48.8522684,2.3300292,3,,,,POINT (2.3300292 48.8522684)
25253965,48.8575626,2.3175146,4,,,,POINT (2.3175146 48.8575626)
25254115,48.8557078,2.3168859,3,,,,POINT (2.3168859 48.8557078)
25254116,48.8554189,2.3180552,3,,,,POINT (2.3180552 48.8554189)
25254117,48.8551343,2.3192068,3,,,,POINT (2.3192068 48.8551343)
25254118,48.8539821,2.3189164,1,,,,POINT (2.3189164 48.8539821)
25254119,48.8543095,2.3190034,3,,,,POINT (2.3190034 48.8543095)
25254120,48.8542104,2.3196642,3,,,,POINT (2.3196642 48.8542104)
25254121,48.8530556,2.319218,3,,,,POINT (2.319218 48.8530556)
25254124,48.8532418,2.3174991,3,,,,POINT (2.3174991 48.8532418)
25254125,48.8517724,2.3171235,3,,,,POINT (2.3171235 48.8517724)
25254128,48.8577858,2.3224239,3,,,,POINT (2.3224239 48.8577858)
25254129,48.8505315,2.3195778,4,,,,POINT (2.3195778 48.8505315)
25254138,48.8559077,2.325506,6,,,,POINT (2.325506 48.8559077)
25254297,48.853362,2.3264058,4,traffic_signals,,,POINT (2.3264058 48.853362)
25254299,48.8543438,2.3261255,4,traffic_signals,,,POINT (2.3261255 48.8543438)
25254301,48.8547488,2.326004,4,,,,POINT (2.326004 48.8547488)
25254922,48.8586446,2.3198423,3,,,,POINT (2.3198423 48.8586446)
25254925,48.8558337,2.3257283,3,,,,POINT (2.3257283 48.8558337)
25254958,48.8524284,2.326681,3,,,,POINT (2.326681 48.8524284)
25255044,48.852217,2.3267433,3,,,,POINT (2.3267433 48.852217)
25255322,48.8507419,2.3271311,4,traffic_signals,,,POINT (2.3271311 48.8507419)
25255325,48.8501437,2.3273262,4,traffic_signals,,,POINT (2.3273262 48.8501437)
25255328,48.8499498,2.328048,3,,,,POINT (2.328048 48.8499498)
25255449,48.8507266,2.326975,3,,,,POINT (2.326975 48.8507266)
25255855,48.850432,2.3246062,3,,,,POINT (2.3246062 48.850432)
25255856,48.849225,2.325851,3,,,,POINT (2.325851 48.849225)
25255857,48.849588,2.3265217,3,,,,POINT (2.3265217 48.849588)
25255858,48.8531454,2.3312779,3,,,,POINT (2.3312779 48.8531454)
25255888,48.8473943,2.3181919,3,,,,POINT (2.3181919 48.8473943)
25255889,48.847737,2.3190811,3,,,,POINT (2.3190811 48.847737)
25255890,48.8478724,2.3194152,3,,,,POINT (2.3194152 48.8478724)
25255891,48.8480204,2.3197385,3,,,,POINT (2.3197385 48.8480204)
25255892,48.8484202,2.3205421,3,traffic_signals,,,POINT (2.3205421 48.8484202)
25255893,48.8498252,2.3232862,3,,,,POINT (2.3232862 48.8498252)
25255896,48.8458743,2.3197295,3,,,,POINT (2.3197295 48.8458743)
25255897,48.846881,2.3214715,3,,,,POINT (2.3214715 48.846881)
25255898,48.8475665,2.3227914,3,,,,POINT (2.3227914 48.8475665)
25255899,48.8480856,2.3237764,3,,,,POINT (2.3237764 48.8480856)
25255900,48.8485392,2.3246036,4,,,,POINT (2.3246036 48.8485392)
25255909,48.8479377,2.3159813,3,,,,POINT (2.3159813 48.8479377)
25255912,48.8494407,2.3151445,4,traffic_signals,,,POINT (2.3151445 48.8494407)
25256044,48.8494698,2.3190016,3,,,,POINT (2.3190016 48.8494698)
25256045,48.8503704,2.318547,3,,,,POINT (2.318547 48.8503704)
25256046,48.8501667,2.317728,3,,,,POINT (2.317728 48.8501667)
25256047,48.849889,2.3166622,3,,,,POINT (2.3166622 48.849889)
25256051,48.8517926,2.316085,3,,,,POINT (2.316085 48.8517926)
25256058,48.8496994,2.3199564,3,,,,POINT (2.3199564 48.8496994)
25256059,48.8517574,2.3138661,4,traffic_signals,,,POINT (2.3138661 48.8517574)
25256077,48.8460873,2.3236565,3,traffic_signals,,,POINT (2.3236565 48.8460873)
25256078,48.846221,2.3241434,3,traffic_signals,,,POINT (2.3241434 48.846221)
25256083,48.8468104,2.3261393,3,,,,POINT (2.3261393 48.8468104)
25256086,48.8477675,2.3240801,3,,,,POINT (2.3240801 48.8477675)
25256087,48.8481148,2.3249793,3,,,,POINT (2.3249793 48.8481148)
25256089,48.8478333,2.3252295,3,,,,POINT (2.3252295 48.8478333)
25256197,48.8482847,2.3174407,1,,,,POINT (2.3174407 48.8482847)
25256231,48.8476978,2.3133509,4,,,,POINT (2.3133509 48.8476978)
25256232,48.8479679,2.3144753,4,,,,POINT (2.3144753 48.8479679)
25256235,48.8491836,2.3140369,3,,,,POINT (2.3140369 48.8491836)
25256261,48.8445656,2.3245446,3,traffic_signals,,,POINT (2.3245446 48.8445656)
25256262,48.8456679,2.3256213,3,traffic_signals,,,POINT (2.3256213 48.8456679)
25256276,48.8469795,2.326646,3,traffic_signals,,,POINT (2.326646 48.8469795)
25256297,48.8464485,2.3273129,3,,,,POINT (2.3273129 48.8464485)
25256318,48.8451968,2.3285445,4,traffic_signals,,,POINT (2.3285445 48.8451968)
25256319,48.8442905,2.3288079,4,traffic_signals,,,POINT (2.3288079 48.8442905)
25256363,48.8453287,2.3283129,4,,,,POINT (2.3283129 48.8453287)
25256377,48.8439732,2.3271611,3,,,,POINT (2.3271611 48.8439732)
25256381,48.8435717,2.3279735,3,,,,POINT (2.3279735 48.8435717)
25272888,48.8679559,2.3317267,3,,,,POINT (2.3317267 48.8679559)
25272889,48.8678259,2.3322972,4,,,,POINT (2.3322972 48.8678259)
25272890,48.8674817,2.3320794,3,,,,POINT (2.3320794 48.8674817)
25272901,48.8658216,2.3301649,3,,,,POINT (2.3301649 48.8658216)
25272903,48.8666152,2.3285827,4,traffic_signals,,,POINT (2.3285827 48.8666152)
25272915,48.8683166,2.3302706,4,traffic_signals,,,POINT (2.3302706 48.8683166)
25272917,48.8689035,2.3294185,3,,,,POINT (2.3294185 48.8689035)
25272921,48.8699972,2.330529,3,,,,POINT (2.330529 48.8699972)
25272923,48.8695718,2.3315181,4,traffic_signals,,,POINT (2.3315181 48.8695718)
25272928,48.8690422,2.3327334,4,,,,POINT (2.3327334 48.8690422)
25272935,48.8672912,2.3345943,4,traffic_signals,,,POINT (2.3345943 48.8672912)
25272936,48.8671374,2.3352462,3,,,,POINT (2.3352462 48.8671374)
25272937,48.8664054,2.3348518,3,,,,POINT (2.3348518 48.8664054)
25272938,48.8662468,2.3355001,4,,,,POINT (2.3355001 48.8662468)
25272939,48.8669887,2.3358764,3,,,,POINT (2.3358764 48.8669887)
25272940,48.866585,2.3356716,3,,,,POINT (2.3356716 48.866585)
25272942,48.8680173,2.3363406,3,,,,POINT (2.3363406 48.8680173)
25272943,48.8684325,2.3365204,3,,,,POINT (2.3365204 48.8684325)
25272944,48.8688872,2.3366967,3,,,,POINT (2.3366967 48.8688872)
25272946,48.8688829,2.3354907,4,,,,POINT (2.3354907 48.8688829)
25272947,48.8688862,2.3343886,4,,,,POINT (2.3343886 48.8688862)
25272948,48.8688922,2.3341961,4,,,,POINT (2.3341961 48.8688922)
25272949,48.8687816,2.3343076,3,,,,POINT (2.3343076 48.8687816)
25272953,48.8694737,2.3340502,3,,,,POINT (2.3340502 48.8694737)
25272977,48.8675893,2.3347642,2,,,,POINT (2.3347642 48.8675893)
25272980,48.8681779,2.3350989,2,,,,POINT (2.3350989 48.8681779)
25272983,48.868258,2.3372952,1,,,,POINT (2.3372952 48.868258)
25272985,48.8678496,2.3371008,3,,,,POINT (2.3371008 48.8678496)
25273063,48.8672117,2.3334841,4,,,,POINT (2.3334841 48.8672117)
25273088,48.867079,2.3290327,2,,,,POINT (2.3290327 48.867079)
25273118,48.8659313,2.3278927,4,,,,POINT (2.3278927 48.8659313)
25273121,48.8653128,2.3297909,3,,,,POINT (2.3297909 48.8653128)
25273123,48.8663851,2.3265062,3,,,,POINT (2.3265062 48.8663851)
25273190,48.8640209,2.3351541,4,,,,POINT (2.3351541 48.8640209)
25273191,48.8640384,2.3343901,3,,,,POINT (2.3343901 48.8640384)
25273196,48.8657588,2.3335858,4,traffic_signals,,,POINT (2.3335858 48.8657588)
25273197,48.8645633,2.3326949,4,traffic_signals,,,POINT (2.3326949 48.8645633)
25273205,48.8677459,2.3335525,3,,,,POINT (2.3335525 48.8677459)
25273208,48.8692263,2.332918,3,traffic_signals,,,POINT (2.332918 48.8692263)
25273209,48.8649497,2.3347533,3,,,,POINT (2.3347533 48.8649497)
25273216,48.8696689,2.3264385,3,traffic_signals,,,POINT (2.3264385 48.8696689)
25273380,48.8636313,2.3346306,3,,,,POINT (2.3346306 48.8636313)
25273423,48.8637913,2.3362593,2,,,,POINT (2.3362593 48.8637913)
25273482,48.8683825,2.3232682,4,traffic_signals,,,POINT (2.3232682 48.8683825)
25273483,48.8679458,2.3245898,4,traffic_signals,,,POINT (2.3245898 48.8679458)
25273487,48.8675462,2.325835,3,traffic_signals,,,POINT (2.325835 48.8675462)
25273491,48.8666863,2.325571,4,,,,POINT (2.325571 48.8666863)
25273493,48.8674398,2.3261888,4,traffic_signals,,,POINT (2.3261888 48.8674398)
25273781,48.8700916,2.3337033,4,traffic_signals,,,POINT (2.3337033 48.8700916)
25273782,48.8700509,2.3339245,3,traffic_signals,,,POINT (2.3339245 48.8700509)
25273784,48.8700235,2.3340731,3,,,,POINT (2.3340731 48.8700235)
25273786,48.8709692,2.3341638,4,traffic_signals,,,POINT (2.3341638 48.8709692)
25273787,48.8710504,2.3346225,3,traffic_signals,,,POINT (2.3346225 48.8710504)
25273838,48.8706958,2.3342838,3,,,,POINT (2.3342838 48.8706958)
25273842,48.8701823,2.3348133,3,,,,POINT (2.3348133 48.8701823)
25273843,48.8701865,2.3359584,3,,,,POINT (2.3359584 48.8701865)
25273866,48.8696749,2.335967,3,traffic_signals,,,POINT (2.335967 48.8696749)
25273867,48.8703931,2.3368887,3,,,,POINT (2.3368887 48.8703931)
25273868,48.870336,2.3372448,3,,,,POINT (2.3372448 48.870336)
25273876,48.8714762,2.3371106,3,,,,POINT (2.3371106 48.8714762)
25273877,48.8715849,2.3377446,3,,,,POINT (2.3377446 48.8715849)
25273878,48.8716437,2.3380716,3,traffic_signals,,,POINT (2.3380716 48.8716437)
25273880,48.8696451,2.3389261,3,,,,POINT (2.3389261 48.8696451)
25273883,48.8682049,2.3381849,3,traffic_signals,,,POINT (2.3381849 48.8682049)
25273884,48.8690164,2.3394464,3,,,,POINT (2.3394464 48.8690164)
25273885,48.86865,2.341335,3,,,,POINT (2.341335 48.86865)
25273887,48.8714373,2.3368838,3,,,,POINT (2.3368838 48.8714373)
25275079,48.869531,2.3394799,4,,,,POINT (2.3394799 48.869531)
25275080,48.8693514,2.3403359,3,,,,POINT (2.3403359 48.8693514)
25287818,48.8479409,2.3075831,3,,,,POINT (2.3075831 48.8479409)
25287819,48.847436,2.3082081,4,,,,POINT (2.3082081 48.847436)
25287820,48.8475781,2.3088191,3,,,,POINT (2.3088191 48.8475781)
25288182,48.8268826,2.3897362,3,,,,POINT (2.3897362 48.8268826)
25289976,48.8457219,2.3934232,3,,,,POINT (2.3934232 48.8457219)
25290116,48.843703,2.3881764,3,,,,POINT (2.3881764 48.843703)
25290181,48.8471479,2.3850162,3,,,,POINT (2.3850162 48.8471479)
25290184,48.8450019,2.3834091,3,,,,POINT (2.3834091 48.8450019)
25290185,48.8453347,2.3810129,3,,,,POINT (2.3810129 48.8453347)
25290186,48.8459254,2.3823939,3,,,,POINT (2.3823939 48.8459254)
25290202,48.8455759,2.3804082,3,,,,POINT (2.3804082 48.8455759)
25290203,48.8462905,2.3821004,3,,,,POINT (2.3821004 48.8462905)
25290281,48.8402876,2.3927553,3,,,,POINT (2.3927553 48.8402876)
25290282,48.8419567,2.3894356,3,,,,POINT (2.3894356 48.8419567)
25290283,48.8418033,2.3893599,3,,,,POINT (2.3893599 48.8418033)
25290521,48.8406059,2.3993395,3,,,,POINT (2.3993395 48.8406059)
25290522,48.8395826,2.3975374,3,traffic_signals,,,POINT (2.3975374 48.8395826)
25554239,48.862909,2.3365244,3,,,,POINT (2.3365244 48.862909)
25554240,48.862711,2.3373202,3,,,,POINT (2.3373202 48.862711)
25554265,48.8626698,2.3374759,3,,,,POINT (2.3374759 48.8626698)
25554267,48.8622224,2.3391673,3,,,,POINT (2.3391673 48.8622224)
25554268,48.86207,2.3396722,3,,,,POINT (2.3396722 48.86207)
25554269,48.8618506,2.3405121,3,,,,POINT (2.3405121 48.8618506)
25554300,48.8603845,2.3405664,3,,,,POINT (2.3405664 48.8603845)
25554420,48.8611353,2.3409256,3,,,,POINT (2.3409256 48.8611353)
25554425,48.8595024,2.3401151,3,,,,POINT (2.3401151 48.8595024)
25554524,48.8587317,2.3483496,3,,,,POINT (2.3483496 48.8587317)
25554694,48.8571857,2.3472935,4,,,,POINT (2.3472935 48.8571857)
25554696,48.8572365,2.3495508,3,,,,POINT (2.3495508 48.8572365)
25554703,48.8583518,2.351908,3,traffic_signals,,,POINT (2.351908 48.8583518)
25554705,48.8572829,2.3523538,3,traffic_signals,,,POINT (2.3523538 48.8572829)
25554711,48.8558191,2.3508126,3,,,,POINT (2.3508126 48.8558191)
25554712,48.8559154,2.3511341,3,,,,POINT (2.3511341 48.8559154)
25554716,48.8573072,2.3499691,3,,,,POINT (2.3499691 48.8573072)
25573496,48.8897924,2.3429434,4,traffic_signals,,,POINT (2.3429434 48.8897924)
25573546,48.8889015,2.3415321,1,,,,POINT (2.3415321 48.8889015)
25573614,48.8895139,2.3406576,3,,,,POINT (2.3406576 48.8895139)
25573616,48.8890296,2.34069,1,,,,POINT (2.34069 48.8890296)
25574314,48.8268677,2.3321003,4,,,,POINT (2.3321003 48.8268677)
25574315,48.8269426,2.3319333,3,,,,POINT (2.3319333 48.8269426)
25574317,48.8252183,2.3294099,3,,,,POINT (2.3294099 48.8252183)
25580313,48.8574083,2.3181129,3,,,,POINT (2.3181129 48.8574083)
25580316,48.8572041,2.3187698,3,,,,POINT (2.3187698 48.8572041)
25580424,48.8588818,2.3146966,3,,,,POINT (2.3146966 48.8588818)
25580452,48.856168,2.3150233,3,traffic_signals,,,POINT (2.3150233 48.856168)
25580477,48.8584394,2.3124415,3,,,,POINT (2.3124415 48.8584394)
25580479,48.8583957,2.3112179,3,,,,POINT (2.3112179 48.8583957)
25581027,48.8639118,2.3381497,3,,,,POINT (2.3381497 48.8639118)
25581031,48.8661305,2.3385548,3,,,,POINT (2.3385548 48.8661305)
25581037,48.8629949,2.3394984,3,,,,POINT (2.3394984 48.8629949)
25581039,48.8633924,2.3404127,3,,,,POINT (2.3404127 48.8633924)
25581141,48.8663367,2.3386677,4,,,,POINT (2.3386677 48.8663367)
25581142,48.8661063,2.3396537,3,,,,POINT (2.3396537 48.8661063)
25581143,48.8660492,2.3398964,3,,,,POINT (2.3398964 48.8660492)
25581148,48.865823,2.3408664,3,,,,POINT (2.3408664 48.865823)
25581149,48.8656787,2.3414879,3,,,,POINT (2.3414879 48.8656787)
25581186,48.8650363,2.3406534,2,,,,POINT (2.3406534 48.8650363)
25581538,48.864289,2.3508974,3,,,,POINT (2.3508974 48.864289)
25581570,48.8668908,2.3494542,3,traffic_signals,,,POINT (2.3494542 48.8668908)
25581601,48.8652156,2.3514138,3,,,,POINT (2.3514138 48.8652156)
25623911,48.8694128,2.2935482,3,,,,POINT (2.2935482 48.8694128)
25623915,48.868594,2.2929243,4,,,,POINT (2.2929243 48.868594)
25623918,48.8687015,2.2925456,3,,,,POINT (2.2925456 48.8687015)
25623920,48.868461,2.2934028,4,,,,POINT (2.2934028 48.868461)
25623928,48.8678537,2.2918909,4,traffic_signals,,,POINT (2.2918909 48.8678537)
25623937,48.8656711,2.2926731,5,,yes,,POINT (2.2926731 48.8656711)
25623938,48.8665219,2.2907373,3,,,,POINT (2.2907373 48.8665219)
25623939,48.8663501,2.2911282,3,,,,POINT (2.2911282 48.8663501)
25623942,48.8649809,2.2903129,3,,,,POINT (2.2903129 48.8649809)
25623945,48.8659203,2.2903469,1,,,,POINT (2.2903469 48.8659203)
25623949,48.8649203,2.2915892,4,,,,POINT (2.2915892 48.8649203)
25623951,48.8674504,2.2952389,4,traffic_signals,,,POINT (2.2952389 48.8674504)
25623994,48.8689952,2.2915527,4,traffic_signals,,,POINT (2.2915527 48.8689952)
25623995,48.8689189,2.2914977,4,traffic_signals,,,POINT (2.2914977 48.8689189)
25623996,48.8678188,2.2907004,3,,,,POINT (2.2907004 48.8678188)
25623998,48.8663815,2.2896651,3,,,,POINT (2.2896651 48.8663815)
25623999,48.8661243,2.2894862,3,,,,POINT (2.2894862 48.8661243)
25624001,48.8708164,2.2880361,3,,,,POINT (2.2880361 48.8708164)
25624005,48.8685303,2.2989165,3,,,,POINT (2.2989165 48.8685303)
25624008,48.8674536,2.2992472,4,traffic_signals,,,POINT (2.2992472 48.8674536)
25624010,48.8660538,2.2996651,3,,,,POINT (2.2996651 48.8660538)
25624011,48.8657185,2.2997777,3,,,,POINT (2.2997777 48.8657185)
25624012,48.8701855,2.2966095,3,,,,POINT (2.2966095 48.8701855)
25624013,48.8690705,2.2974077,4,,,,POINT (2.2974077 48.8690705)
25624014,48.8694114,2.2978607,3,,,,POINT (2.2978607 48.8694114)
25624042,48.8680056,2.2960089,3,,,,POINT (2.2960089 48.8680056)
25624046,48.8678531,2.2954851,3,,,,POINT (2.2954851 48.8678531)
25624047,48.8679213,2.2957138,4,,,,POINT (2.2957138 48.8679213)
25624049,48.8672635,2.2954036,3,,,,POINT (2.2954036 48.8672635)
25624053,48.8674489,2.2976153,4,,,,POINT (2.2976153 48.8674489)
25624054,48.8669726,2.2983049,4,traffic_signals,,,POINT (2.2983049 48.8669726)
25624132,48.866242,2.2935098,3,,,,POINT (2.2935098 48.866242)
25624150,48.8649948,2.2886674,6,traffic_signals,,,POINT (2.2886674 48.8649948)
25624151,48.8640221,2.2902899,3,,,,POINT (2.2902899 48.8640221)
25624231,48.8637789,2.2906444,4,traffic_signals,,,POINT (2.2906444 48.8637789)
25624232,48.8639192,2.2904806,5,traffic_signals,,,POINT (2.2904806 48.8639192)
25624233,48.8647419,2.2935811,3,,,,POINT (2.2935811 48.8647419)
25624234,48.8645977,2.2936849,3,,,,POINT (2.2936849 48.8645977)
25624237,48.8631977,2.2915223,3,,,,POINT (2.2915223 48.8631977)
25624239,48.8628804,2.2920701,3,,,,POINT (2.2920701 48.8628804)
25624242,48.8624754,2.2918806,3,,,,POINT (2.2918806 48.8624754)
25624244,48.8625324,2.2925525,3,,,,POINT (2.2925525 48.8625324)
25624252,48.8648156,2.2936045,3,,,,POINT (2.2936045 48.8648156)
25624258,48.8648969,2.294018,3,,,,POINT (2.294018 48.8648969)
25624259,48.8648677,2.2940706,4,,,,POINT (2.2940706 48.8648677)
25624260,48.8646766,2.2941278,3,,,,POINT (2.2941278 48.8646766)
25624511,48.8600622,2.2904844,3,,,,POINT (2.2904844 48.8600622)
25624512,48.860757,2.2917219,3,,,,POINT (2.2917219 48.860757)
25624514,48.8602193,2.2905434,4,traffic_signals,,,POINT (2.2905434 48.8602193)
25624516,48.8608833,2.2913295,4,,,,POINT (2.2913295 48.8608833)
25625024,48.8636223,2.2945953,3,,,,POINT (2.2945953 48.8636223)
25625054,48.8657014,2.2957985,3,,,,POINT (2.2957985 48.8657014)
25625056,48.8659106,2.2962057,3,,,,POINT (2.2962057 48.8659106)
25625239,48.8661005,2.2965826,3,,,,POINT (2.2965826 48.8661005)
25625242,48.8663313,2.2970357,4,traffic_signals,,,POINT (2.2970357 48.8663313)
25625246,48.8657599,2.2975244,3,,,,POINT (2.2975244 48.8657599)
25625250,48.8659024,2.2977086,4,,,,POINT (2.2977086 48.8659024)
25625252,48.8657932,2.297879,3,,,,POINT (2.297879 48.8657932)
25625261,48.8665338,2.2966625,4,traffic_signals,,,POINT (2.2966625 48.8665338)
25625284,48.8649569,2.2958957,3,,,,POINT (2.2958957 48.8649569)
25625286,48.8650428,2.2976008,3,,,,POINT (2.2976008 48.8650428)
25625329,48.8649498,2.2990615,4,,,,POINT (2.2990615 48.8649498)
25625331,48.8651087,2.2989085,4,,,,POINT (2.2989085 48.8651087)
25625339,48.8663854,2.2991568,3,,,,POINT (2.2991568 48.8663854)
25625557,48.8647154,2.3013465,4,,,,POINT (2.3013465 48.8647154)
25625561,48.8643996,2.3017601,4,,,,POINT (2.3017601 48.8643996)
25625563,48.8642659,2.3022202,4,,,,POINT (2.3022202 48.8642659)
25625567,48.8640919,2.3009585,3,,,,POINT (2.3009585 48.8640919)
25625572,48.8642911,2.3008419,3,,,,POINT (2.3008419 48.8642911)
25625636,48.8647247,2.3017311,4,,,,POINT (2.3017311 48.8647247)
25625641,48.8647608,2.3032775,3,,,,POINT (2.3032775 48.8647608)
25625643,48.8650103,2.3032488,3,,,,POINT (2.3032488 48.8650103)
25625645,48.865284,2.3029614,3,,,,POINT (2.3029614 48.865284)
25625648,48.8663919,2.3051153,3,,,,POINT (2.3051153 48.8663919)
25625650,48.8670159,2.3063219,4,traffic_signals,,,POINT (2.3063219 48.8670159)
25625651,48.8672312,2.3059804,3,,,,POINT (2.3059804 48.8672312)
25625653,48.8680204,2.3047143,3,,,,POINT (2.3047143 48.8680204)
25625654,48.8674093,2.3036283,4,,,,POINT (2.3036283 48.8674093)
25625655,48.8671015,2.3040782,3,,,,POINT (2.3040782 48.8671015)
25625656,48.866518,2.3030445,3,,,,POINT (2.3030445 48.866518)
25625657,48.8668297,2.3025983,4,,,,POINT (2.3025983 48.8668297)
25625658,48.867126,2.3031192,3,,,,POINT (2.3031192 48.867126)
25625659,48.8675825,2.3023527,3,,,,POINT (2.3023527 48.8675825)
25625660,48.8679651,2.3028131,4,,,,POINT (2.3028131 48.8679651)
25625661,48.8672279,2.3019297,4,,,,POINT (2.3019297 48.8672279)
25625668,48.8667327,2.3013009,3,,,,POINT (2.3013009 48.8667327)
25625675,48.8675267,2.3012277,3,,,,POINT (2.3012277 48.8675267)
25625680,48.8661296,2.3013565,3,,,,POINT (2.3013565 48.8661296)
25625686,48.8650835,2.3014534,3,,,,POINT (2.3014534 48.8650835)
25625757,48.8649928,2.2998663,4,,,,POINT (2.2998663 48.8649928)
25625836,48.8646048,2.3033447,3,,,,POINT (2.3033447 48.8646048)
25625838,48.8647723,2.3041867,3,,,,POINT (2.3041867 48.8647723)
25625847,48.8644887,2.3049293,3,,,,POINT (2.3049293 48.8644887)
25625869,48.8647049,2.306241,3,,,,POINT (2.306241 48.8647049)
25625871,48.8648196,2.3055942,3,,,,POINT (2.3055942 48.8648196)
25625921,48.8684196,2.3011386,4,traffic_signals,,,POINT (2.3011386 48.8684196)
25625924,48.8687147,2.3017278,3,,,,POINT (2.3017278 48.8687147)
25625925,48.8683832,2.3022228,3,,,,POINT (2.3022228 48.8683832)
25625927,48.869021,2.303111,3,,,,POINT (2.303111 48.869021)
25625929,48.8692431,2.3027694,4,traffic_signals,,,POINT (2.3027694 48.8692431)
25625930,48.8686556,2.3037039,4,traffic_signals,,,POINT (2.3037039 48.8686556)
25625939,48.8696008,2.302209,3,,,,POINT (2.302209 48.8696008)
25625948,48.8695309,2.3003906,3,,,,POINT (2.3003906 48.8695309)
25625949,48.8699281,2.3001596,4,,,,POINT (2.3001596 48.8699281)
25625950,48.8709703,2.2995313,4,,,,POINT (2.2995313 48.8709703)
25625951,48.8713971,2.2999797,4,,,,POINT (2.2999797 48.8713971)
25625953,48.8709858,2.3009132,4,,,,POINT (2.3009132 48.8709858)
25625955,48.8705671,2.3018793,3,,,,POINT (2.3018793 48.8705671)
25625956,48.8699066,2.3010036,3,,,,POINT (2.3010036 48.8699066)
25625959,48.8700564,2.3009976,4,,,,POINT (2.3009976 48.8700564)
25625960,48.8700884,2.3014258,3,,,,POINT (2.3014258 48.8700884)
25626269,48.8701191,2.3065541,4,,,,POINT (2.3065541 48.8701191)
25626299,48.8717931,2.2987068,4,traffic_signals,,,POINT (2.2987068 48.8717931)
25626383,48.8690566,2.3098986,3,,,,POINT (2.3098986 48.8690566)
25626403,48.8677363,2.3077087,3,,,,POINT (2.3077087 48.8677363)
25626414,48.8688815,2.3099188,3,,,,POINT (2.3099188 48.8688815)
25666980,48.8662968,2.3076356,3,,,,POINT (2.3076356 48.8662968)
25666981,48.8663553,2.3078104,3,,,,POINT (2.3078104 48.8663553)
25666982,48.8662541,2.3080382,3,,,,POINT (2.3080382 48.8662541)
25666983,48.8661034,2.3079975,3,,,,POINT (2.3079975 48.8661034)
25666984,48.8660489,2.3078316,3,,,,POINT (2.3078316 48.8660489)
25666985,48.8661445,2.3076027,3,,,,POINT (2.3076027 48.8661445)
25667061,48.8648647,2.3079262,3,,,,POINT (2.3079262 48.8648647)
25667115,48.8668281,2.3102176,3,traffic_signals,,,POINT (2.3102176 48.8668281)
25667131,48.8682863,2.3101396,3,,,,POINT (2.3101396 48.8682863)
25667136,48.8688157,2.3101275,3,,,,POINT (2.3101275 48.8688157)
25667837,48.864911,2.3103202,5,,,,POINT (2.3103202 48.864911)
25667904,48.8649955,2.3137066,4,,,,POINT (2.3137066 48.8649955)
25667968,48.8671384,2.3139457,3,,,,POINT (2.3139457 48.8671384)
25668541,48.867754,2.3139627,4,traffic_signals,,,POINT (2.3139627 48.867754)
25668870,48.8649503,2.3182839,3,,,,POINT (2.3182839 48.8649503)
25669314,48.8643204,2.3204539,3,,,,POINT (2.3204539 48.8643204)
25669388,48.8641512,2.3202645,3,,,,POINT (2.3202645 48.8641512)
25671162,48.8549364,2.3535287,3,,,,POINT (2.3535287 48.8549364)
25671388,48.8510759,2.3622763,4,traffic_signals,,,POINT (2.3622763 48.8510759)
25671389,48.8513429,2.3622643,3,traffic_signals,,,POINT (2.3622643 48.8513429)
25671390,48.8515199,2.363719,3,traffic_signals,,,POINT (2.363719 48.8515199)
