osmid,y,x,street_count,highway,junction,railway,geometry
360930,48.8263456,2.3614982,3,,,,POINT (2.3614982 48.8263456)
360932,48.8261825,2.3572608,4,traffic_signals,,,POINT (2.3572608 48.8261825)
360935,48.8258123,2.3503781,5,traffic_signals,,,POINT (2.3503781 48.8258123)
360937,48.825757,2.3465869,4,traffic_signals,,,POINT (2.3465869 48.825757)
360938,48.8259416,2.3452101,4,traffic_signals,,,POINT (2.3452101 48.8259416)
360946,48.8292991,2.3226525,4,traffic_signals,,,POINT (2.3226525 48.8292991)
360977,48.8305326,2.319263,5,traffic_signals,,,POINT (2.319263 48.8305326)
360978,48.8318162,2.3141451,4,traffic_signals,,,POINT (2.3141451 48.8318162)
360980,48.8335638,2.3092306,4,,yes,,POINT (2.3092306 48.8335638)
360982,48.8372138,2.2964732,4,,,,POINT (2.2964732 48.8372138)
360983,48.8392633,2.2919595,4,,,,POINT (2.2919595 48.8392633)
361031,48.8474723,2.3655296,4,traffic_signals,,,POINT (2.3655296 48.8474723)
361036,48.8487894,2.3679988,3,traffic_signals,,,POINT (2.3679988 48.8487894)
361041,48.8386035,2.3507305,3,,,,POINT (2.3507305 48.8386035)
361042,48.8380175,2.3510175,4,,,,POINT (2.3510175 48.8380175)
361043,48.8332121,2.3543465,3,,,,POINT (2.3543465 48.8332121)
361044,48.8331727,2.3567612,4,,,,POINT (2.3567612 48.8331727)
361045,48.8365766,2.3592953,5,traffic_signals,,,POINT (2.3592953 48.8365766)
361047,48.84166,2.3519793,3,traffic_signals,,,POINT (2.3519793 48.84166)
361048,48.8396902,2.3512679,3,traffic_signals,,,POINT (2.3512679 48.8396902)
361050,48.8466037,2.3516349,4,traffic_signals,,,POINT (2.3516349 48.8466037)
361058,48.8266453,2.363724,4,,,,POINT (2.363724 48.8266453)
361059,48.8471299,2.3512394,4,,,,POINT (2.3512394 48.8471299)
361060,48.8480778,2.3505051,4,traffic_signals,,,POINT (2.3505051 48.8480778)
361062,48.8523487,2.3482382,3,traffic_signals,,,POINT (2.3482382 48.8523487)
361068,48.8560699,2.3507047,4,,,,POINT (2.3507047 48.8560699)
361070,48.857491,2.351447,3,traffic_signals,,,POINT (2.351447 48.857491)
361074,48.8612278,2.3534869,3,traffic_signals,,,POINT (2.3534869 48.8612278)
361075,48.8627221,2.3542782,3,traffic_signals,,,POINT (2.3542782 48.8627221)
361084,48.8685611,2.3630587,3,,,,POINT (2.3630587 48.8685611)
361091,48.8748138,2.3573832,4,,,,POINT (2.3573832 48.8748138)
361094,48.8689741,2.3557506,3,,,,POINT (2.3557506 48.8689741)
361096,48.8696795,2.3526101,3,,,,POINT (2.3526101 48.8696795)
361098,48.8706817,2.3478935,3,traffic_signals,,,POINT (2.3478935 48.8706817)
361100,48.8763653,2.3560333,4,traffic_signals,,,POINT (2.3560333 48.8763653)
361102,48.8785122,2.3540762,4,,yes,,POINT (2.3540762 48.8785122)
361103,48.8804947,2.3523043,6,,yes,,POINT (2.3523043 48.8804947)
361104,48.8719982,2.3400527,4,traffic_signals,,,POINT (2.3400527 48.8719982)
361105,48.8722422,2.3382998,4,traffic_signals,,,POINT (2.3382998 48.8722422)
361106,48.8729396,2.3332569,5,,,,POINT (2.3332569 48.8729396)
361108,48.8742709,2.3313146,3,traffic_signals,,,POINT (2.3313146 48.8742709)
361109,48.8742988,2.3327119,4,,,,POINT (2.3327119 48.8742988)
361110,48.8761423,2.3311152,3,traffic_signals,,,POINT (2.3311152 48.8761423)
361112,48.8838548,2.3494771,4,traffic_signals,,,POINT (2.3494771 48.8838548)
361114,48.8884009,2.3479972,5,traffic_signals,,,POINT (2.3479972 48.8884009)
361116,48.8836693,2.3274926,3,traffic_signals,,,POINT (2.3274926 48.8836693)
361117,48.884677,2.3294977,5,,,,POINT (2.3294977 48.884677)
361118,48.8874889,2.333377,3,traffic_signals,,,POINT (2.333377 48.8874889)
361120,48.8857991,2.3288483,3,,,,POINT (2.3288483 48.8857991)
361125,48.8900588,2.3292811,4,,,,POINT (2.3292811 48.8900588)
361704,48.8261632,2.3599616,5,traffic_signals,,,POINT (2.3599616 48.8261632)
361705,48.8284715,2.3581077,3,traffic_signals,,,POINT (2.3581077 48.8284715)
361706,48.8308507,2.3562364,4,,,,POINT (2.3562364 48.8308507)
361709,48.8318236,2.3553078,3,,,,POINT (2.3553078 48.8318236)
361711,48.8313868,2.3549184,3,,,,POINT (2.3549184 48.8313868)
361712,48.8311089,2.3551269,3,,,,POINT (2.3551269 48.8311089)
361715,48.8318326,2.3558099,4,traffic_signals,,,POINT (2.3558099 48.8318326)
361721,48.8311607,2.356095,4,,,,POINT (2.356095 48.8311607)
361726,48.8303757,2.3527614,4,traffic_signals,,,POINT (2.3527614 48.8303757)
361729,48.8306421,2.3526433,4,traffic_signals,,,POINT (2.3526433 48.8306421)
361730,48.8311993,2.3543524,4,traffic_signals,,,POINT (2.3543524 48.8311993)
361731,48.8317002,2.3543662,3,,,,POINT (2.3543662 48.8317002)
361732,48.8319405,2.3534547,3,,,,POINT (2.3534547 48.8319405)
361733,48.8322202,2.3550299,3,crossing,,,POINT (2.3550299 48.8322202)
361735,48.8313954,2.3581678,4,,,,POINT (2.3581678 48.8313954)
361736,48.8319952,2.3599732,3,,,,POINT (2.3599732 48.8319952)
361737,48.8316928,2.3579432,3,traffic_signals;crossing,,,POINT (2.3579432 48.8316928)
361738,48.8313462,2.3568698,3,traffic_signals,,,POINT (2.3568698 48.8313462)
361739,48.8318007,2.3567167,3,,,,POINT (2.3567167 48.8318007)
361740,48.8322174,2.356064,3,traffic_signals;crossing,,,POINT (2.356064 48.8322174)
361741,48.8318213,2.3582931,3,traffic_signals,,,POINT (2.3582931 48.8318213)
361742,48.8320341,2.3589539,3,traffic_signals,,,POINT (2.3589539 48.8320341)
361744,48.8321859,2.3584104,3,,,,POINT (2.3584104 48.8321859)
361745,48.8320004,2.3584149,3,,,,POINT (2.3584149 48.8320004)
361747,48.8328074,2.3564892,4,traffic_signals,,,POINT (2.3564892 48.8328074)
361748,48.8325125,2.3588028,2,,,,POINT (2.3588028 48.8325125)
361752,48.8328501,2.3555283,3,,,,POINT (2.3555283 48.8328501)
361753,48.833208,2.3555425,4,,,,POINT (2.3555425 48.833208)
366594,48.8270179,2.3664849,4,traffic_signals,,,POINT (2.3664849 48.8270179)
366595,48.8276787,2.3713592,4,traffic_signals,,,POINT (2.3713592 48.8276787)
366596,48.8273743,2.3691247,3,,,,POINT (2.3691247 48.8273743)
367504,48.8537953,2.3333421,5,traffic_signals,,,POINT (2.3333421 48.8537953)
367505,48.852103,2.3402953,4,,,,POINT (2.3402953 48.852103)
367506,48.8513977,2.3431724,4,traffic_signals,,,POINT (2.3431724 48.8513977)
367508,48.8529505,2.3427976,3,,,,POINT (2.3427976 48.8529505)
367510,48.8530729,2.3468007,4,traffic_signals,,,POINT (2.3468007 48.8530729)
367513,48.8437403,2.3242703,5,,,,POINT (2.3242703 48.8437403)
367521,48.8515902,2.3311169,4,traffic_signals,,,POINT (2.3311169 48.8515902)
367546,48.8420281,2.3228101,4,,,,POINT (2.3228101 48.8420281)
367547,48.8412731,2.3248713,4,,yes,,POINT (2.3248713 48.8412731)
367548,48.8393924,2.3305503,3,,,,POINT (2.3305503 48.8393924)
367584,48.8376837,2.3455218,4,traffic_signals,,,POINT (2.3455218 48.8376837)
367617,48.8340991,2.3333435,4,crossing,,,POINT (2.3333435 48.8340991)
367893,48.8726811,2.2845692,4,traffic_signals,,,POINT (2.2845692 48.8726811)
367905,48.8801058,2.2879032,4,,,,POINT (2.2879032 48.8801058)
367906,48.8848378,2.2966493,3,,,,POINT (2.2966493 48.8848378)
367908,48.885359,2.297261,3,,,,POINT (2.297261 48.885359)
367911,48.8845175,2.2971781,3,,,,POINT (2.2971781 48.8845175)
367912,48.8869037,2.3011542,4,,,,POINT (2.3011542 48.8869037)
367914,48.8881726,2.3105625,3,,,,POINT (2.3105625 48.8881726)
367915,48.8873505,2.3141215,5,traffic_signals,,,POINT (2.3141215 48.8873505)
367917,48.8822056,2.3203489,4,traffic_signals,,,POINT (2.3203489 48.8822056)
367926,48.8794904,2.3218476,5,traffic_signals,,,POINT (2.3218476 48.8794904)
367927,48.8790714,2.3232119,3,,,,POINT (2.3232119 48.8790714)
367928,48.8778593,2.3269497,5,traffic_signals,,,POINT (2.3269497 48.8778593)
367929,48.8838764,2.3327896,5,traffic_signals,,,POINT (2.3327896 48.8838764)
367932,48.8835576,2.3469998,4,traffic_signals,,,POINT (2.3469998 48.8835576)
367934,48.875888,2.3398698,4,traffic_signals,,,POINT (2.3398698 48.875888)
367937,48.8792982,2.357077,4,traffic_signals,,,POINT (2.357077 48.8792982)
367946,48.877753,2.3705986,3,traffic_signals,,,POINT (2.3705986 48.877753)
367947,48.8740589,2.3635398,3,,,,POINT (2.3635398 48.8740589)
367950,48.8947381,2.3822734,3,,,,POINT (2.3822734 48.8947381)
367967,48.8661922,2.3696437,4,traffic_signals,,,POINT (2.3696437 48.8661922)
367979,48.8667247,2.3651418,3,traffic_signals,,,POINT (2.3651418 48.8667247)
367986,48.8513069,2.3761436,4,traffic_signals,,,POINT (2.3761436 48.8513069)
367988,48.8480012,2.3714459,4,traffic_signals,,,POINT (2.3714459 48.8480012)
367989,48.8486286,2.3725375,4,traffic_signals,,,POINT (2.3725375 48.8486286)
367994,48.8468478,2.3694048,4,traffic_signals,,,POINT (2.3694048 48.8468478)
367995,48.8444983,2.3722312,3,traffic_signals,,,POINT (2.3722312 48.8444983)
367997,48.8404205,2.3789998,4,,,,POINT (2.3789998 48.8404205)
367998,48.8442794,2.3815641,5,traffic_signals,,,POINT (2.3815641 48.8442794)
367999,48.8505762,2.3794048,3,,,,POINT (2.3794048 48.8505762)
368000,48.8500842,2.384689,4,traffic_signals,,,POINT (2.384689 48.8500842)
368001,48.8419094,2.367868,4,traffic_signals,,,POINT (2.367868 48.8419094)
368003,48.8474701,2.3967168,3,,,,POINT (2.3967168 48.8474701)
368006,48.8491262,2.3970535,4,,,,POINT (2.3970535 48.8491262)
368007,48.8494264,2.3962019,2,,,,POINT (2.3962019 48.8494264)
368012,48.8473365,2.39573,4,traffic_signals,,,POINT (2.39573 48.8473365)
368014,48.8473461,2.3867729,4,traffic_signals,,,POINT (2.3867729 48.8473461)
368041,48.8649662,2.3955474,4,,,,POINT (2.3955474 48.8649662)
368061,48.8453024,2.3982497,3,,,,POINT (2.3982497 48.8453024)
368064,48.8411027,2.3989094,3,,,,POINT (2.3989094 48.8411027)
368065,48.8397002,2.396265,3,,,,POINT (2.396265 48.8397002)
368079,48.8424248,2.3854014,3,,,,POINT (2.3854014 48.8424248)
368081,48.8394148,2.3945031,3,,,,POINT (2.3945031 48.8394148)
368082,48.8373028,2.3912033,4,traffic_signals,,,POINT (2.3912033 48.8373028)
368084,48.8357065,2.3861104,3,traffic_signals,,,POINT (2.3861104 48.8357065)
368092,48.8389062,2.3761486,4,,,,POINT (2.3761486 48.8389062)
368093,48.8375695,2.3736544,4,traffic_signals,,,POINT (2.3736544 48.8375695)
368094,48.8363672,2.3713523,4,traffic_signals,,,POINT (2.3713523 48.8363672)
368125,48.8526464,2.3522069,3,,,,POINT (2.3522069 48.8526464)
368126,48.851112,2.3513069,4,traffic_signals,,,POINT (2.3513069 48.851112)
368133,48.8573196,2.3492488,4,,,,POINT (2.3492488 48.8573196)
368140,48.8523738,2.3604658,3,traffic_signals,,,POINT (2.3604658 48.8523738)
368141,48.8529093,2.3589713,3,,,,POINT (2.3589713 48.8529093)
368142,48.8533327,2.3578164,4,traffic_signals,,,POINT (2.3578164 48.8533327)
368143,48.8543758,2.3549444,4,traffic_signals,,,POINT (2.3549444 48.8543758)
368145,48.849976,2.354875,4,traffic_signals,,,POINT (2.354875 48.849976)
368146,48.8494121,2.3567581,4,traffic_signals,,,POINT (2.3567581 48.8494121)
368147,48.8496235,2.3560363,3,,,,POINT (2.3560363 48.8496235)
368175,48.850828,2.3614314,4,traffic_signals,,,POINT (2.3614314 48.850828)
368190,48.8589898,2.339848,3,,,,POINT (2.339848 48.8589898)
368195,48.8608967,2.3300717,4,traffic_signals,,,POINT (2.3300717 48.8608967)
368205,48.8637542,2.3320906,3,crossing,,,POINT (2.3320906 48.8637542)
368232,48.8514647,2.3370565,4,traffic_signals,,,POINT (2.3370565 48.8514647)
368233,48.8513168,2.3357195,3,,,,POINT (2.3357195 48.8513168)
368243,48.8640695,2.3201059,5,,,,POINT (2.3201059 48.8640695)
368247,48.8646741,2.3136679,4,,,,POINT (2.3136679 48.8646741)
368248,48.8646107,2.3103421,4,,,,POINT (2.3103421 48.8646107)
368249,48.8625754,2.3104189,4,traffic_signals,,,POINT (2.3104189 48.8625754)
368250,48.8658652,2.3199152,5,,,,POINT (2.3199152 48.8658652)
368252,48.8666686,2.3219847,4,,,,POINT (2.3219847 48.8666686)
368254,48.8691428,2.3101251,3,,,,POINT (2.3101251 48.8691428)
368272,48.8542721,2.3054471,4,traffic_signals,,,POINT (2.3054471 48.8542721)
368273,48.858808,2.3034962,5,traffic_signals,,,POINT (2.3034962 48.858808)
368274,48.8598721,2.3008394,3,traffic_signals,,,POINT (2.3008394 48.8598721)
368286,48.8589324,2.2968652,3,,,,POINT (2.2968652 48.8589324)
368307,48.8668087,2.289968,5,traffic_signals,,,POINT (2.289968 48.8668087)
368308,48.8732254,2.2946432,3,,,,POINT (2.2946432 48.8732254)
368310,48.8734551,2.2942458,3,,,,POINT (2.2942458 48.8734551)
368313,48.8737408,2.2941165,3,,,,POINT (2.2941165 48.8737408)
368318,48.8744042,2.294914,3,,,,POINT (2.294914 48.8744042)
368319,48.8743369,2.2954443,3,,,,POINT (2.2954443 48.8743369)
368320,48.8741145,2.2958561,3,,,,POINT (2.2958561 48.8741145)
368321,48.8738318,2.2959735,3,,,,POINT (2.2959735 48.8738318)
368322,48.8735055,2.2958868,3,,,,POINT (2.2958868 48.8735055)
368323,48.8731663,2.2951542,3,,,,POINT (2.2951542 48.8731663)
368325,48.8732624,2.2955649,3,,,,POINT (2.2955649 48.8732624)
368337,48.8795492,2.3049802,4,,,,POINT (2.3049802 48.8795492)
368338,48.8723617,2.2994947,4,,,,POINT (2.2994947 48.8723617)
368341,48.8705216,2.3052862,4,,,,POINT (2.3052862 48.8705216)
382026,48.8284757,2.3729331,4,,,,POINT (2.3729331 48.8284757)
382027,48.8306422,2.3767516,4,,,,POINT (2.3767516 48.8306422)
382029,48.8327338,2.3747806,3,,,,POINT (2.3747806 48.8327338)
382036,48.833722,2.3824814,4,,,,POINT (2.3824814 48.833722)
382038,48.8322388,2.3797778,5,,,,POINT (2.3797778 48.8322388)
382039,48.8329781,2.3787715,3,,,,POINT (2.3787715 48.8329781)
382045,48.8344579,2.3731375,4,traffic_signals,,,POINT (2.3731375 48.8344579)
382046,48.835541,2.3721229,3,,,,POINT (2.3721229 48.835541)
382049,48.8362129,2.3714895,4,traffic_signals,,,POINT (2.3714895 48.8362129)
382050,48.833824,2.3650971,4,traffic_signals,,,POINT (2.3650971 48.833824)
382051,48.8321655,2.3676402,4,,,,POINT (2.3676402 48.8321655)
382052,48.8339755,2.3647613,4,,,,POINT (2.3647613 48.8339755)
382057,48.846846,2.3609481,3,,,,POINT (2.3609481 48.846846)
382062,48.852444,2.3570633,3,,,,POINT (2.3570633 48.852444)
382063,48.8530123,2.3552992,3,,,,POINT (2.3552992 48.8530123)
382064,48.853419,2.3540036,4,,,,POINT (2.3540036 48.853419)
382067,48.8528801,2.3533008,3,,,,POINT (2.3533008 48.8528801)
382069,48.8516311,2.3541599,3,,,,POINT (2.3541599 48.8516311)
382070,48.8513444,2.3552545,3,,,,POINT (2.3552545 48.8513444)
382071,48.8511377,2.3559179,4,,,,POINT (2.3559179 48.8511377)
382072,48.8505947,2.3575168,3,,,,POINT (2.3575168 48.8505947)
382073,48.8502611,2.3585159,3,,,,POINT (2.3585159 48.8502611)
382074,48.8500938,2.3589985,3,,,,POINT (2.3589985 48.8500938)
382076,48.8529217,2.3535281,3,,,,POINT (2.3535281 48.8529217)
382077,48.8518338,2.3565473,3,,,,POINT (2.3565473 48.8518338)
382078,48.8524483,2.354842,4,,,,POINT (2.354842 48.8524483)
382079,48.8520819,2.3558589,3,,,,POINT (2.3558589 48.8520819)
390027,48.8509679,2.3964579,3,,,,POINT (2.3964579 48.8509679)
390030,48.8504115,2.3925212,4,,,,POINT (2.3925212 48.8504115)
390033,48.8489668,2.3920084,5,traffic_signals,,,POINT (2.3920084 48.8489668)
390034,48.8480382,2.3928506,4,traffic_signals,,,POINT (2.3928506 48.8480382)
390035,48.8471465,2.3936715,4,,,,POINT (2.3936715 48.8471465)
390041,48.8489439,2.3955684,3,,,,POINT (2.3955684 48.8489439)
390042,48.8487905,2.3952373,3,,,,POINT (2.3952373 48.8487905)
390043,48.8485175,2.3950215,3,,,,POINT (2.3950215 48.8485175)
390044,48.8482871,2.3950103,3,,,,POINT (2.3950103 48.8482871)
390047,48.8481806,2.3967898,3,,,,POINT (2.3967898 48.8481806)
390052,48.8484383,2.396839,3,,,,POINT (2.396839 48.8484383)
390053,48.8487883,2.3966072,3,,,,POINT (2.3966072 48.8487883)
390060,48.8477806,2.3958129,3,traffic_signals,,,POINT (2.3958129 48.8477806)
390153,48.8489264,2.3985446,3,,,,POINT (2.3985446 48.8489264)
390202,48.8388965,2.3974499,3,,,,POINT (2.3974499 48.8388965)
390214,48.8427115,2.3974913,4,traffic_signals,,,POINT (2.3974913 48.8427115)
390248,48.836057,2.3867648,2,,,,POINT (2.3867648 48.836057)
390252,48.8364877,2.3876847,2,,,,POINT (2.3876847 48.8364877)
390306,48.8462793,2.3774063,4,traffic_signals,,,POINT (2.3774063 48.8462793)
390313,48.847004,2.3837717,4,traffic_signals,,,POINT (2.3837717 48.847004)
390316,48.846772,2.3817132,4,traffic_signals,,,POINT (2.3817132 48.846772)
398709,48.864854,2.3533625,4,traffic_signals,,,POINT (2.3533625 48.864854)
398745,48.8638647,2.3490334,5,traffic_signals,,,POINT (2.3490334 48.8638647)
398767,48.8746581,2.3393496,4,,,,POINT (2.3393496 48.8746581)
398768,48.8706941,2.3325479,4,,,,POINT (2.3325479 48.8706941)
398769,48.8710793,2.3347861,4,,,,POINT (2.3347861 48.8710793)
398772,48.8716742,2.3382629,3,,,,POINT (2.3382629 48.8716742)
398773,48.8702993,2.332715,4,,,,POINT (2.332715 48.8702993)
398774,48.8700764,2.3325517,3,,,,POINT (2.3325517 48.8700764)
398775,48.8702083,2.3322293,4,traffic_signals,,,POINT (2.3322293 48.8702083)
398776,48.8706246,2.3320659,4,,,,POINT (2.3320659 48.8706246)
398785,48.874852,2.3198787,4,traffic_signals,,,POINT (2.3198787 48.874852)
398787,48.8710733,2.3318505,3,,,,POINT (2.3318505 48.8710733)
398788,48.871156,2.332342,3,,,,POINT (2.332342 48.871156)
398789,48.8722064,2.3328034,4,,yes,,POINT (2.3328034 48.8722064)
398792,48.8702725,2.3300447,4,traffic_signals,,,POINT (2.3300447 48.8702725)
398795,48.8692553,2.3238967,3,,,,POINT (2.3238967 48.8692553)
398800,48.8687159,2.3331331,4,,,,POINT (2.3331331 48.8687159)
430784,48.8346945,2.3312986,4,traffic_signals,,,POINT (2.3312986 48.8346945)
430788,48.8597514,2.3768492,4,traffic_signals,,,POINT (2.3768492 48.8597514)
430789,48.8587156,2.378584,4,traffic_signals,,,POINT (2.378584 48.8587156)
430794,48.8533915,2.3794021,3,traffic_signals,,,POINT (2.3794021 48.8533915)
430795,48.8532743,2.3770075,3,traffic_signals,,,POINT (2.3770075 48.8532743)
430796,48.8532065,2.375077,3,,,,POINT (2.375077 48.8532065)
430799,48.8825102,2.3692103,3,traffic_signals,,,POINT (2.3692103 48.8825102)
430802,48.8718957,2.3645298,3,,,,POINT (2.3645298 48.8718957)
430803,48.8697616,2.3661837,3,,,,POINT (2.3661837 48.8697616)
442190,48.8261491,2.3127519,4,,,,POINT (2.3127519 48.8261491)
442192,48.8277487,2.3054972,4,,,,POINT (2.3054972 48.8277487)
442194,48.8286407,2.3014298,4,traffic_signals,,,POINT (2.3014298 48.8286407)
442196,48.8309442,2.2924987,3,,,,POINT (2.2924987 48.8309442)
442197,48.8326696,2.2883696,3,,,,POINT (2.2883696 48.8326696)
442296,48.8360747,2.3921604,3,,,,POINT (2.3921604 48.8360747)
442301,48.8336313,2.3948808,3,,,,POINT (2.3948808 48.8336313)
442309,48.885683,2.2915029,4,,,,POINT (2.2915029 48.885683)
442319,48.8874974,2.2947714,4,traffic_signals,,,POINT (2.2947714 48.8874974)
442321,48.8910624,2.3025282,3,,,,POINT (2.3025282 48.8910624)
442349,48.8806977,2.4000569,3,traffic_signals,,,POINT (2.4000569 48.8806977)
442373,48.8836491,2.3969899,4,,,,POINT (2.3969899 48.8836491)
442375,48.8866017,2.3963119,3,,,,POINT (2.3963119 48.8866017)
470124,48.837661,2.3228758,3,,,,POINT (2.3228758 48.837661)
470125,48.8375281,2.3229328,4,traffic_signals,,,POINT (2.3229328 48.8375281)
470126,48.8324586,2.3250068,4,traffic_signals,,,POINT (2.3250068 48.8324586)
470129,48.8473329,2.3408546,4,traffic_signals,,,POINT (2.3408546 48.8473329)
470130,48.8488358,2.3417553,3,,,,POINT (2.3417553 48.8488358)
470131,48.8506264,2.3428034,4,traffic_signals,,,POINT (2.3428034 48.8506264)
470132,48.8508423,2.3455155,5,,,,POINT (2.3455155 48.8508423)
470133,48.8495998,2.3448304,4,traffic_signals,,,POINT (2.3448304 48.8495998)
470134,48.8473646,2.3436156,4,traffic_signals,,,POINT (2.3436156 48.8473646)
470135,48.8467973,2.3433478,4,traffic_signals,,,POINT (2.3433478 48.8467973)
470136,48.8443318,2.3420496,4,traffic_signals,,,POINT (2.3420496 48.8443318)
470137,48.8499851,2.3490085,4,traffic_signals,,,POINT (2.3490085 48.8499851)
470138,48.8495203,2.3528725,3,,,,POINT (2.3528725 48.8495203)
470139,48.8512052,2.3626857,3,traffic_signals,,,POINT (2.3626857 48.8512052)
470142,48.8561313,2.3404015,5,,,,POINT (2.3404015 48.8561313)
470145,48.8578087,2.3353064,3,traffic_signals;crossing,,,POINT (2.3353064 48.8578087)
470146,48.8582658,2.3332665,3,,,,POINT (2.3332665 48.8582658)
470147,48.8576193,2.3327512,3,,,,POINT (2.3327512 48.8576193)
470149,48.8544757,2.3304737,4,traffic_signals,,,POINT (2.3304737 48.8544757)
470150,48.8518682,2.3286248,3,traffic_signals,,,POINT (2.3286248 48.8518682)
470152,48.8507068,2.3252847,3,,,,POINT (2.3252847 48.8507068)
470153,48.8502335,2.32414,4,traffic_signals,,,POINT (2.32414 48.8502335)
470154,48.8482314,2.3201774,3,,,,POINT (2.3201774 48.8482314)
470156,48.8582212,2.3283353,4,,,,POINT (2.3283353 48.8582212)
470157,48.8588006,2.3287489,4,,,,POINT (2.3287489 48.8588006)
470159,48.8560436,2.3259635,4,,,,POINT (2.3259635 48.8560436)
470160,48.857698,2.323896,3,,,,POINT (2.323896 48.857698)
470161,48.85914,2.3202091,3,,,,POINT (2.3202091 48.85914)
470162,48.8597994,2.3181564,4,traffic_signals,,,POINT (2.3181564 48.8597994)
470164,48.8599663,2.3148267,4,traffic_signals,,,POINT (2.3148267 48.8599663)
470165,48.8599548,2.3131081,4,traffic_signals,,,POINT (2.3131081 48.8599548)
470166,48.8599384,2.3101795,4,,,,POINT (2.3101795 48.8599384)
470170,48.8496383,2.3079111,3,,,,POINT (2.3079111 48.8496383)
470171,48.8510287,2.3061301,4,,,,POINT (2.3061301 48.8510287)
470172,48.8494246,2.3037705,4,traffic_signals,,,POINT (2.3037705 48.8494246)
470173,48.8511732,2.3009297,5,traffic_signals,,,POINT (2.3009297 48.8511732)
470175,48.8547095,2.2953648,3,traffic_signals,,,POINT (2.2953648 48.8547095)
470177,48.8574919,2.2909874,3,traffic_signals,,,POINT (2.2909874 48.8574919)
470180,48.8605421,2.2956191,4,crossing,,,POINT (2.2956191 48.8605421)
470182,48.8624388,2.3019454,4,,,,POINT (2.3019454 48.8624388)
470183,48.8618495,2.3014489,3,crossing,,,POINT (2.3014489 48.8618495)
470184,48.8576576,2.3001306,5,traffic_signals,,,POINT (2.3001306 48.8576576)
470185,48.8592274,2.3051352,3,,,,POINT (2.3051352 48.8592274)
470186,48.8604222,2.2913011,4,,,,POINT (2.2913011 48.8604222)
470188,48.8606037,2.2908634,4,,,,POINT (2.2908634 48.8606037)
470192,48.859719,2.3078041,3,,,,POINT (2.3078041 48.859719)
470195,48.879398,2.3485666,5,traffic_signals,,,POINT (2.3485666 48.879398)
470197,48.8698874,2.3348127,3,,,,POINT (2.3348127 48.8698874)
470198,48.8691605,2.3386843,4,traffic_signals,,,POINT (2.3386843 48.8691605)
470202,48.8662121,2.3525614,4,,,,POINT (2.3525614 48.8662121)
470203,48.8659588,2.3537722,4,traffic_signals,,,POINT (2.3537722 48.8659588)
644084,48.8426289,2.3026724,4,traffic_signals,,,POINT (2.3026724 48.8426289)
644085,48.8409161,2.2969985,3,,,,POINT (2.2969985 48.8409161)
644092,48.890254,2.3599658,4,,,,POINT (2.3599658 48.890254)
644102,48.8958144,2.3713598,4,,,,POINT (2.3713598 48.8958144)
644122,48.8957519,2.3395439,3,,,,POINT (2.3395439 48.8957519)
644123,48.8953189,2.3375759,4,traffic_signals,,,POINT (2.3375759 48.8953189)
644124,48.8946561,2.3346365,3,,,,POINT (2.3346365 48.8946561)
644125,48.8936232,2.3300973,3,traffic_signals,,,POINT (2.3300973 48.8936232)
644129,48.8912377,2.3190875,3,,,,POINT (2.3190875 48.8912377)
644130,48.8915587,2.3184769,4,traffic_signals,,,POINT (2.3184769 48.8915587)
644131,48.8896925,2.316671,3,,,,POINT (2.316671 48.8896925)
644133,48.8839595,2.300307,5,,,,POINT (2.300307 48.8839595)
644134,48.8828366,2.3029851,4,,,,POINT (2.3029851 48.8828366)
644135,48.882197,2.3044922,4,,,,POINT (2.3044922 48.882197)
644137,48.8840092,2.3087032,4,,,,POINT (2.3087032 48.8840092)
644139,48.8866387,2.3130835,4,,,,POINT (2.3130835 48.8866387)
644143,48.8303332,2.3458868,4,traffic_signals,,,POINT (2.3458868 48.8303332)
644144,48.826327,2.3598216,3,,,,POINT (2.3598216 48.826327)
644145,48.8329985,2.3618393,5,traffic_signals,,,POINT (2.3618393 48.8329985)
644147,48.8327307,2.3621891,4,traffic_signals,,,POINT (2.3621891 48.8327307)
644148,48.8335273,2.361469,3,,,,POINT (2.361469 48.8335273)
644149,48.8334502,2.3613402,3,,,,POINT (2.3613402 48.8334502)
644153,48.8334901,2.3612139,3,crossing,,,POINT (2.3612139 48.8334901)
644154,48.8339274,2.3598546,3,,,,POINT (2.3598546 48.8339274)
644156,48.8355614,2.3585395,3,,,,POINT (2.3585395 48.8355614)
644159,48.8291819,2.3651419,3,,,,POINT (2.3651419 48.8291819)
644160,48.8567219,2.3489342,4,crossing,,,POINT (2.3489342 48.8567219)
644163,48.8521389,2.3609324,3,,,,POINT (2.3609324 48.8521389)
661209,48.8337679,2.3333573,3,,,,POINT (2.3333573 48.8337679)
661211,48.8739267,2.3257905,3,traffic_signals,,,POINT (2.3257905 48.8739267)
661213,48.87525,2.3242781,4,traffic_signals;crossing,,,POINT (2.3242781 48.87525)
661214,48.8780545,2.3226225,4,traffic_signals,,,POINT (2.3226225 48.8780545)
661215,48.8804106,2.317374,3,,,,POINT (2.317374 48.8804106)
661218,48.8751368,2.2960232,4,traffic_signals,,,POINT (2.2960232 48.8751368)
661220,48.8745805,2.296967,4,,,,POINT (2.296967 48.8745805)
661221,48.8739765,2.2972889,4,,,,POINT (2.2972889 48.8739765)
