u,v,key,osmid,bridge,highway,lanes,oneway,reversed,length,maxspeed,geometry,Inverse SP,Cost of return,Edge Betweenness,name,ref,tunnel,access,width,junction,Groups
653744,348127029,0,"[635808561, 31290321, 148385717, 399296313]",yes,motorway_link,"['2', '1']",True,False,448.94482687004535,40 mph,"LINESTRING (-118.2572282 34.030077, -118.2564312 34.0295714, -118.2561328 34.0293856, -118.2560163 34.0293055, -118.2558985 34.0292237, -118.2554559 34.0288541, -118.2551747 34.0286757, -118.2546884 34.0284362, -118.2541146 34.0281537, -118.2538059 34.0280018, -118.2533157 34.0276938)",1794.8117189921024,19.5329204727842,0.0008898284132219,,,,,,,A
653744,1614922693,0,"[124165056, 867327565]",yes,motorway,"['4', '5']",True,False,626.6627797377191,55 mph,"LINESTRING (-118.2572282 34.030077, -118.2568688 34.029913, -118.2565228 34.0297434, -118.2558444 34.0293848, -118.2515045 34.0270361)",2863.8473811819867,23.71196577722497,0.0026039461353128,Santa Monica Freeway,I 10,,,,,A
653766,317645238,0,"[148397201, 148252613, 148252606]",yes,motorway,5,True,False,517.846703728171,55 mph,"LINESTRING (-118.2189695 34.0405274, -118.2193338 34.0399103, -118.2195242 34.0395003, -118.2196476 34.0391735, -118.2197455 34.0388312, -118.2198555 34.0384967, -118.2200454 34.0378889, -118.22026 34.0372888, -118.2205215 34.0366575, -118.2207768 34.0361296)",3227.5307950037936,26.56651626882122,0.0160610152618022,Golden State Freeway,I 5;I 10,,,,,A
653772,269459515,0,35737766,yes,motorway_link,2,True,False,690.6820297829084,,"LINESTRING (-118.2139046 34.0511029, -118.2138454 34.0518395, -118.2138085 34.0528499, -118.2137873 34.0530057, -118.2137475 34.0531662, -118.2136658 34.0533698, -118.2135309 34.0535954, -118.2134002 34.0537569, -118.213229 34.0539243, -118.2131159 34.05401, -118.212973 34.054102, -118.212846 34.0541725, -118.212696 34.054241, -118.2124626 34.0543238, -118.2121647 34.0543945, -118.2119119 34.0544162, -118.2117423 34.0544189, -118.211546 34.0544083, -118.2113784 34.0543829, -118.2112221 34.0543518, -118.2107563 34.0542518, -118.2095284 34.0539475)",3523.152164544783,31.12650499679107,0.0002403687760901,,I 10,,,,,A
653772,269459296,0,"[148252594, 148252604, 29687814, 29687815]",yes,motorway,4,True,False,504.8526052200369,"['65 mph', '55 mph']","LINESTRING (-118.2139046 34.0511029, -118.2140328 34.0540751, -118.2140458 34.0544011, -118.2140595 34.0548415, -118.2140908 34.0556405)",5563.907133735791,32.239752296306435,0.0041129898857188,Golden State Freeway,I 5,,,,,A
14798411,17737739,0,4386491,,tertiary,,False,False,116.12415765595148,,"LINESTRING (-118.2156947 34.0765136, -118.2155812 34.0764963, -118.2155747 34.0764962, -118.2148336 34.0765086, -118.214436 34.0765146)",116.12415765595148,1.8544562015140231,0.0005877377745198,Avenue 26,,,,,,B
14798411,279072762,0,"[185887376, 185887377, 686423544, 398404544]",,secondary,"['2', '3']",False,False,318.6880507921386,35 mph,"LINESTRING (-118.2156947 34.0765136, -118.2155988 34.0767991, -118.2155889 34.076827, -118.2155631 34.0769002, -118.215378 34.0774568, -118.2153599 34.0775106, -118.2152787 34.0777523, -118.2151892 34.078019, -118.2151354 34.0781995, -118.2149565 34.078799, -118.2149098 34.0790219, -118.2149008 34.0790526, -118.2148254 34.0792866)",318.68805079213865,1.8039697286117984,0.0022053086439618,Pasadena Avenue,,,,,,B
14798411,27062259,0,390797519,,secondary,5,False,True,74.99062003365162,35 mph,"LINESTRING (-118.2156947 34.0765136, -118.2158736 34.0764813, -118.2159366 34.0764704, -118.2160847 34.0764177, -118.2163034 34.0763222, -118.2164435 34.0762611)",74.99062003365162,1.8422945168033893,0.0026254988694504,Pasadena Avenue,,,,,,B
14798411,16588311,0,"[398404000, 398404001, 398403999]",,primary,"['4', '5']",False,False,319.70001328959177,30 mph,"LINESTRING (-118.2156947 34.0765136, -118.2157067 34.0764091, -118.2157062 34.0763883, -118.215699 34.0760771, -118.2156975 34.076012, -118.2156947 34.0758938, -118.215693 34.0758188, -118.2156857 34.0752229, -118.2156785 34.0750465, -118.2156628 34.0746275, -118.2156579 34.074531, -118.2156528 34.0742862, -118.2156495 34.0741739, -118.2156479 34.0741205, -118.2156338 34.0736397)",319.70001328959177,1.9786771905756853,0.000832276153127,Daly Street,,,,,,B
14798411,123473364,0,1343625048,,primary,4,False,True,255.33422537,30 mph,"LINESTRING (-118.2156947 34.0765136, -118.2157619 34.0767909, -118.2157953 34.0768284, -118.2165858 34.0777163, -118.2172046 34.0784114)",255.33422537,1.8377021311481287,0.0004193093235483,Avenue 26,,,,,,B
14798419,18453032,0,4386491,,tertiary,,False,True,119.01373637961244,,"LINESTRING (-118.2118339 34.0765422, -118.213126 34.076529)",119.01373637961244,1.52477889755153,0.0002720225191422,Avenue 26,,,,,,B
14798419,35833869,0,263451060,,tertiary,,False,False,118.35784354318662,30 mph,"LINESTRING (-118.2118339 34.0765422, -118.2118252 34.0760183, -118.2118113 34.0755547, -118.211809 34.075478)",118.35784354318662,1.6870713297321094,0.0002707892564259,Griffin Avenue,,,,,,B
14798419,21650972,0,607540376,,tertiary,,False,True,302.32375021572136,30 mph,"LINESTRING (-118.2118339 34.0765422, -118.2118346 34.0768992, -118.2118451 34.0775528, -118.2118478 34.0777146, -118.2118508 34.0779936, -118.2118531 34.0781569, -118.2118917 34.0792605)",302.3237502157214,1.4717900570870244,3.476626324098388e-05,Griffin Avenue,,,,,,B
14798642,72448807,0,256114877,,secondary,4,False,False,123.06682833641858,35 mph,"LINESTRING (-118.2115616 34.0660207, -118.2114335 34.0660219, -118.211146 34.0660245, -118.2109956 34.0660261, -118.2106891 34.066029, -118.2102257 34.0660362)",123.0668283364186,1.905986357440376,0.0044059778710385,North Main Street,,,,,,B
14798642,72448746,0,256114877,,secondary,4,False,True,123.57017186768113,35 mph,"LINESTRING (-118.2115616 34.0660207, -118.2117265 34.0660189, -118.2121698 34.0660142, -118.2123935 34.0660118, -118.2125868 34.0660097, -118.212797 34.0660075, -118.212903 34.0660072)",123.57017186768113,1.8127285109678248,0.0040577279706685,North Main Street,,,,,,B
14798642,14941347,0,"[172997648, 172997650, 398608523, 398608527]",yes,secondary,4,False,False,364.4208929269217,30 mph,"LINESTRING (-118.2115616 34.0660207, -118.2115584 34.0659054, -118.2115538 34.0656615, -118.2115526 34.0656033, -118.2115494 34.0654423, -118.2115459 34.0652695, -118.2115264 34.0642816, -118.2115227 34.0638989, -118.2115013 34.0636723, -118.2114705 34.0634958, -118.211421 34.0633197, -118.2113568 34.0631329, -118.2112913 34.0629738, -118.2112008 34.0627814)",364.4208929269217,1.938702260475275,0.0034942443629029,Griffin Avenue,,,,,,B
14798642,76369416,0,"[398608953, 398608524, 398608526]",,secondary,4,False,True,173.63295375086423,30 mph,"LINESTRING (-118.2115616 34.0660207, -118.2115639 34.0661159, -118.2115774 34.0665421, -118.2115833 34.0667315, -118.2115886 34.0669015, -118.2115969 34.0671645, -118.21161 34.0675817)",173.6329537508642,1.6976668769841603,0.0016141647152731,Griffin Avenue,,,,,,B
14854413,123756253,0,55479169,,secondary,,False,True,198.57800964184224,30 mph,"LINESTRING (-118.2117169 34.0736942, -118.2117079 34.0732921, -118.2117044 34.073143, -118.2116995 34.072876, -118.211695 34.0726297, -118.2116904 34.072382, -118.2116808 34.0719086)",198.57800964184224,1.7641399339153252,0.0003583509092846,Griffin Avenue,,,,,,B
14854413,35833869,0,263451060,,tertiary,,False,True,198.5515598088366,30 mph,"LINESTRING (-118.2117169 34.0736942, -118.211733 34.0740359, -118.2117374 34.0741408, -118.2117425 34.0742702, -118.2117665 34.0748394, -118.211778 34.0751168, -118.21179 34.0752547, -118.211809 34.075478)",198.5515598088366,1.7257256313052365,0.0001934460660739,Griffin Avenue,,,,,,B
14854413,18453031,0,"[398421432, 398421026, 398421021]",,primary,"['6', '7']",False,False,124.26704221914248,30 mph,"LINESTRING (-118.2117169 34.0736942, -118.2120019 34.0736902, -118.2122101 34.0736873, -118.2123771 34.073685, -118.2123988 34.0736847, -118.2125651 34.0736824, -118.2130659 34.0736754)",124.26704221914248,1.741939687887878,0.0038767907121457,North Broadway,,,,,,B
14854413,18882269,0,"[48336961, 398422706, 398421029]",,primary,"['6', '7']",False,True,124.56461841373437,30 mph,"LINESTRING (-118.2117169 34.0736942, -118.2111199 34.0737031, -118.210928 34.073706, -118.2103647 34.0737145)",124.56461841373437,1.7710629996447964,0.0038247000440803,North Broadway,,,,,,B
14940283,122681247,0,161706531,,primary,6,False,False,111.92357058257734,35 mph,"LINESTRING (-118.2631482 34.0781305, -118.2628966 34.0785419, -118.2627321 34.0788104, -118.262599 34.0790284)",111.92357058257736,1.685716203046162,0.000480091557424,North Alvarado Street,CA 2,,,,,B
14940283,20400296,0,161706531,,primary,6,False,True,64.30305800287132,35 mph,"LINESTRING (-118.2631482 34.0781305, -118.2631663 34.0781027, -118.2632589 34.0779619, -118.2634827 34.0776229)",64.30305800287134,1.6776293562186122,0.0011433519916194,North Alvarado Street,CA 2,,,,,B
14940283,122967892,0,161706534,,residential,2,False,False,193.72785176882653,,"LINESTRING (-118.2631482 34.0781305, -118.2640972 34.0785386, -118.2641383 34.0785563, -118.2650171 34.07893)",193.72785176882653,1.6255326355917905,0.00044139059885,Elsinore Street,,,,,,C
14940287,122656766,0,398757820,,primary,5,False,False,37.57344000279439,35 mph,"LINESTRING (-118.2842107 34.0453296, -118.2841884 34.0449922)",37.57344000279439,1.426061169353709,0.0209198354569138,South Hoover Street,,,,,,B
14940287,21748274,0,"[47899508, 398757823]",,secondary,"['4', '5']",False,True,216.8852472334504,35 mph,"LINESTRING (-118.2842107 34.0453296, -118.284217 34.0454273, -118.2842188 34.045447, -118.2842302 34.0458127, -118.2842365 34.0460096, -118.2842447 34.0463343, -118.2842455 34.0463847, -118.2842454 34.0465394, -118.2842489 34.0468631, -118.2842494 34.0468814, -118.2842501 34.0469424, -118.2842506 34.0470998, -118.284242 34.0471917, -118.2842266 34.0472784)",216.88524723345043,1.7726879708064556,0.0165219618837254,South Hoover Street,,,,,,B
14940433,122918140,0,159682129,,residential,,False,True,30.64812150193488,,"LINESTRING (-118.2840207 34.0381152, -118.2837255 34.0379882)",30.64812150193488,1.3484092454932386,0.0003968756874705,West 20th Street,,,,,,C
14940433,122770966,0,181418931,,secondary,3,False,False,71.6086576645662,,"LINESTRING (-118.2840207 34.0381152, -118.2841596 34.0381759, -118.2843113 34.038175, -118.2845758 34.0381734, -118.2846765 34.0381732, -118.2847797 34.0381729)",71.6086576645662,1.760116693988786,0.0005701784625113,West 20th Street,,,,,,B
14940433,3584520465,0,"[398771251, 398771261, 398771260, 398771269]",,primary,"['6', '5', '7']",False,True,153.5915752486804,35 mph,"LINESTRING (-118.2840207 34.0381152, -118.2840239 34.0382974, -118.2840289 34.0383753, -118.2840377 34.0385111, -118.2840518 34.0387118, -118.2840584 34.0388064, -118.2840674 34.0389651, -118.2840706 34.039111, -118.2840762 34.0393259, -118.2840782 34.0394954)",153.5915752486804,1.7819547011568615,0.0198712685140628,South Hoover Street,,,,,,B
14940433,122918143,0,1110291315,,primary,6,False,False,67.3513395915622,35 mph,"LINESTRING (-118.2840207 34.0381152, -118.2840196 34.0379943, -118.2840185 34.0375095)",67.3513395915622,1.3735044870216215,0.017979502234026,South Hoover Street,,,,,,B
14940434,1840669350,0,"[398753140, 398753133, 398753126]",,secondary,"['2', '3']",False,True,88.06277959614482,,"LINESTRING (-118.2858251 34.0381727, -118.2857809 34.0381726, -118.2856965 34.0381724, -118.2855829 34.0381722, -118.2853507 34.0381718, -118.2852928 34.0381728, -118.2851062 34.0381729, -118.2848694 34.0381729)",88.06277959614482,1.476467942810276,0.0024437394357834,West 20th Street,,,,,,B
14940434,123454932,0,1251523557,,tertiary,2,False,False,57.04741990656033,,"LINESTRING (-118.2858251 34.0381727, -118.2859848 34.0381718, -118.2860343 34.0381715, -118.2863115 34.0381699, -118.2864442 34.0381691)",57.04741990656033,1.5032933775641883,0.0009688746806583,West 20th Street,,,,,,B
14941347,1838295028,0,1333697675,,primary,7,False,True,36.24795967706988,35 mph,"LINESTRING (-118.2112008 34.0627814, -118.2109025 34.062994)",36.24795967706988,1.7949294179174224,0.0069382185884168,Mission Road,,,,,,B
14941347,14798642,0,"[172997648, 172997650, 398608523, 398608527]",yes,secondary,4,False,True,364.4208929269217,30 mph,"LINESTRING (-118.2112008 34.0627814, -118.2112913 34.0629738, -118.2113568 34.0631329, -118.211421 34.0633197, -118.2114705 34.0634958, -118.2115013 34.0636723, -118.2115227 34.0638989, -118.2115264 34.0642816, -118.2115459 34.0652695, -118.2115494 34.0654423, -118.2115526 34.0656033, -118.2115538 34.0656615, -118.2115584 34.0659054, -118.2115616 34.0660207)",364.4208929269217,1.938702260475276,0.0028392644069456,Griffin Avenue,,,,,,B
14941347,1838301287,0,"[9467485, 398606758]",,primary,"['4', '5']",False,True,176.84887964230188,35 mph,"LINESTRING (-118.2112008 34.0627814, -118.2116153 34.0624903, -118.2124353 34.0619571, -118.2126944 34.0617825)",176.84887964230188,1.9314807279383388,0.014206305590051,Mission Road,,,,,,B
14941347,3642750895,0,"[1279557578, 1331102811, 1331121186, 604159989]",,residential,2,False,False,324.8387301036563,,"LINESTRING (-118.2112008 34.0627814, -118.2109742 34.0624549, -118.2108844 34.0623346, -118.2108553 34.0623057, -118.2104939 34.0619688, -118.2101437 34.0617376, -118.2100243 34.0616828, -118.2097863 34.0615735, -118.209527 34.0614691, -118.2093456 34.0613971, -118.2092857 34.0613725, -118.2086753 34.0611196, -118.208482 34.0610392)",324.83873010365625,1.6946060578369564,0.0018361520042104,Zonal Avenue,,,,,,C
14941348,807592268,0,405199837,,motorway_link,2,True,False,51.72218851536402,,"LINESTRING (-118.2153459 34.0598451, -118.2152221 34.0593914)",2235.255547802435,25.271418004178155,0.0140685325265994,,,,,,,A
14941348,122717927,0,"[440228588, 399262541]",,primary,4,False,True,138.5994898221805,35 mph,"LINESTRING (-118.2153459 34.0598451, -118.2154218 34.0597859, -118.215439 34.0597725, -118.2157182 34.0595545, -118.2158892 34.0594165, -118.2160807 34.0592621, -118.2164297 34.0589806)",138.59948982218052,1.6770216725354885,0.0111131652439317,North Mission Road,,,,,,B
14941348,1838297478,0,"[399262536, 783010222, 440228591]",,primary,"['4', '6']",False,True,122.02234973315784,35 mph,"LINESTRING (-118.2153459 34.0598451, -118.215196 34.0599713, -118.2147289 34.0603698, -118.2145352 34.0605372, -118.2144248 34.0606337)",122.02234973315784,1.845219348042045,0.0129883118406962,North Mission Road,,,,,,B
14941481,3010199925,0,"[161709223, 509092562, 1073012466, 509092564, 1331027703, 1331027704, 1201673695]",,residential,,False,False,287.53234061020163,,"LINESTRING (-118.2046525 34.0594203, -118.2045648 34.0593862, -118.2041893 34.0592093, -118.2040766 34.059148, -118.2039593 34.0590707, -118.2038649 34.0589839, -118.2038313 34.0589459, -118.2038103 34.0589135, -118.2037325 34.0588078, -118.203642 34.0586633, -118.203579 34.0585071, -118.2035298 34.0583264, -118.2035172 34.0582347, -118.2035189 34.0581301, -118.2035252 34.0580572, -118.2035528 34.0579677, -118.2035944 34.0578769, -118.2038938 34.0574131, -118.2039446 34.0573345)",287.5323406102017,1.6339185229094555,0.0014188393917266,"['Cornwell Street', 'Zonal Avenue']",,,,,,C
14941481,1984998046,0,1330985438,,residential,,False,False,233.86182651414416,,"LINESTRING (-118.2046525 34.0594203, -118.2046054 34.0594935, -118.2043105 34.0599492, -118.2042084 34.060105, -118.2038393 34.0606686, -118.2036261 34.0610636, -118.2035741 34.0611776, -118.2035648 34.0612042, -118.2035355 34.0613037)",233.86182651414416,1.7126209377653383,0.0029790929082578,San Pablo Street,,,,,,C
14941481,15373745,0,1331027700,,residential,,False,True,50.41178184030487,,"LINESTRING (-118.2046525 34.0594203, -118.2047358 34.0594595, -118.2051361 34.0596324)",50.41178184030487,1.4052740357522673,0.0012032533235549,Zonal Avenue,,,,,,C
14941501,122817969,0,161709222,,residential,,False,False,132.46760053530747,,"LINESTRING (-118.2028134 34.0634889, -118.2026553 34.0639334, -118.2024692 34.0645621, -118.2024516 34.0646248, -118.2024472 34.0646406)",132.46760053530747,1.69412531684655,0.0025591375899533,San Pablo Street,,,,,,C
14941501,1984998046,0,"[1330985438, 161709222]",,residential,,False,True,251.9691008173338,,"LINESTRING (-118.2028134 34.0634889, -118.202845 34.063388, -118.2031834 34.0623068, -118.2031988 34.0622576, -118.2032497 34.0621023, -118.2033288 34.061861, -118.203366 34.0617598, -118.2034838 34.0614392, -118.2034978 34.0614005, -118.2035355 34.0613037)",251.9691008173338,1.6799766489282837,0.0006414140660777,San Pablo Street,,,,,,C
14941501,269461642,0,"[398610889, 398610891]",,tertiary,,False,False,223.47325065179007,,"LINESTRING (-118.2028134 34.0634889, -118.2029145 34.0634938, -118.203342 34.0635144, -118.2034555 34.0635198, -118.2044564 34.0635732, -118.204728 34.0635997, -118.2052325 34.0636357)",223.47325065179007,1.74884075232823,0.0004741601510265,Alcazar Street,,,,,,B
14941501,1832202871,0,"[398610890, 172302934]",,tertiary,"['2', '3']",False,True,354.6224228359164,,"LINESTRING (-118.2028134 34.0634889, -118.2021383 34.063459, -118.2018926 34.0634566, -118.2008836 34.0634229, -118.2007635 34.0634182, -118.2006349 34.0634053, -118.2004956 34.0633859, -118.2003127 34.0633555, -118.2001191 34.06331, -118.1999245 34.0632583, -118.1997392 34.0631931, -118.1995965 34.0631325, -118.1994218 34.0630512, -118.1992423 34.0629583, -118.1991064 34.0628864)",354.6224228359164,1.460853597678991,0.0001725393266925,Alcazar Street,,,,,,B
14941504,1985260166,0,"[398576539, 398606119]",,primary,"['4', '5']",False,True,518.0486732155151,40 mph,"LINESTRING (-118.1967293 34.0644954, -118.1976588 34.0646877, -118.1987386 34.064893, -118.2001153 34.0651411, -118.2011367 34.0653376, -118.2015626 34.0654195, -118.2016796 34.065442, -118.2019179 34.065481, -118.2022131 34.0655268)",518.0486732155151,1.462405103850717,0.0002423067603586,Valley Boulevard,,,,,,B
14941693,17737741,0,256114877,,secondary,4,False,False,117.58209419635304,35 mph,"LINESTRING (-118.2154498 34.0659816, -118.2153251 34.0659831, -118.2149933 34.065987, -118.2143049 34.0659932, -118.2141734 34.0659944)",117.58209419635304,1.7957982363402891,0.0050590198427272,North Main Street,,,,,,B
14941693,911278865,0,"[399262513, 399262517]",,primary,"['4', '5']",False,False,162.95488021937012,35 mph,"LINESTRING (-118.2154498 34.0659816, -118.2154401 34.0658862, -118.2154292 34.0657676, -118.2154045 34.0655979, -118.2153949 34.0655303, -118.2153815 34.0654273, -118.215363 34.0653112, -118.2153338 34.0650911, -118.2152966 34.0648447, -118.215289 34.0645234)",162.95488021937012,2.0530765084901645,0.0071929754295307,Daly Street,,,,,,B
14941693,76413061,0,"[399262516, 3126775]",,primary,"['4', '5']",False,True,172.33193526929512,35 mph,"LINESTRING (-118.2154498 34.0659816, -118.2154635 34.0660924, -118.2154769 34.0661885, -118.2154804 34.0663271, -118.2154822 34.0663955, -118.2154842 34.0664723, -118.2154973 34.066984, -118.2154994 34.0670677, -118.215511 34.0675299)",172.33193526929512,1.7510696606200384,0.0032501757986638,Daly Street,,,,,,B
14941693,21150896,0,607540370,,secondary,4,False,True,126.59014603903783,35 mph,"LINESTRING (-118.2154498 34.0659816, -118.2156009 34.0659802, -118.215693 34.0659793, -118.216824 34.0659687)",126.59014603903783,1.859547578292112,0.009802324430077,North Main Street,,,,,,B
14943097,269461651,0,24802053,,tertiary,,False,False,200.9275313467873,,"LINESTRING (-118.2077926 34.0647152, -118.2076394 34.0646777, -118.2068848 34.0644101, -118.2064296 34.0642381, -118.2063642 34.0641959, -118.2061141 34.0638721, -118.2060252 34.0637685)",200.9275313467873,1.7028169311378711,0.0008463118573746,Eastlake Avenue,,,,,,B
14943097,72448938,0,"[844188015, 172997647]",,primary_link,,True,False,324.97760625219905,,"LINESTRING (-118.2077926 34.0647152, -118.2079094 34.0647259, -118.208308 34.0646575, -118.2091852 34.0644964, -118.2093273 34.0644641, -118.209435 34.0644294, -118.2095554 34.0643722, -118.209668 34.0642919, -118.2101983 34.0638267, -118.2104853 34.0635786, -118.2105267 34.0635128, -118.2105476 34.0634544, -118.2105474 34.0633908, -118.2105128 34.0632891)",396.36664908676624,2.459953584557355,0.0012795394315786,,,,,,,B
14966389,21650974,0,1327654730,,residential,,False,False,47.7129592477655,,"LINESTRING (-118.2173673 34.078606, -118.2172259 34.0790188)",47.7129592477655,1.4650912208453444,0.000739370361831,Barranca Street,,,,,,C
14966389,123473364,0,1343625048,,primary,4,False,False,26.32044605039975,30 mph,"LINESTRING (-118.2173673 34.078606, -118.2172046 34.0784114)",26.32044605039975,1.541627746012319,0.0010315948988025,Avenue 26,,,,,,B
14966389,29312333,0,1343625048,,primary,4,False,True,149.77632914274832,30 mph,"LINESTRING (-118.2173673 34.078606, -118.2175751 34.0788344, -118.2177601 34.0790322, -118.218354 34.0796767)",149.77632914274832,1.3442487103684744,8.879491557494532e-05,Avenue 26,,,,,,B
14966391,21650974,0,1327654730,,residential,,False,True,84.48319180916403,,"LINESTRING (-118.2169931 34.0797537, -118.2172259 34.0790188)",84.48319180916403,1.3389144390204364,0.0002645054892523,Barranca Street,,,,,,C
14966391,279072762,0,25603231,,residential,,False,False,206.28929801391544,,"LINESTRING (-118.2169931 34.0797537, -118.2159646 34.0795324, -118.2153892 34.0794094, -118.2151667 34.0793592, -118.2148254 34.0792866)",206.28929801391547,1.4335286560217833,2.2257455689751504e-05,Avenue 28,,,,,,C
15027548,123283621,0,358037415,,tertiary,2,False,False,111.50596923424628,30 mph,"LINESTRING (-118.2237941 34.0761201, -118.2237669 34.0760766, -118.2236562 34.075895, -118.2233858 34.0754575, -118.2232452 34.0752263)",111.5059692342463,1.5433555728155606,0.0013781417220881,Avenue 19,,,,,,B
15027548,479651008,0,"[358037415, 39942891, 39942892, 39942893, 635891063]",yes,tertiary,2,False,True,440.2668364349816,30 mph,"LINESTRING (-118.2237941 34.0761201, -118.2245688 34.0773656, -118.2246039 34.0774202, -118.2248028 34.0777351, -118.2252747 34.078479, -118.2253752 34.078637, -118.2254993 34.0788742, -118.2256513 34.0792102, -118.2257254 34.0793708, -118.225871 34.0796811)",440.2668364349816,1.2631305940483075,0.0002423067603586,Avenue 19,,,,,,B
15027548,67619407,0,1343625047,,tertiary,,False,False,121.98464631014318,,"LINESTRING (-118.2237941 34.0761201, -118.223264 34.0764643, -118.2227575 34.0768029)",121.98464631014318,1.657383081620831,0.001203546957535,Humboldt Street,,,,,,B
15027549,15027552,0,"[253387008, 398396274, 398396709]",,secondary,"['4', '5']",False,True,120.10582938431357,35 mph,"LINESTRING (-118.2222993 34.0737247, -118.2218155 34.0739329, -118.2216472 34.0740113, -118.2211428 34.0742235)",120.10582938431357,1.828818382582758,0.0037723157420347,Pasadena Avenue,,,,,,B
15027549,15713362,0,253388033,,tertiary,2,False,False,198.80806418408773,30 mph,"LINESTRING (-118.2222993 34.0737247, -118.2218658 34.0730495, -118.2218064 34.0729576, -118.2217306 34.0728379, -118.2216529 34.0727185, -118.221545 34.0725513, -118.2214813 34.072449, -118.2212974 34.0721412)",198.80806418408773,1.7184602014682695,0.0003578810949164,Avenue 19,,,,,,B
15027549,26208937,0,"[398395793, 398395794, 161708049]",,secondary,"['4', '5']",False,False,119.48166165001996,35 mph,"LINESTRING (-118.2222993 34.0737247, -118.2228765 34.0734758, -118.223045 34.0733964, -118.2232571 34.0732691, -118.22333 34.073216, -118.2233905 34.0731568)",119.48166165002,1.7569479671030623,0.0050941384667443,Pasadena Avenue,,,,,,B
15027549,123283621,0,"[398397802, 358037414]",,tertiary,"['2', '3']",False,True,188.33644367879688,30 mph,"LINESTRING (-118.2222993 34.0737247, -118.2223536 34.0738099, -118.2225027 34.0740536, -118.2225756 34.0741671, -118.22261 34.0742231, -118.2229776 34.074806, -118.2230119 34.0748599, -118.2230428 34.0749084, -118.2232452 34.0752263)",188.33644367879688,1.6742193597695725,0.0020118625778878,Avenue 19,,,,,,B
15027552,16941226,0,3425785,,residential,2,False,False,198.5721476530016,,"LINESTRING (-118.2211428 34.0742235, -118.2202182 34.0727449, -118.2201512 34.0726378)",198.5721476530016,1.6720139624572996,0.0002716701583662,Avenue 20,,,,,,C
15027552,15027549,0,"[253387008, 398396274, 398396709]",,secondary,"['4', '5']",False,False,120.10582938431357,35 mph,"LINESTRING (-118.2211428 34.0742235, -118.2216472 34.0740113, -118.2218155 34.0739329, -118.2222993 34.0737247)",120.10582938431357,1.8288183825827609,0.0035147987415082,Pasadena Avenue,,,,,,B
15027552,29312325,0,"[398397937, 32504723]",,secondary,4,False,False,250.6571238326332,35 mph,"LINESTRING (-118.2211428 34.0742235, -118.2212054 34.0743139, -118.2213492 34.0745414, -118.2214211 34.0746549, -118.2215005 34.0747832, -118.2219787 34.075556, -118.2224001 34.0762226)",250.65712383263323,1.7957546056191755,0.001223044253812,North San Fernando Road,,,,,,B
15027552,15713361,0,"[398399402, 161708035]",,secondary,"['4', '5']",False,True,119.17783205599903,35 mph,"LINESTRING (-118.2211428 34.0742235, -118.2206695 34.0744283, -118.2200837 34.0746909, -118.2200014 34.0747283)",119.17783205599903,1.7752363951958925,0.0029284116832967,Pasadena Avenue,,,,,,B
15068250,269461329,0,"[982799441, 149108923, 149109070, 149108983]",yes,motorway_link,"['2', '1']",True,False,574.86857395797,,"LINESTRING (-118.2017439 34.0563844, -118.2016698 34.0562951, -118.2014502 34.0561978, -118.2010109 34.0560039, -118.2009599 34.0559741, -118.2009192 34.0559414, -118.2008874 34.0559085, -118.2008661 34.0558756, -118.2008384 34.0558095, -118.2008306 34.0557711, -118.2008274 34.0557317, -118.2008323 34.0556867, -118.2008466 34.0556417, -118.2008813 34.0555776, -118.2009139 34.0555397, -118.200956 34.0555057, -118.2009955 34.0554841, -118.2010386 34.0554644, -118.2011758 34.0554245, -118.2018154 34.0552935, -118.2022928 34.0551925, -118.2027832 34.0550651, -118.2029685 34.055011, -118.2031375 34.0549455, -118.2036754 34.054729, -118.2045058 34.0543731, -118.2046449 34.0543133, -118.2047896 34.0542466, -118.2051038 34.0540955, -118.2051682 34.0540687, -118.2052383 34.0540428)",1927.591208024848,16.860253954433944,0.0018161261667693,,,,,,,A
15068250,1994411731,0,398604489,,primary,5,False,True,58.984845567323205,35 mph,"LINESTRING (-118.2017439 34.0563844, -118.2016583 34.0565179, -118.2016507 34.0565298, -118.2015274 34.0567221, -118.2014436 34.0568529)",58.984845567323205,1.682737238789701,0.001935165382292,North Soto Street,,,,,,B
15068250,3010199925,0,"[1201673696, 58821957, 188820201, 1331065809, 1331027707, 1201673694]",yes,residential,"['2', '3']",False,True,228.61918608141795,,"LINESTRING (-118.2017439 34.0563844, -118.2019024 34.0564487, -118.2019646 34.0564761, -118.2019744 34.0564804, -118.2022884 34.0566184, -118.2023751 34.0566565, -118.203036 34.0569432, -118.2033951 34.057095, -118.2035966 34.0571822, -118.2038056 34.0572737, -118.203858 34.0572966, -118.2039446 34.0573345)",228.619186081418,1.820326234242906,0.0037179934557207,Charlotte Street,,,,,,C
15068250,5054517957,0,"[398604490, 1331065810, 1363288188, 518080087]",yes,primary,"['6', '7']",False,False,180.2260140875374,35 mph,"LINESTRING (-118.2017439 34.0563844, -118.2019073 34.0561213, -118.2020226 34.0559303, -118.2021706 34.055694, -118.2026406 34.0549439)",180.2260140875373,1.7947622401523915,0.0008692740346166,North Soto Street,,,,,,B
