u,v,key,osmid,bridge,highway,lanes,oneway,reversed,length,maxspeed,geometry,Inverse SP,Cost of return,Edge Betweenness,name,ref,tunnel,access,width,junction,Groups
123380341,123732661,0,13460491,,residential,,False,False,41.84404388954054,,"LINESTRING (-118.2688738 34.0149147, -118.2690864 34.0145822)",41.84404388954054,1.5435864096739296,0.003274195058234,Crawford Street,,,,,,C
123380341,123015384,0,161716055,,residential,,False,True,163.2431105534969,,"LINESTRING (-118.2688738 34.0149147, -118.2704253 34.0156228)",163.2431105534969,1.6545483741499756,0.0012390766691241,East 36th Street,,,,,,C
123380341,123380343,0,161716055,,residential,,False,False,62.95553072717372,,"LINESTRING (-118.2688738 34.0149147, -118.2683861 34.0146846, -118.2682802 34.0146346)",62.95553072717372,1.5176780804899308,0.0053296329187652,East 36th Street,,,,,,C
123380343,123380346,0,161716055,,residential,,False,False,21.572490081068537,,"LINESTRING (-118.2682802 34.0146346, -118.268071 34.0145476)",21.572490081068537,1.527121545815485,0.0049900158574094,East 36th Street,,,,,,C
123380343,123009684,0,161716030,,residential,,False,True,95.55028989098732,,"LINESTRING (-118.2682802 34.0146346, -118.2682335 34.0147071, -118.2677921 34.0153927)",95.55028989098732,1.7076580341149432,0.0008000938689107,Trinity Street,,,,,,C
123380343,123380341,0,161716055,,residential,,False,True,62.95553072717372,,"LINESTRING (-118.2682802 34.0146346, -118.2683861 34.0146846, -118.2688738 34.0149147)",62.95553072717372,1.5176780804899317,0.004152513019437,East 36th Street,,,,,,C
123380346,123380343,0,161716055,,residential,,False,True,21.572490081068537,,"LINESTRING (-118.268071 34.0145476, -118.2682802 34.0146346)",21.572490081068537,1.527121545815484,0.0040038167719266,East 36th Street,,,,,,C
123380346,122634411,0,13457125,,residential,,False,False,307.66765857051456,,"LINESTRING (-118.268071 34.0145476, -118.268119 34.0144735, -118.2692741 34.0126895, -118.2696495 34.0121096)",307.66765857051456,1.521468554732316,0.0002686750917694,Trinity Street,,,,,,C
123380346,123373478,0,161716055,,residential,,False,False,92.587631426238,,"LINESTRING (-118.268071 34.0145476, -118.2679614 34.0144969, -118.2671939 34.0141417)",92.587631426238,1.526158982422854,0.0052507041049208,East 36th Street,,,,,,C
123384135,1770590829,0,13415330,,residential,,False,False,118.0532269257492,,"LINESTRING (-118.2699187 34.0505869, -118.2701854 34.0501687, -118.2702227 34.0501093, -118.2702872 34.050008, -118.2705164 34.0496478)",118.0532269257492,1.6528643793594948,0.0028550619150737,Columbia Avenue,,,,,,C
123384135,123430975,0,13415330,,residential,,False,True,94.49636309209228,,"LINESTRING (-118.2699187 34.0505869, -118.2694568 34.0513104, -118.2694391 34.0513381)",94.49636309209228,1.7028465819033387,0.0006885129564819,Columbia Avenue,,,,,,C
123384135,1770608145,0,"[399298552, 399298553]",,secondary,"['4', '3']",False,True,87.91277186639239,,"LINESTRING (-118.2699187 34.0505869, -118.2696395 34.0504651, -118.2690744 34.0502185)",87.91277186639239,1.6493369820716928,0.0051105819696286,West 8th Street,,,,,,B
123384135,123384137,0,"[399299598, 399299023]",,secondary,"['4', '3']",False,False,98.57336775066877,,"LINESTRING (-118.2699187 34.0505869, -118.2702024 34.0507065, -118.2703519 34.0507783, -118.2704688 34.0508503, -118.2705869 34.0509466, -118.2707336 34.0511319)",98.57336775066877,1.7741715226988883,0.0050623085433041,West 8th Street,,,,,,B
123384137,123422227,0,173007582,,residential,,True,False,50.27076243299787,,"LINESTRING (-118.2707336 34.0511319, -118.270401 34.0514903)",140.11675515123403,2.772546182008352,0.0003034413550104,Valencia Street,,,,,,C
123384137,123384138,0,"[399299594, 399299595, 399299597]",,secondary,"['4', '3']",False,False,75.15251791384541,35 mph,"LINESTRING (-118.2707336 34.0511319, -118.2708338 34.05132, -118.2708897 34.0514743, -118.27095 34.0516067, -118.271025 34.0517624)",75.15251791384541,1.404584202669077,0.0047141173697301,West 8th Street,,,,,,B
123384137,123384135,0,"[399299598, 399299023]",,secondary,"['4', '3']",False,True,98.57336775066877,,"LINESTRING (-118.2707336 34.0511319, -118.2705869 34.0509466, -118.2704688 34.0508503, -118.2703519 34.0507783, -118.2702024 34.0507065, -118.2699187 34.0505869)",98.57336775066877,1.7741715226988888,0.0074308189533921,West 8th Street,,,,,,B
123384138,123422227,0,13414119,,residential,,False,True,64.96423723738863,,"LINESTRING (-118.271025 34.0517624, -118.2705292 34.0515462, -118.270401 34.0514903)",64.96423723738863,1.3679619793392754,0.0001601479727333,Green Avenue,,,,,,C
123384138,122639896,0,13414120,,residential,,False,False,183.9660269300417,,"LINESTRING (-118.271025 34.0517624, -118.2716552 34.0507894, -118.2719692 34.0503046)",183.9660269300417,1.7626462588846097,0.0001528658500275,Green Avenue,,,,,,C
123384138,122674515,0,"[186070729, 399299596]",,secondary,"['4', '3']",False,False,123.57027716666288,35 mph,"LINESTRING (-118.271025 34.0517624, -118.2710761 34.0518166, -118.2711366 34.0518549, -118.2712515 34.0519168, -118.2715855 34.0520603, -118.2718728 34.0521838, -118.2720865 34.0522759, -118.2721792 34.0523155)",123.57027716666288,1.904143245661111,0.0046987309491741,West 8th Street,,,,,,B
123384138,123384137,0,"[399299594, 399299595, 399299597]",,secondary,"['4', '3']",False,True,75.15251791384541,35 mph,"LINESTRING (-118.271025 34.0517624, -118.27095 34.0516067, -118.2708897 34.0514743, -118.2708338 34.05132, -118.2707336 34.0511319)",75.15251791384541,1.404584202669074,0.0073860691348286,West 8th Street,,,,,,B
123384140,122639918,0,13417137,,residential,2,False,False,190.2298994411009,,"LINESTRING (-118.2789446 34.0553788, -118.278995 34.0552977, -118.2791528 34.0550518, -118.2792797 34.0548524, -118.2793138 34.0547988, -118.2799079 34.0538656)",190.22989944110097,1.7705373556630588,0.0002240427267978,South Lake Street,,,,,,C
123384140,1734900543,0,13417137,,residential,2,False,True,199.9104684525188,,"LINESTRING (-118.2789446 34.0553788, -118.27889 34.055462, -118.2786899 34.0557758, -118.2786322 34.0558643, -118.2785686 34.0559632, -118.2784865 34.0560914, -118.2784106 34.0562098, -118.2782247 34.0565009, -118.277986 34.0568725, -118.2779261 34.0569663)",199.9104684525188,1.5418715605468758,4.527835972770029e-05,South Lake Street,,,,,,C
123384140,122656748,0,"[974055213, 399264517, 398740387, 399264509]",,secondary,"['4', '3']",False,True,115.4005966173998,35 mph,"LINESTRING (-118.2789446 34.0553788, -118.278612 34.0552301, -118.2784447 34.0551553, -118.2784019 34.0551362, -118.2780959 34.0550022, -118.2779401 34.0549344, -118.2778396 34.05489)",115.40059661739984,1.7471486416273705,0.0038384421143478,West 8th Street,,,,,,B
123384140,122968287,0,"[398740394, 398740389]",,secondary,"['4', '3']",False,False,108.38943415354947,35 mph,"LINESTRING (-118.2789446 34.0553788, -118.2794829 34.0556195, -118.2797039 34.0557187, -118.2799263 34.0558191, -118.2799795 34.0558425)",108.38943415354947,1.8222729353833511,0.0013387947687579,West 8th Street,,,,,,B
123384146,123646232,0,13445265,,residential,,False,True,108.8834579504313,,"LINESTRING (-118.2868834 34.0577315, -118.2868853 34.0578412, -118.2869012 34.0587106)",108.8834579504313,1.4232349666065232,0.0001469931704259,Magnolia Avenue,,,,,,C
123384146,122657380,0,161710501,,secondary,,False,False,202.6076814744116,35 mph,"LINESTRING (-118.2868834 34.0577315, -118.2872397 34.0577307, -118.2876258 34.0577314, -118.2879931 34.0577283, -118.2882523 34.0577261, -118.2883183 34.057726, -118.2890827 34.057725)",202.60768147441163,1.3898083421216465,0.0001708362496081,West 8th Street,,,,,,B
123384146,1736684176,0,"[398740384, 161710499]",,secondary,"['4', '5']",False,True,244.61120867895409,35 mph,"LINESTRING (-118.2868834 34.0577315, -118.2864698 34.0577363, -118.284656 34.0577382, -118.2845661 34.0577398, -118.2844177 34.0577378, -118.2843717 34.0577343, -118.2842311 34.0577113)",244.61120867895403,1.689160772811731,0.0005256048243358,West 8th Street,,,,,,B
123390801,122742350,0,460406272,,primary,4,False,False,104.65009403784292,40 mph,"LINESTRING (-118.2395071 34.0079815, -118.2394621 34.0070411)",104.65009403784292,1.4903254956811225,0.0004844960671251,South Alameda Street,,,,,,B
123390801,123571467,0,13439975,,tertiary,2,False,True,321.5308519823365,,"LINESTRING (-118.2395071 34.0079815, -118.2396782 34.0079725, -118.241604 34.0080433, -118.2421538 34.0080644, -118.2425124 34.0080781, -118.2429916 34.0080965)",321.53085198233646,1.6287324175427704,0.0012188746512949,East 41st Street,,,,,,B
123390801,123777325,0,460406272,,primary,4,False,True,202.51856028908475,40 mph,"LINESTRING (-118.2395071 34.0079815, -118.2395766 34.0089035, -118.2396275 34.0098)",202.51856028908475,1.6097721929725346,0.0003962884195104,South Alameda Street,,,,,,B
123390801,122634369,0,1253418600,,tertiary,,False,False,19.27731457402232,,"LINESTRING (-118.2395071 34.0079815, -118.2393845 34.0080258, -118.2393154 34.0080508)",19.27731457402232,1.878487188390804,0.0015547331977057,East 41st Street,,,,,,B
123396074,123538773,0,47878672,,tertiary,,False,True,110.6237442284103,30 mph,"LINESTRING (-118.2603662 34.0566634, -118.2598179 34.0575485)",110.6237442284103,1.6411226154265497,8.826637441080874e-05,South Bixel Street,,,,,,B
123396074,122816340,0,13410492,,residential,,False,False,184.886101859289,,"LINESTRING (-118.2603662 34.0566634, -118.2610034 34.0569335, -118.2621516 34.0574228)",184.886101859289,1.6226205031491263,7.857645306830478e-05,West 4th Street,,,,,,C
123396074,122975565,0,"[13410492, 161713716]",,residential,,False,True,280.4530915697036,,"LINESTRING (-118.2603662 34.0566634, -118.2595607 34.05633, -118.2592918 34.0562195, -118.2589653 34.0560852, -118.2583989 34.0558431, -118.258277 34.0560261, -118.2579969 34.0564559)",280.4530915697036,1.824729086044064,0.000886480985849,"['South Boylston Street', 'West 4th Street']",,,,,,C
123396074,122854961,0,47878672,,tertiary,,False,False,108.98944746049374,30 mph,"LINESTRING (-118.2603662 34.0566634, -118.2605901 34.0562864, -118.2606195 34.0562403, -118.2609004 34.0557889)",108.98944746049374,1.768240735541975,0.0006865749722134,South Bixel Street,,,,,,B
123396079,123396086,0,13410496,,residential,,False,False,40.65876225718206,,"LINESTRING (-118.2669015 34.0581064, -118.2669179 34.0584718)",40.65876225718206,1.4869362934377055,0.0038516556434512,West 4th Street,,,,,,C
123396079,123396105,0,13410497,,residential,,False,True,146.77795676352792,,"LINESTRING (-118.2669015 34.0581064, -118.2664091 34.057646, -118.2658449 34.0571184)",146.77795676352792,1.4978422817153394,0.0028161847761117,West 4th Street,,,,,,C
123396079,122641722,0,13433490,,residential,,False,False,207.94816677419288,,"LINESTRING (-118.2669015 34.0581064, -118.2669386 34.0579041, -118.2670299 34.0576721, -118.2671671 34.0574656, -118.2672957 34.057342, -118.2673592 34.0572809, -118.2674079 34.0572341, -118.2677078 34.0569233, -118.267988 34.0566224, -118.2680654 34.0565428)",207.94816677419288,1.4707168316243262,0.0013990484614695,Loma Drive,,,,,,C
123396086,123396079,0,13410496,,residential,,False,True,40.65876225718206,,"LINESTRING (-118.2669179 34.0584718, -118.2669015 34.0581064)",40.65876225718206,1.486936293437705,0.0041959121216922,West 4th Street,,,,,,C
123396086,122967851,0,13410496,,residential,,False,False,88.26212769269439,,"LINESTRING (-118.2669179 34.0584718, -118.2670578 34.0587174, -118.267138 34.0588261, -118.2672082 34.0589211, -118.2674326 34.059135)",88.26212769269439,1.488896354984535,0.0023446673309058,West 4th Street,,,,,,C
123396086,123567754,0,13433487,,residential,,False,False,202.4967860739156,,"LINESTRING (-118.2669179 34.0584718, -118.2666873 34.0587324, -118.266395 34.0590546, -118.2660758 34.059373, -118.266021 34.0594253, -118.2659632 34.0594813, -118.2655413 34.0598904)",202.49678607391547,1.7951918716492994,0.0016845194168992,Loma Drive,,,,,,C
123396105,123396079,0,13410497,,residential,,False,False,146.77795676352792,,"LINESTRING (-118.2658449 34.0571184, -118.2664091 34.057646, -118.2669015 34.0581064)",146.77795676352792,1.4978422817153394,0.0023968167257673,West 4th Street,,,,,,C
123396105,122641720,0,13415337,,residential,2,False,False,156.48191040881449,,"LINESTRING (-118.2658449 34.0571184, -118.2659056 34.0570043, -118.2659659 34.0568547, -118.2660009 34.056669, -118.2659954 34.0566183, -118.265979 34.0564673, -118.2659859 34.0564062, -118.2659965 34.0563126, -118.266054 34.0561849, -118.2662951 34.0557898)",156.48191040881449,1.5461646329803125,0.0075829213550714,Columbia Avenue,,,,,,C
123396105,123430981,0,13415337,,residential,2,False,True,290.1188813277112,,"LINESTRING (-118.2658449 34.0571184, -118.2658308 34.05714, -118.2654585 34.0577086, -118.2653515 34.057872, -118.2653038 34.0579485, -118.2650018 34.0584329, -118.2647256 34.0588771, -118.2646827 34.0589461, -118.2643825 34.059429)",290.1188813277112,1.9872861752422648,0.0034046859989797,Columbia Avenue,,,,,,C
123396139,71986991,0,"[1069493744, 608204518]",,primary,"['2', '3']",True,False,202.4746455019464,,"LINESTRING (-118.248322 34.0488448, -118.2483827 34.0487794, -118.2484974 34.0486488, -118.24877 34.0483624, -118.2489042 34.0482024, -118.2489331 34.0481702, -118.2493193 34.0477656, -118.249443 34.0476356, -118.2496037 34.0474678, -118.2496714 34.0474086)",447.9989455258757,5.233644588490083,0.0043436100136704,South Spring Street,,,,,,B
123396139,1738802898,0,"[1123281624, 608204517]",,primary,3,True,False,129.71470749561814,25 mph,"LINESTRING (-118.248322 34.0488448, -118.2482632 34.0488069, -118.2482127 34.0487738, -118.2479019 34.0485728, -118.2477502 34.0484748, -118.2473132 34.0481972, -118.247283 34.0481767, -118.2472602 34.0481611, -118.2472117 34.0481276)",531.255330874384,5.340912100667266,0.0074592427226635,West 4th Street,,,,,,B
123396141,68214664,0,382238064,,secondary,5,False,False,202.1610195980257,,"LINESTRING (-118.2493681 34.0495285, -118.249307 34.0495923, -118.2488829 34.0500419, -118.2487384 34.0501925, -118.2486556 34.0502799, -118.2485936 34.0503473, -118.248087 34.0509036, -118.2480286 34.0509684)",202.1610195980257,1.879010226364596,0.0059685804594103,South Broadway,,,,,,B
123396141,1736513666,0,"[399181819, 382238485]",,secondary,5,False,True,203.480521937842,,"LINESTRING (-118.2493681 34.0495285, -118.2494431 34.0494443, -118.2497696 34.0490786, -118.2498825 34.0489593, -118.2499135 34.0489263, -118.2499344 34.0489035, -118.2501892 34.0486321, -118.2504357 34.0483691, -118.2506264 34.0481655, -118.250652 34.0481383, -118.2507157 34.0480791)",203.480521937842,1.7528426822990426,0.0067814180430563,South Broadway,,,,,,B
123396141,123396139,0,"[382238488, 382238491, 997441685]",,primary,4,True,False,122.7889294565725,25 mph,"LINESTRING (-118.2493681 34.0495285, -118.249289 34.0494714, -118.2490653 34.0493285, -118.2489122 34.0492299, -118.2488324 34.0491729, -118.2486479 34.0490597, -118.2485704 34.0490098, -118.2484026 34.0488998, -118.248322 34.0488448)",527.6846615712495,5.362231199151154,0.007414727811284,West 4th Street,,,,,,B
123396147,123281798,0,"[48847753, 161713858, 405169146, 161687499]",,secondary,5,False,False,324.956482564305,,"LINESTRING (-118.25151 34.0509115, -118.251422 34.0509991, -118.2511848 34.0512605, -118.2510825 34.0513693, -118.2507682 34.0517133, -118.2505877 34.0519026, -118.2505718 34.0519212, -118.2504049 34.0521041, -118.250373 34.0521392, -118.250343 34.0521723, -118.2502667 34.052257, -118.2500304 34.0525171, -118.2497753 34.0527979, -118.2497324 34.052845, -118.2494577 34.0531472, -118.2493755 34.0532378)",324.95648256430513,1.7324494176692642,0.0029272371473764,South Olive Street,,building_passage,,,,B
123396147,3297577565,0,382219105,,primary,4,True,False,123.98741518433154,25 mph,"LINESTRING (-118.25151 34.0509115, -118.25142 34.0508564, -118.25056 34.0502986, -118.2504475 34.0502272)",532.8746586086104,5.2599237273929145,0.0078162429156397,West 4th Street,,,,,,B
123396147,1736499182,0,"[161890281, 399179069]",,secondary,"['4', '3']",False,True,202.70008137821924,,"LINESTRING (-118.25151 34.0509115, -118.2515921 34.050829, -118.2517185 34.0506974, -118.251883 34.0505263, -118.2521374 34.0502635, -118.2526093 34.0497567, -118.2526943 34.0496627, -118.252793 34.0495603, -118.2528663 34.0494764)",202.70008137821924,1.8103122749908929,0.0003442564782409,South Olive Street,,,,,,B
123396149,250781439,0,161713694,,secondary,2,True,False,35.58936780023706,,"LINESTRING (-118.2577145 34.0559361, -118.2575669 34.055739, -118.2575179 34.0556608)",337.9897529859248,7.448049271580908,0.0059826748904539,West 4th Street,,,,,,B
123396149,1966359038,0,185948966,,secondary,2,True,False,41.93246386737032,,"LINESTRING (-118.2577145 34.0559361, -118.2576233 34.0556562, -118.2575969 34.0555718)",350.2740877910114,9.046484455226052,0.0006626144394392,West 4th Street,,,,,,B
123396161,122975565,0,161713694,,secondary,2,True,False,103.1306130069532,,"LINESTRING (-118.2587442 34.0571104, -118.2586591 34.0570329, -118.258346 34.0568907, -118.2582483 34.0568075, -118.2581606 34.0567184, -118.2580885 34.0566186, -118.2579969 34.0564559)",133.03398867513707,3.034390645203901,0.0049694614788041,West 4th Street,,,,,,B
123396161,123538773,0,"[167420331, 399276100]",,secondary,"['4', '5']",False,False,110.26926154603782,35 mph,"LINESTRING (-118.2587442 34.0571104, -118.2589667 34.0572048, -118.2593709 34.057374, -118.2598179 34.0575485)",110.26926154603784,1.5791044962937015,0.0152855279204219,West 3rd Street,,,,,,B
123398529,122807521,0,"[1234441977, 508817939, 740929659]",,residential,2,False,True,205.39436522433823,,"LINESTRING (-118.2876784 34.0472697, -118.287679 34.0473888, -118.287679 34.0473931, -118.2876821 34.0475889, -118.2877008 34.0480014, -118.2877026 34.0480823, -118.287711 34.0490411, -118.2877121 34.0491165)",205.39436522433823,1.300472705678297,3.523607760910529e-07,Elden Avenue,,,,,,C
123398529,212327957,0,"[508818219, 508817940]",,secondary,4,False,False,107.71600936168063,35 mph,"LINESTRING (-118.2876784 34.0472697, -118.2873173 34.0472718, -118.2871112 34.047273, -118.2866 34.047276, -118.2865093 34.0472765)",107.71600936168062,1.2769027384048612,0.0002419543995825,West Pico Boulevard,,,,,,B
123405951,123172543,0,13411686,,residential,,False,False,95.60997455390456,,"LINESTRING (-118.2524786 34.0600195, -118.2526132 34.0600533, -118.2532578 34.0603379, -118.2534037 34.0604049)",95.60997455390456,1.2417247551974535,0.0002423067603586,Mignonette Street,,,,,,C
123406779,123304338,0,13411775,,residential,,False,True,127.75616308613353,,"LINESTRING (-118.214832 34.0522937, -118.2149583 34.0522397, -118.2150097 34.052201, -118.2151473 34.0521011, -118.2151813 34.052076, -118.2152722 34.0520096, -118.2152914 34.0519983, -118.2159453 34.0516137)",127.75616308613353,1.2746230808279226,0.0002423067603586,Bailey Street,,,,,,C
123406784,123095484,0,13411782,,residential,2,False,False,98.3652898292303,,"LINESTRING (-118.2134842 34.052725, -118.2125359 34.0523185)",98.3652898292303,1.4942719699343323,0.0009593609397039,Bailey Street,,,,,,C
123406784,21507171,0,399271211,,secondary,5,False,True,21.38294032891472,30 mph,"LINESTRING (-118.2134842 34.052725, -118.2133599 34.0528874)",21.38294032891472,1.5187453942703442,0.0074408025087147,North State Street,,,,,,B
123406784,1884813420,0,"[29688337, 399271212, 29688341]",yes,secondary,4,False,False,112.52575093599934,30 mph,"LINESTRING (-118.2134842 34.052725, -118.2136194 34.0525957, -118.2137288 34.0525319, -118.2139218 34.0524303, -118.2141122 34.0523203, -118.2142569 34.0522096, -118.2143734 34.0520997, -118.2144003 34.0520679)",112.52575093599935,1.608890087340062,0.0060244883692167,North State Street,,,,,,B
123406789,122555902,0,13411782,,residential,2,False,False,94.50176788736816,,"LINESTRING (-118.211606 34.051911, -118.2107077 34.0515007)",94.50176788736816,1.487718638393523,0.0006903334871583,Bailey Street,,,,,,C
123406789,123095484,0,13411782,,residential,2,False,True,96.91514496923764,,"LINESTRING (-118.211606 34.051911, -118.2120338 34.0520985, -118.2125359 34.0523185)",96.91514496923764,1.4942992279195046,0.0018683930152228,Bailey Street,,,,,,C
123406789,123489536,0,13426869,,residential,2,False,True,334.321403176709,,"LINESTRING (-118.211606 34.051911, -118.2129084 34.049875, -118.213236 34.0493629, -118.2132473 34.0493452, -118.2133055 34.0492545)",334.32140317670905,1.487665237386121,0.0006390062674411,Brittania Street,,,,,,C
123408705,123183652,0,165344380,,residential,,False,True,92.02309956603268,,"LINESTRING (-118.2864695 34.0327532, -118.2864943 34.0328673, -118.2864994 34.0330649, -118.2864993 34.0331144, -118.2864987 34.0332413, -118.2864986 34.0335789)",92.02309956603268,1.8686704430528684,0.0005548507687513,Magnolia Avenue,,,,,,C
123408705,6816193770,0,"[398810770, 398810781]",,secondary,"['4', '6']",False,True,158.48651583554448,35 mph,"LINESTRING (-118.2864695 34.0327532, -118.2863803 34.0327324, -118.286172 34.0326702, -118.2859577 34.0325846, -118.28569 34.0324606, -118.2849356 34.0321163)",158.48651583554448,1.6221795986104304,0.0006200375123282,West Adams Boulevard,,,,,,B
123408705,123318563,0,398810782,,secondary,4,False,False,89.2474987757892,35 mph,"LINESTRING (-118.2864695 34.0327532, -118.2865609 34.0327642, -118.2867811 34.0327793, -118.2874362 34.0327699)",89.24749877578918,1.4892144439677577,0.0002421305799705,West Adams Boulevard,,,,,,B
123408705,6813416126,0,450675380,,residential,,False,False,273.41405254274844,,"LINESTRING (-118.2864695 34.0327532, -118.2864469 34.0326401, -118.2864494 34.0321882, -118.2864602 34.0303745, -118.2864607 34.0302959)",273.41405254274844,1.4766415443500378,3.817241740986406e-06,Magnolia Avenue,,,,,,C
123408740,6816180168,0,"[398803826, 398803844]",,primary,"['4', '5']",False,True,160.2779416848067,35 mph,"LINESTRING (-118.2839972 34.0317181, -118.2839947 34.0318501, -118.2839871 34.032255, -118.2839886 34.0324533, -118.2839962 34.0330187, -118.283998 34.0331594)",160.27794168480665,1.5968122938108713,0.0173392039770725,South Hoover Street,,,,,,B
123408740,6816193696,0,"[1136810808, 398803841, 398803843]",,primary,"['4', '6', '7']",False,False,158.58207703526455,35 mph,"LINESTRING (-118.2839972 34.0317181, -118.2839999 34.03158, -118.2840048 34.0313014, -118.2840092 34.0310983, -118.284003 34.0307024, -118.2839955 34.0302921)",158.58207703526455,1.5968019624575918,0.0137291503724277,South Hoover Street,,,,,,B
123408740,6816193770,0,"[398810773, 398810781]",,secondary,"['4', '5']",False,False,97.1557712848906,35 mph,"LINESTRING (-118.2839972 34.0317181, -118.2841558 34.0317871, -118.2844678 34.0319228, -118.2848434 34.0320785, -118.2849356 34.0321163)",97.1557712848906,1.6268379555816328,0.0008563541394932,West Adams Boulevard,,,,,,B
123408740,6816180162,0,"[398810777, 398810779, 1136476622]",,secondary,"['5', '6']",False,True,65.38518753087443,35 mph,"LINESTRING (-118.2839972 34.0317181, -118.2838244 34.031634, -118.2836114 34.031539, -118.2835354 34.0315038, -118.2833754 34.0314351)",65.38518753087443,1.603046202211843,0.0043493065128838,West Adams Boulevard,,,,,,B
123412951,123412957,0,13412629,,residential,,False,False,138.07541744642393,,"LINESTRING (-118.2012488 34.0339463, -118.1999253 34.0333641)",138.07541744642393,1.4749636296805748,6.618509910910276e-05,East 5th Street,,,,,,C
123412951,123056142,0,13412629,,residential,,False,True,99.19566284565292,,"LINESTRING (-118.2012488 34.0339463, -118.2021954 34.0343711)",99.19566284565292,1.7593596400073035,0.0001296687656015,East 5th Street,,,,,,C
123412951,123461889,0,166059306,,residential,,False,False,94.53525915408152,,"LINESTRING (-118.2012488 34.0339463, -118.2017317 34.0331962)",94.53525915408152,1.7321638214872934,0.0002569884593624,South Grande Vista Avenue,,,,,,C
123412951,123490646,0,166059306,,residential,,False,True,95.02118194747148,,"LINESTRING (-118.2012488 34.0339463, -118.2007757 34.0347056)",95.02118194747148,1.5909852457952869,0.0002389593329857,South Grande Vista Avenue,,,,,,C
123412957,123412951,0,13412629,,residential,,False,True,138.07541744642393,,"LINESTRING (-118.1999253 34.0333641, -118.2012488 34.0339463)",138.07541744642393,1.4749636296805713,6.225040377608601e-05,East 5th Street,,,,,,C
123412957,123463517,0,13419997,,residential,,False,True,91.47759787377323,,"LINESTRING (-118.1999253 34.0333641, -118.1994727 34.0340963)",91.47759787377323,1.3008261028230246,0.0005801032910379,South Concord Street,,,,,,C
123412957,123461891,0,13419997,,residential,,False,False,94.53862982615102,,"LINESTRING (-118.1999253 34.0333641, -118.2000087 34.0332107, -118.2004047 34.0326129)",94.53862982615102,1.4435087383848175,0.0007478270204572,South Concord Street,,,,,,C
123412992,123412995,0,13412634,,residential,,False,False,169.52773605179013,,"LINESTRING (-118.2088916 34.0374881, -118.2072772 34.0367569)",169.52773605179013,1.3037383700160583,0.0001158679685379,East 5th Street,,,,,,C
123412992,123420897,0,132490061,,residential,2,False,False,77.88347707796486,,"LINESTRING (-118.2088916 34.0374881, -118.2092981 34.036874)",77.88347707796486,1.4499527630952271,0.002194561640291,South Mott Street,,,,,,C
123412992,123420895,0,132490061,,residential,2,False,True,83.30564560667776,,"LINESTRING (-118.2088916 34.0374881, -118.2084569 34.038145)",83.30564560667776,1.4556287221175963,0.0033973451494779,South Mott Street,,,,,,C
123412995,123412992,0,13412634,,residential,,False,True,169.52773605179013,,"LINESTRING (-118.2072772 34.0367569, -118.2088916 34.0374881)",169.52773605179013,1.303738370016058,0.00010846839224,East 5th Street,,,,,,C
123412995,123461906,0,13419981,,residential,,False,False,79.11742263103184,,"LINESTRING (-118.2072772 34.0367569, -118.2076891 34.0361326)",79.11742263103184,1.4322631027577806,0.0044488484321296,Camulos Street,,,,,,C
123412995,123463449,0,13419981,,residential,,False,True,83.81955799929673,,"LINESTRING (-118.2072772 34.0367569, -118.2071569 34.0369528, -118.2068836 34.0373967, -118.2068646 34.0374287)",83.81955799929673,1.437761352072941,0.0042252755196998,Camulos Street,,,,,,C
123413057,123087183,0,136751135,,primary,4,False,False,171.58582376874207,35 mph,"LINESTRING (-118.2382295 34.0414185, -118.2382596 34.0408713, -118.2382631 34.0407973, -118.2383144 34.039877)",171.58582376874207,1.4569268297268856,0.0111984365517457,South Alameda Street,,,,,,B
123413057,69092055,0,1038616340,,primary,4,False,True,209.79451054623047,35 mph,"LINESTRING (-118.2382295 34.0414185, -118.2382135 34.04166, -118.238172 34.0424587, -118.2381238 34.0432262, -118.2381195 34.043303)",209.79451054623047,1.6330054710041562,0.0119969447971641,South Alameda Street,,,,,,B
123413057,123413061,0,1038616342,,other,,False,False,79.71997700590282,,"LINESTRING (-118.2382295 34.0414185, -118.238221 34.0414194, -118.2381201 34.0414311, -118.238018 34.0414429, -118.2373726 34.0415176)",79.71997700590283,1.5435275609482344,0.0001565656381764,East 5th Street,,,,,,C
123413061,122620350,0,13437268,,other,,False,True,204.5721169377684,25 mph,"LINESTRING (-118.2373726 34.0415176, -118.2373802 34.0415564, -118.2374524 34.0419602, -118.2376426 34.0430267, -118.2376742 34.0432663, -118.2376769 34.0433394)",204.5721169377684,1.5374849490207112,4.8978147876656345e-05,Seaton Street,,,,,,C
123413061,123413065,0,178034374,,other,,False,False,108.37515318717831,,"LINESTRING (-118.2373726 34.0415176, -118.2373065 34.0415253, -118.2368628 34.0415766, -118.2362077 34.0416524)",108.37515318717831,1.679512918845056,7.957480860056278e-05,East 5th Street,,,,,,C
123413061,123087186,0,1038616341,,other,,False,False,169.84250865938267,25 mph,"LINESTRING (-118.2373726 34.0415176, -118.2372607 34.0408789, -118.2371161 34.0400526, -118.2371088 34.0400059)",169.8425086593827,1.5249807538281706,0.0001815245264829,Seaton Street,,,,,,C
123413061,123413057,0,1038616342,,other,,False,True,79.71997700590283,,"LINESTRING (-118.2373726 34.0415176, -118.238018 34.0414429, -118.2381201 34.0414311, -118.238221 34.0414194, -118.2382295 34.0414185)",79.71997700590282,1.5435275609482322,0.0005716466324117,East 5th Street,,,,,,C
